0
가톨릭은 하느님이라고 합니다. 하나님? 개신교인데 수녀님이 나오나요? 제대로 알지도 못하고 영화 만들었네.  
"원죄.. 종교적인 원죄 현실적인 원죄, 궁금합니다. 어떻게 다루실지...  "
관객수 200명예상.. 거의 정확함  
스토리부터 저급하네요. 여자는 몸을 팔고 남자는 뭐? 남탓하고 남탓하다가 찌질하게 범죄를 저지르고 본다? 문씨가문을 대표하는 훌륭한 문씨 감독이 나셨구려.  
개봉전 평점: 4.25
전체 댓글수: 4
