0
소재나 전개가 재밌을것 같네요 ㅋㅋㅋㅋ  
박ㄹ혜가 이 영화를 싫어합니다.  
잘짜여진 구성과...소재가 참 누군가를 떠올리게 만드는..대한민국이 자기껀줄 착각하는..누군가....아무튼 영화는 무조건 강추!  
개봉전 평점: 10.0
전체 댓글수: 3
