0
요즘 시대에 관심있어 하는 사람들이 많을 만한 주제를 가진 영화라고 생각합니다. 기대되네요^^  
여성 인권에 대한 이러한 영화들이 많이 나오는 것이 좋다는 생각입니다~ 알지만 모르는 척 했던 우리 현실을 되돌아보게 만들어 줄 영화로 기대가 큽니다.  
시놉시스보고 너무기대되서 평점을 남겨요. 요즘 세대가 관심있어할법한 주제 이기도 하고 대박났으면 좋겠네요!!  
지인이 먼저 시사회에서 보고 추천해서 알게됐는데 내용이 현대사회 문제랑도 맞고 기대되는 영화임. 예고편 보니까 더 보고싶네요  
굿 여자라는 이름이라~  
이런류의 영화는 나오는게 나쁘지 않다고 생각하지만 제발 우리나라 꼴페미들이 이런것 가지고 쿵쾅대지만 않았으면 좋겠다  
페미년들이 좋아할 영화군  
열등 여자라는 이름으로... 온갖 특혜로 무장하고 무개념으로 살아간다?  
난 남자지만 이런거 너무 좋은것 같음. 패미니스트들 피코가 아니라 같은 사람으로서 약자로서 자기 자아찾아가는것 너무 멋져  
개봉전 평점: 7.67
전체 댓글수: 9
