0
요즘 켈란루츠가 존재감없는 역만 맡다가 이제서야 주연을 좀 자주맡는것같다는 느낌을 받아요~  원래 드라마를 위주로 활동해서 그런가..암튼 기대해봅니다.  
시간 때루기 참 좋은 영화 입니다.후회하지 않을꺼에요~  
일등이닷!!!효도만세  
개봉전 평점: 10.0
전체 댓글수: 3
