0
럼블 : 지옥불이다!!  
자 한번붙어보자고 이퀄라이저  
오늘 랭겜 럼블 각 ㅇㅈ? 어 ㅇㅈ  
뭐랄까...90년대 액션영화느낌..예상되는 시나리오와 허접한 격투동작...클레멘타인 보다 약간 나음  
끝까지 다 본 사람으로써 평점 남긴다... 아무리 시간이 남아 돈다 한들 빨리 감기로 봐도 정말 허무한 c급 영화. 밑에 댓들들은 대체 뭔지;;;  
자! 한번 붙어보자고!  
안면 폭발 광선! @@@  
영화내용은 참 기대되는데 상영하는곳이 있으려나..  
개봉전 평점: 7.88
전체 댓글수: 8
