0
"희대의 지구적 스케일의 사기꾼 부부의 탄생 비화. 시대가 89년 임을 암시하는 옳은 일을 해라 영화와 자넷 잭슨 미스유머치가 계속 흘러나오고, 오바마의 출생년도, 출생지, 살아온 배경 등을 마치 암기라도 하라는듯이 대화중에 우겨넣는다 ㅡㅡ;;  "
그 말잘하는 오바마도 연애 시작하기 힘들었다.  
"오바마 이 자식아..니가 세계를 위해..특히 한반도를 위해 .. 뭐 한 일이 있다고...노벨 평화상을 쳐받고 앉아있는냐..이 놈아.민주당 전당대회 다니지 말고,,,조용히 시골에 쳐박혀서 살아라.  "
이곳은 영화를  <보고> 영화를 <평가>하는 곳이거늘 어찌 21세기에 인종차별적인 발언과 함께 보지도 못한 영화를 비평 아닌 비판하고 있기에 평점을 다시 되돌려보려 10점.  
개봉전 평점: 4.75
전체 댓글수: 4
