0
타락의 길을 마치 예술처럼 만든 최악의 영화  
이런 종류의 영화는 일본영화를 보면 참 많다.그리고 배우들도 더 이쁘다.다만 노출정도가 훨씬 더 쎄긴한데 연출이 별루라 재미가 없다.  
그렇게 소녀들은 여자가 된다...흐미 작품성 좋고...재밌고...소녀들의 러브 씬 화끈하고...은근히 매력 넘치는 영화  
대단한 수작. 그녀들의 나체는 음란하지 않고 세상을 향해 외치는 몸부림이다  
"곽혁심, 얼굴도 예쁘고 피부도 뽀얗고 몸매도 좋고 베드신도 끝내주고...  "
개봉전 평점: 6.60
전체 댓글수: 5
