0
왜 시즌2 중에 캔슬되었는지 알려준 드라마. 물론 재미있고 막장적인 요소가 있어서 킬링타임으론 좋지만 그렇다고 10점 줄 만한 드라마는 아님.  
미친듯이 재밌다.재밌는미드 찾는분이라면 추천  
굿굿굿  
보면서 배 찢어지는줄 알았음 ㅜㅜ 주인공도 예쁘고.. 괜찮은 미드!  
개봉전 평점: 9.00
전체 댓글수: 4
