0
부산영화제에서 유일하게 두번 본 영화 대만의 청소년노스탤지어 영화의 끝판을 제대로 보여준 영화이다.  
영화를 보면서 중간에 도대체 말하고자 하는 내용이 무엇인지 파악하려고 해도 감이 잘 잡히지 않았지만 마지막이 되서야 영화의 내용 전체를 이해할 수 있었다. 마지막에서의 아이들의 발랄함이 위안이 되었던 영화다  
다시보고싶다.  
전체적으로는 평타쳤는데 음악이 좋았다  
그냥 독특한  소재ㅎㅎ  
말하려는 것이 무엇인지 단번에 파악되는 것은 아니지만 곰곰히 곱씹으면 그 뜻이 이해가며 다시 한 번 보고싶은 영화. 대만영화 특유의 아름다운 영상미가 아련하다. 사랑의 관계에 대해 다시 한 번 생각하게 하는 영화.  
다소 복잡했었을 수도 있었던 주제들을 한번에 담으려니 다소 이해가 필요한 부분이 많았다. 하지만 엔딩 후 밀려드는 애잔함과 찝찝한 결말들이 오히려 더 좋았던 것 같다. 한번 더 이 영화를 보게 만드는 힘이랄까-  
세상엔 여러종류의 사랑이 존재한다. 그게 어떤 종류이던간에 존중받아마땅하다.  
계륜미씨의  또다른 모습 기대할게요  
무슨 혼혈을 대만영화에 집어놨어 ㅡㅡ 분위기 안난다  
ost가 너무 좋네요ㅎㅎ  
여러가지를 다시 생각하게 해주는 영화. OST가 좋다.  
아련하고 잔잔했던 영화 ㅠㅠㅠㅠㅠㅠ  
무언가의 아련함. 영화에서 눈을 뗄 수 없었음. 이런 영화 너무좋아.  
우정과 사랑 시간지나 변질되어 버리는.괜찬은 영상미와 스토리로 볼만 했습니다~  
그냥...그냥...그래요  
쿨한 사랑은 더 아프고 쓰리다. 주인공들의 슬픔이 애잔했던 영화  
말할수 없는 비밀 계륜미님 때문에 크게 기대하고 봤는데 사실 실망감만 남겨준 영화...뭔말하려는지는 알겠는데 전개가 너무 어설프다...그리고 난...여친은 좋지만 남친은 싫다...  
뭔말을 하고싶은지는 알겠는데 이상한 구성으로 내용은 저질러놓고 수습도 안하고... 일단 한국 정서랑 안맞는것도 많음... 영화 끝나고 뒤에서 욕하는거 처음들어봄;;  
"슬픈 숙명과  사랑,우정  "
