0
"오매,,, 데이빗 핀처에 웨스 앤더슨, 마틴 스콜세지, 올리비에 아사야스까지... 대박이다.  "
특별 영상만 봤는데도 흥미진진하네요ㅋㅋ 히치콕 기대 됩니다!  
알프레드 히치콕 감독만큼이나 인간의 내재된 공포심을 잘 이끌어내는 감독이 있을까.  
트뤼포의 히치콕에 대한 오마주. 그들과 영화사를 돌아보는 즐거움  
좀 허접한 다큐네   히치콕이름으로  작품팔아먹을생각마라  
All actors are kettle. -Hitchcock  
Hitchcock - Truffaut  
알프레드 히치콕만큼 위대한 감독은 스티븐 스필버그뿐이다  
개봉전 평점: 8.12
전체 댓글수: 8
