0
그레이의 50가지 그림자 따라한거 아님??  
궁금하네~ 기대됩니다!  
남주 넘나 잘생겨서 꼭 보고 싶넹ㅋㅋㅋㅋ  
개봉전 평점: 7.00
전체 댓글수: 3
