0
"지금, 바로, 여기에 존재하는 우리들의 이야기가 필요하다, 아주 많이.  "
우리 시대 청년들의 고민과 사랑을 잘 표현한 영화  
청년들과의 현실적인 공감대 형성  
개봉전 평점: 10.0
전체 댓글수: 3
