0
큰 기대없이 보러 갔던 독립영화제에서 만난 원석같은 영화. 기혼 커플에게 강추! 독립영화의 선입견을 깨준.. 중간중간 참신하고 유쾌한 코믹요소로 인해 조금은 무거운 주제이지만 보는내내 몰입감이 높았다  
독립영화제에서 봄. 독립영화의 참신함과 상업영화의 즐거움이 공존하는 영화. 배우의 열연도 좋았음. 중간중간 저예산의 한계가 드러나지만 그게 또 독립영화의 매력이니~  
이해할수는 있어도 공감할수는 없다는 그들 삶의 방식..그렇다해도 난 이 결론 찬성일세..영포티를 꿈꾸는 그들에게 던지는 시원한 한방!!  
이... 이기????  
굳이 하나가 아니라 모두 다 이기적이였던.. 어쩜 우리 하나 하나 다 이기적인 삶을 살고 있는 건 아닌지.. 기존의 사회 관념에선 이해받기 어려운 상황이지만 인물들 하나하나를 따라가다 보면 어느 순간 고개가 끄덕여지던 영화~주인공의 열연이 한몫!  
개봉전 평점: 10.0
전체 댓글수: 5
