0
아줌마가 어떻게 여동생이 될수있지 아줌마들 남자배우보다 나이엄청 들어보인다 그거도 사람이냐  
정사 자매의 유혹 영화와 장소 배우도 똑같이 내용만 살짝 다르게 해서 나옴  영화를 만들려는 최소한의 노력조차 없어보인다 배우들이 좋아서 2점줌  
고전배우계속나오면수준이떨어지는데요?  
"지혜, 진주의  색기가 줄줄 흐르네~  "
뭐 그냥그냥 야해서 평점 평균 맞춰준다  
개봉전 평점: 4.80
전체 댓글수: 5
