0
빌리3라고해서 찾아봤는데 이거 그전에 했던거랑 완전다른거 아님? 3이라고 해되되는거임?  
"빌리 1,2 다 봤는데 ㅋㅋ 오랜만에 다시 보니까 반갑당 ㅋㅋㅋ어린이날 꼬맹이들 데리고 가야 할 듯  "
빨리 4월 30일이 됬으면 하는 바램이..ㅎ!  
아이들 있는 분들은 꼭 보러가세요 잼나용ㅋ  
시사회 응모 했는데 됬음 좋겠네요.. 안되면 개봉하면 바로 봐야겠어요 기대되네요  
포스터부터 귀여움 폭발ㅋ기대된다  
캐릭터 넘넘 귀엽네요 빌리 파이팅!!  
초록우산 어린이 재단에서 추천했다니 믿고 볼만 할 듯!  
"빌리와 용감한 녀석들 1,2탄을 본 아이들은 3탄은 필수코스!  "
예전에 우리딸이 빌리 3D로 보고 동물사랑에 빠져 버렸던 기억이 나네여~ㅋ  
아까 뉴스 보니까 도찐개찐팀이 더빙하던데 아들딸들이 개그콘서트 엄청 좋아하는데 함 델고 가야겠네요 ㅋㅋ  
캐릭터가 너무 귀여워요~ 저희 딸하고 아들이 너무 좋아할거 같습니다^^  
저번에 1편 2편 한번에 아이들이랑 집에서 봤는데 재밌더라구여ㅎㅎ  
빌리와 용감한 녀석들이라면 믿고 보죠 ㅋㅋ  
우리 아이가 너무 좋아하는 빌리~!^^ 이번에도 꼭 봐야겠어요  
빌리와 용감한 녀석들 기대됩니다~^^  
어린이날 선물로 이만한게 없지  
작년에 2편을 아이가 너무 좋아했기 때문에 이번에도 보려고 합니다^^  
어린이 눈높이에 딱 맞는 애니메이션  
빌리2 재밋게본 조카님 손잡고 어린이날 보러갈랍니다ㅋㅋ  
굳이 개그맨성우를 쓸 필요가 있었을까...  
개그맨  더빙 극혐이다 진짜.  
어린이 애니에 개그맨 더빙하는 작태는 이제 관뒀으면 합니다.  어린이들도 좋은 더빙을 들을 권리가 있습니다.  
딱 아이들이 좋아할 캐릭터들과 이야기!  
포스터부터가 귀욤귀욤~ 애니메이션이 이렇게 기대되는건 또 처음ㅎㅎ  
재미도 있겠지만 교육적으로도 좋을듯함  
전편들 만큼만하면 볼만할듯 해요~^^  
재미도 있겠지만 스토리 보니까 교육적인 면에서도 참 좋을거 같아요  
전편들과는 또 다른 재미를 줄거 같아용  
믿고보는 빌리! 감동과 재미까지 겸비한 최고의 선물! 두마리 토끼를 다 잡은 느낌이에요 ㅎ  
주말에 여의도에 꽃보러 갔다가 봤어요~ 살짝만 봐도 애들이 너무 좋아하드라구요! 개봉하면 꼭 보려고요^^  
명품 성우들과 개콘 도찐개찐팀이 더빙을!!  
포스터만 보고 딸 아이가 보고 싶다고 난리에요..ㅜㅜ아직 개봉도 안했구만  
갠적으로 동물 나오는 애니메이션 좋드라  
기대되는 애니메이션~ 더빙 진짜 기대됨!  
어린이날 뭐하지 했었는데 빌리와 용감한녀석들 보여줘야겠다  
캐릭터들이 너무 귀엽고 동물들이 나와서 아이들이 딱 좋아할거 같더라구영ㅋㅋ  
어린이날은 빌리와 용감한 녀석들!  
개봉하면 꼭 보러 갈 생각입니다  
전편들과는 또 다른 느낌! 기대한 만큼 재밌기를!  
울 아들이 동물들 굉장히 좋아하는데 개봉하면 꼭 보러 갈라구여 되게 좋아할거 같아여!  
재미도 있지만 교육적인 면에서도 참 좋은 애니메이션.  
1편에 이어서 2편도 재밌게 봤고 3편도 재밌겠지?  
