0
10점 드릴테니 제발 국내개봉좀...... 제발......  
라보프 해냈네 ㅋㅋ 상또라이가 나왔어. ㅋㅋㅋㅋ  
오해마세요~ 정사씬들 샤이아 라보프 말곤 포르노배우들 배역 혹은 모형성기입니당...라보프도 얼마 안나옴  
당연 좋겠지  
기대됩니다 멜랑콜리아만큼  
라스 폰트리에 감독님 기대합니다!  
"관객을 뭘로 보고 심신의 충격을 받을수있다고 관객보다 심의자가 지적수준이 높다고 착각하지마라. 니들이 왜 관객의 사상을 제한하냐  , 제한상영가로 만들어 결국  5시간15분짜리를 4시간으로 가위질해서 청소년관람불가로 개봉한답니다.  "
헐;;; 이게 국내개봉이 가능해? 편집 엄청 많이 될 텐데....;;  
파격적인 영상보다 몰랐던 지식을 알아가는 것이 신기하다  
이런 소재로 영화를 만들 수 있다니. 라스 당신은 진정 자유로운 악동 감독이군여  
"우리관객들도 해외 관객들처럼 좀 온전하게 봅시다!! 영등위님들아, 미리 부탁 좀 합시다~~!!!!  "
보고싶어요!!! 갱스부르!!!!  
뭐약ㅋㅋ이렇게끝나면어쩔 2탄보고프다 ㅜㅜ누가야하대 하나도안야함..그리고난해하지도않음 그냥 약간취향색다른 여자이야기  
이런영화를 싸구려 야동과 비교하는 무식한 놈들이있네. 최고다!라스!  
외설적이지만 않고 아름답고 심지어 재밌기까지! 라스폰트리에의 가장  대중적인 작품이요~  
라스... 이름만으로도 기대된다. 국내개봉 왜케 느린거...  
인간으로 살아가야하는 동물. HUMAN.  
"이미 볼륨1,2 모두 봤지만,한국에서 이 영화가 얼마나제한적으로 삭제되어 상영되는지 궁금하다. 씬 삭제가 영화를 망가뜨릴까 겁난다.  "
최고 재밋음!!!전혀 포르노스퇄이 아님  웃기기도 하고  
해외반응이 후덜덜하던데.. 무삭제개봉이라니 예매 언제 열리나?  
이 영화가 말하고자 하는 바를 모르겠다. 특별한 의미없이 단순히 색정증에 관한 고백인건가..2부를 보고나면 괜찮으려나?!  
영화관에서 볼 수 있었으면 좋겠습니다~  꼭 직접 스크린에서 보고 싶습니다  
라스폰 트리에..아....  
아따 재미도 없구만...  
시사회 갔다와서 글남깁니다. 그냥 성도착증 여자의 일대기를 그린 내용임!! 초반엔 너무 괴리감이 커서 영화보다 중간에 나오고싶었지만 중간부터는 좀 빠져들게됨. 2편이 궁금해질정도로어쩌다 한 여자의 인생이...  
난해하고 야하다며 이 영화를 저평가하는 미개인들은 영화를 볼 자격이 없다.  
이게 영등위에서 포스터 다 가렸다는 그 영화인가여  
진심 재미없음 차라리 야동을 보지  
한번보면난해함  이해가어려움  
It 's show time  
헐 드디어 개봉 하네 미친ㅋ  
"1, 2부를 다봐야 평가가 가능한데 글쎄... 보는 이를 당황시키는 여러가지 상황 설정을 따라가다 보면 한 여인의 인생 굴곡의 종착점에 도달하게 된다.  "
샤이아 라보프 ㅋㅋㅋㅋ  
실제정사? 섹스 경험담 영화? 그거완 별개로 여자가 내타입이 아니어서 별 감흥을 못느끼겠음..지루한 영화  
크리스챤 슬레이터 왜 저렇게 됐지  
샤이아 라보프 트랜스포머4에 나오지;;;;  잭 돌아와~!!!  
외로운 십자가를 짊어지고 떠나는 섹스연대기 .. 반전주의 !!  
