0
올해만 벌써 5편째 그의 체력한계는 어디까지인가  
시걸형대박인데 첫영화는 88년도 그이후 특히 2007~2012년도 뭐에요 이때 년마다 최소3편이상찍었네요 후덜덜  
3빠다 기념으로 10점이다 앙기무띠  
1빠다...기념으로 10점 쏜다...(웃음)  
음 ..그럼 난 7빠인가?  
이제 나이도 들고 퇴임을 앞둔 아저씨 몸매라서. 5점만 줌.ㅋㅋㅋ  
2빠다...기념으로 1점 쏜다...(웃음)  
개봉전 평점: 6.86
전체 댓글수: 7
