0
나도 지금 서프라이즈에서 보고있다  
지금 서프라이즈 보고나서 이 영화를 검색하게 된 분 공감버튼 눌러주세요  
서프라이즈 보고왔다 손  
지금 서프라이즈에서 한다  
서프라이즈에서 보고 왔습니다  
나도보고있다지금ㅋㅋ  
어려서부터 영화로 세상을 배웠다면 확실히 상상력이 풀부할듯  
나도 서프라이즈 안녕하셈  
나도 방금 보고 들어왔따  
서프라이즈에서 보구옴 ㅎ  
개봉하세요.... 보고싶어요 ㅠㅜ 진짜 영화같은 실화!!  
와 소름;; 서프라이즈 동지들ㅋㅋㅋ  
정말 감동적인 영화ㅜㅜ  
Surprise ~~~~  
서프라이즈 각입니다요 ㅋㅋ  
서프라이즈 마니들 보는구나  
이제 개봉하는 건가...  
세상 밖으로 나왔을 때 그 기분이란 어떤것일까? 궁금하게 만든다  
이게뭐냐 진짜 다큐멘터리인건가 지금티비에서 하길래보고있는데 다큐멘터리인것처럼 연기를하는건지 다큐인지 몰ㅇ갰다  
저도  뒤늦게 서프라이즈로~ ㅋㅋㅋ  
보고싶은데 자막이 없네요  
저도  ㅎ보고 싶군요  ? 꼭  
서프라이즈 감동실효ㅏ  
개봉전 평점: 9.09
전체 댓글수: 23
