0
하...윤시윤 너무 멋이써♥영화 잼있을꺼가타욧!!  
진구짜응 기대할게염 윤시윤씨도 기대기대  
개봉언제해요 ㅠㅠ윤시윤오빠사랑해요 ㅠ♥  
이거 언제 개봉하나요? ㅠ  
여진구에 윤시윤이라니. 조합이 장난 아니다  
"이거 2010년에 찍은거면 여진구 중1때 찍은건가?ㅋㅋ꼬맹이 때 찍은거네? 근데 지금은 어느새 화이로 청룡영화제,영평상 ?신인남우상까지 받고 훌쩍 커버렸네. 근데 포스터 최근에 찍은건가 본데  여진구 사이즈를 저렇게성의없이 눌러놓으면 어쩌자는거?  "
백프로 빨리보고싶어요!!윤시윤 파이팅♥ 사랑해요♥.♥  
윤시윤 여진구 둘다 이상형인데 이렇게 취향저격을 해 주는 영화가 있다니 개봉 하면 5번 이상 보러 갈 것 무조건 약속 할게요ㅠㅠ시윤이오빠 해병대가기전 영화네요 많이보고싶을 거에요 5년팬이에요  
여진구짱짱맨~~~**~~  
참신한것같아요.  캐릭터도 좋구요  
14살의 여진구가 기대되네  
진구오빵♡♡♡진짜보러갈거임ㅠㅠ♡♡♡  
와~ 개봉해주셔서 감사합니다~ 기다렸어요!!  
재미잇을거같아요~ㅎㅎㅎㅎ  
정말 기대되는 영화!!!^^한참 기다렸는데 이제야 개봉하다니~꼭 보러가야겠어요~^^!!!!  
꼭보겟어..!!윤시윤 너무 좋아 ㅠㅠ♡  
도대체 언제 개봉하나요 전 윤시윤을 한시라도 빨리 보고싶어요!! 시윤오빠 완전 멋있어요♥  
"영화가참따뜻하고 훈훈하네요 영화보면서 흐뭇하게웃고있는저를여러번발견했습니다 연인,친구,부모님,자식과함께볼수 있는영화에요 후횐안하실거에요 단,자극적이고 반전원하시는분은 비추이니 보지마세요 끝으로윤시윤잘생겼어요ㅎㅎㅎ  "
진구....여진구♥ 진구야 넌 왜 나보다 어려  
꼭 봐야되는영화♥♥♥  
여진구! 윤시윤! 박상면아저씨까지! 꼭 보러 갈거다! 애들아 보러가쟝  
화이랑 이웃집꽃미남에서도 배우들 멋있었는데기대되네요! 빨리 개봉됬으면좋겠어요!!! 여진구♥♥  
시윤 화이팅! 우리배우 윤시윤 짱이다!!!!  
윤시윤오빠>0<  너무조아요♥ 빨리 개봉했으면 좋겠어요ㅠㅠ  
윤시윤♥♥♥♥♥♥♥♥♥♥♥♥♥♥♡♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥  
정말 기대되는 영화입니다. 훈훈하고 웃음가득하고 깨알감동까지~~  배우들의 연기도 기되되네요~  
개봉날이 기다려 지내요~  
웃긴영화일듯..ㅎㅎ 윤시윤 조으다  
배우들이 다 좋으신 ㅂㄴ들이네요... 제빵왕 김탁구가 떠오르네요ㅎㅎ  
재밋을꺼가타용 시윤오빠화이팅!!!!  
시윤오빠  나와서  기대 되내요  
굳굳굳굳역시시윤♥♥♥♥  
윤시윤♡  
윤시윤이있어서 빛나는 영화?  
윤시윤 여진구 기대됩니다!!  
윤시윤짱 !!!영화꼭보러갈기용ㅎㅎ  
우와 >< 개봉하면 깨금이 보러 가야겟넹♥ 와 기대된당 조으다조으다 우히히히히히히히히히힣ㅎㅎ  
깨금이♥ 영화기대할께요!!  
윤시윤 흥해라 ♥ !!  
허허 시윤아 밥 좀 같이 먹자구나.^^      -cn.blue yw-  
윤시윤이면 흥한다 힘내세요!!!~~  
윤시윤짱  
윤시윤빠륑♥  
와진짜이영화몇년전부터나오길기다렸는데드뎌개봉하네요!!!!>< 너무기대되요~~!!!영화잘되길응원할게요!!ㅎㅎ  
너무 뻔한 스토리라 솔직히 몰입하기는 힘들었음. 특히 선술집 세트는 정말 허접. 실내만 찍든지 하지 문밖 광경은 왜 잡아서. 마지막 박상면 씬은 살짝 느낌왔음. 박상면 분량을 더 찍었어야함.  
여진구 여진구 이친구 요즘 연기완젼 잘하던데~ㅋ  
윤시윤 완전 기대됨 ㅠㅠ 이번 영화대박나길!♥  
해병대 지원 윤시윤..  상남자네^^  
이거개봉언제해요 윤시윤오빠기다리고잇는데ㅜ  
빨리 개봉해주세요~^^ 기다리고 있을게요^^ ♥♥♥♥♥♥♥♥♥♥윤시윤♥♥♥♥♥♥♥♥♥♥  
와!!! 정말 기대 됩니다 제가 코미디 영화를 아주 재미있게 즐겨보고 좋아하는 장르인데 가슴이 설레네요!! 빨리 개봉햇으면 좋겠네요 개봉즉시 달려가서 볼생각하니 행복하네요 좋은영화 감사합니다~  
여진구에 윤시윤이면...^^  
스탭들 돈도안주고찍어낸영화가 먼개봉을한다고 참나..  
여진구 효과로 좀...될거 같네...손익분기점 약간 넘거나..손해보거나...  
왜 나는 선생 김봉두가 생각나지...  
이 작품이 꼭 흥행했으면 좋겠다 윤시윤은 군대가기전 마지막 작품이고 여진구는 요즘 핫한 배우니 그 기세를 몰아 정말 잘됐으면 좋겠다!  
진구야 사랑해 (철컹철컹)  
아 달달하고 훈훈하다 꼭 보러가야징  
짱!!  
좋아요♥♥♥  
언제 개봉하나요 개봉 첫날 보러갈께요 ♥  
시윤오빠 나오니까 나두 10점 ㅎ  
윤시윤시윤시윤씨가 나오니까10점  
와 배우들을보니 감동도있는 코미디같네요 기대됩니딘 일빠예약!  
유명한배우들만이나오네  젬쓸거같네요 ~  
개봉전부터이래기대대는영화는또처음이네개봉하면꼭볼게요.  
굿잡  
우왕  
우와 이거 꼭 바야지!!  
여진규보고시ㅍ다 윤시윤이랑가치나오면 짱이겟네  
윤시윤도 나오고 이거 소문으로 진짜 재밌다고함 기대됌ㅠㅠ  
시윤오빠 짱~~빨리 영화보고 싶어요 수능 끝나야 보려나?ㅠㅠ  
♡시윤이옵하!영화대박나고화이팅!빨리개봉햇씀조캣네영ㅎ제가응원할께염윤시윤짱♡  
