0
핵노잼일듯 핵노잼일듯 핵노잼일듯  
미이케가 서스펜스전문이야?병맛전문이야?  
"와,, 이거 대박이네요,  "
오 레이드의 무술고수 루이얀씨도 나오네 아 진짜 종잡을수없는 감독이야  
핵잼일득 핵잼일듯 핵잼일듯  
약빨고 만든듯ㅋㅋㅋㅋ케루군 대박 귀여움ㅜㅜㅜㅜ  
미이케 타카시 콩트 종합 선물 세트.  
이거 길티크라운이랑 관련없죠?  
개봉전 평점: 8.50
전체 댓글수: 8
