0
"기억해야 할 어느 한 이야기, 그리고 싸움.  "
교육이 정부방침이 아니라 아이들을 향해야 한다는 것을 보여주는 영화입니다. 응원합니다.  그런데 왜 아직 이런 일이 벌어지는 거죠?  
"'아너느추러우남처내주어'가 무슨 말인지 설명해주실 분 있나요? 별점테러를 보고 견딜 수 없어 영화를 보지 못했지만 한 마디 남깁니다. 교육만큼 세상을 바꾸기에 적절한 수단도 없지만, 교육만큼 세상을 망가뜨리기에 맞춤한 방법도 없는 것 같습니다.  "
"이 영화, 정말 기대하고 있습니다.  "
참교육을 지지합니다~!!  
"""나라에서 너희와 선생님을 갈라 놓으란다"" 송강호 ""국가란 곧 국민입니다"" 국민은 그렇게 하라 한 적없습니다.  "
이런거 누가봐요???  
예고편만 봐도 가슴이 미어집니다...  
"국가수준학업성취도평가의 결과는 줄세우기가 아니고 교육의 질을 향상시키기 위한 지표로써 활용될텐데 ,이걸 거부하는 일자무식 무뇌 전교조 선생들은 당장 사표쓰고, 이런 말도 안되는 무식한 다큐는 제발 상영좀 하지마라  "
아너느추러우납처내주어  
"기억해야 할 어느 한 이야기, 그리고 싸움.  "
교육이 정부방침이 아니라 아이들을 향해야 한다는 것을 보여주는 영화입니다. 응원합니다.  그런데 왜 아직 이런 일이 벌어지는 거죠?  
"'아너느추러우남처내주어'가 무슨 말인지 설명해주실 분 있나요? 별점테러를 보고 견딜 수 없어 영화를 보지 못했지만 한 마디 남깁니다. 교육만큼 세상을 바꾸기에 적절한 수단도 없지만, 교육만큼 세상을 망가뜨리기에 맞춤한 방법도 없는 것 같습니다.  "
"이 영화, 정말 기대하고 있습니다.  "
참교육을 지지합니다~!!  
"""나라에서 너희와 선생님을 갈라 놓으란다"" 송강호 ""국가란 곧 국민입니다"" 국민은 그렇게 하라 한 적없습니다.  "
이런거 누가봐요???  
예고편만 봐도 가슴이 미어집니다...  
"국가수준학업성취도평가의 결과는 줄세우기가 아니고 교육의 질을 향상시키기 위한 지표로써 활용될텐데 ,이걸 거부하는 일자무식 무뇌 전교조 선생들은 당장 사표쓰고, 이런 말도 안되는 무식한 다큐는 제발 상영좀 하지마라  "
아너느추러우납처내주어  
개봉전 평점: 8.00
전체 댓글수: 10
