0
또 도모세 나옵니다..  
모든 것은 반복된다...  
성멸치 도모세 은퇴하고   평범하게 살면 안되겠니 ㅋㅋ  
ㅋㅋㅋㅋ영화 한번찍은걸로 본편 감독판 무삭제 이리 3번 곰탕쳐 끓여먹는게 실화냐  
개봉전 평점: 1.00
전체 댓글수: 4
