0
알바새1끼가 다른영화와 착각하고 분탕질을 치고 간 모습입니다.  
거지같은 영화ㅣ 존잼없  
존잼없 존잼없 존잼없 존잼없  
개봉전 평점: 4.00
전체 댓글수: 3
