0
ㄹ혜나 납치해주세요 제발요  
ㄹ혜나 납치해달래 ㅋㅋㅋㅋ너무 웃겨 ㅋㅋㅋ  
뭐만하면 박근혜드립진짜 구토나온다 정치병좀 적당히 걸리세요;  
개봉전 평점: 10.0
전체 댓글수: 3
