0
"청춘,그 찬란한 기록.그들의 이야기  "
완전 보고싶어요~~~!!!  
청량감 넘치는 음악들로 가득한 영화. 또 보고싶어요^^  
코로나! 플랫핏!! 강백!! 전부좋아요!! 기대합니다!!  
어서 빨리 보고싶어요!  
"내부자들, 검은사제들, 공모자들, 점쟁이들, 배짱이들, 감시자들, 기술자들, 도둑들  "
이게 뭐야 ㅋㅋ 진짜 웃기넼ㅋ  
어서 보고 싶어요 이인세 여린풀꽃한송이 영상이 여기서 나온거였군요ㅠㅠㅠㅠ  
음악 영화의 한 획을 그어주세요!!!  
아름다운 음악영화! 기대합니다!!!!  
나오기만을 기다리고 있습니다~~♥  
아 예고편만으로도 기분좋아지는  
음악영화는 언제나 감동이 넘치기에~보고싶은 영화!! 기대가 되는 영화입니다!!  
말이 필요없는 힐링영화! OST들이 귀를 정화시켜 줍니다.  
개봉전 평점: 9.36
전체 댓글수: 14
