0
다큐 너무 좋다 여운 쩔음  
채식주의자가 고기 굽는 법을 익히듯 아버지를 이해하고 보듬는 과정.  
감각과 감동 모두있다. 작년에 돌아가신 무뚝뚝 했던 아버지를 생각하며..  
개봉전 평점: 9.33
전체 댓글수: 3
