0
관람1人 돈 아까워 맨붕상태 일듯ㅋ .평점0안됨.예고봤는데무대장치압권은무슨  
오페라.. 게다..상영시간.. 음.. 지루하지 싶을듯...하네요..  
상영시간 310분 끝까지 볼수나 있으려나  
개봉전 평점: 2.67
전체 댓글수: 3
