0
bifan에서 오늘 봤습니다 감독님 너무 빨리나가셔서 사인 못받았는데 자기 전에도 생각 날 거 같아요 특정한 부분을 꼬집어 말할 것 없이 올해 단편 중엔 수작이었습니다 워!  
개봉전 평점: 10.00
전체 댓글수: 1
