0
뻔해~  너무  완전 뻔해  뻔해  
이런사람들은 배우라고말하기도 챙피하다 이런애들은 출연료가얼마일까?  
병원다녀온게저정도면박수쳐줘야되는거아니냐  
"서원, 진주 연기가  물올라네~  "
개봉전 평점: 3.50
전체 댓글수: 4
