0
정말..보고싶지..않네요..  
일본에서 티켓 공짜로 주길래 오하이오 삿포로 보고왔습니다.한국2013년 1월3일 개봉작으로  2012년드라마 [차칸남자 ] 비교도 안될정도감동실화 최고작인 [오하이오 삿포로..]  
청각장애 .. 화이팅!  
장편으로 다시 한번더 보고픈 작품  
"""기억해요! 우주인 ? 지구인!"" 최고! >ㅅ




rako****


2012.05.15 17:16


신고


"
개봉전 평점: 8.20
전체 댓글수: 5
