0
스즈카와 아야네 주연에 야쿠자와의 금단의사랑이라니.. 스토리 굿굿!  
카와이 kawaii 인기유망주!! 청순 슬림 미소녀 이정도면 충분하다!!  
이 여자 오묘한 매력이 있다;;;  
개봉전 평점: 9.33
전체 댓글수: 3
