0
베드신은 많으나 1편에 비해 배우들 퀄리티가 확 떨어진다.. 나홀로집에 1 2편대박치다 3편 망한 그런느낌..  질질 우려먹는 근친시리즈 아닌점에 점수준다  
남자배우들도 식상함 도모세 민도윤 실화인가요... 몸이라도 키우든지 베드신이라도 좀 화끈하게 리드하든지... 여자배우들한테만 베드신 기대하는 시대는 지나지 않았나... 남자 반응이 얼음인데 여자들한테 뭘 어떻게 기대해..민도윤 어깨좀 펴라 웩  
공즉시색1은 신선하고 좋았는데 이럴거면 2를 만들지 말던가;;;맨날 보는 얼굴 지겹다 진짜... 가뭄이야  증말  
"민또윤, 또모세 .답없다.식상그자체.제목은 왜 공즉시색으로 지어서 1편에 명성에 똥칠을 하는지 저런남자들 계속쓰니 볼만한 에로가 없지  "
"전형적인 전작의 이름을 빌린 쓰레기 에로영상물/배우,스토리,연출 안보는게 개이득  "
배우조합 최악이야 ㅋㅋ 도모세  성인배우 적합하지않다 은퇴해라  
이미 본 것을 또 보는 느낌.  
1편 남배우들 완전 괜찮았는데 특히 막내(?)로나온 ... 근데 다 어디가고 뻔하디뻔한 이것저것 가리지않고 다 찍는애들이  나온건지 휴  
1편은 괜찮게 봤는데 2편은 과연 어떨지..  
진시아와 이채담 조합이  괜찮네.  
오랜만에 지연 나와서 너무 기대 됩니다!  
개봉전 평점: 3.64
전체 댓글수: 11
