0
이거 귀신나오는 영화 아니네요. 공포초짜 감독이라서 그런지 몰라도 허접한 스토리에 답없는영화. 독일판 곤지암에 낚이지마시길  
20년만 더 힘내자님 여기저기 계시네요  
곤지암과 견주어 절대 OOO 않는다  
개봉전 평점: 5.33
전체 댓글수: 3
