0
팀버튼 환상속의감독 이라서 무조건 봐야돼  
팀버튼 영화라면 다 좋죠 !  
팀버튼!  
팀 버튼의 영화라면 100% 기대감  
팀버튼!  
에이미 아담스 나오는 영화는 언제나 만족스럽지!  
팀 버튼의 상상 공장을 다시 한 번 구경해볼 기회!  
기대됩니다꼭보고싶네요  
아 빨리 나와라 보고 싶다.  
그림보고 감작놀랐다 역시 팀버튼  
믿고보는 팀버튼이라는 10점짜리 글이 너무 많다....저는 괜찮아 보이는데 예고편에서 내용을 다 표기한게 아닌가 싶네요....특이한 그림을 그리는 싱글맘->남자가꼬임->그림을자기이름으로판매->대박->불만->폭로->법정소송인것같은데 어떤반  
뽀대남  
내가 좋아하는 팀버튼 감독이라서 이건 꼭 봐야대!기대 만발~  
팀버튼이라...기대되죠  
재밌을것같기는한데 예고편에서 내용을 너무 다보여준것같다 대략적인 스토리랑 긴장감을 불러일으킬 요소들도 다보여줘버리고 남은건 엔딩뿐인데 1. 진실이 밝혀짐 2. 정말로 여자가 정신병(정말로 남자의 그림) 뭐 이렇게 두가지경우밖에 없지않을까?  
꼬오오옥 보고싶어요!  
팀버튼이라면 꼭!  
요즘 팀버튼 이상하던데;; 이상한 나라의 엘리스도 나니아 연대기 삘나고 팀버튼 특유의 공포스럽고 신비한 분위기를 요즘은 잘 살리지 못하는거 같음 하지만  이번에는 스토리도 괜찮은거 같아 한번만 더 믿어보자  
팀버튼과 왈츠라니! 기대.  
본다. 팀 버튼이면 무조건 본다. 팀 버튼이니까.  
에이미 아담스 나이를 꺼꾸로 먹나;;;; 미쳤네 외모가ㄷㄷ  
팀버튼이 감독이라니 꼭 개봉날 보러가야지!!  
항상 기대되는 팀버튼입니다  
리즈위더스푼~  
ㅎㅎ 내가 1등이군  
"팀버튼 감독도 기대되고, 그림도 예쁘네요 ~  "
예고편에서 왈츠 버럭하는 거 보고 감동먹음...화내는 왈츠라니!  
팀버튼이다아아!!!  
2시간짜리 다큐멘터리  
마가렛 킨 얘기 들어본 적 있는데 영화로 나온다니+감독이 팀 버튼. 캐스팅이 후덜덜해 이건꼭 봐야해!  
예고편으로 이미 다 본 느낌  
기대가되요 팀버튼감독의 영화~  
빅아이즈 기대된다!!!!  
믿고 보는 영화 팀버튼!!! 완전 기대. ..  
팀버튼의 영화라면 당장가서 봐야지.  
예고편만 봤는데 영화 다 본것같다..뭔가 더 있겠지???  
버튼이형꺼 나왓네 ㅎㄷㄷ  
"최고의 명배우 에이미 아담스, 크리스토프 왈츠에 팀 버튼이라니 환상의 조합이네요  "
믿고보는 팀버튼!!!  
크리스토퍼 왈츠!!!! 끄아!! 무조건봐야죠!!! 바스타즈 거친녀석들과 장고 분노의 추격자 보고 반했어요!!!완전제스타일배우  
크리스토퍼 왈츠의 연기가 기대된다.  
올새해 첫 외화영화로 보고 싶네요  
꼭 보고싶어여팀버튼감독 짱!!!~  
팀 버튼 감독와 헐리웃 연기신들이 모였으니 ...이건 뭐 쫭! 빅 아이즈 그림도 화~악 땡기네~  
크리스토프 왈츠때문에 본다  
법정장면에서 팀버튼만의 깨알재미 좋았어요  
역시 팀버튼 영화.  너무 재미있어요  
시사회로 보았습니다 평이한면도있지만 끝까지보세요:) 잘봤습니다  
빅 아이즈~ 그림속의 커다란 눈처럼 영화 속으로 빨려들어가게 된다..  게다카 팀버튼~~^^  
예술가의 자존심을 보야준 영화  
좋아요재미있었어요^^  
ㅎㅎ팀버튼어디갔지?  
200프로만족!! 실화라서그런지 더 재밌어요 요근래 본영화중최고  
너무 재미있게 봤습니다. 오랫만에 팀버튼 감독 작품 봐서 좋앗습니다  
실화라는게 신기하네요ㅎ  
팀버튼 영화여서 기대하고 봤는데정말 재미있었어요!!  
티져에 모든게 너무 함축되어 있었고 결말도 어느정도 예상은 했지만 영상과 그림이 볼만하네요  
소재도 흥미롭고 그림의 주인을 밝히는 과정들이 흥미로웠습니다  
통통 유쾌하고 두 배우으.연기는 좋다  
미술좋아하는 분들은 좋아할것같아요  
너무 재밌게봤어요 꼭보세요  
50년만에 밝혀진 진실  
통쾌한 반전의 미학!!  
완전재밋엇어요~~그림이 아주 맘에들어요  
아 정말 기대대로 재밌었던  
