0
박희순 진짜 열일하네요 ㅋㅋㅋ브이아이피 물괴 남한산성 히치하이크등등.. 응원합니다  
마음이 아프고 실상적으로 쉽게 다가갈수 있었습니다  
미세먼지 가득한 요즘 목마르게 그리운 파란하늘이 청량해 보이네요. 기대기대~!!  
개봉전 평점: 9.00
전체 댓글수: 3
