0
조루남에 빗댄 일본의 우울한 청춘의 현실.  여배우도 은근 매력있고 생각보단 볼만함  
영화 몰입도가 참 좋았다. 마지막이 좀 안타깝지만 현실적이라 마음에 와닿는 영화  
이것이 딸정이라는 건가...  
많이 공감딘다 돈없는 총각의 현실  
완벽한 케스팅과 끝내주는 마지막 OST  
허망하게 끝나 버리는..  
별로 재미가 없다...  
[6점] 잘가라! 시시한 나날  
난 잼있게 봤다.. 여자주인공 키작고 못생겼는데 계속 보다보니깐 매력있고 가슴도 크고 ㅎㅎ  
제목처럼 시시하게 끝남.  
조루남에 빗댄 일본의 우울한 청춘의 현실.  여배우도 은근 매력있고 생각보단 볼만함  
영화 몰입도가 참 좋았다. 마지막이 좀 안타깝지만 현실적이라 마음에 와닿는 영화  
이것이 딸정이라는 건가...  
많이 공감딘다 돈없는 총각의 현실  
완벽한 케스팅과 끝내주는 마지막 OST  
허망하게 끝나 버리는..  
별로 재미가 없다...  
[6점] 잘가라! 시시한 나날  
난 잼있게 봤다.. 여자주인공 키작고 못생겼는데 계속 보다보니깐 매력있고 가슴도 크고 ㅎㅎ  
제목처럼 시시하게 끝남.  
개봉전 평점: None
전체 댓글수: 10
