0
원래 다큐멘터리에 관심이 많은 1인으로써 국내 미술계의 거장이신 이중섭씨의 삶에 대해 자세하게 알게되는 계기가 되었으면 좋겠습니다. 기대가 많이 가는 작품이네요.  
"네이버 메인에 떠서 예고편 봤는데...아내와 아들, 가족에 대한 사랑과 그리움이 절절하네요. 비운의 화가 이중섭, 개봉하면 꼭 봐야겠어요!  "
이중섭 작가의 작품을 정말 좋아합니다. 이 영화도 꼭 보고 싶네요 ㅠ  
이중섭이 좋아하는 우유https://www.google.co.kr/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&cad=rja&uact=8&ved=0ahUKEwjn0fST68rOAhXHGZQKHVRQDlAQjRwIBw  
다큐 완전 기대되네요!!  
개봉전 평점: 9.40
전체 댓글수: 5
