0
"외모에 가려진 천재 발명가. 헤디 라머라는 정말 매력적인 사람에 대한 이야기. 티저 영상 보고 궁금해서 멀리까지 가서 봤는데 보람이 있었습니다. 정말 좋았고,스크린 문학전으로 관람했는데, 6월에 정식 개봉하면 다시 보고 싶어요.  "
개봉전 평점: 10.0
전체 댓글수: 1
