0
뭔가 블랙미러 느낌나서 기대된다 ㄹㅇ  
정말 재미있어 보이는... 죽어도 볼거임  
소재가 정말 참신한 것 같아요. 기대가 많이 됩니다!  
현실적인 자살쇼 기대합니다  
괜찮아보인다 나오면 함 봐야겠음  
자살게임이라고 하니 뭔가 심리게임 치열할거같아서 두근두근  
출연진 좋네 볼만할것같다  
소재가 특이한거 같아 기대가 됩니다.  
기대됩니다! 빨리 개봉했음좋겠다><  
요즘은 이런것도 나오네  
뭔가 블랙미러 느낌나서 기대된다 ㄹㅇ  
정말 재미있어 보이는... 죽어도 볼거임  
소재가 정말 참신한 것 같아요. 기대가 많이 됩니다!  
현실적인 자살쇼 기대합니다  
괜찮아보인다 나오면 함 봐야겠음  
자살게임이라고 하니 뭔가 심리게임 치열할거같아서 두근두근  
출연진 좋네 볼만할것같다  
소재가 특이한거 같아 기대가 됩니다.  
기대됩니다! 빨리 개봉했음좋겠다><  
요즘은 이런것도 나오네  
개봉전 평점: 9.70
전체 댓글수: 10
