0
밴에플렉이뭐가 어때서그렇게욕질이지  
새로운 배트맨을 기대해봅니다. 이건 다크나이트랑 완전히 다르니까 다크나이트 빨면서 별점좀 내리지마  
아니 크리스찬베일안나와서 망했다는 놈 누구냐 배트맨이 크리스찬베일이냐 배트맨은 코믹스에서 아주 오래전부터 쭉 이어왔고 지금까지되고있다.배트맨은크리스찬베일이아니라 배트맨이다.영화보기도전에 그딴소리하지마라.그리고벤에플런이 각본참여한다고함.그조건으로캐스팅됨  
"배트맨 비긴즈때도 큰 성공은 못 이루었지요, 다크나이트에서 전설로 남았었지요. 맨오브스틸2도 꼭 그런 영화가 되길빕니다!! 영화 재밌게 잘봤습니다!  "
놀란은  cg쓰는것도  엄청 싫어하는 데다가 현실성있는 모습에 집중하는데 배트맨이랑 슈퍼맨이랑 나와서 깽판치는걸 맡으면 어떻게 표현할지 생각좀 해보고 말하지 ;;차라리 떄려부수는걸로 갈거면 잭 스나이더가 나을것 같은데...  
왜 우리나라 사람들은 놀란을 신격화하나?  
I want you to remember the one man who beat you.  
아직도 크리스챤베일만이 진정배트맨이라고 깎아내리는. dc를 영화로만 접한 사람들이 있네.   이분들 후에 수어사이드 스쿼드 영화나오면 조커역할에 히스레져 가 아니라서 망했다고 자레드레토도 까내리겠네.디씨빠돌이로서 정말 기대되는영화인데 지켜봅시다 좀.  
슈퍼맨리턴즈갖다대는놈들은 자살추천한다. 렉스루터를 쓰고도 갈아먹은데에 이어 맨오브보다 제작비도 더 많이 쓴 리턴즈를 어따대고 맨오브에 갖다대냐? 이번편에 아마도 렉스루터가 빌런일 확률이 높은데 차라리 이 영화랑 리턴즈랑 비교해라 미친놈들아. 대작스멜남  
크리스찬베일 찬양하고 벤에플렉 까시는분들 해외반응좀보고오시죠지금 벤에플렉 잠깐나온 수트입은영상 하나로 난리났습니다. 미친싱크로율이라고요.이번 배트맨캐스팅은 신의한수라고봅니다.  
왜케 베일배트맨보고 밴애플렉을 깎아내리는지 모르겟다. 원래 원작배트맨이 베일보다 애플렉 같은 우락부락한 근육질 몸이다. 베일이 훌륭햇지만 다크나이트만 보고 베일좀 그만 빨아댓음 좋겟다. 애플렉도 연기진짜 잘한다  
잭스나이더가 자신의 스타일에 고집을 덜 부린다면 해볼만하다. 아무튼 수퍼맨의 비상을 원하기 때문에 9점  
밑에 1점 평 남긴사람들 존나무식하네 ㅋㅋㅋㅋㅋ 애초에 맨옵1은 놀란의 참여율이적었고 국내에서도 액션피로감이니 뭐니 하면서 장점을 단점으로 승화시키냐 무슨 그리고 이번 배트맨은 슈퍼맨의 스승격 캐릭터로 등장예정인데 대결구도는 무슨 어디서 주워들은거야  
잼쓸거가태  
우리나라는 특성상 한번 빨면 죽을때까지 빤다 .. 새로운것은 배척할려고하지 .. 여기서 우리나라 특유의 보수적인면을 볼수있지. 놀란만봐도 그렇지 .. 나는 진짜 너무 기대된다  
마블과 DC가 있어서 행복하다 ㅠ_ ㅠ  
벌써부터 깍네 이사람들이벤애플렉 몸매나 해외반응 보고는왔냐크리스찬베일보다 확실히 원작에 더가깝다크리스찬베일이 안나와서 망했다는데 크리스찬베일이 진짜 배우로서 최고긴하지만벤 애플렉연기력도 만만치않어;;니들이 뭔데 벤애플렉한테 잣대를 들이대냐  
음악 제작자가 한스 짐머다.  
잭스나이더; 제발 왓치맨때 처럼만 만들어라.. 놀란이 아닌게 아쉽지만 잭스나이더도 히어로물 잘만들어 낼수있는 능력은 있는 감독임.. 배트맨이 크리스찬베일이 아닌게 아쉽지만 그래도 아직까지 기대는해봄!  
이번에는 싸움 크게해도 건물좀 그만 부시길... 맨옵스틸 수퍼맨은 지구를 지키는 건지.. 부시는 건지...;;;  
이 영화는 더이상 슈퍼맨 영화가 아닙니다. 저스티스 리그 150분짜리 트레일러에여.. 근데 내가 걱정했던 것보다 배트맨 옷이 너무 잘 뽑혀서 가슴이 선덕선덕 한다ㅠㅜ 미친 잭스나ㅠㅠ 영화만 잘 뽑아줭  
뭐징..2편 제작하기로 결정난것인가...그렇다면 무저건 기대  
이번 계기로 DC도 인지도가 높아졌으면 좋겠다  
맨오브스틸1을 본후 2가 굉장히 기대됩니다.다만 거의 무적에 가까운 슈퍼맨의 액션씬을 어떻게 찍을지가 관건인듯...맨오브스틸에서 솔직히 액션신은 갈수록 지루한감이 없지않아 있었어요~ 상처하나 안나는 무적의 몸이라~  
오히려 벤에플릭이 더 포스넘치는디...  
원작도 안보고 다크나이트만 빠는 놈들은 제발 조용히 해줬으면 좋겠다. dc랑 마블이랑 구별도 못하는 놈들이 댓글로 설치는거 보면 웃음이 절로 나옴  
2015년.. 모든건 뚜껑을 열어봐야 실체를 알수있지요.. 2015년 여름을 기다려 봅시다  
"초반 공개 컷 베트모빌에 서 있는 벤에플렉 배트맨보고 ""에이 이게 뭐야""했는데 예고편과 보면 볼수록 원작의 배트맨과 싱크로율 이 쩐다는 걸 느낌 배트맨은 근육질보단  떡대가 잡힌 우람한  체구인데 말이지  "
마블 히어로들 모두를 갖다 놔도 수퍼맨과 배트맨 둘을 당할수는 없지.  
놀란 놀란 하는 애들은 아는 감독이 놀란뿐이냐?ㅋ 베일 베일하는 애들은 아는 배우가 베일뿐이냐? 진짜 ㅋㅋ 수준 떨어지네;  
이번 던옵저스팃이 성공하고 시빌워가 덜성공해야 디시가 마블 따라가죠 그럼좋은점이뭡니까 둘이 경쟁하는거죠 경쟁을해야 영화는 재미있어질거고 난 시빌워한번보고 던옵저스팃 3번볼랍니다 모두들 제발 ㅋㅋ  
아직 저스티스를 모르시는 분이 많으신듯 ㅋㅋ 저스티스는 DC판 어벤져스 같은거임. 정의의 시작이라고 못번역한 이유가 있어요 ㅠㅠㅠ그런데 진짜 제목은 쉴드불가... 무슨제목이.... 개쩌는 영화에 제목이..  
배트맨 특유의 철학적 내용과 슈퍼맨의 액션을 어떻게 잘 섞을지가 관건 인 듯 하다.  
꼭 봐야 하는 영화인것 같다....  
dc는 이것마저 말아먹으면 답이없다 잭스나이더감독이 작품성이 왔다갔다하는 감독인데 괜찮을거라 믿고 일단 보러는 가겠음  
쓰레기 놀란빠들이 평을 망친다  
딴건 다필요없고 다크나이트랑 비교하는놈들은 베트맨 엑션씬부터 비교해봐라  
저스티스 리그 말이 필요 하겠는가?  
