0
에드가 앨런 포 소설 느낌이네 ㅎㅎㅎ 재밌을듯  
진짜 재밌겠다 ㄷㄷ 이런 류 너무 좋음 ㅋㅋ  
ㅁㄴㅇㄹ ㅁㄴㅇㄹ  ㅁㄴㅇㄹ  
뭔가 흥미진진해보임 ㅋㅋ 여름이라 그런지 스릴러가 고픔  
일단 배우보고 까는놈은 이해가 안되네;  
배우가 누군지도 모르겟ㅇㄷㅁ  
개봉전 평점: 8.50
전체 댓글수: 6
