0
"독특한 소재, 짧게 만들어줘서 더 재밌다.  "
향기에 대한 집착. 그리고 그로 인한 미묘한 감정들. 볼만함  
결국엔  남학생이랑...  
에이.. 별 거 안나온다..  
개봉전 평점: 8.00
전체 댓글수: 4
