0
개인 종교에 따라서 평점이 갈릴듯 하네요. 현실적이고 많은 생각을 하기 만드는 영화  
상업적이지 못한.하지만  분명한 메세지를 전하는 영화.  
머야 이 찝찝함은.. 괜히봤어..  
개봉전 평점: 6.33
전체 댓글수: 3
