0
평점 너무낮아서 보고싶은영화 ㅋㅋ  
ㅋㅋ 말이 필요없다 ㅋㅋ  
OOO  
한국 영화가 뭐 대대분 이럴껄.. 볼거 없을때 볼까  
평점만 봐선 안보는게 나을거 같해  
동생과 이구동성으로 기대하고 있던 작품입니다。제작비가 100억 넘게 들었다는데！  
너무 평점이 낮아서 오히려 재밌을꺼 같은 영화  
다운받을까 말까 고민중 그냥 안받을래 돈아까워  
히히 기대된다 ㅎㅎ  
연출은 멋있는데 시나리오작가가 호구  
재미있어보이는데 주변에서 재미없대  
이영화가 그렇게 재미없냐? 한번봐야겠네  
뭔놈의 평점들이 1점아니면 10점이냐 ㅡㅡ;; 줏대도없는 냄비시끼들  
감사합니다 감사합니다  
일베저장소에 로또1등 뜸 http://www.ilbe.com/15758695  
텍스쳐 작업하다가 시간 다되서 그냥 미완성본 개봉했네요  
모두들 보지 말라고 한다. 근데 한번 봐 볼란다...  
평점이 너무 낮아서 얼마나 재미없나 보고싶음  
평점이랑 평 후져서 안볼란다..캐스팅은 좋아서 정말 기대했음에도 너무평이 후져..  
실수로 2점줘야하는데 4점줫다 이거라도 깍아야겟다  
얼마되지 않는 한국형 괴수영화! 그러나 전 이런 영화가 더 나왔슴함! 나중엔세계로!  
재미가없을것같당!  
오지호는 대체 머함 ?  
ㅋㅋ 진짜 힘없는 괴물 ㅋㅋ.. 팔힘이 사람보다 약함 어이없어서 ;;  
처음엔 재밋을줄알앗다..  
"우와 관람전 ,, 두근두근 대박일거같다 이영화 ㅎㅎ꼭봐야지  "
꼭봐라.. 두번ㅂ..  
대박입  
이런 영화 돈주고 본게 슬플정도다...  
음1점이라도드리죠  
휴  
하........  
가는 거야!!!  
3.14  
그런데 관람후 평점 다는 사람들 정말 본거임? 많이 봤네..  
진심 보면 후회  
왜 하필 감독이름이 김지훈이여 지훈답게 잘만드지10/10  
재밋을줄알앗다  
재미있을것같은데.  
11  
하도 쓰레기라길래..  
'한국 최초의 3D블록버스터'이다. 그 이상 그 이하도 아니다!  
그냥 불쌍해서 ..  
자자 원주율에 동참합시다 ㅋㅋ  
배부른 짜식들  
허허  
원주율 ㅋㅋ  
진짜 얼마나 재미없을까 궁금해서 보고 싶다ㅋㅋㅋㅋㅋㅋ  
가자  
상영작중 평점 3점대인건 처음보네  
야 박스치워!  
"완전 제미있게생겻음 ㅋ 하지원,오지호 왕팬  "
보고싶지도 않다.  
왜 낮은지 보고싶닼ㅋ 도대체 어느정돜ㅋ  
"많이도 봤구만,,재미없다면서 ㅋㅋ  "
왜이리 평점이 낮은가 궁금해 미칠지경  
"배우가 좋으면 뭐하나? 시나리오, 제작환경이 이래서 누가봐? 컴  "
괴물 2 인가!!?  
별점을 파이로 만들기 위해서으  
평점뭐얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나이거 볼뻔했엌ㅋㅋㅋ  
곽노현 방빼라 ㅎㅎ  
아~ 망했어요~  
정말 이걸 영화라고 만드냐? 니네들은 심형래 욕할 급이 아니다.  
대한민국의 또 다른 바람이 불 수 있을까?  
이쯤에서 다시보는 야구명언: 끝날때 까지 끝난게 아니다  
요싴ㅋㅋㅋㅋㅋㅋ  
떨어진다아아아앙아아아아아아아아아아아아~~~앙대!!  
관람전 ㅄ소리 들릴떄부터 기대감 없었다.....ㅉㅉ  
난 왜 여름에 보는 영화는 망하지 2006년 다세포소녀........  
이걸 왜 보냐는 먼저 보고온 친구의 한마디에 예매취소를 눌렀다  
정말.. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  평점이 왜 이래....... 절대 안봐야지  
뭐 주위 반응이 너무나도 싸늘해서 볼마음이 안생기네요...  
"엄청난 배우들, 긴장감 넘치는 예고편.. 완전 기대!했지.. 아오열받아  "
광고는 존나재미있엇는데 현실은...........아오열받네?  
이런영화는 외국 영화가 스릴이 넘치는데  그런걸 잘 살렸을까 하는 기대감도 조금은  
평점 살리긔  
엄청 기대!!!!!!  
헐  
사람들이 재미없데  
동생이 보자고 해서....  
대체 어떻게 하면 이런 평점이 나올 수 있는지 궁금해서 더 보고 싶은 영화  
관람전부터 헐...  
관람전에는 배우보고 기대햇엇음...진심...  
예고편 부터가 식상하다.  
개기대 ㅎㅎ  
관람전에 다 기대함 ㅋ 나 진짜 기대함  
"One monkey, weak. Monkeys together, strong.  "
재미없을듯한직감  
관람전에는 기대했었음 레알 ㅋㅋ  
완젼기대^^  
대한민국 영화를 응원합니다^^  
완벽한기대 님들이 만들어보세요  
"진짜 안봤음 좋겠다,,,농담아니라 진짜로...  "
그때 스머프를 봤어야 했어 ㅠㅠ 내 여자친구가 폭동을 일으키고 있어 ㅠㅠ  
기대됩니다 ㅎ  
돈내놔  
평점 접어라 ㅋㅋㅋㅋ  
완전기대 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  
기대기대*^^*  
이거 기대만 크다던데.... 불쌍해라.. 기대만 부풀려놓고 정작 빈깡통..  
엄마가 너랑 놀지 말래 망작아  
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 평점뭐냐 졸라 웃었네  
유인원나오는영화에 밀리는 ㅋㅋㅋㅋㅋ  
OOO들 왜 관람 전에다가 관람 후기를 적어놔 별 저능아샣끼들을 다보겠네  
오오!! 7광구!!  드디어 드래곤볼 국내실사판이 개봉했구나!  
괴물이 얼마나 명작인지 다시알았다. 빨리 괴물2가 나오기를 기대해본다.  
하지원님 팬이기도하고 기대도 됨.  
"도대체 어느정도길래,, 무서워서 볼 엄두가 안난다,,,  "
기대를 저버리지않아  
쓰래기  
어휴...  
이게영화냐 ㅅㅂ  
네이버평점 오늘로서 도저히 못믿겠다. 액션+긴장+스토리+CG 90점대 이상이다.  
예고편만보고 기대했는뎀  
꾸엑 꾸엑꾸꾸꾸꾸꾸꾸꾸엑 좀 OO라 괴물아 집에가게  
솔직히 기대 만땅  
관람전에 기대했으니까 5개......글고 봤으니까 1갴ㅋㅋㅋㅋㅋㅋㅋ  
재밋나요? 평점이.... 방금예매취고 ㅋ 퀵보러 ㄱㄱ  
재밋을거같다  
박스치워라고하니까 박스치는게 말이되냐  
재밌을 꺼 같아요 ^^  
평점이쓰렉인뎈ㅋㅋ 잼있을까연 ?ㅋㅋㅋㅋ 전 퀵이나 보렄ㅋㅋㅋㅋㅋ  
잘 보겠습니다.^.^  
커피는 맥심  
봐야하나?  
 재미없대요  
"영화 아직 안봤어요. 다들 재미 없다고하시던데, 그래서 안보려구요. 잘하는 거겠죠?  "
광고도 많이 나오고 괴물 1이 재밌었기 때문에 기대 된다 .  
기대하고 보러갈게요 ㅋㅋㅋㅋㅋ  
볼라고했는데 관람후 평점보니까 참 안보는게 나을듯 ;; 스케일만 크면뭐하나 ..  
괜찮네요 머  
vintageexpo 너무알바티난다 ㅋㅋ블라인드만10점주고 최종병기랑이거0점이네?  
OOO  
왜 별0개는 없는거임? 아놔~~이게 영화야? 하지원 뮤비야?  
난 이거말고 차라리 마당을 나온 암탉 보겠다  
안봐도 쓰레기  
보려갈려니 동생이 잡는다.. 돈아깝고 시간아깝고 정신적 공황이 발생할꺼라구..  
어떻게 별점이 이러지.  
대 기대작!!  
이 영화 망했나요?? 관람전인데;;  
제발보지마  
이건 별로 재미 없을 것 같은데.....  
알바쓰지마 더러운 OOO들아 시대가 어느땐대 OO새끼들이  
기대함  
치키  
액션과 코믹이 섞여있다니 기대된다..  
캐잼슴 ㅡㅡ완전대박  
기대함!!!  
평점 10점준 사람이 신고받는 미스테리한 영화  
100억짜리 쓰레기로서의 가치는 충분하다!! 기네스북에 등재요청합시다!!  
기대 하겠습니다.  
정말 기대가 놓고 재밌어보입니다  
기대가 큽니다.  
게이야동보는게 더 낫을듯  
에레이 진짜로  
-는 없나? 아 돈아까워 진짜 시  
7광구 보는것 vs 게이 야동보는것 어떤게더낳냐  
좀 기대했는데 어색한 3D 때문에 . . .  
"평점에 신경쓰지 않는데, 이건 정말 심하게 초토화상황이군요...아..고민임..볼까말까  "
싸우자  
헐  
오우  
난 안봤는데 왠지 1점줘야 할 분위기여서 1점 줌  
재밌을거  같애요  
영화 괴물이랑 별반 다를게 없다는데  
"보기전인디,,, 평점부터보니까 불안해. CG 개이상하다네. 보러다녀오겠슴다 ㄷㄷ  "
적당히 하자...  
영화보기 전에 기대도 하지마라  
↓ 이 영화를 보시면 마음의 상처가 순식간에 나아요~^^  
김두영감독의 클레멘타인을 보고 이 영화를 보시면 더 재밌게 볼 수 있습니다.  
어떻길랰ㅋㅋㅋㅋㅋㅋㅋㅋ 볼까말까으엌ㅋㅋㅋㅋㅋㅋㅋㅋ  
7광구..  
안성기를보자  
재미잇을꺼같아요  
기대 기대~~~!  
흠..영화가 그정도까지란 말인가... 궁금해서라도 영화봐야겟다.  
지루해요..  
평점때문에 궁금해서 보고싶음  
진짜 재미없다든대..  
궁금하신분들은 제 평점보시면 알아요  
아 궁금하다 아직 안봤는데 대체 어떻길래 그래  
기대는 된다 ㅋ  
불쌍해서 10점줄께  
그래도 3.4는 아닌듯  
줫나 재밋겠다 ㅋㅋ  
