0
이젠 지겹다. 대체 파이널은 언제냐. 전편 다 봤지만 지루함은 끝이 없구나. 걍 섹션TV나 볼란다.  
전편들을 안보면 감상하기 힘들 것  
개봉전 평점: 2.50
전체 댓글수: 2
