TITLE,OPEN_DT,AUDI_ACC,CMT_SCORE
코알라 키드 : 영웅의 탄생,2012-01-12,205579,0.1523
버드맨,2015-03-05,204742,-0.0112
남과 여,2016-02-25,203775,0.0117
비포 미드나잇,2013-05-22,203476,0.0842
어쌔신: 더 비기닝,2017-12-07,203221,0.2325
원 데이,2012-12-13,202805,0.1108
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016-01-07,202538,0.0921
굿모닝 에브리원,2011-03-17,202148,0.4189
발레리나,2017-02-09,201365,0.551
페스티발,2010-11-18,200123,0.1736
언더월드 4: 어웨이크닝,2012-02-22,200038,0.2366
꼬마 니콜라,2010-01-28,199851,0.1258
콜 미 바이 유어 네임,2018-03-22,198229,0.1338
코쿠리코 언덕에서,2011-09-29,197408,0.0833
엣지 오브 다크니스,2010-06-02,197296,-0.0357
스누피: 더 피너츠 무비,2015-12-24,197238,0.2605
언니,2019-01-01,197134,0.0685
그린 호넷,2011-01-27,195933,0.1849
극장판 포켓몬스터 모두의 이야기,2018-12-19,194692,0.5484
투혼,2011-10-06,193724,0.0568
"무현, 두 도시 이야기",2016-10-26,193578,0.038
언더독,2019-01-16,193484,0.1769
덤 앤 더머 투,2014-11-27,192726,0.0766
디어 존,2010-03-04,192530,0.1739
응징자,2013-10-30,192347,0.0508
나미야 잡화점의 기적,2018-02-28,191880,0.0178
쥴리의 육지 대모험,2011-09-08,191783,0.0333
보이후드,2014-10-23,190893,0.7222
컬러풀 웨딩즈,2014-10-16,190384,0.4528
업그레이드,2018-09-06,189948,0.0685
50가지 그림자: 심연,2017-02-09,189620,
글로리데이,2016-03-24,189047,0.0569
프리즈너스,2013-10-02,186460,0.0556
런닝맨 : 풀룰루의 역습,2018-12-05,186324,0.8214
기생수 파트1,2015-02-26,186184,0.0389
팬,2015-10-08,185960,0.2907
해피 피트 2,2012-02-02,185420,0.2857
더 셰프,2015-11-05,185080,0.3253
우상,2019-03-20,183804,-0.1319
마이 리틀 히어로,2013-01-09,183650,0.13699999999999998
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,2018-06-06,183421,0.2676
명탐정 코난 : 탐정들의 진혼가,2014-02-13,182668,0.0515
극장판 도라에몽: 진구의 보물섬,2018-08-15,182256,0.7568
바니버디,2011-07-20,181841,0.2128
유령작가,2010-06-02,180826,0.4375
백악관 최후의 날,2013-06-05,180661,-0.0549
해양경찰 마르코,2013-02-14,180618,0.1353
로마 위드 러브,2013-04-18,180486,0.2377
127시간,2011-02-17,180332,0.0625
레전드,2015-12-10,180082,0.1905
핵소 고지,2017-02-22,177601,0.0036
아빠가 여자를 좋아해,2010-01-14,177535,0.1007
허트 로커,2010-04-22,177509,0.0
문라이트,2017-02-22,177483,-0.0083
유전,2018-06-07,177145,-0.1154
명탐정 코난:은빛 날개의 마술사,2013-01-24,176483,0.0156
더 로드,2010-01-07,176152,0.1014
채비,2017-11-09,175889,0.0604
"나는 내일, 어제의 너와 만난다",2017-10-12,175519,0.0879
톱스타,2013-10-24,175152,0.1951
부활,2016-03-17,175146,-0.0196
업사이드 다운,2012-11-08,174879,0.1333
론 서바이버,2014-04-02,173678,-0.0515
어느 가족,2018-07-26,173010,0.4242
발렌타인 데이,2010-02-11,172997,0.3117
장난스런 키스,2019-03-27,172941,0.3333
아빠를 빌려드립니다,2014-11-20,172445,0.1449
자전차왕 엄복동,2019-02-27,172212,-0.0197
조이,2016-03-10,171577,0.1986
더 프레데터,2018-09-12,170878,-0.03
예수는 역사다,2017-07-13,170796,0.0545
19곰 테드 2,2015-06-25,170647,0.1412
그랑프리,2010-09-16,170446,0.1022
대배우,2016-03-30,169855,0.1739
매직브러시,2016-05-04,169257,0.25
라스트베가스,2014-05-08,169138,0.2938
렛 미 인,2010-11-18,169072,0.1173
노리개,2013-04-18,169054,-0.0336
나는 아빠다,2011-04-14,168049,0.0733
비밀애,2010-03-25,167132,0.1321
극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,166252,0.2691
극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,2014-09-04,166092,0.28
극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,2012-07-25,165640,0.1935
스플라이스,2010-07-01,165393,-0.026000000000000002
킬러 엘리트,2011-09-22,165123,0.1887
김복남 살인사건의 전말,2010-09-02,164450,-0.0536
세이프 하우스,2012-02-29,163729,0.2069
무법자,2010-03-18,163334,-0.08
다크아워,2012-01-05,162604,0.1364
더 페이버릿: 여왕의 여자,2019-02-21,161753,0.2941
아메리칸 울트라,2015-08-27,161382,0.251
트랜스포터: 리퓰드,2015-10-15,161245,0.0239
빅,2016-07-27,160860,0.1821
더 큐어,2017-02-15,159948,-0.0583
더 자이언트,2013-02-21,157972,0.2143
회복,2010-01-14,157793,0.3182
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018-09-20,157689,-0.1111
어브덕션,2011-09-29,156744,-0.0563
써커 펀치,2011-04-07,156606,0.0435
빨간모자의 진실 2,2011-07-13,155798,0.05
아메리칸 허슬,2014-02-20,155374,0.1149
아토믹 블론드,2017-08-30,155368,0.1557
레고 닌자고 무비,2017-09-28,154966,0.0222
최강전사 미니특공대 : 새로운 악당의 습격,2015-02-05,154342,0.3824
크레이지 리치 아시안,2018-10-25,154297,0.5667
킥 애스: 영웅의 탄생,2010-04-22,153849,0.0
폴리스 스토리 2014,2014-01-29,153591,0.1118
더 레이븐,2012-07-05,153278,0.0
시카리오: 암살자의 도시,2015-12-03,152061,0.125
익스펜더블 3,2014-08-20,152025,-0.0367
아메리칸 셰프,2015-01-07,151833,0.2976
히든 카드,2013-09-26,151476,0.1186
달빛궁궐,2016-09-07,151360,0.0456
짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,150226,0.0116
다운사이징,2018-01-11,150215,0.1596
비정규직 특수요원,2017-03-16,149719,0.0758
워킹걸,2015-01-07,149181,-0.0244
레고 배트맨 무비,2017-02-09,148760,0.1774
미스컨덕트,2016-03-30,148512,0.0789
서울역,2016-08-17,146548,-0.0147
크레이지,2010-04-08,146377,-0.0891
웨딩드레스,2010-01-14,146148,0.0612
원피스 극장판: 스트롱 월드,2010-02-11,145751,-0.0227
13시간,2016-03-03,144827,0.0648
철의 여인,2012-02-23,144338,0.0714
안나 카레니나,2013-03-21,143947,0.1598
헬프,2011-11-03,143738,0.1695
지슬 - 끝나지 않은 세월2,2013-03-21,143490,-0.0912
장난감이 살아있다,2016-09-07,142577,0.2222
우먼 인 골드,2015-07-09,142456,0.2778
은밀한 유혹,2015-06-04,142405,0.0672
가시,2014-04-10,141956,0.0576
극장판 또봇: 로봇군단의 습격,2017-04-27,141592,0.1542
마담 프루스트의 비밀정원,2014-07-24,141480,0.7273
극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,141025,0.22399999999999998
나를 기억해,2018-04-19,140849,0.4082
화장,2015-04-09,140616,0.083
아르고,2012-10-31,140522,0.1899
500일의 썸머,2010-01-21,140458,0.1835
블루 재스민,2013-09-25,140350,0.4032
가버나움,2019-01-24,139803,-0.1324
플로렌스,2016-08-24,139717,0.3497
액트 오브 밸러: 최정예 특수부대,2012-02-29,139541,0.0569
나이트메어,2010-05-20,139140,0.0484
빅샤크: 매직체인지,2018-06-27,138705,0.0
극장판 도라에몽: 진구와 철인군단 날아라 천사들,2011-07-28,138277,0.1557
데이브레이커스,2010-03-18,137955,0.0345
더 포스트,2018-02-28,137841,0.1111
극장판파워레인저 엔진포스VS 와일드스피릿,2010-01-07,137690,0.1746
50/50,2011-11-24,137205,0.1622
더 퍼지,2013-11-06,137126,-0.1116
극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,137052,0.2342
파이터,2011-03-10,136946,0.1528
워터 디바이너,2015-01-28,136134,0.243
링컨,2013-03-14,135900,0.078
제 5침공,2016-02-25,135874,0.0842
제인 에어,2011-04-20,135797,0.2368
극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,135478,0.2345
로빈슨 크루소,2016-09-07,135094,0.2159
로마의 휴일,2017-08-30,134827,0.0891
대니쉬 걸,2016-02-17,134029,0.0367
비스틀리,2011-03-17,134025,0.1864
나의 절친 악당들,2015-06-25,133553,0.0726
카운슬러,2013-11-14,133272,0.0561
죽이고 싶은,2010-08-26,133079,0.0417
오션월드 3D,2010-08-11,132602,0.0244
리딕,2013-11-28,132059,-0.0303
오늘,2011-10-27,131896,0.1188
심야식당,2015-06-18,131748,0.2667
파라노말 액티비티 3,2011-10-20,131437,-0.0708
22 블렛,2010-10-14,131436,0.0909
두 여자,2010-11-18,131415,0.087
스트리트댄스,2010-06-16,130153,0.15
자백,2016-10-13,129950,-0.1082
맨홀,2014-10-08,129732,-0.0249
클로이,2010-02-25,129633,0.1364
명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,128472,0.0837
뮬란: 전사의 귀환,2010-09-02,127495,0.0881
버틀러: 대통령의 집사,2013-11-28,126870,0.2692
솔로몬 케인,2010-03-25,126855,0.0833
눈길,2017-03-01,126443,0.2025
카페 소사이어티,2016-09-14,126439,0.6129
마이 리틀 자이언트,2016-08-10,125800,0.1867
저수지 게임,2017-09-07,125402,-0.1391
꾸뻬씨의 행복여행,2014-11-27,125179,0.2448
삼국지: 명장 관우,2011-05-19,125168,0.0173
시간위의 집,2017-04-05,124601,0.0081
마이펫 오지,2017-02-16,124112,0.3394
러시 : 더 라이벌,2013-10-09,123582,0.2336
마법천자문: 대마왕의 부활을 막아라,2010-08-19,123538,0.0278
썬더일레븐 극장판 : 최강군단 오우거의 습격,2011-05-05,123363,0.0828
"서서평, 천천히 평온하게",2017-04-26,123036,0.0878
애프터 라이프,2010-09-02,122963,-0.15
그렇게 아버지가 된다,2013-12-19,122797,0.1163
실버라이닝 플레이북,2013-02-14,122698,0.1435
러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,122574,
사다코 3D : 죽음의 동영상,2012-06-14,122382,-0.0179
극장판 도라에몽: 진구의 비밀도구 박물관,2013-07-25,122172,0.2041
라스트 위치 헌터,2015-12-30,122039,0.0809
리미트리스,2012-07-12,120914,0.1358
퇴마: 무녀굴,2015-08-20,120802,0.0054
헤이트풀8,2016-01-07,120352,0.0969
죽여주는 여자,2016-10-06,119964,0.2692
라스트 나잇,2011-04-07,119963,0.1429
킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,119398,0.0634
짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,119197,0.07400000000000001
파리로 가는 길,2017-08-03,118985,0.3876
아티스트,2012-02-16,118836,0.2424
얼리맨,2018-05-03,118612,0.2581
부탁 하나만 들어줘,2018-12-12,118528,0.5714
데블,2010-11-04,118286,-0.18
감바의 대모험,2016-11-10,117465,0.4857
극장판 소드 아트 온라인 -오디널 스케일-,2017-02-23,117401,0.1059
고스트 라이더 : 복수의 화신,2012-02-16,117263,0.069
우먼 인 블랙,2012-02-16,117188,0.0611
정무문 : 100대 1의 전설,2011-06-22,117141,-0.0216
케로로 더 무비 5: 기적의 사차원섬,2010-04-29,116992,0.043
여교사,2017-01-04,116851,0.0365
8인: 최후의 결사단,2010-01-21,116788,0.125
존 윅,2015-01-21,116119,-0.0384
명탐정 코난:전율의 악보,2019-02-14,116059,0.0514
쏘우 3D,2010-11-18,115878,-0.0761
최강전사 미니특공대: 영웅의 탄생,2016-02-04,115704,0.3366
들어는 봤니? 모건 부부,2010-01-28,115454,0.1034
로맨틱 크라운,2011-08-17,114887,0.3016
터키,2014-07-31,113795,0.358
극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,2015-09-17,113404,0.1634
미라클 벨리에,2015-08-27,112121,0.4567
다이노소어 어드벤처 : 백악기 공룡대백과,2016-05-04,112076,0.3704
배우는 배우다,2013-10-24,111927,0.0354
"안녕, 나의 소녀",2018-05-16,111541,0.8
셀프/리스,2015-09-10,111127,0.0725
스틸 앨리스,2015-04-29,111008,-0.1724
직쏘,2017-11-02,110834,-0.0819
러브 앤 프렌즈,2011-06-16,110795,0.4688
극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,2012-12-13,110771,0.09
캣츠 앤 독스 2,2010-09-16,109667,0.2188
당갈,2018-04-25,109441,0.3962
프로포즈 데이,2010-04-08,109313,0.2857
더 콘서트,2010-11-25,109160,0.2286
피터와 드래곤,2016-09-28,109137,0.3704
히트,2011-10-13,109019,0.3421
베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017-06-01,108896,0.4
할로윈,2018-10-31,108780,-0.04
맨 프롬 UNCLE,2015-10-28,108551,0.4577
레드 스패로,2018-02-28,108344,-0.05
마지막 4중주,2013-07-25,108317,0.9545
더 기버: 기억전달자,2014-08-20,107567,0.0945
더 건맨,2015-04-16,107444,
제로 다크 서티,2013-03-07,107104,0.0671
도희야,2014-05-22,106511,0.0761
우리가 꿈꾸는 기적: 인빅터스,2010-03-04,106443,0.3143
프리덤,2015-11-19,106241,0.7273
웨이 백,2011-03-17,105925,0.2308
아마존의 눈물,2010-03-25,105886,0.1232
더 시그널,2014-07-09,105818,0.15
공주와 개구리,2010-01-21,105654,0.1556
바람이 분다,2013-09-05,105650,-0.083
니드 포 스피드,2014-04-16,105340,0.0733
미래의 미라이,2019-01-16,104950,0.0
라스트 엑소시즘,2010-12-01,104936,-0.1786
5백만불의 사나이,2012-07-19,104736,0.0
인사이드 르윈,2014-01-29,104601,0.2656
킹 오브 프리즘,2016-08-11,103852,0.102
꿈은 이루어진다,2010-05-27,103627,-0.0402
베리 굿 걸,2014-09-25,103625,0.2857
다이버전트 시리즈: 얼리전트,2016-05-12,103554,
더 테이블,2017-08-24,103054,0.1077
워 호스,2012-02-09,102195,-0.0513
루시드 드림,2017-02-22,102170,-0.0338
박스트롤,2014-11-06,101665,0.6538
일대종사,2013-08-22,101461,0.042
R.I.P.D. : 알.아이.피.디.,2013-08-22,101460,0.051
게이트,2018-02-28,101173,0.12
돌연변이,2015-10-22,100543,0.043
바닷마을 다이어리,2015-12-17,100225,0.3064
극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015-11-26,100054,0.2135
딥워터 호라이즌,2017-01-25,100021,-0.0691
미니특공대X,2018-03-22,99952,0.5333
라스트 미션,2019-03-14,99127,-0.0435
타운,2011-01-27,98866,0.1505
라이언,2017-02-01,98660,0.1639
로덴시아: 마법왕국의 전설,2013-10-02,98575,0.3011
빌리와 용감한 녀석들 3,2015-04-30,98495,
대병소장,2010-03-11,98435,-0.0531
김광석,2017-08-30,98231,-0.3212
맥베스,2015-12-03,98161,0.2778
이웃집에 신이 산다,2015-12-24,97883,0.4062
여중생A,2018-06-20,97849,-0.0159
레이디 버드,2018-04-04,97777,0.3784
콜드 체이싱,2019-02-20,97681,0.2063
인류멸망 보고서,2012-04-11,97555,0.0323
쓰리 빌보드,2018-03-15,97079,0.0052
다크타워: 희망의 탑,2017-08-23,97017,0.0747
슈퍼 빼꼼: 스파이 대작전,2017-05-03,97005,0.1295
하치 이야기,2010-02-18,96683,0.1126
나탈리,2010-10-28,96410,0.069
바스티유 데이,2016-10-13,96305,0.1219
577 프로젝트,2012-08-30,96079,0.0476
기생령,2011-08-05,96077,-0.0452
걷기왕,2016-10-20,95542,0.2093
무서운 이야기 3 : 화성에서 온 소녀,2016-06-01,95415,-0.0299
일사각오,2016-03-17,94767,0.1311
사일런스,2017-02-28,94750,-0.0608
초한지 - 천하대전,2012-01-11,94652,0.11900000000000001
인비저블 게스트,2017-09-21,94281,0.0652
"나, 다니엘 블레이크",2016-12-08,94266,0.35
나의 산티아고,2016-07-14,94243,0.7308
마야2,2018-02-01,94179,0.5902
커다랗고 커다랗고 커다란 배,2018-05-03,94151,0.7273
베일리 어게인,2018-11-22,93691,0.0629
프리스트,2011-06-09,93336,-0.0826
원피스 극장판 Z,2013-03-21,93239,
태풍이 지나가고,2016-07-27,93005,0.3034
루이스,2018-09-20,93000,0.5
본 투 비 블루,2016-06-09,92729,0.2571
7번째 아들,2015-02-11,92598,0.0147
샤크 나이트 3D,2011-09-15,92505,
철가방 우수氏,2012-11-22,92404,0.0876
크리미널,2016-06-22,92358,0.1724
구스 베이비,2019-01-16,91430,0.5581
포커스,2015-02-26,91164,0.4062
마마,2013-01-23,91143,
타워 하이스트,2011-11-17,90840,0.1818
노 게임 노 라이프 -제로-,2017-10-19,90718,0.0706
완벽한 파트너,2011-11-17,89526,0.2241
더 매직: 리틀톰과 도둑공주,2015-09-24,89358,0.3178
슈퍼미니,2014-04-10,89328,0.5185
오베라는 남자,2016-05-25,89103,0.3204
페이스 블라인드,2012-06-21,88977,0.1667
더 콜,2013-06-20,88953,-0.018000000000000002
콜드 라잇 오브 데이,2012-05-17,88522,0.2647
살인자,2014-01-15,88199,0.0816
레고 무비2,2019-02-06,88083,0.5517
그대 이름은 장미,2019-01-16,88054,0.2759
락 오브 에이지,2012-08-02,87915,0.0909
몬스터 콜,2017-09-14,87841,
사우스포,2015-12-03,87426,0.0052
갤로우즈,2015-09-03,87301,-0.0182
팅커 테일러 솔저 스파이,2012-02-09,87155,0.0826
셜록 놈즈,2018-10-03,86784,0.2041
허큘리스,2014-08-06,86528,0.2
플로리다 프로젝트,2018-03-07,86406,0.0714
슈퍼 프렌즈,2016-08-10,86293,0.1387
숀더쉽,2015-08-13,85568,0.4036
빅 아이즈,2015-01-28,85200,0.1301
레전드 오브 래빗,2012-02-22,85184,0.0865
유스,2016-01-07,85166,0.2929
필립모리스,2010-07-01,84859,-0.0202
옥보단 3D,2011-05-12,84798,0.0426
극장판 썬더일레븐GO : 궁극의 우정 그리폰,2012-05-24,84255,0.1086
신은 죽지 않았다 3: 어둠 속의 빛,2018-07-19,83474,-0.0909
스위치,2010-12-01,83346,0.0909
와일드,2015-01-22,83334,0.0882
짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,2014-04-03,83289,
지랄발광 17세,2017-06-28,83258,-0.0265
뷰티풀 크리처스,2013-04-18,82995,0.0828
더 이퀄라이저,2015-01-28,82779,0.0468
씬 시티: 다크히어로의 부활,2014-09-11,82571,-0.015
파도가 지나간 자리,2017-03-08,82177,0.425
다이노X 탐험대,2016-05-04,82148,0.2683
출국,2018-11-14,81722,-0.1875
아따맘마 - 극장판,2011-02-17,81352,0.0648
꼬마참새 리차드: 아프리카 원정대,2017-06-15,81136,
터널 3D,2014-08-20,80989,-0.0597
원 챈스,2014-03-13,80977,0.2667
최악의 하루,2016-08-25,80754,0.0682
지금은맞고그때는틀리다,2015-09-24,80614,0.2571
엑스페리먼트,2010-08-11,80367,0.06
아무르,2012-12-19,80345,0.14
프렌즈 위드 베네핏,2011-10-27,80197,0.2727
로스트 인 더스트,2016-11-03,79812,0.2812
오 마이 그랜파,2016-03-17,79701,0.3083
꿀벌 하치의 대모험,2011-01-13,79625,0.0
드래곤 스펠: 마법 꽃의 비밀,2017-08-15,79446,0.1955
페이스 오브 러브,2014-04-16,79179,0.2536
분신사바 2,2014-07-16,79017,0.1266
너와 100번째 사랑,2017-05-25,78930,
토토의 움직이는 숲,2013-06-20,78571,0.6296
오즈: 신기한 마법가루,2017-07-20,78440,0.3125
세인트 빈센트,2015-03-05,78336,0.2921
룸,2016-03-03,78253,-0.0909
모데카이,2015-02-18,78070,0.1143
엑스 마키나,2015-01-21,78049,0.3256
호텔 아르테미스,2018-07-18,77794,0.1429
쓰리 썸머 나잇,2015-07-15,77621,0.0776
아더 우먼,2014-11-13,77341,0.2782
매직 인 더 문라이트,2014-08-20,77308,0.5682
노다메 칸타빌레 Vol.1,2010-09-09,77074,0.1101
참을 수 없는,2010-10-21,76965,0.15
타임 패러독스,2015-01-07,76803,0.0083
"어쩌다, 결혼",2019-02-27,76746,0.1591
러덜리스,2015-07-09,76343,0.2
엽기적인 그녀 2,2016-05-12,76321,-0.0363
하이큐!! 끝과 시작,2016-11-16,75704,
오두막,2017-04-20,75657,0.25
피치 퍼펙트: 언프리티 걸즈,2015-05-28,75598,0.304
조조-황제의 반란,2012-10-18,75297,0.2273
브릭 맨션: 통제불능 범죄구역,2014-08-27,74912,0.1195
회초리,2011-05-19,74765,0.1071
극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,2014-08-13,74346,0.2086
쿵후팬더: 영웅의 탄생,2013-07-04,74143,-0.0084
센츄리온,2010-08-26,74131,0.0667
피라냐 3DD,2012-08-01,74044,-0.1132
로맨틱 헤븐,2011-03-24,73729,0.2113
베니싱,2011-03-31,73582,-0.1601
위자,2015-04-16,73549,-0.0777
리스본행 야간열차,2014-06-05,73462,0.3125
바다 탐험대 옥토넛 시즌4: 더 파이널,2017-06-01,73417,1.25
두 개의 문,2012-06-21,73298,-0.095
나우이즈굿,2012-11-08,73139,0.2533
파워레인져스: 더 비기닝,2017-04-20,72495,0.1536
언더월드: 블러드 워,2016-11-30,72071,0.0702
쿰바: 반쪽무늬 얼룩말의 대모험,2014-09-04,72046,0.8333
화이트 고릴라,2013-10-31,71796,0.7872
청원,2011-11-02,71506,0.45
프란시스 하,2014-07-17,71506,0.5556
모뉴먼츠 맨: 세기의 작전,2014-02-27,71483,0.2236
더 서클,2017-06-22,71362,0.1983
정글히어로,2014-10-02,71330,0.3875
투 마더스,2013-08-22,71264,0.1308
돈비 어프레이드 : 어둠 속의 속삭임,2011-08-25,70506,-0.087
극장판 도라에몽: 신 진구의 버스 오브 재팬,2016-12-21,70350,0.1712
미트 페어런츠 3,2011-03-31,70053,0.4118
극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,2011-01-05,70051,-0.0297
바다 탐험대 옥토넛 시즌4: 늪지탐험선K,2016-09-28,69912,0.6
마일22,2018-08-23,69834,0.098
인보카머스,2014-08-21,69786,-0.1939
세상에서 고양이가 사라진다면,2016-11-09,69586,0.1031
어카운턴트,2016-10-13,69529,0.4138
브라더스,2010-05-05,69470,0.0286
번개맨,2016-02-11,69303,0.1061
어거스트: 가족의 초상,2014-04-03,69095,0.1452
하이힐을 신고 달리는 여자,2012-02-02,69047,0.2
이퀄스,2016-08-31,68897,0.1579
인생 후르츠,2018-12-06,68826,0.75
스티브 잡스,2016-01-21,68815,-0.0089
달라스 바이어스 클럽,2014-03-06,68794,0.13
우리 선희,2013-09-12,68770,0.1613
피노키오: 당나귀 섬의 비밀,2013-04-25,68711,0.4048
닥터,2013-06-20,68312,
토니 스토리: 깡통제국의 비밀,2013-07-18,67663,0.4844
올 더 머니,2018-02-01,67602,-0.0577
여곡성,2018-11-08,67368,-0.1908
주문진,2010-01-21,67167,0.0327
아이엠스타 뮤직어워드,2016-09-14,67027,0.2149
Mr.아이돌,2011-11-03,67001,0.073
올레,2016-08-25,66883,0.3699
그을린 사랑,2011-07-21,66740,0.2857
더 바디,2014-05-22,66733,0.1765
라스트 스탠드,2013-02-21,66698,-0.0034
우리도 사랑일까,2012-09-27,66650,0.0
리틀메딕: 몸속탐험대,2016-11-24,66562,0.1951
선생님의 일기,2016-11-02,66319,0.3577
골든 슬럼버,2010-08-26,66224,0.0367
천녀유혼,2011-05-12,66219,0.0476
레지던트,2011-06-02,66216,0.0479
다크 플레이스,2015-07-15,66075,0.1899
패트리어트 데이,2017-04-06,66074,0.0186
극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,2017-11-09,65895,0.3041
레터스 투 갓,2016-02-25,65887,0.5455
여대생 기숙사,2010-06-23,65570,0.24
블리츠,2011-12-07,65493,0.0319
더 크리스마스,2017-12-21,65460,0.7895
돌이킬 수 없는,2010-11-04,65414,0.1228
"사랑한다, 사랑하지 않는다",2011-03-03,65282,0.0417
패터슨,2017-12-21,65147,0.3944
데몰리션,2016-07-13,65145,0.0357
정글번치 : 빙산으로의 귀환,2013-10-02,64744,0.4054
베리드,2010-12-08,64449,-0.0172
레오나르도 다 빈치,2018-04-26,64405,0.44
보루토 - 나루토 더 무비,2015-12-10,64159,0.0655
엘라의 모험 2: 백설공주 길들이기,2010-02-25,63857,-0.0323
극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2016-11-03,63820,0.2299
아메리칸,2010-12-29,63329,-0.0841
뷰티풀 투모로우,2017-10-26,63279,0.4759
로우리스: 나쁜 영웅들,2012-10-18,63108,0.2
히트맨: 에이전트 47,2015-09-03,63073,0.0772
경주,2014-06-12,62754,0.2632
리틀 프린세스 소피아 : 신비한 섬,2017-09-28,62454,0.0714
극장판 쿠로코의 농구 라스트 게임,2017-04-27,62393,
언피니시드,2011-10-06,62383,0.0
기생수 파트2,2015-05-07,62071,
위아영,2015-05-14,62016,0.3723
에브리바디 올라잇,2010-09-02,61927,0.2727
황당한 외계인: 폴,2011-04-07,61808,0.0714
디센트: Part 2,2010-08-11,61784,-0.1667
톨스토이의 마지막 인생,2010-12-15,61480,0.3846
에반게리온: Q,2013-04-25,61423,-0.0067
헤드,2011-05-26,61414,0.14
아더와 미니모이 3: 두 세계의 전쟁,2015-11-05,61046,0.2143
주온: 더 파이널,2015-10-01,60981,-0.2804
바다 탐험대 옥토넛 시즌4: 빙하탐험선S,2016-02-25,60977,0.625
결정적 한방,2011-12-07,60944,0.1739
바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,60935,
내 여자친구의 결혼식,2011-08-25,60788,0.7368
휴고,2012-02-29,60520,0.2069
산타의 매직 크리스탈,2013-11-28,60485,0.48
바운티 헌터,2010-04-15,60376,0.2222
극장판 유희왕 : 시공을 초월한 우정,2011-02-24,60371,0.0183
두 남자,2016-11-30,60365,0.0421
님포매니악 볼륨1,2014-06-18,60265,-0.0152
극장판 아따맘마3D : 엄마는 초능력자,2011-09-08,60154,0.1067
행오버 2,2011-08-25,60048,0.0909
번개맨과 신비의 섬,2018-04-05,59923,0.1333
더 퍼지 : 거리의 반란,2014-08-27,59881,-0.2016
엽문2,2010-06-16,59881,0.1004
극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014-01-23,59611,-0.066
극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017-12-14,59375,0.3213
고 녀석 맛나겠다,2011-07-07,59374,0.2115
트럼보,2016-04-07,58784,0.1714
파더 앤 도터,2015-12-10,58704,0.0504
소공녀,2018-03-22,58653,0.5517
바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,2016-06-02,58345,0.4286
킬링 디어,2018-07-12,58185,-0.4563
순종,2016-11-17,58027,0.3913
더 랍스터,2015-10-29,57721,0.3281
엘리엇과 산타 썰매단,2018-12-12,57674,0.75
웃는 남자,2013-03-28,57652,-0.0442
나의 붉은고래,2017-06-15,57388,0.0794
1919 유관순,2019-03-14,57370,0.1429
어드리프트:우리가 함께한 바다,2018-09-06,57331,0.3684
듀 데이트,2010-11-24,57308,0.0674
마미,2014-12-18,57247,0.4918
하하하,2010-05-05,57234,0.0667
달빛 길어올리기,2011-03-17,57186,0.1111
밤의 해변에서 혼자,2017-03-23,56995,-0.0734
다이애나,2014-03-06,56872,0.0989
극장판 프랭키와 친구들: 생명의 나무,2016-04-13,56835,0.4086
드래곤 블레이드,2015-03-12,56547,0.0831
극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017-12-28,56539,0.3636
대니 콜린스,2015-09-30,56515,0.4211
돌아온 파워레인저 미라클포스,2012-02-29,56420,0.0857
헌터 킬러,2018-12-06,56350,-0.1304
나이트 크롤러,2015-02-26,55892,-0.0509
더 보이,2016-06-01,55875,-0.0627
매직빈,2018-05-03,55804,0.4
래빗 스쿨,2017-11-23,55784,0.5146
고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,55619,0.1727
워터 포 엘리펀트,2011-05-04,55561,0.0345
