TITLE,OPEN_DT,AUDI_ACC,CMT_SCORE
세상끝의 사랑,2015-11-12,4472,0.193
로마서 8:37,2017-11-16,4465,0.2308
세계일주,2015-03-26,4449,0.4107
그녀는 거짓말을 너무 사랑해,2018-01-24,4448,0.2832
콜렉터,2011-05-26,4443,-0.2817
동사서독 리덕스,2013-12-05,4441,0.042
청야,2013-12-26,4438,0.2571
홍길동 2084,2011-08-18,4434,-0.0373
나만이 없는 거리,2016-08-17,4392,-0.0667
온리 갓 포기브스,2014-04-24,4389,-0.1973
미스 줄리,2015-06-18,4380,1.4
지저스 크라이스트 슈퍼스타,2012-11-22,4363,1.0
내 첫사랑을 너에게 바친다,2010-08-05,4352,0.1058
15소년 표류기: 해적섬을 탈출하라,2014-11-27,4341,0.0
오래된 인력거,2011-12-15,4339,0.098
마이크롭 앤 가솔린,2016-03-31,4339,0.375
노라노,2013-10-31,4315,1.5
120 BPM,2018-03-15,4314,-0.2409
사랑의 시대,2017-02-02,4308,0.08
뮤지엄 아워스,2014-01-23,4292,0.4
더 바,2017-06-15,4287,-0.2
극장판 쥬얼펫: 스위트댄스 프린세스,2013-11-07,4277,0.5
내 심장이 건너 뛴 박동,2016-12-15,4273,0.0617
쿠바의 연인,2011-01-13,4273,0.25
미인어,2017-02-22,4270,0.1651
울언니,2014-12-04,4266,0.0
섀도우 댄서,2013-03-28,4262,0.1111
간츠: 퍼펙트 앤서,2011-08-11,4247,0.1163
왕을 참하라,2017-03-16,4237,0.4222
디어 미,2011-04-27,4236,0.3542
셔틀콕,2014-04-24,4226,0.5526
우리 이웃의 범죄,2011-04-07,4213,0.4444
화씨 11/9: 트럼프의 시대,2018-11-22,4212,0.05
우디 앨런 : 우리가 몰랐던 이야기,2012-09-27,4205,0.0
랄프 스테드먼 스토리: 이상한 나라의 친구들,2014-07-10,4204,1.0
그림자들의 섬,2016-08-25,4197,0.1429
트립 투 잉글랜드,2015-11-26,4192,1.2632
슬기로운 해법,2014-05-15,4189,-0.2
수부라 게이트,2017-09-07,4173,0.0294
아리아,2015-04-23,4162,
여친남친,2013-02-07,4146,0.0485
우리가 사랑한 시간,2015-11-12,4126,0.9048
야누스: 욕망의 두 얼굴,2014-08-14,4122,0.4
부에나 비스타 소셜 클럽 2: 아디오스,2017-10-26,4122,1.5
알리바이 닷 컴,2018-11-07,4112,0.1579
태양의 서커스 월드 어웨이,2016-01-06,4110,
"구름의 저편, 약속의 장소",2017-02-28,4105,0.0744
아이 오브 더 스톰,2013-06-15,4101,0.25
가족의 나라,2013-03-07,4097,0.1429
앙드레 마티유,2011-01-13,4095,-0.2
린 온 피트,2018-09-20,4093,1.5
쿠크하트 : 시계심장을 가진 소년,2015-08-20,4093,0.2821
꿈보다 해몽,2015-02-12,4087,0.6667
2AM SHOW,2010-12-09,4085,0.036000000000000004
요요마와 실크로드 앙상블,2017-01-12,4083,0.9286
시저는 죽어야 한다,2013-05-02,4083,0.0368
반짝이는 박수 소리,2015-04-23,4074,0.9286
더블,2012-11-29,4068,0.0519
폴레트의 수상한 베이커리,2015-08-13,4062,1.0
컨빅션,2013-01-03,4060,0.0657
24주,2017-06-15,4040,0.2414
네버 렛 미 고,2011-04-07,4038,-0.4828
라스트 에너미,2014-03-06,4032,0.0
와이 스톱 나우,2014-10-29,4030,0.0
꽃비,2010-04-01,4029,0.1875
불온한 당신,2017-07-20,4028,-0.2787
노크 노크,2015-10-22,4024,-0.149
애프터 파티,2014-10-29,4006,
프랑코포니아,2016-06-16,4005,
하이프 네이션 : 힙합사기꾼,2014-01-16,3996,0.0167
베러 와치 아웃,2018-02-08,3995,0.3151
이터너티,2017-05-18,3992,0.875
아버지의 이메일,2014-04-24,3982,0.25
세상의 끝에서 커피 한잔,2015-11-05,3965,0.7059
할머니의 먼 집,2016-09-29,3957,1.6667
그 강아지 그 고양이,2013-12-12,3956,0.5155
투 나잇 스탠드,2015-05-07,3954,0.6
런던시계탑 밑에서 사랑을 찾을 확률,2016-01-28,3948,0.6267
거룩한 분노,2018-06-28,3926,0.625
극장판: 타이거 앤 버니,2013-02-28,3906,0.2727
원피스 : 에피소드 오브 메리 ~ 또 하나의 동료 이야기 ~,2014-08-28,3902,0.0337
"1789, 바스티유의 연인들",2014-09-18,3892,0.9375
사랑과 어둠의 이야기,2016-09-01,3891,0.1467
참새들의 합창,2010-05-05,3889,
생각보다 맑은,2015-01-22,3881,0.3526
우리 의사 선생님,2010-04-29,3868,0.0
"나의 아들, 나의 어머니",2015-12-17,3860,0.5714
여자의 일생,2017-04-06,3860,0.0
하드데이,2014-01-16,3852,0.0424
레이스,2016-05-25,3849,0.2835
언프리티 소셜 스타,2018-02-22,3849,
탠저린,2018-01-25,3844,0.3871
리미츠 오브 컨트롤,2010-08-12,3841,0.1
소림사 2014,2014-08-28,3834,-0.1364
업사이드 다운,2016-04-14,3833,-0.3671
마테호른,2014-01-09,3833,0.5897
산다,2015-05-21,3829,0.1905
아프리카의 눈물,2011-03-24,3824,0.1111
사랑해! 진영아,2013-11-07,3823,0.299
그라운드의 이방인,2015-03-19,3822,0.85
서서 자는 나무,2010-12-09,3820,0.0
식구,2018-07-12,3816,0.0435
오월愛,2011-05-12,3810,0.0
제이니 존스,2012-08-23,3794,0.0
마린,2012-12-06,3788,1.1176
이니시에이션 러브,2016-03-17,3781,0.1719
청춘학당 : 풍기문란 보쌈 야사,2014-03-27,3772,0.0149
옹녀뎐,2014-08-21,3765,0.3333
투와이스 본,2014-10-30,3753,-0.0385
위층여자,2014-10-29,3739,0.1064
맨헌트,2018-01-25,3738,0.15
조지 해리슨,2012-07-19,3737,-0.0909
어머니,2012-04-05,3730,0.5
1월의 두 얼굴,2014-09-11,3720,0.1667
철원기행,2016-04-21,3714,1.375
사랑에 빠진 것처럼,2013-10-17,3712,0.25
미스터 하이네켄,2015-09-17,3711,0.0484
아웃사이더,2015-06-21,3711,-0.3333
뮤지컬 쉬 러브즈 미,2017-07-06,3709,1.3548
디아틀로프,2013-06-13,3707,0.35
델타 보이즈,2017-06-08,3705,0.3883
악인,2011-06-09,3703,0.3636
마셰티,2011-04-21,3702,-0.1447
은혼2: 규칙은 깨라고 있는 것,2018-12-13,3698,0.3077
퍼미션,2019-02-27,3685,1.0
프리다의 그해 여름,2018-10-25,3684,0.5926
새벽의 약속,2018-11-22,3682,1.1
데스티네이션 웨딩,2018-12-13,3679,0.0588
적도,2015-05-28,3679,0.05
침입자들 : 로봇의 역습,2014-05-15,3672,-0.6667
아버지를 마지막으로 본 것은 언제입니까?,2010-05-27,3656,0.5161
더 덴,2014-11-20,3656,-0.3488
나의 서른에게,2017-11-23,3646,0.4615
러브 앤 아트,2017-11-09,3640,1.3333
해피 해피 와이너리,2015-03-12,3640,1.2222
커피 한잔이 섹스에 미치는 영향,2014-06-26,3639,0.2
맥코리아,2012-10-18,3631,-0.0303
포제션 : 중독된 사랑,2015-06-21,3625,0.1951
우리에겐 교황이 있다,2013-05-02,3624,0.0333
애정만세,2011-06-09,3620,0.0
나는 다른 언어로 꿈을 꾼다,2019-03-07,3615,
래미의 초특급 시간여행,2019-02-27,3610,1.0
파이널리스트,2019-01-24,3599,1.4
영춘권 무림 절대 고수,2013-07-19,3595,0.5714
아버지를 위한 노래,2012-05-03,3594,0.1429
대관람차,2018-08-30,3591,0.5294
스킨 트레이드,2015-08-20,3588,1.2
경계의 저편 : I'LL BE HERE -과거편-,2015-10-22,3579,0.1667
포세이돈,2014-09-18,3576,0.0
오스카 그랜트의 어떤 하루,2014-01-16,3573,-0.3077
레드라인,2011-05-12,3572,0.2619
순천,2014-09-04,3562,1.0455
천하칠검 양가장,2013-05-02,3551,0.3462
수성못,2018-04-19,3539,0.2941
가자! 장미여관으로 2 - 갈증,2014-04-10,3534,0.4
남극의 쉐프,2010-02-11,3530,0.8333
핀두스 이야기,2017-11-30,3524,
"힘내세요, 병헌씨",2013-06-27,3522,0.5098
라 트라비아타,2013-07-06,3515,
로봇,2012-04-19,3504,0.1591
오페라-카르멘(메트로폴리탄),2010-04-04,3498,
까미유 끌로델,2013-10-24,3495,
램스,2016-11-03,3491,0.1579
넥스트 제네레이션 패트레이버,2014-04-24,3488,0.1961
로마에서 생긴 일,2010-04-08,3480,0.0
벤딩 디 아크: 세상을 바꾸는 힘,2017-11-09,3472,0.7143
안티크라이스트,2011-04-14,3471,-0.1622
이파네마 소년,2010-11-04,3465,0.2235
홈프론트-가족을 지켜라,2014-06-18,3464,0.1179
일탈여행: 프라이빗 아일랜드,2013-08-29,3460,0.1892
벨과 세바스찬 계속되는 모험,2017-08-10,3450,0.72
최후의 Z,2016-12-28,3449,-0.2419
정원을 그리다 : 모네에서 마티스까지,2017-10-26,3441,
강철의 연금술사 : 미로스의 성스러운 별,2012-01-26,3441,-0.0273
리멤버,2012-12-13,3438,0.0909
채식주의자,2010-02-18,3434,0.0
천국의 아이들,2012-05-24,3432,0.1481
몬몬몬 몬스터,2018-07-12,3426,0.3571
메리 크리스마스 미스터 모,2017-12-14,3418,1.0417
미켈란젤로 : 사랑과 죽음,2018-05-31,3411,
퍼블릭 에너미 넘버원,2011-08-25,3410,0.1
밤을 걷는 뱀파이어 소녀,2015-06-25,3407,0.4138
로맨스 조,2012-03-08,3402,0.1875
브라더 오브 더 이어,2019-03-07,3384,0.8
봄이가도,2018-09-13,3379,-2.0
토카레브,2014-10-23,3375,-0.1429
인생을 애니메이션처럼,2017-09-27,3372,1.125
질투의 역사,2019-03-14,3372,0.1
"파리, 사랑한 날들",2011-04-07,3369,0.0
라 멜로디,2018-06-14,3365,0.7692
다우더,2014-11-06,3365,0.1333
투 러버스 앤 베어,2017-03-30,3364,0.6471
세컨 찬스,2015-06-11,3358,
그 남자의 사랑법,2013-05-09,3355,0.2082
삼총사 2014,2014-08-07,3354,0.125
미스체인지,2013-09-05,3344,0.155
더 펜션,2018-06-21,3340,0.7333
비바,2016-10-13,3338,0.2755
해피 댄싱,2018-11-15,3338,0.3333
펠리니를 찾아서,2018-07-12,3335,0.3944
릴라 릴라,2011-09-22,3331,0.5
리슨 투 유어 하트,2011-05-04,3325,0.6667
테르마이 로마이,2013-07-18,3319,0.1698
"1999, 면회",2013-02-21,3289,0.5625
별이 빛나는 밤,2012-04-05,3288,0.4444
노엘의 선물,2015-02-05,3282,
더 박스,2012-04-19,3276,0.0
마네의 제비꽃 여인: 베르트 모리조,2014-07-03,3273,0.3333
고려 아리랑: 천산의 디바,2017-05-25,3260,1.6
파코와 마법 동화책,2010-07-22,3260,0.4
카르멘,2018-07-01,3259,
삼례,2016-06-23,3243,0.303
미라클 여행기,2015-01-15,3228,0.64
파리 시청 앞에서의 키스: 로베르 두아노,2017-08-24,3200,0.5238
무명인,2014-05-29,3199,0.2273
루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,3199,0.5
붉은 가족,2013-11-06,3192,0.2556
노래로 쏘아 올린 기적,2017-08-17,3182,0.0909
왕의 이름으로 2,2014-04-03,3170,-0.2667
미친도시,2018-08-30,3165,0.0791
바람의 검심 : 교토 대화재편,2015-02-26,3160,-0.0268
노 임팩트 맨,2010-06-17,3160,0.0
10분,2014-04-24,3158,0.4333
백발마녀전: 명월천국,2014-10-01,3151,0.2258
마마 앤드 파파,2010-05-20,3149,0.2
"모모세, 여기를 봐",2014-10-30,3144,0.2929
맛있는 비행,2015-10-22,3141,0.5714
세븐 싸이코패스,2014-09-18,3135,-0.0063
라잇 온 미,2012-11-01,3134,0.3333
카르멘,2015-12-07,3118,
완벽한 거짓말,2017-08-24,3112,1.25
와일드 카드,2015-03-19,3109,-0.0049
뱅뱅클럽,2012-02-02,3107,0.5
네 번,2011-10-20,3107,0.5
볼케이노: 삶의 전환점에 선 남자,2012-11-22,3103,0.3529
미피의 동물원 보물찾기,2014-03-27,3102,1.6667
가을 우체국,2017-10-19,3099,0.0727
샘,2018-11-29,3098,1.3333
오페라-투란도트(메트로폴리탄),2010-01-10,3094,
아름다운 별,2018-01-18,3092,0.2273
파울라,2017-11-09,3091,-0.5
영도,2015-09-10,3089,-0.1429
멋진 인생,2011-06-09,3089,0.2941
해피엔딩 프로젝트,2014-02-20,3073,0.7714
하얀 정글,2011-12-01,3070,0.0667
유닛7,2015-01-22,3068,0.0
이민자,2012-04-12,3063,
6 웨이 투 다이,2017-09-05,3057,0.0
도쿄 오아시스,2011-12-01,3052,0.5
소리굽쇠,2014-10-30,3051,0.0299
철의 심장을 가진 남자,2018-11-08,3051,0.1556
겁쟁이 페달: 리로드,2016-01-14,3050,
그댄 나의 뱀파이어,2014-06-12,3048,0.8421
엔드 오브 디 어스,2015-01-29,3047,0.1183
정글,2018-05-31,3043,0.0609
우리 연애의 이력,2016-06-29,3043,0.4286
제인 구달,2014-11-27,3035,0.3636
밀레니엄 제 1부 : 여자를 증오한 남자들,2012-01-05,3033,0.2
페이퍼보이: 사형수의 편지,2013-08-08,3030,0.04
리벤져,2018-12-06,3028,0.375
아이다,2012-12-22,3028,0.0
바세코의 아이들,2014-08-14,3024,1.5
샷 콜러,2018-05-04,3021,-0.0065
케이트 맥콜,2014-05-22,3014,0.0
선종 무문관,2018-12-13,3012,
호타루의 빛,2012-09-06,2989,0.2
극장판 헌터X헌터 : 팬텀루즈,2013-06-27,2988,0.084
광인옥한흠,2017-12-28,2985,-0.2
더 커널,2015-08-20,2982,-0.2521
다이빙벨 그후,2018-05-24,2981,-0.4444
라이브 인 3D 휘성 : 잇츠 리얼,2010-09-30,2967,0.2857
나인스 라이프,2017-09-07,2964,0.1714
살인자의 기억법 : 새로운 기억,2017-11-01,2958,
파리의 한국남자,2016-01-28,2951,-0.2667
"굿바이, 평양",2011-03-03,2940,0.4
전국: 천하영웅의 시대,2013-05-16,2938,0.1309
지킬 앤 하이드,2013-03-06,2938,0.3478
실버벨,2016-12-15,2935,1.0
롱 폴링,2012-10-25,2934,0.7059
나와 봄날의 약속,2018-06-28,2929,0.1667
삼국-무영자,2018-12-13,2927,0.299
굿바이 보이,2011-06-02,2913,0.2222
더 원 아이 러브,2015-11-05,2910,0.1579
히치콕 트뤼포,2016-08-25,2901,0.75
이것이 우리의 끝이다,2014-06-26,2898,0.14
오장군의 발톱,2018-08-15,2894,0.3333
폴링 스노우,2017-02-09,2892,-0.5
엽문4: 종극일전,2013-06-27,2888,0.044000000000000004
시간을 달리는 소녀,2011-03-24,2886,-0.0534
집의 시간들,2018-10-25,2882,1.0
내일의 죠,2011-06-30,2881,0.1765
남쪽으로 간다,2012-11-15,2877,0.0
바비,2010-02-04,2867,0.1172
고양이 장례식,2015-01-15,2865,0.0556
재키 앤 라이언,2015-11-19,2860,0.5625
당신을 오랫동안 사랑했어요,2010-01-07,2858,-0.5
레디액션 청춘,2014-11-13,2855,0.1429
아이다,2019-02-02,2854,
우리가 들려줄 이야기,2014-03-13,2847,0.6667
나이트 오브 컵스,2015-11-12,2844,0.0179
에벌리,2015-06-04,2839,
밀양 아리랑,2015-07-16,2837,-0.5789
세컨드 마더,2015-11-12,2830,0.5303
기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성,2018-06-13,2821,0.0
퍼스널 이펙츠,2012-01-26,2816,0.1
제7의 봉인,2012-05-10,2808,-1.0
시간의 종말,2016-11-03,2807,0.6667
플래티나 데이터,2013-12-12,2802,-0.045
레인보우,2010-11-18,2800,0.1321
REC 알이씨,2011-11-24,2799,-0.25
미이라 : 피라미드의 비밀,2014-07-31,2797,0.0769
설해,2015-01-08,2796,0.0823
언 애듀케이션,2010-03-18,2794,0.5
파리 투 마르세유: 2주간의 여행,2017-09-07,2792,0.3906
불청객,2010-09-30,2792,0.1842
바쿠만,2016-04-21,2791,0.2051
월터 교수의 마지막 강의,2016-03-17,2791,-0.3333
토리노의 말,2012-02-23,2786,
미 앤 유,2014-02-27,2780,0.4211
그녀가 부른다,2013-12-26,2768,0.4565
나부야 나부야,2018-09-20,2765,0.0
이티피 페스티벌 08X09 서태지,2013-05-03,2764,
부모님과 이혼하는 방법,2016-05-12,2758,0.1429
쇼콜라,2017-03-09,2757,0.2812
"앵두야, 연애하자",2013-06-06,2754,0.5
언더 더 스킨,2014-07-17,2750,0.1212
콜드 워,2013-09-05,2749,0.0215
하우 투 비,2010-01-28,2746,0.2432
굿타임,2018-01-04,2743,0.3043
분장,2017-09-27,2737,0.2727
밍크코트,2012-01-12,2731,0.2963
여배우 공작단,2014-06-19,2729,
괴물들,2018-03-08,2725,0.36
아이엠 호프맨,2017-11-16,2724,1.4
이웃집 좀비,2010-02-18,2721,-0.0185
토미카 무비,2014-12-11,2719,0.0
진저 앤 로사,2014-05-15,2699,0.0426
릴라와 마법의 책,2018-11-08,2698,0.0
겁쟁이 페달: 리라이드,2016-01-14,2697,
줄탁동시,2012-03-01,2692,0.1273
창피해,2011-12-08,2690,0.0571
팬텀: 라스트 커맨더,2013-07-04,2684,0.1552
중화 명탐정,2013-07-26,2673,-0.2174
여배우는 너무해,2014-02-27,2673,0.1552
디테일스,2013-04-11,2669,0.4688
샤크어택,2014-09-04,2664,0.0
깨끗하고 연약한,2014-10-30,2661,0.1786
노조키메,2016-08-10,2661,-0.4375
마술피리,2014-08-02,2658,-0.5
바람의 검심,2013-01-03,2648,0.0491
사이즈의 문제,2010-04-15,2647,-0.0412
조류인간,2015-02-26,2640,0.7826
백설공주의 마지막 키스,2014-05-01,2635,0.3281
히어 애프터,2016-05-12,2633,-0.6667
온 더 로드,2014-03-27,2622,0.0444
뮤즈 드론즈 월드투어 실황,2018-07-12,2613,2.0
더 크로니클: 뮤턴트의 반격,2015-11-12,2613,0.1842
엘로이즈: 그녀들의 사랑,2014-02-06,2610,0.5652
바람에 젖은 여자,2017-05-25,2602,1.0909
내 아내와 결혼해 주세요,2017-05-18,2600,0.4118
오마르,2015-02-05,2597,0.3333
사토미를 찾아라,2014-10-16,2595,0.2105
미스테리어스 스킨,2017-11-23,2587,-0.3347
파밍 보이즈,2017-07-13,2586,0.5778
이로도리 인생2막,2013-09-27,2586,0.0
브로큰,2013-07-18,2582,0.1364
리틀 제이콥,2012-11-08,2581,0.5333
죽은 자의 제국,2016-02-25,2581,-0.0385
태극권 2014 : 어전시위,2014-10-02,2579,0.1667
단델리온 더스트,2012-05-10,2579,0.6667
매니악 : 슬픈 살인의 기록,2013-07-04,2578,-0.3898
대공습,2014-09-25,2572,0.094
플러스 원,2014-09-25,2569,0.5455
슈퍼쇼 4 3D,2013-08-08,2567,0.0148
히어 앤 데어,2011-12-15,2553,0.1786
사랑은 부엉부엉,2016-12-29,2546,0.3158
택시,2015-11-05,2540,1.0
미세스 하이드,2018-05-31,2536,1.0
파티51,2014-12-11,2536,0.6364
웰컴 투 사우스,2012-12-13,2524,0.4959
꺼져버려 종양군,2016-05-12,2519,1.3333
메가 스파이더,2014-09-12,2519,-0.0435
살인의 강,2010-09-30,2515,0.1014
맹글혼,2015-11-26,2511,0.8889
일주일간 친구,2017-12-28,2508,0.3704
하나식당,2018-11-22,2505,1.4
양의 나무,2018-10-18,2505,-0.1818
뷰티풀 레이디스,2016-11-10,2501,0.25
아워즈,2014-04-16,2492,-0.1881
다슬이,2011-11-24,2492,0.1935
레드 툼,2015-07-09,2487,-0.2407
톰 오브 핀란드,2018-08-30,2482,1.1429
해커스,2014-10-01,2479,0.25
어떤 여인의 고백,2013-10-03,2477,-0.4
브레이킹,2014-08-21,2474,1.5
계몽영화,2010-09-16,2456,0.1852
투란도트,2016-02-07,2455,
22,2018-08-14,2434,0.0
겁쟁이 페달: 스페어바이크,2016-11-17,2415,
로크,2014-06-26,2412,0.1148
아메리칸 패스토럴,2017-05-25,2412,-0.0769
막걸스,2015-05-21,2410,0.0662
호박과 마요네즈,2018-09-13,2406,0.2778
헝그리 하트,2016-06-30,2398,0.3125
별나라 몰리 몬스터,2018-11-29,2395,
독도의 영웅들,2016-02-18,2384,0.6667
더 홈즈맨,2015-10-08,2381,-0.0635
백자의 사람 : 조선의 흙이 되다,2012-07-12,2377,-0.4706
마담 보바리,2015-04-02,2375,0.1667
디브,2016-09-01,2371,-0.1
땅의 여자,2010-09-09,2368,0.8
뉴타입 히어로 얏타맨,2012-06-21,2368,0.1333
잔다라: 더 비기닝,2013-09-05,2360,0.5
행복까지 30일,2016-06-09,2359,0.6957
아기와 나,2017-11-23,2356,-0.0476
바비,2012-10-25,2355,0.2456
마이 페어 웨딩,2015-06-04,2353,-0.0407
탱고 위드 미,2013-08-29,2350,0.1875
피가로의 결혼,2015-02-21,2350,0.25
레나,2016-05-26,2349,0.7455
마이 플레이스,2014-01-30,2349,0.5882
마이 보이,2014-04-10,2338,0.1731
극장판 꽃이 피는 첫걸음 : 홈 스위트 홈,2014-07-17,2329,0.2353
인생면허시험,2015-10-29,2325,0.3234
노란 코끼리,2013-11-14,2317,0.2
바빌론의 아들,2011-02-24,2317,0.0
맨 앤 치킨,2016-05-04,2316,0.2857
못,2014-11-20,2313,1.0857
아쉬람,2010-02-25,2313,0.3333
오늘영화,2015-08-20,2309,0.4167
코리올라누스: 세기의 라이벌,2013-07-11,2309,-0.0784
나부코,2017-04-01,2308,
다른 길이 있다,2017-01-19,2305,-0.6364
아이다,2015-07-01,2303,
남자와 여자,2018-05-31,2297,
마터스,2016-10-20,2287,-0.0537
정사,2014-10-30,2283,-0.3333
슈퍼피쉬 - 끝없는 여정,2013-07-11,2280,0.7222
리스펙트,2018-11-28,2279,-0.1875
호세마리아 신부의 길,2013-11-28,2274,0.3846
모라토리움기의 다마코,2014-09-11,2273,0.1818
투란도트,2016-07-02,2272,
두만강,2011-03-17,2270,0.0
누에치던 방,2018-01-31,2267,0.0
고양이 살인사건,2015-09-03,2263,-0.75
두 개의 선,2012-02-09,2259,2.0
이그잼,2010-11-11,2253,0.0222
한나,2018-07-26,2253,-0.5
회오리 바람,2010-02-25,2253,0.1809
브로큰 서클,2013-10-31,2252,0.7895
에어라인 플라이트,2013-07-18,2240,-0.1515
밤섬해적단 서울불바다,2017-08-24,2234,-0.2353
더 서치,2019-01-17,2230,-1.1429
그들이 죽었다,2015-12-10,2221,-0.1667
컷,2012-02-09,2216,-0.25
펭귄-위대한 모험 2,2018-03-01,2215,0.6667
체인드,2013-07-18,2210,-0.1293
틴토 브라스의 모든 것,2014-10-29,2207,
볼쇼이 스페셜 갈라,2014-02-27,2205,0.4
메이트,2019-01-17,2204,0.3333
마이 백 페이지,2012-03-15,2202,0.3333
극장판: 타이거 앤 버니 -더 라이징-,2014-06-19,2197,0.6667
메이플쏘프,2018-06-21,2197,0.0
치어 댄스,2017-09-21,2186,0.3832
리틀 포레스트: 사계절,2018-03-22,2185,-0.0385
드롭박스,2016-05-19,2180,0.25
푸치니의 여인,2011-11-17,2177,0.5
마농,2015-10-21,2177,
"안녕, 나의 소녀 시절이여",2018-12-12,2175,1.0714
엘 불리: 요리는 진행 중,2012-09-13,2171,0.0
다이노 어드벤처: 먹이사슬의 제왕,2017-04-27,2168,0.4
케이온,2013-06-13,2168,0.0028
스틸 플라워,2016-04-07,2168,0.0952
도리안 그레이,2013-05-30,2153,0.1068
고양이는 불러도 오지 않는다,2016-06-09,2150,0.4348
위풍당당 질리 홉킨스,2016-10-26,2146,
관계,2014-08-27,2146,0.15
마틸다: 황제의 연인,2018-11-08,2145,0.3333
푸른노을,2017-11-23,2144,0.58
퓨어,2013-06-20,2141,0.2162
시칠리아 햇빛아래,2017-06-28,2139,
밀레니엄 : 제2부 불을 가지고 노는 소녀,2012-03-22,2139,0.1667
화이트 갓,2015-04-02,2135,0.1176
히든 아이덴티티,2017-10-12,2134,0.0728
아이히만 쇼,2017-03-01,2133,-0.4348
아이다 라스칼라,2015-12-05,2132,
여자들,2017-08-03,2129,0.7742
레커스,2014-04-03,2127,-0.0263
"그녀, 잉그리드 버그만",2015-10-15,2124,-0.1667
세나: F1의 신화,2011-10-20,2123,0.2
더 트랩: 난간 끝에 선 남자,2013-07-25,2120,-0.124
레쓰링,2014-09-11,2116,0.12
질투,2015-04-09,2113,0.1739
하프웨이,2010-04-29,2113,0.2
러브,2017-11-02,2108,-0.1351
풍경,2013-12-12,2106,1.1429
플라워즈,2011-05-19,2097,0.25
망원동 인공위성,2015-02-05,2097,0.4286
에덴 : 동물원 사수 대작전,2015-09-03,2093,1.6667
레트리뷰션 : 응징의 날,2016-03-30,2092,0.1538
리브 어게인,2018-04-26,2090,0.5
어떤이의 꿈,2015-11-26,2090,0.2143
식물도감,2018-06-21,2085,0.5833
백설공주 살인사건,2015-02-12,2079,0.0265
히에로니무스 보쉬의 기이한 세계,2018-01-18,2078,
오텔로,2013-12-21,2072,
먹이사슬,2014-09-17,2070,0.875
가족시네마,2012-11-08,2068,0.0
반도에 살어리랏다,2018-01-25,2068,0.2941
크리미널 게임: 보석 사기단,2019-01-23,2065,0.2727
하루,2013-11-28,2063,
브레이븐,2018-09-13,2063,0.3913
벨빌의 세 쌍둥이,2016-10-27,2062,0.3429
인피니티 포스 : 독수리오형제 최후의 심판,2018-10-18,2059,0.0
굿바이 홈런,2013-02-14,2057,0.2653
뮤지엄,2017-05-18,2056,-0.2063
비바 프랑스,2013-08-22,2050,0.8182
헬 페스트,2018-12-13,2047,-0.6667
초이스,2018-11-08,2046,0.9231
소성리,2018-08-16,2042,-0.2857
학교 가는길,2014-11-27,2041,1.1667
신밧드의 7대 모험,2013-08-08,2040,0.2857
어느 독재자,2017-04-06,2039,-0.4762
스파이 넥스트 도어,2011-12-15,2039,0.2857
갓즈 포켓,2016-01-28,2037,-0.0455
마린스키 발레: 호두까기 인형 3D,2012-12-06,2036,
토스카,2018-05-05,2035,2.0
파이어 위드 파이어,2013-02-21,2030,
선희와 슬기,2019-03-27,2024,0.6667
반드시 크게 들을 것,2010-04-22,2023,0.2951
블랑섹의 기이한모험,2013-02-07,2021,0.1358
애프터 루시아,2013-09-26,2018,-0.4545
세이브 어 라이프,2010-11-11,2017,0.5
얼굴들,2019-01-24,2016,0.2857
비트윈 랜드 앤 씨,2018-08-09,2016,-0.6
당신의 세상은 지금 몇 시?,2015-11-19,2007,1.6
외사경찰,2012-11-08,2006,0.1736
황제암살단,2014-10-08,2005,
메이지가 알고 있었던 일,2014-03-27,2003,0.2581
무사 노보우: 최후의 결전,2014-06-05,2003,0.561
아이다,2018-04-04,2002,
파리 오페라,2018-05-17,2002,
잠 못 드는 밤,2013-05-30,2002,0.0952
바다의 뚜껑,2016-09-29,2001,0.5
반드시 크게 들을 것 2 : Wild Days,2012-11-22,1999,0.1176
다니엘 바렌보임과 서동시집 오케스트라,2012-09-06,1992,1.0
미스진은 예쁘다,2013-03-14,1991,0.3889
하루,2015-08-06,1990,1.5833
원나잇 온리,2014-07-03,1990,-0.3636
로스트 인 베이징,2012-07-12,1989,0.25
페르소나,2013-07-25,1988,-0.2083
두부요괴,2013-11-28,1980,0.2553
리턴드,2014-10-30,1978,-0.15
아프리칸 닥터,2016-11-03,1975,1.4375
쇼트피스,2014-04-17,1975,0.4444
우리 만난 적 있나요,2010-11-25,1974,0.4444
나미야 잡화점의 기적: 또 하나의 이야기,2018-11-08,1966,0.2273
땡큐 포 유어 서비스,2017-12-07,1965,-0.0833
벨라 키스,2014-07-30,1964,-0.25
브라더후드,2010-11-18,1963,-0.75
시선 사이,2016-06-09,1961,0.25
미친개들,2016-07-07,1961,0.0345
배드 캅,2017-11-07,1960,
킹스글레이브: 파이널 판타지 XV,2016-08-25,1960,
불안한 외출,2015-12-10,1958,-0.157
거꾸로 된 파테마,2014-04-17,1957,0.2273
오슬로의 이상한 밤,2011-02-10,1955,0.6667
투 라이프,2015-05-07,1954,1.75
스시 장인: 지로의 꿈,2012-09-27,1952,0.0
바르샤 드림스,2016-05-04,1951,0.1942
파파 오랑후탄,2018-04-19,1951,1.4
