TITLE,OPEN_DT,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,SERIES,NAVER_CMT_NN,NAVER_CMT_LEN_MEAN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
한 솔로: 스타워즈 스토리,2018-05-24,5,2,21,135.0,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12세이상관람가,0.0,118.0,35.508474576271205,353.0,0.0,213980
덤보,2019-03-27,3,1,13,111.0,미국,월트디즈니컴퍼니코리아 유한책임회사,가족,전체관람가,0.0,60.0,38.8,330.0,0.0,212836
아이 엠 어 히어로,2016-09-21,9,3,38,126.0,일본,기타,액션,청소년관람불가,0.0,148.0,50.1621621621622,1355.0,1.0,212599
"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",2014-10-02,10,4,40,59.0,일본,기타,액션,전체관람가,,93.0,40.2150537634409,762.0,0.0,212368
연애의 맛,2015-05-07,5,2,19,101.0,한국,(주)와우픽쳐스,멜로,청소년관람불가,0.0,97.0,30.7525773195876,1176.0,0.0,212154
러블리 본즈,2010-02-25,2,1,8,135.0,미국,씨제이엔터테인먼트,범죄,15세이상관람가,,169.0,27.153846153846196,0.0,1.0,212035
내니맥피 2: 유모와마법소동,2010-08-11,8,3,32,109.0,미국,유니버설픽쳐스인터내셔널 코리아(유),가족,전체관람가,,83.0,22.1204819277108,0.0,0.0,210493
자칼이 온다,2012-11-15,11,4,46,107.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,0.0,1676.0,26.464200477326997,0.0,0.0,210278
한나,2011-04-14,4,2,15,110.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,15세이상관람가,,87.0,24.0344827586207,0.0,0.0,208912
덕수리 5형제,2014-12-04,12,4,49,102.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,0.0,248.0,36.9516129032258,1647.0,0.0,206953
테드: 황금도시 파이티티를 찾아서,2012-09-20,9,3,38,92.0,스페인,(주)싸이더스,애니메이션,전체관람가,,17.0,21.8823529411765,0.0,0.0,206320
코알라 키드 : 영웅의 탄생,2012-01-12,1,1,2,85.0,한국,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,0.0,256.0,27.6328125,0.0,0.0,205579
버드맨,2015-03-05,3,1,10,119.0,미국,이십세기폭스코리아(주),코미디,청소년관람불가,0.0,2141.0,56.8748248482018,2387.0,0.0,204742
남과 여,2016-02-25,2,1,8,115.0,한국,(주)쇼박스,멜로,청소년관람불가,0.0,257.0,39.0194552529183,10545.0,0.0,203775
비포 미드나잇,2013-05-22,5,2,21,108.0,미국,기타,드라마,청소년관람불가,,202.0,38.519801980198004,0.0,0.0,203476
어쌔신: 더 비기닝,2017-12-07,12,4,49,111.0,미국,기타,액션,15세이상관람가,0.0,228.0,30.7719298245614,853.0,0.0,203221
원 데이,2012-12-13,12,4,50,107.0,미국,기타,드라마,15세이상관람가,,397.0,37.9445843828715,0.0,0.0,202805
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016-01-07,1,1,1,103.0,일본,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,1.0,228.0,36.438596491228104,5053.0,0.0,202538
굿모닝 에브리원,2011-03-17,3,1,11,107.0,미국,씨제이이앤엠(주),드라마,15세이상관람가,0.0,74.0,27.2702702702703,0.0,1.0,202148
발레리나,2017-02-09,2,1,6,89.0,프랑스,판씨네마(주),애니메이션,전체관람가,,49.0,38.918367346938794,1448.0,0.0,201365
페스티발,2010-11-18,11,4,46,110.0,한국,(주)시너지하우스 (시너지),코미디,청소년관람불가,0.0,121.0,28.512396694214896,0.0,0.0,200123
언더월드 4: 어웨이크닝,2012-02-22,2,1,8,88.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,청소년관람불가,1.0,93.0,26.387096774193502,0.0,0.0,200038
꼬마 니콜라,2010-01-28,1,1,4,91.0,프랑스,기타,가족,전체관람가,,151.0,22.4304635761589,0.0,1.0,199851
콜 미 바이 유어 네임,2018-03-22,3,1,12,131.0,이탈리아,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,드라마,청소년관람불가,1.0,142.0,44.51408450704229,1415.0,1.0,198229
코쿠리코 언덕에서,2011-09-29,9,3,39,91.0,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,0.0,156.0,28.1794871794872,0.0,0.0,197408
엣지 오브 다크니스,2010-06-02,6,2,22,104.0,영국,(주)넥스트엔터테인먼트월드(NEW),범죄,15세이상관람가,,56.0,27.928571428571402,0.0,0.0,197296
스누피: 더 피너츠 무비,2015-12-24,12,4,52,93.0,미국,이십세기폭스코리아(주),애니메이션,전체관람가,0.0,261.0,28.8314176245211,2911.0,0.0,197238
언니,2019-01-01,1,1,1,93.0,한국,(주)제이앤씨미디어그룹,액션,청소년관람불가,0.0,219.0,50.8310502283105,786.0,0.0,197134
그린 호넷,2011-01-27,1,1,4,118.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,드라마,15세이상관람가,,119.0,27.3865546218487,0.0,0.0,195933
극장판 포켓몬스터 모두의 이야기,2018-12-19,12,4,51,98.0,일본,기타,애니메이션,전체관람가,1.0,31.0,29.354838709677402,201.0,0.0,194692
투혼,2011-10-06,10,4,40,124.0,한국,(주)시너지하우스 (시너지),드라마,전체관람가,0.0,176.0,25.318181818181802,0.0,0.0,193724
"무현, 두 도시 이야기",2016-10-26,10,4,43,95.0,한국,기타,다큐멘터리,15세이상관람가,0.0,606.0,36.6369636963696,3819.0,0.0,193578
언더독,2019-01-16,1,1,3,101.0,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,0.0,147.0,50.28571428571429,4506.0,0.0,193484
덤 앤 더머 투,2014-11-27,11,4,48,108.0,미국,씨네그루(주)다우기술,코미디,15세이상관람가,1.0,222.0,34.1126126126126,3986.0,0.0,192726
디어 존,2010-03-04,3,1,9,107.0,미국,기타,드라마,12세이상관람가,0.0,69.0,24.681159420289898,0.0,1.0,192530
응징자,2013-10-30,10,4,44,102.0,한국,(주)인벤트스톤,액션,청소년관람불가,0.0,197.0,32.1370558375635,0.0,0.0,192347
나미야 잡화점의 기적,2018-02-28,2,1,9,129.0,일본,기타,판타지,전체관람가,0.0,169.0,48.10059171597629,3838.0,1.0,191880
쥴리의 육지 대모험,2011-09-08,9,3,36,84.0,미국,(주)싸이더스,애니메이션,전체관람가,,30.0,29.0666666666667,0.0,0.0,191783
보이후드,2014-10-23,10,4,43,165.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,15세이상관람가,0.0,36.0,50.1666666666667,1029.0,0.0,190893
컬러풀 웨딩즈,2014-10-16,10,4,42,96.0,프랑스,기타,코미디,12세이상관람가,1.0,106.0,41.9622641509434,1416.0,0.0,190384
업그레이드,2018-09-06,9,3,36,100.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,0.0,321.0,42.725856697819296,204.0,0.0,189948
50가지 그림자: 심연,2017-02-09,2,1,6,118.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,청소년관람불가,1.0,142.0,33.6197183098592,3757.0,1.0,189620
글로리데이,2016-03-24,3,1,12,92.0,한국,기타,드라마,15세이상관람가,0.0,931.0,35.2921589688507,26181.0,1.0,189047
프리즈너스,2013-10-02,10,4,40,153.0,미국,(주)넥스트엔터테인먼트월드(NEW),범죄,청소년관람불가,0.0,108.0,36.379629629629605,0.0,0.0,186460
런닝맨 : 풀룰루의 역습,2018-12-05,12,4,49,66.0,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,0.0,28.0,40.0714285714286,164.0,0.0,186324
기생수 파트1,2015-02-26,2,1,9,109.0,일본,판씨네마(주),스릴러,청소년관람불가,1.0,283.0,45.09187279151939,15045.0,1.0,186184
팬,2015-10-08,10,4,41,111.0,미국,워너브러더스 코리아(주),판타지,전체관람가,0.0,86.0,34.7093023255814,2406.0,0.0,185960
해피 피트 2,2012-02-02,2,1,5,100.0,호주,워너브러더스 코리아(주),애니메이션,전체관람가,1.0,70.0,28.071428571428598,0.0,0.0,185420
더 셰프,2015-11-05,11,4,45,101.0,미국,기타,드라마,15세이상관람가,,166.0,35.1807228915663,914.0,0.0,185080
우상,2019-03-20,3,1,12,143.0,한국,CGV아트하우스,스릴러,15세이상관람가,0.0,91.0,35.769230769230795,802.0,0.0,183804
마이 리틀 히어로,2013-01-09,1,1,2,135.0,한국,씨제이이앤엠(주),드라마,전체관람가,0.0,613.0,48.23980424143561,0.0,0.0,183650
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,2018-06-06,6,2,23,90.0,일본,기타,애니메이션,전체관람가,1.0,142.0,24.6478873239437,688.0,0.0,183421
명탐정 코난 : 탐정들의 진혼가,2014-02-13,2,1,7,110.0,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,1.0,485.0,28.6762886597938,0.0,1.0,182668
극장판 도라에몽: 진구의 보물섬,2018-08-15,8,3,33,107.0,일본,기타,애니메이션,전체관람가,,37.0,40.5675675675676,140.0,0.0,182256
바니버디,2011-07-20,7,3,29,95.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,,47.0,17.893617021276604,0.0,0.0,181841
유령작가,2010-06-02,6,2,22,128.0,프랑스,(주)싸이더스,미스터리,15세이상관람가,,32.0,27.78125,0.0,1.0,180826
백악관 최후의 날,2013-06-05,6,2,23,119.0,미국,씨너스엔터테인먼트(주),액션,청소년관람불가,1.0,437.0,39.0366132723112,0.0,0.0,180661
해양경찰 마르코,2013-02-14,2,1,7,74.0,덴마크,(주)인벤트스톤,어드벤처,전체관람가,0.0,133.0,26.699248120300798,0.0,0.0,180618
로마 위드 러브,2013-04-18,4,2,16,111.0,미국,기타,코미디,청소년관람불가,0.0,223.0,41.470852017937204,0.0,0.0,180486
127시간,2011-02-17,2,1,7,93.0,미국,이십세기폭스코리아(주),드라마,15세이상관람가,0.0,352.0,28.9232954545455,0.0,0.0,180332
레전드,2015-12-10,12,4,50,131.0,프랑스,기타,액션,청소년관람불가,0.0,84.0,31.595238095238106,1823.0,0.0,180082
핵소 고지,2017-02-22,2,1,8,138.0,미국,판씨네마(주),드라마,15세이상관람가,0.0,558.0,54.010752688172,2640.0,0.0,177601
아빠가 여자를 좋아해,2010-01-14,1,1,2,113.0,한국,(주)쇼박스,멜로,12세이상관람가,0.0,149.0,23.093959731543602,0.0,0.0,177535
허트 로커,2010-04-22,4,2,16,130.0,미국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,0.0,50.0,28.4,0.0,0.0,177509
문라이트,2017-02-22,2,1,8,110.0,미국,CGV아트하우스,드라마,15세이상관람가,0.0,361.0,38.0387811634349,757.0,0.0,177483
유전,2018-06-07,6,2,23,127.0,미국,기타,공포,15세이상관람가,0.0,26.0,30.538461538461497,155.0,0.0,177145
명탐정 코난:은빛 날개의 마술사,2013-01-24,1,1,4,107.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,1.0,1088.0,29.833639705882398,0.0,1.0,176483
더 로드,2010-01-07,1,1,1,111.0,미국,에스케이텔레콤(주),SF,15세이상관람가,,138.0,28.1376811594203,0.0,1.0,176152
채비,2017-11-09,11,4,45,114.0,한국,오퍼스픽쳐스(유),드라마,12세이상관람가,0.0,265.0,34.5283018867925,2895.0,0.0,175889
"나는 내일, 어제의 너와 만난다",2017-10-12,10,4,41,110.0,일본,기타,멜로,12세이상관람가,,239.0,60.06276150627621,1604.0,1.0,175519
톱스타,2013-10-24,10,4,43,114.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,0.0,164.0,39.0,0.0,0.0,175152
부활,2016-03-17,3,1,11,107.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,12세이상관람가,0.0,51.0,49.490196078431396,1226.0,0.0,175146
업사이드 다운,2012-11-08,11,4,45,108.0,캐나다,롯데쇼핑㈜롯데엔터테인먼트,SF,12세이상관람가,,270.0,32.9444444444444,0.0,0.0,174879
론 서바이버,2014-04-02,4,2,14,121.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,0.0,757.0,51.8692206076618,627.0,0.0,173678
어느 가족,2018-07-26,7,3,30,120.0,일본,기타,드라마,15세이상관람가,0.0,33.0,44.363636363636395,203.0,0.0,173010
발렌타인 데이,2010-02-11,2,1,6,125.0,미국,워너브러더스 코리아(주),멜로,15세이상관람가,,77.0,25.3636363636364,0.0,0.0,172997
장난스런 키스,2019-03-27,3,1,13,122.0,대만,기타,멜로,12세이상관람가,0.0,39.0,51.74358974358971,356.0,0.0,172941
아빠를 빌려드립니다,2014-11-20,11,4,47,112.0,한국,메가박스중앙(주)플러스엠,코미디,12세이상관람가,0.0,490.0,31.0816326530612,3445.0,1.0,172445
자전차왕 엄복동,2019-02-27,2,1,9,116.0,한국,기타,드라마,12세이상관람가,0.0,1119.0,33.6166219839142,1312.0,0.0,172212
조이,2016-03-10,3,1,10,124.0,미국,이십세기폭스코리아(주),코미디,12세이상관람가,0.0,277.0,38.5126353790614,2287.0,0.0,171577
더 프레데터,2018-09-12,9,3,37,107.0,미국,이십세기폭스코리아(주),SF,청소년관람불가,,100.0,44.72,347.0,0.0,170878
예수는 역사다,2017-07-13,7,3,28,113.0,미국,기타,드라마,전체관람가,,202.0,30.668316831683196,1614.0,0.0,170796
19곰 테드 2,2015-06-25,6,2,26,115.0,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,청소년관람불가,1.0,85.0,30.2352941176471,2859.0,0.0,170647
그랑프리,2010-09-16,9,3,37,109.0,한국,(주)싸이더스,드라마,12세이상관람가,0.0,225.0,27.213333333333303,0.0,0.0,170446
대배우,2016-03-30,3,1,13,108.0,한국,기타,코미디,12세이상관람가,0.0,184.0,41.4728260869565,2352.0,0.0,169855
매직브러시,2016-05-04,5,2,18,80.0,중국,기타,애니메이션,전체관람가,0.0,220.0,30.3227272727273,546.0,0.0,169257
라스트베가스,2014-05-08,5,2,19,104.0,미국,기타,코미디,15세이상관람가,0.0,354.0,46.5621468926554,563.0,0.0,169138
렛 미 인,2010-11-18,11,4,46,116.0,영국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,,162.0,28.901234567901202,0.0,0.0,169072
노리개,2013-04-18,4,2,16,95.0,한국,(주)인벤트스톤,드라마,청소년관람불가,0.0,357.0,31.165266106442598,0.0,0.0,169054
나는 아빠다,2011-04-14,4,2,15,99.0,한국,롯데쇼핑㈜롯데엔터테인먼트,액션,청소년관람불가,0.0,150.0,31.04,0.0,0.0,168049
비밀애,2010-03-25,3,1,12,111.0,한국,(주)시너지하우스 (시너지),멜로,청소년관람불가,0.0,53.0,24.8679245283019,0.0,0.0,167132
극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,8,3,32,100.0,일본,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,,249.0,32.8273092369478,1666.0,0.0,166252
극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,2014-09-04,9,3,36,109.0,일본,기타,애니메이션,전체관람가,,250.0,37.344,875.0,0.0,166092
극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,2012-07-25,7,3,30,100.0,일본,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,,62.0,25.6290322580645,0.0,0.0,165640
스플라이스,2010-07-01,7,3,26,103.0,캐나다,기타,SF,청소년관람불가,,154.0,26.3376623376623,0.0,0.0,165393
킬러 엘리트,2011-09-22,9,3,38,116.0,미국,에스케이텔레콤(주),스릴러,청소년관람불가,,53.0,26.150943396226396,0.0,0.0,165123
김복남 살인사건의 전말,2010-09-02,9,3,35,115.0,한국,기타,스릴러,청소년관람불가,0.0,56.0,28.696428571428598,0.0,0.0,164450
세이프 하우스,2012-02-29,2,1,9,115.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,,29.0,24.448275862069,0.0,0.0,163729
무법자,2010-03-18,3,1,11,94.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,청소년관람불가,0.0,75.0,26.6133333333333,0.0,0.0,163334
다크아워,2012-01-05,1,1,1,89.0,미국,이십세기폭스코리아(주),SF,12세이상관람가,,66.0,27.4545454545455,0.0,0.0,162604
더 페이버릿: 여왕의 여자,2019-02-21,2,1,8,119.0,미국,이십세기폭스코리아(주),드라마,15세이상관람가,0.0,17.0,28.1176470588235,335.0,0.0,161753
아메리칸 울트라,2015-08-27,8,3,35,95.0,미국,씨제이이앤엠(주),액션,청소년관람불가,0.0,243.0,41.251028806584394,2026.0,0.0,161382
트랜스포터: 리퓰드,2015-10-15,10,4,42,85.0,프랑스,씨네그루(주)다우기술,액션,15세이상관람가,1.0,544.0,32.8988970588235,978.0,0.0,161245
빅,2016-07-27,7,3,30,91.0,미국,기타,애니메이션,전체관람가,,280.0,34.6035714285714,561.0,0.0,160860
더 큐어,2017-02-15,2,1,7,146.0,미국,이십세기폭스코리아(주),미스터리,청소년관람불가,0.0,120.0,34.0833333333333,2824.0,0.0,159948
더 자이언트,2013-02-21,2,1,8,90.0,미국,기타,애니메이션,전체관람가,0.0,140.0,46.414285714285704,0.0,0.0,157972
회복,2010-01-14,1,1,2,94.0,한국,기타,다큐멘터리,12세이상관람가,0.0,22.0,22.7272727272727,0.0,0.0,157793
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018-09-20,9,3,38,103.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,,9.0,40.3333333333333,69.0,0.0,157689
어브덕션,2011-09-29,9,3,39,105.0,미국,필라멘트픽쳐스,액션,15세이상관람가,,302.0,20.2847682119205,0.0,0.0,156744
써커 펀치,2011-04-07,4,2,14,110.0,미국,워너브러더스 코리아(주),액션,15세이상관람가,0.0,92.0,25.3804347826087,0.0,0.0,156606
빨간모자의 진실 2,2011-07-13,7,3,28,84.0,미국,기타,애니메이션,전체관람가,1.0,200.0,28.515,0.0,0.0,155798
아메리칸 허슬,2014-02-20,2,1,8,137.0,미국,기타,범죄,청소년관람불가,0.0,148.0,34.222972972973,0.0,0.0,155374
아토믹 블론드,2017-08-30,8,3,35,114.0,미국,씨네그루(주)키다리이엔티,액션,청소년관람불가,1.0,167.0,40.4910179640719,1258.0,1.0,155368
레고 닌자고 무비,2017-09-28,9,3,39,101.0,미국,워너브러더스 코리아(주),애니메이션,전체관람가,,90.0,37.7555555555556,2148.0,0.0,154966
최강전사 미니특공대 : 새로운 악당의 습격,2015-02-05,2,1,6,61.0,한국,기타,애니메이션,전체관람가,0.0,34.0,40.7647058823529,2052.0,0.0,154342
크레이지 리치 아시안,2018-10-25,10,4,43,120.0,미국,워너브러더스 코리아(주),멜로,12세이상관람가,1.0,30.0,54.4333333333333,184.0,1.0,154297
킥 애스: 영웅의 탄생,2010-04-22,4,2,16,117.0,영국,롯데쇼핑㈜롯데엔터테인먼트,액션,청소년관람불가,1.0,66.0,25.393939393939398,0.0,1.0,153849
폴리스 스토리 2014,2014-01-29,1,1,5,110.0,중국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,1.0,304.0,34.4506578947368,0.0,0.0,153591
더 레이븐,2012-07-05,7,3,27,110.0,미국,롯데쇼핑㈜롯데엔터테인먼트,스릴러,청소년관람불가,,45.0,38.6888888888889,0.0,0.0,153278
시카리오: 암살자의 도시,2015-12-03,12,4,49,121.0,미국,롯데쇼핑㈜롯데엔터테인먼트,범죄,청소년관람불가,1.0,48.0,33.7708333333333,409.0,0.0,152061
익스펜더블 3,2014-08-20,8,3,34,126.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,1.0,381.0,38.498687664042,1069.0,0.0,152025
아메리칸 셰프,2015-01-07,1,1,2,114.0,미국,기타,코미디,15세이상관람가,0.0,336.0,46.9553571428571,1802.0,0.0,151833
히든 카드,2013-09-26,9,3,39,91.0,미국,이십세기폭스코리아(주),범죄,청소년관람불가,,59.0,23.7627118644068,0.0,0.0,151476
달빛궁궐,2016-09-07,9,3,36,80.0,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,0.0,1096.0,41.5155109489051,1760.0,0.0,151360
짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,4,2,17,96.0,일본,기타,애니메이션,전체관람가,1.0,519.0,46.43352601156071,13051.0,0.0,150226
다운사이징,2018-01-11,1,1,2,135.0,미국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,0.0,213.0,41.0,3017.0,0.0,150215
비정규직 특수요원,2017-03-16,3,1,11,117.0,한국,기타,코미디,15세이상관람가,0.0,752.0,36.002659574468105,2648.0,0.0,149719
워킹걸,2015-01-07,1,1,2,111.0,한국,메가박스중앙(주)플러스엠,코미디,청소년관람불가,0.0,2783.0,42.285662953647105,4677.0,0.0,149181
레고 배트맨 무비,2017-02-09,2,1,6,104.0,미국,워너브러더스 코리아(주),애니메이션,전체관람가,,248.0,28.604838709677402,1190.0,0.0,148760
미스컨덕트,2016-03-30,3,1,13,105.0,미국,기타,범죄,15세이상관람가,0.0,228.0,46.315789473684205,1725.0,0.0,148512
서울역,2016-08-17,8,3,33,92.0,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,15세이상관람가,0.0,409.0,43.361858190709,16956.0,0.0,146548
크레이지,2010-04-08,4,2,14,100.0,미국,(주)넥스트엔터테인먼트월드(NEW),공포,청소년관람불가,,247.0,27.570850202429103,0.0,0.0,146377
웨딩드레스,2010-01-14,1,1,2,110.0,한국,(주)싸이더스,드라마,전체관람가,0.0,196.0,26.8724489795918,0.0,0.0,146148
원피스 극장판: 스트롱 월드,2010-02-11,2,1,6,113.0,일본,기타,애니메이션,전체관람가,,706.0,24.7011331444759,0.0,0.0,145751
13시간,2016-03-03,3,1,9,144.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,0.0,108.0,34.629629629629605,770.0,1.0,144827
철의 여인,2012-02-23,2,1,8,105.0,영국,필라멘트픽쳐스,드라마,12세이상관람가,,70.0,32.6714285714286,0.0,0.0,144338
안나 카레니나,2013-03-21,3,1,12,130.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,15세이상관람가,,169.0,40.562130177514796,0.0,0.0,143947
헬프,2011-11-03,11,4,44,137.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,드라마,전체관람가,,59.0,25.118644067796602,0.0,1.0,143738
지슬 - 끝나지 않은 세월2,2013-03-21,3,1,12,108.0,한국,기타,드라마,15세이상관람가,0.0,713.0,40.6830294530154,0.0,0.0,143490
장난감이 살아있다,2016-09-07,9,3,36,91.0,아르헨티나,기타,애니메이션,전체관람가,0.0,153.0,35.1960784313725,976.0,0.0,142577
우먼 인 골드,2015-07-09,7,3,28,108.0,미국,기타,드라마,12세이상관람가,,108.0,42.5555555555556,540.0,1.0,142456
은밀한 유혹,2015-06-04,6,2,23,110.0,한국,씨제이이앤엠(주),멜로,15세이상관람가,0.0,238.0,30.974789915966397,4687.0,1.0,142405
가시,2014-04-10,4,2,15,117.0,한국,(주)인벤트스톤,멜로,청소년관람불가,0.0,243.0,39.724279835390895,2456.0,0.0,141956
극장판 또봇: 로봇군단의 습격,2017-04-27,4,2,17,81.0,한국,씨제이이앤엠(주),애니메이션,전체관람가,0.0,214.0,34.9719626168224,1281.0,0.0,141592
마담 프루스트의 비밀정원,2014-07-24,7,3,30,106.0,프랑스,기타,드라마,전체관람가,,44.0,50.204545454545496,569.0,1.0,141480
극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,2,1,6,88.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,,317.0,39.9432176656151,7680.0,0.0,141025
나를 기억해,2018-04-19,4,2,16,101.0,한국,씨네그루(주)키다리이엔티,미스터리,청소년관람불가,0.0,49.0,37.8571428571429,555.0,0.0,140849
화장,2015-04-09,4,2,15,93.0,한국,기타,드라마,청소년관람불가,0.0,229.0,43.1135371179039,3583.0,1.0,140616
아르고,2012-10-31,10,4,44,120.0,미국,워너브러더스 코리아(주),스릴러,15세이상관람가,,79.0,37.354430379746795,0.0,0.0,140522
500일의 썸머,2010-01-21,1,1,3,95.0,미국,기타,드라마,15세이상관람가,,109.0,25.605504587156002,28.0,0.0,140458
블루 재스민,2013-09-25,9,3,39,98.0,미국,(주)인벤트스톤,드라마,15세이상관람가,0.0,62.0,34.6612903225806,0.0,0.0,140350
가버나움,2019-01-24,1,1,4,126.0,기타,기타,드라마,15세이상관람가,0.0,68.0,47.01470588235289,248.0,0.0,139803
플로렌스,2016-08-24,8,3,34,110.0,영국,기타,드라마,15세이상관람가,0.0,183.0,39.207650273224004,756.0,0.0,139717
액트 오브 밸러: 최정예 특수부대,2012-02-29,2,1,9,110.0,미국,씨너스엔터테인먼트(주),액션,15세이상관람가,,123.0,24.788617886178898,0.0,0.0,139541
나이트메어,2010-05-20,5,2,20,94.0,미국,워너브러더스 코리아(주),공포,청소년관람불가,,62.0,30.258064516128997,0.0,0.0,139140
빅샤크: 매직체인지,2018-06-27,6,2,26,73.0,중국,기타,애니메이션,전체관람가,0.0,3.0,19.0,20.0,0.0,138705
극장판 도라에몽: 진구와 철인군단 날아라 천사들,2011-07-28,7,3,30,108.0,일본,기타,애니메이션,전체관람가,,167.0,26.209580838323397,0.0,0.0,138277
데이브레이커스,2010-03-18,3,1,11,98.0,미국,기타,드라마,청소년관람불가,,87.0,25.8735632183908,0.0,0.0,137955
더 포스트,2018-02-28,2,1,9,116.0,미국,CGV아트하우스,드라마,12세이상관람가,0.0,36.0,54.0833333333333,258.0,0.0,137841
극장판파워레인저 엔진포스VS 와일드스피릿,2010-01-07,1,1,1,50.0,일본,씨제이엔터테인먼트,SF,전체관람가,,63.0,22.793650793650798,0.0,0.0,137690
50/50,2011-11-24,11,4,47,100.0,미국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,,74.0,30.3918918918919,0.0,0.0,137205
더 퍼지,2013-11-06,11,4,45,85.0,미국,유니버설픽쳐스인터내셔널 코리아(유),스릴러,청소년관람불가,,753.0,48.30013280212479,0.0,0.0,137126
극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,9,3,36,76.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,0.0,269.0,37.724907063196994,1680.0,0.0,137052
파이터,2011-03-10,3,1,10,114.0,미국,(주)시너지하우스 (시너지),드라마,15세이상관람가,0.0,144.0,28.7708333333333,0.0,0.0,136946
워터 디바이너,2015-01-28,1,1,5,111.0,미국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,0.0,107.0,35.5420560747664,925.0,0.0,136134
링컨,2013-03-14,3,1,11,151.0,미국,이십세기폭스코리아(주),드라마,12세이상관람가,,295.0,39.8169491525424,0.0,0.0,135900
제 5침공,2016-02-25,2,1,8,112.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12세이상관람가,0.0,190.0,40.647368421052605,2777.0,1.0,135874
제인 에어,2011-04-20,4,2,16,119.0,영국,(주)시너지하우스 (시너지),드라마,12세이상관람가,,38.0,31.105263157894697,0.0,0.0,135797
극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,1,1,3,48.0,한국,기타,애니메이션,전체관람가,,290.0,32.8620689655172,1247.0,0.0,135478
로빈슨 크루소,2016-09-07,9,3,36,89.0,벨기에,기타,애니메이션,전체관람가,,389.0,32.3341902313625,762.0,0.0,135094
