TITLE,OPEN_DT,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,SERIES,NAVER_CMT_NN,NAVER_CMT_LEN_MEAN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
야곱 신부의 편지,2012-05-10,5,2,19,74.0,핀란드,기타,드라마,12세이상관람가,,4.0,37.0,0.0,0.0,11546
지미스 홀,2014-10-09,10,4,41,109.0,영국,기타,드라마,12세이상관람가,0.0,13.0,40.230769230769205,192.0,0.0,11545
핫 썸머 나이츠,2018-10-18,10,4,42,107.0,미국,기타,드라마,15세이상관람가,0.0,9.0,40.3333333333333,201.0,0.0,11526
더 게스트,2018-09-12,9,3,37,88.0,스페인,기타,공포,청소년관람불가,,173.0,38.1965317919075,78.0,0.0,11517
멜리스,2016-02-11,2,1,6,95.0,한국,기타,공포,15세이상관람가,0.0,57.0,36.3157894736842,673.0,0.0,11484
슈퍼히어로,2013-07-31,7,3,31,67.0,기타,기타,애니메이션,전체관람가,,65.0,29.0,0.0,0.0,11469
오 루시!,2018-06-28,6,2,26,95.0,미국,기타,멜로,15세이상관람가,,12.0,37.8333333333333,48.0,0.0,11424
황제펭귄 펭이와 솜이,2012-08-08,8,3,32,79.0,한국,기타,다큐멘터리,전체관람가,0.0,9.0,20.3333333333333,0.0,0.0,11418
타이치0 3D,2013-07-04,7,3,27,98.0,홍콩,기타,코미디,12세이상관람가,,434.0,41.2465437788018,0.0,0.0,11414
해피 해피 브레드,2012-06-28,6,2,26,114.0,일본,기타,드라마,전체관람가,,8.0,29.375,0.0,0.0,11403
조난자들,2014-03-06,3,1,10,98.0,한국,씨제이이앤엠(주),미스터리,15세이상관람가,,168.0,53.67261904761911,0.0,0.0,11402
출동! 소방관 샘: 외계인 대소동,2018-11-08,11,4,45,62.0,영국,기타,애니메이션,전체관람가,,0.0,0.0,18.0,0.0,11364
살인마 잭의 집,2019-02-21,2,1,8,152.0,덴마크,기타,드라마,청소년관람불가,0.0,67.0,61.283582089552205,179.0,0.0,11331
심플 라이프,2012-11-22,11,4,47,118.0,홍콩,기타,드라마,전체관람가,,66.0,45.1818181818182,0.0,0.0,11316
아뉴스 데이,2017-03-30,3,1,13,115.0,프랑스,기타,드라마,15세이상관람가,0.0,116.0,31.8275862068966,458.0,0.0,11314
키즈모노가타리 III : 냉혈편,2017-05-18,5,2,20,83.0,일본,기타,애니메이션,15세이상관람가,,14.0,39.5714285714286,103.0,0.0,11302
카이트,2015-06-11,6,2,24,89.0,미국,기타,범죄,청소년관람불가,,10.0,58.8,78.0,0.0,11287
곤충왕국 3D,2014-08-14,8,3,33,85.0,한국,기타,다큐멘터리,전체관람가,,47.0,48.08510638297871,291.0,0.0,11263
나루토 질풍전 극장판 4 - 더 로스트 타워,2010-12-02,12,4,48,85.0,일본,기타,애니메이션,전체관람가,,59.0,23.186440677966104,0.0,0.0,11221
공동정범,2018-01-25,1,1,4,106.0,한국,기타,다큐멘터리,15세이상관람가,0.0,33.0,48.545454545454504,209.0,0.0,11198
마일스,2016-08-10,8,3,32,100.0,미국,기타,드라마,청소년관람불가,,43.0,39.1395348837209,282.0,0.0,11164
극장판 메이저 : 우정의 강속구,2011-10-20,10,4,42,104.0,일본,기타,애니메이션,전체관람가,,80.0,25.3625,0.0,1.0,11162
닐스의 모험,2014-02-27,2,1,9,96.0,일본,기타,애니메이션,전체관람가,,31.0,32.3548387096774,0.0,0.0,11161
몽키킹2: 서유기 여정의 시작,2016-05-19,5,2,20,119.0,중국,기타,액션,12세이상관람가,1.0,140.0,61.38571428571429,370.0,0.0,11156
라우더 댄 밤즈,2016-10-27,10,4,43,108.0,기타,기타,드라마,15세이상관람가,0.0,81.0,35.074074074074105,385.0,0.0,11143
와즈다,2014-06-19,6,2,25,97.0,기타,기타,드라마,전체관람가,,16.0,52.6875,270.0,0.0,11135
익스트림 No.13,2012-10-03,10,4,40,90.0,미국,기타,스릴러,청소년관람불가,,4.0,20.0,0.0,0.0,11130
소라닌,2010-08-26,8,3,34,125.0,일본,기타,드라마,12세이상관람가,,47.0,21.957446808510603,0.0,1.0,11090
무산일기,2011-04-14,4,2,15,127.0,한국,기타,드라마,15세이상관람가,0.0,38.0,30.4210526315789,0.0,0.0,11085
춤추는 꿈틀이 밴드,2010-02-04,2,1,5,80.0,덴마크,기타,애니메이션,전체관람가,,34.0,30.6764705882353,0.0,0.0,11061
블러바드,2015-08-13,8,3,33,88.0,미국,기타,드라마,15세이상관람가,0.0,26.0,39.6538461538462,309.0,0.0,11048
내가 죽기 전에,2017-12-21,12,4,51,112.0,미국,기타,공포,15세이상관람가,0.0,4.0,41.5,34.0,0.0,11038
바티칸 뮤지엄,2015-01-08,1,1,2,65.0,이탈리아,기타,다큐멘터리,전체관람가,,90.0,45.0666666666667,242.0,0.0,11027
우리는 같은 꿈을 꾼다,2017-11-30,11,4,48,115.0,기타,기타,드라마,청소년관람불가,0.0,60.0,36.3,238.0,0.0,11015
두 개의 사랑,2017-12-28,12,4,52,108.0,프랑스,기타,스릴러,청소년관람불가,0.0,50.0,34.14,250.0,0.0,11014
엔드 오브 왓치,2012-12-06,12,4,49,109.0,미국,(주)인벤트스톤,범죄,청소년관람불가,,30.0,54.2,0.0,0.0,10985
손오공: 돌원숭이의 탄생,2012-09-13,9,3,37,95.0,일본,기타,애니메이션,전체관람가,0.0,1.0,6.0,0.0,0.0,10965
사랑이 이끄는 대로,2016-09-01,9,3,35,114.0,프랑스,기타,코미디,청소년관람불가,,67.0,31.8208955223881,183.0,0.0,10960
모래가 흐르는 강,2013-03-28,3,1,13,73.0,한국,기타,다큐멘터리,전체관람가,0.0,11.0,47.636363636363605,0.0,0.0,10942
퇴마전: 마령검의 비밀,2015-08-27,8,3,35,117.0,중국,기타,판타지,15세이상관람가,,101.0,40.316831683168296,162.0,0.0,10922
토이무비: 미래대모험,2018-10-03,10,4,40,86.0,중국,기타,애니메이션,전체관람가,,14.0,35.7857142857143,27.0,0.0,10912
밤쉘,2018-06-07,6,2,23,88.0,미국,기타,다큐멘터리,15세이상관람가,,1.0,127.0,102.0,0.0,10907
비지터,2012-11-08,11,4,45,104.0,미국,기타,드라마,전체관람가,,128.0,34.7109375,0.0,0.0,10895
나의 살던 고향은,2016-11-24,11,4,47,94.0,한국,기타,다큐멘터리,전체관람가,,76.0,48.657894736842096,458.0,0.0,10887
파워캐치 완다: 버그본의 지구 습격,2017-03-09,3,1,10,83.0,일본,기타,애니메이션,전체관람가,,31.0,27.8387096774194,192.0,0.0,10881
이웃집 스타,2017-09-21,9,3,38,98.0,한국,기타,코미디,12세이상관람가,0.0,47.0,36.6170212765957,1041.0,0.0,10854
라이크 크레이지,2018-05-30,5,2,22,90.0,미국,기타,드라마,15세이상관람가,,303.0,51.7953795379538,707.0,0.0,10850
"혜화, 동",2011-02-17,2,1,7,108.0,한국,기타,드라마,15세이상관람가,0.0,12.0,22.0833333333333,0.0,0.0,10843
아이스맨,2014-03-27,3,1,13,105.0,미국,기타,범죄,청소년관람불가,,51.0,43.3725490196078,42.0,0.0,10842
말리,2012-08-02,8,3,31,120.0,미국,CGV아트하우스,드라마,12세이상관람가,,6.0,24.6666666666667,0.0,0.0,10823
일곱 개의 대죄 : 천공의 포로,2018-11-29,11,4,48,99.0,일본,기타,애니메이션,15세이상관람가,,17.0,28.411764705882398,207.0,0.0,10806
더 미드와이프,2018-03-22,3,1,12,116.0,프랑스,기타,드라마,15세이상관람가,,11.0,25.0,69.0,0.0,10791
택시 5,2018-11-22,11,4,47,102.0,프랑스,기타,액션,15세이상관람가,,16.0,45.0625,77.0,0.0,10768
"다시, 뜨겁게 사랑하라!",2013-01-03,1,1,1,116.0,덴마크,기타,드라마,15세이상관람가,,32.0,53.75,0.0,0.0,10761
레더페이스,2018-01-25,1,1,4,87.0,캐나다,기타,공포,청소년관람불가,,46.0,38.2826086956522,107.0,0.0,10744
파리 폴리,2015-02-26,2,1,9,98.0,프랑스,기타,드라마,15세이상관람가,,10.0,89.6,138.0,0.0,10737
제 7기사단,2015-09-10,9,3,37,114.0,한국,메가박스중앙(주)플러스엠,액션,15세이상관람가,,233.0,35.193133047210296,479.0,0.0,10710
극장판 빰바라빤쮸: 바나나 왕국의 비밀,2017-02-22,2,1,8,63.0,일본,기타,애니메이션,전체관람가,,179.0,30.301675977653602,208.0,0.0,10681
영웅본색4,2018-03-22,3,1,12,113.0,중국,씨네그루(주)키다리이엔티,액션,15세이상관람가,,85.0,31.952941176470603,170.0,0.0,10659
파라노만,2013-02-07,2,1,6,93.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,12세이상관람가,,129.0,36.5348837209302,0.0,0.0,10654
살아남은 아이,2018-08-30,8,3,35,123.0,한국,CGV아트하우스,드라마,12세이상관람가,0.0,27.0,34.074074074074105,202.0,0.0,10652
"사랑해, 매기",2016-07-27,7,3,30,107.0,기타,기타,코미디,15세이상관람가,0.0,272.0,47.13602941176471,1315.0,0.0,10646
직지코드,2017-06-28,6,2,26,102.0,한국,기타,다큐멘터리,전체관람가,0.0,31.0,44.774193548387096,1251.0,0.0,10639
내 남자의 순이,2010-05-27,5,2,21,91.0,한국,기타,코미디,15세이상관람가,0.0,128.0,30.34375,0.0,0.0,10618
미래는 고양이처럼,2012-05-17,5,2,20,91.0,미국,기타,드라마,청소년관람불가,,3.0,13.333333333333302,0.0,0.0,10615
슈퍼레이서 엔지,2015-09-10,9,3,37,63.0,한국,기타,애니메이션,전체관람가,,14.0,40.5714285714286,105.0,0.0,10612
5.18 힌츠페터 스토리,2018-05-17,5,2,20,94.0,한국,기타,다큐멘터리,12세이상관람가,0.0,221.0,39.6877828054299,240.0,0.0,10610
아키라,2017-08-31,8,3,35,124.0,일본,기타,애니메이션,15세이상관람가,,4.0,31.25,14.0,0.0,10574
백투더 씨,2014-08-21,8,3,34,97.0,중국,기타,애니메이션,전체관람가,,17.0,30.7647058823529,70.0,0.0,10566
르 아브르,2011-12-08,12,4,49,93.0,핀란드,기타,드라마,전체관람가,,3.0,23.6666666666667,0.0,0.0,10560
리틀 포레스트 2: 겨울과 봄,2015-05-14,5,2,20,120.0,일본,기타,드라마,12세이상관람가,1.0,34.0,39.0588235294118,455.0,0.0,10557
유아 넥스트,2014-08-07,8,3,32,94.0,미국,기타,공포,청소년관람불가,,377.0,33.2493368700265,573.0,0.0,10555
샤인 어 라이트(1st 지드래곤 콘서트),2010-04-15,4,2,15,101.0,한국,기타,다큐멘터리,12세이상관람가,,272.0,22.5551470588235,235.0,0.0,10516
추적자,2014-03-06,3,1,10,91.0,일본,기타,범죄,청소년관람불가,0.0,3.0,24.3333333333333,0.0,0.0,10502
어 퍼펙트 데이,2017-09-21,9,3,38,105.0,스페인,기타,드라마,15세이상관람가,,224.0,36.5625,319.0,0.0,10488
메리 셸리: 프랑켄슈타인의 탄생,2018-12-20,12,4,51,120.0,미국,기타,드라마,15세이상관람가,,9.0,45.77777777777779,118.0,0.0,10487
우주로봇 씨어,2015-03-12,3,1,11,92.0,중국,기타,애니메이션,전체관람가,,36.0,34.0,80.0,0.0,10483
세일즈맨,2017-05-11,5,2,19,123.0,기타,기타,드라마,15세이상관람가,0.0,35.0,56.2,170.0,0.0,10436
해피 버스데이,2017-09-28,9,3,39,122.0,일본,기타,드라마,전체관람가,,195.0,39.179487179487204,590.0,0.0,10408
로봇 앤 프랭크,2013-01-17,1,1,3,89.0,미국,기타,코미디,12세이상관람가,,250.0,54.376000000000005,0.0,0.0,10379
트라이브,2015-01-29,1,1,5,131.0,기타,기타,드라마,청소년관람불가,0.0,8.0,48.375,345.0,0.0,10368
셉템버 이슈,2010-01-28,1,1,4,90.0,미국,기타,다큐멘터리,전체관람가,,11.0,24.7272727272727,0.0,0.0,10367
빅토리아 & 압둘,2017-10-25,10,4,43,111.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,12세이상관람가,,10.0,95.2,183.0,0.0,10366
당신에게도 사랑이 다시 찾아올까요?,2013-10-17,10,4,42,101.0,미국,기타,멜로,15세이상관람가,,80.0,40.3,0.0,0.0,10328
토마스와 친구들: 우정의 대모험,2018-12-13,12,4,50,75.0,영국,기타,애니메이션,전체관람가,,8.0,28.0,31.0,0.0,10315
에이미,2015-11-05,11,4,45,127.0,영국,기타,다큐멘터리,청소년관람불가,,116.0,32.017241379310306,465.0,0.0,10278
"아이, 토냐",2018-03-08,3,1,10,119.0,미국,기타,드라마,청소년관람불가,,27.0,36.1111111111111,263.0,0.0,10261
최후의 툰드라-극장판,2011-02-17,2,1,7,101.0,한국,기타,다큐멘터리,전체관람가,,26.0,18.3461538461538,0.0,0.0,10169
피의 연대기,2018-01-18,1,1,3,84.0,한국,기타,다큐멘터리,12세이상관람가,0.0,10.0,93.2,409.0,0.0,10145
일대일,2014-05-22,5,2,21,121.0,한국,기타,드라마,청소년관람불가,0.0,60.0,49.6,614.0,0.0,10141
그 사람 추기경,2014-08-06,8,3,32,121.0,한국,기타,다큐멘터리,전체관람가,0.0,25.0,43.16,227.0,0.0,10138
드래프트 데이,2014-07-10,7,3,28,109.0,미국,기타,드라마,12세이상관람가,0.0,16.0,32.6875,123.0,0.0,10119
네루다,2017-05-25,5,2,21,107.0,기타,기타,스릴러,청소년관람불가,,4.0,72.75,194.0,0.0,10113
오버 더 펜스,2017-03-16,3,1,11,112.0,일본,기타,드라마,15세이상관람가,0.0,27.0,34.1851851851852,543.0,0.0,10103
나비잠,2018-09-06,9,3,36,111.0,한국,기타,멜로,15세이상관람가,0.0,20.0,63.25,478.0,0.0,10101
인 디 아일,2018-11-22,11,4,47,125.0,독일,기타,드라마,15세이상관람가,0.0,2.0,23.0,39.0,0.0,10098
폴라로이드,2015-07-16,7,3,29,106.0,한국,기타,드라마,전체관람가,0.0,67.0,56.268656716417894,171.0,0.0,10094
량강도 아이들,2011-11-17,11,4,46,95.0,한국,기타,코미디,전체관람가,,17.0,30.2941176470588,0.0,0.0,10091
세 번째 사랑,2012-01-12,1,1,2,134.0,캐나다,기타,멜로,청소년관람불가,,1.0,11.0,0.0,0.0,10075
배드 사마리안,2018-10-18,10,4,42,106.0,미국,기타,스릴러,15세이상관람가,,83.0,43.3253012048193,108.0,0.0,10074
사랑은 비가 갠 뒤처럼,2019-02-07,2,1,6,112.0,일본,기타,드라마,전체관람가,0.0,66.0,43.5,248.0,0.0,10046
눈발,2017-03-01,3,1,9,91.0,한국,기타,드라마,15세이상관람가,0.0,443.0,54.090293453724605,4474.0,0.0,10039
나의 어머니,2015-08-20,8,3,34,107.0,이탈리아,기타,드라마,12세이상관람가,0.0,38.0,42.605263157894704,129.0,0.0,10031
타이페이 카페 스토리,2011-07-07,7,3,27,82.0,대만,기타,드라마,전체관람가,,9.0,38.3333333333333,0.0,0.0,10023
테라 3D: 인류 최후의 전쟁,2010-11-04,11,4,44,82.0,미국,기타,애니메이션,전체관람가,,33.0,25.6666666666667,0.0,0.0,10023
"미안해, 고마워",2011-05-26,5,2,21,115.0,한국,기타,드라마,12세이상관람가,0.0,44.0,30.4772727272727,0.0,0.0,9998
노라 없는 5일,2010-10-21,10,4,42,91.0,기타,기타,드라마,15세이상관람가,,42.0,30.452380952381002,0.0,0.0,9994
잉글랜드 이즈 마인,2018-07-05,7,3,27,94.0,영국,(주)싸이더스,드라마,12세이상관람가,,21.0,54.238095238095205,254.0,0.0,9966
에델과 어니스트,2018-05-10,5,2,19,94.0,영국,기타,애니메이션,12세이상관람가,,5.0,35.8,88.0,0.0,9952
데저트 플라워,2010-04-22,4,2,16,127.0,영국,기타,드라마,15세이상관람가,,43.0,31.279069767441896,0.0,1.0,9898
정글북,2017-05-18,5,2,20,62.0,인도,기타,애니메이션,전체관람가,,6.0,19.5,64.0,0.0,9891
어바웃 레이,2016-11-24,11,4,47,92.0,미국,오퍼스픽쳐스(유),코미디,15세이상관람가,0.0,58.0,61.3448275862069,391.0,0.0,9851
바다의 노래: 벤과 셀키요정의 비밀,2016-01-14,1,1,2,93.0,아일랜드,기타,애니메이션,전체관람가,0.0,203.0,33.2955665024631,928.0,0.0,9826
신화 라이브 3D 더 레전드 컨티뉴스,2014-12-11,12,4,50,89.0,한국,기타,공연,전체관람가,,51.0,26.0,1309.0,0.0,9817
두 아내,2014-03-17,3,1,12,80.0,한국,기타,멜로,청소년관람불가,0.0,3.0,47.0,0.0,0.0,9814
루르드,2011-02-17,2,1,7,96.0,기타,기타,드라마,전체관람가,,5.0,25.6,0.0,0.0,9792
출동! 도토리 구조대,2019-03-28,3,1,13,82.0,미국,기타,애니메이션,전체관람가,,6.0,38.8333333333333,20.0,0.0,9781
재스퍼,2011-08-17,8,3,33,86.0,독일,(주)시너지하우스 (시너지),애니메이션,전체관람가,,11.0,19.5454545454545,0.0,0.0,9753
콰이어트 원,2014-09-18,9,3,38,97.0,영국,기타,공포,15세이상관람가,0.0,167.0,39.3473053892216,305.0,0.0,9736
천번의 굿나잇,2014-07-03,7,3,27,117.0,기타,기타,드라마,12세이상관람가,,16.0,37.875,245.0,0.0,9732
오만과 편견 그리고 좀비,2016-05-25,5,2,21,107.0,미국,기타,액션,15세이상관람가,,69.0,31.4057971014493,745.0,1.0,9717
마신자 - 빨간 옷 소녀의 저주,2016-07-21,7,3,29,92.0,대만,씨네그루(주)키다리이엔티,공포,15세이상관람가,1.0,166.0,39.481927710843394,675.0,0.0,9710
디올 앤 아이,2015-08-06,8,3,32,89.0,프랑스,기타,다큐멘터리,전체관람가,,3.0,64.6666666666667,254.0,0.0,9669
메탈리카 스루 더 네버,2013-11-14,11,4,46,92.0,미국,기타,뮤지컬,15세이상관람가,,80.0,38.45,0.0,0.0,9662
내 이름은 꾸제트,2017-03-09,3,1,10,65.0,프랑스,기타,애니메이션,전체관람가,0.0,26.0,60.0769230769231,315.0,0.0,9644
말괄량이 마녀 로비와 숲 속 친구들,2017-11-09,11,4,45,65.0,스웨덴,기타,애니메이션,전체관람가,,43.0,24.813953488372103,74.0,0.0,9628
쉐프,2013-05-30,5,2,22,85.0,프랑스,기타,코미디,전체관람가,,93.0,28.978494623655894,0.0,0.0,9620
엘리노어 릭비: 그 남자,2015-04-09,4,2,15,95.0,미국,기타,드라마,15세이상관람가,,3.0,37.6666666666667,134.0,0.0,9593
두 번째 스물,2016-11-03,11,4,44,116.0,한국,기타,멜로,청소년관람불가,0.0,106.0,49.981132075471706,711.0,0.0,9579
영웅: 천하의 시작,2014-03-20,3,1,12,109.0,중국,기타,액션,15세이상관람가,,1.0,3.0,0.0,0.0,9575
리바이어던,2015-03-19,3,1,12,141.0,러시아,기타,가족,청소년관람불가,,24.0,42.5416666666667,189.0,0.0,9569
위선자들,2015-11-26,11,4,48,100.0,한국,기타,드라마,청소년관람불가,0.0,30.0,76.0333333333333,210.0,0.0,9566
킬 미 달링,2016-01-28,1,1,4,101.0,기타,기타,멜로,15세이상관람가,0.0,176.0,34.892045454545496,576.0,0.0,9558
악셀,2018-03-08,3,1,10,90.0,중국,기타,판타지,전체관람가,,6.0,51.8333333333333,15.0,0.0,9556
부니베어: 브램블의 신비한 모험,2017-05-18,5,2,20,90.0,중국,기타,애니메이션,전체관람가,,74.0,29.972972972973,128.0,0.0,9544
"제자도 - 제자,옥한흠2",2016-11-10,11,4,45,90.0,한국,기타,다큐멘터리,전체관람가,,22.0,73.3181818181818,230.0,0.0,9533
콜렉션,2013-05-02,5,2,18,81.0,미국,기타,액션,청소년관람불가,,277.0,46.5523465703971,0.0,0.0,9518
드래곤 프린세스,2018-07-05,7,3,27,75.0,러시아,기타,애니메이션,전체관람가,,10.0,84.6,29.0,0.0,9501
리틀 포레스트: 여름과 가을,2015-02-12,2,1,7,111.0,일본,기타,드라마,12세이상관람가,,17.0,44.3529411764706,314.0,1.0,9500
고래를 찾는 자전거,2011-09-22,9,3,38,100.0,한국,기타,드라마,전체관람가,0.0,87.0,28.9080459770115,0.0,0.0,9488
드림팀,2013-03-21,3,1,12,97.0,프랑스,(주)싸이더스,드라마,12세이상관람가,,257.0,27.704280155642,0.0,0.0,9483
한 번도 안 해본 여자,2014-01-16,1,1,3,99.0,한국,기타,멜로,청소년관람불가,0.0,261.0,29.4865900383142,0.0,0.0,9469
라스트 엑소시즘: 잠들지 않는 영혼,2013-06-27,6,2,26,88.0,미국,기타,공포,15세이상관람가,,459.0,40.4183006535948,0.0,0.0,9442
클레어의 카메라,2018-04-25,4,2,17,68.0,한국,기타,드라마,15세이상관람가,0.0,160.0,43.7625,888.0,0.0,9430
로보싸커,2014-07-03,7,3,27,87.0,기타,기타,애니메이션,전체관람가,,12.0,47.4166666666667,28.0,0.0,9406
우먼 인 블랙: 죽음의 천사,2015-09-10,9,3,37,98.0,영국,기타,공포,15세이상관람가,,74.0,49.135135135135094,479.0,0.0,9389
극장판 프리즘스톤 올스타 셀렉션,2016-07-07,7,3,27,69.0,한국,기타,애니메이션,전체관람가,,82.0,34.1341463414634,1476.0,0.0,9381
메이크 유어 무브,2014-04-17,4,2,16,109.0,한국,씨제이이앤엠(주),멜로,12세이상관람가,0.0,404.0,37.2846534653465,1523.0,0.0,9368
러브 인 비즈니스클래스,2014-03-20,3,1,12,97.0,프랑스,기타,멜로,청소년관람불가,,33.0,42.7272727272727,72.0,0.0,9357
아기 거북 토토의 바다 대모험,2012-10-18,10,4,42,80.0,영국,기타,다큐멘터리,전체관람가,,6.0,29.6666666666667,0.0,0.0,9346
"페어웰, 마이 퀸",2013-12-05,12,4,49,99.0,프랑스,기타,드라마,15세이상관람가,,29.0,30.620689655172402,0.0,1.0,9341
어폴로지,2017-03-16,3,1,11,105.0,캐나다,기타,다큐멘터리,12세이상관람가,,33.0,65.6666666666667,451.0,0.0,9314
디어 한나,2012-03-29,3,1,13,91.0,영국,기타,드라마,청소년관람불가,,1.0,33.0,0.0,0.0,9241
불타는 내 마음,2010-03-25,3,1,12,95.0,한국,기타,코미디,15세이상관람가,,8.0,29.75,0.0,0.0,9236
엘리노어 릭비: 그 여자,2015-04-09,4,2,15,105.0,미국,기타,드라마,15세이상관람가,1.0,3.0,27.0,101.0,0.0,9233
리지,2019-01-10,1,1,2,105.0,미국,기타,범죄,청소년관람불가,0.0,4.0,24.5,121.0,0.0,9203
필름스타 인 리버풀,2018-10-25,10,4,43,105.0,영국,기타,드라마,15세이상관람가,,9.0,27.6666666666667,169.0,0.0,9192
나의 사적인 여자친구,2015-01-08,1,1,2,108.0,프랑스,기타,코미디,청소년관람불가,,46.0,39.9782608695652,186.0,0.0,9162
야간비행,2014-08-28,8,3,35,133.0,한국,기타,드라마,청소년관람불가,0.0,36.0,58.0833333333333,377.0,0.0,9157
사랑과 음악사이,2016-04-27,4,2,17,103.0,미국,기타,멜로,15세이상관람가,0.0,8.0,49.0,130.0,0.0,9148
드래곤 기사단,2014-05-01,5,2,18,70.0,스페인,기타,애니메이션,전체관람가,,151.0,39.052980132450294,112.0,0.0,9138
러빙,2017-03-01,3,1,9,123.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,12세이상관람가,0.0,31.0,35.2258064516129,251.0,0.0,9121
어웨이 위 고,2010-02-04,2,1,5,97.0,영국,기타,드라마,15세이상관람가,,2.0,20.0,0.0,0.0,9100
보리 vs 매켄로,2018-05-10,5,2,19,107.0,스웨덴,기타,드라마,12세이상관람가,0.0,5.0,29.8,51.0,0.0,9080
슬로우 웨스트,2015-10-08,10,4,41,83.0,영국,기타,액션,15세이상관람가,,51.0,39.9019607843137,197.0,0.0,9075
잊혀진 가방,2010-07-29,7,3,30,87.0,한국,기타,다큐멘터리,전체관람가,,9.0,21.5555555555556,0.0,0.0,9049
경계도시 2,2010-03-18,3,1,11,104.0,한국,기타,다큐멘터리,15세이상관람가,0.0,15.0,19.8666666666667,0.0,0.0,9032
새벽을 알리는 루의 노래,2018-01-31,1,1,5,112.0,일본,기타,애니메이션,전체관람가,0.0,12.0,31.4166666666667,174.0,0.0,9008
노스페이스,2010-06-02,6,2,22,126.0,독일,기타,드라마,전체관람가,,29.0,29.448275862069,0.0,0.0,8995
아주 긴 변명,2017-02-16,2,1,7,124.0,일본,기타,드라마,15세이상관람가,0.0,31.0,58.96774193548389,411.0,0.0,8974
프리 스테이트,2018-02-07,2,1,6,113.0,미국,기타,액션,15세이상관람가,,60.0,48.4666666666667,128.0,0.0,8954
잇 컴스 앳 나잇,2017-10-19,10,4,42,91.0,미국,기타,미스터리,15세이상관람가,,275.0,35.4690909090909,324.0,0.0,8942
쓰리,2011-09-29,9,3,39,119.0,독일,기타,코미디,청소년관람불가,,9.0,29.3333333333333,0.0,0.0,8938
중독노래방,2017-06-15,6,2,24,105.0,한국,기타,미스터리,청소년관람불가,0.0,42.0,52.738095238095205,343.0,0.0,8916
연애의 기술,2013-10-30,10,4,44,89.0,한국,기타,멜로,청소년관람불가,0.0,78.0,28.397435897435898,0.0,0.0,8913
앨리스: 원더랜드에서 온 소년,2015-12-10,12,4,50,118.0,한국,기타,판타지,15세이상관람가,0.0,135.0,34.8740740740741,2178.0,0.0,8873
마카담 스토리,2015-12-24,12,4,52,100.0,프랑스,기타,드라마,12세이상관람가,0.0,12.0,90.3333333333333,178.0,0.0,8869
줄리에타,2016-11-17,11,4,46,98.0,스페인,기타,드라마,15세이상관람가,0.0,78.0,34.8717948717949,284.0,1.0,8840
마리 이야기: 손끝의 기적,2015-08-20,8,3,34,93.0,프랑스,기타,드라마,전체관람가,,10.0,129.8,177.0,0.0,8821
투 이즈 어 패밀리,2017-09-21,9,3,38,117.0,프랑스,기타,코미디,12세이상관람가,,49.0,58.530612244898,410.0,0.0,8779
사물의 비밀,2011-11-17,11,4,46,112.0,한국,기타,멜로,청소년관람불가,0.0,52.0,33.4615384615385,0.0,0.0,8757
고령가 소년 살인사건,2017-11-23,11,4,47,236.0,대만,기타,드라마,15세이상관람가,0.0,32.0,36.6875,178.0,1.0,8747
법정스님의 의자,2011-05-12,5,2,19,75.0,한국,기타,다큐멘터리,전체관람가,0.0,21.0,35.380952380952394,0.0,0.0,8731
초한지: 영웅의 부활,2013-03-28,3,1,13,116.0,중국,(주)인벤트스톤,액션,15세이상관람가,,119.0,33.79831932773111,0.0,0.0,8722
나의 엔젤,2017-10-12,10,4,41,79.0,프랑스,CGV아트하우스,멜로,청소년관람불가,,26.0,44.6153846153846,348.0,0.0,8721
극장판 마이 리틀 포니 : 이퀘스트리아 걸스,2017-05-03,5,2,18,73.0,캐나다,기타,애니메이션,전체관람가,,161.0,27.993788819875803,1074.0,0.0,8705
마차 타고 고래고래,2017-05-18,5,2,20,96.0,한국,기타,드라마,15세이상관람가,0.0,59.0,51.4915254237288,919.0,0.0,8697
호랑이보다 무서운 겨울손님,2018-04-12,4,2,15,107.0,한국,기타,멜로,15세이상관람가,0.0,45.0,42.0,978.0,0.0,8680
라 붐,2013-10-24,10,4,43,109.0,프랑스,기타,드라마,15세이상관람가,1.0,41.0,35.560975609756106,0.0,0.0,8677
마더 데레사의 편지,2014-08-21,8,3,34,114.0,미국,씨제이이앤엠(주),드라마,전체관람가,,39.0,58.1794871794872,234.0,0.0,8665
햄릿,2016-11-24,11,4,47,179.0,영국,기타,공연,15세이상관람가,,7.0,35.5714285714286,360.0,0.0,8657
블리드 포 디스,2017-03-16,3,1,11,116.0,미국,기타,드라마,15세이상관람가,,272.0,29.408088235294105,874.0,0.0,8655
햄스테드,2018-07-05,7,3,27,102.0,영국,기타,코미디,15세이상관람가,0.0,6.0,39.5,44.0,0.0,8648
아메리칸 허니: 방황하는 별의 노래,2017-07-13,7,3,28,162.0,영국,기타,드라마,청소년관람불가,,89.0,38.8876404494382,187.0,0.0,8647
