,영화명,개봉일,감독,"API구분(left=kmdb, right=영진위)"
11548,푸른강은흘러라,2009-10-08,강미자,right_only
11365,퍼니게임,2009-10-08,미카엘 하네케,right_only
7140,알제리전투,2009-10-15,질로 폰테코르보,right_only
4847,북극의눈물,2009-10-15,"허태정,조준묵",right_only
1172,까칠한그녀의달콤한연애비법,2009-10-22,니샤 가나트라,right_only
11305,파주,2009-10-28,박찬옥,right_only
4402,바스터즈거친녀석들,2009-10-28,쿠엔틴 타란티노,right_only
7919,여행자,2009-10-29,우니 르콩트,right_only
2302,더코브슬픈돌고래의진실,2009-10-29,루이 시호요스,right_only
1511,내눈에콩깍지,2009-11-05,이장수,right_only
9905,집행자,2009-11-05,최진호,right_only
10154,청담보살,2009-11-11,김진영,right_only
10092,천국의우편배달부,2009-11-12,이형민,right_only
41,19Nineteen,2009-11-12,장용우,right_only
4558,백야행,2009-11-19,박신우,right_only
779,귀없는토끼,2009-11-19,틸 슈바이거,right_only
5017,브로큰임브레이스,2009-11-19,페드로 알모도바르,right_only
4356,바람,2009-11-26,이성한,right_only
1260,나는행복합니다,2009-11-26,윤종찬,right_only
2220,더문,2009-11-26,던칸 존스,right_only
10734,크리스마스캐롤,2009-11-26,로버트 저메키스,right_only
1928,닌자어쌔신,2009-11-26,제임스 맥티그,right_only
12225,홍길동의후예,2009-11-26,정용기,right_only
1890,뉴문,2009-12-02,크리스 웨이츠,right_only
7637,에반게리온파,2009-12-03,"마샤유키,츠루마키 카즈야",right_only
8590,위대한침묵,2009-12-03,필립 그로닝,right_only
6499,시크릿,2009-12-03,윤재구,right_only
6440,시간의춤,2009-12-03,송일곤,right_only
3905,모범시민,2009-12-10,F. 게리 그레이,right_only
3201,로망은없다,2009-12-10,"박재옥,수경,홍은지",right_only
7871,여자없는세상,2009-12-10,송재윤,right_only
350,감자심포니,2009-12-10,전용택,right_only
1687,너와나의21세기,2009-12-10,류형기,right_only
1237,나는곤경에처했다,2009-12-10,소상민,right_only
8563,웰컴,2009-12-10,필립 리오레,right_only
9782,줄리줄리아,2009-12-10,노라 에프론,right_only
7814,여배우들,2009-12-10,이재용,right_only
7737,엘라의계곡,2009-12-10,폴 해기스,right_only
9147,일렉트릭미스트,2009-12-17,베르트랑 타베르니에,right_only
6893,아바타,2009-12-17,제임스 카메론,right_only
10328,친구사이,2009-12-17,김조광수,right_only
1143,기죽지마라,2009-12-17,김형진,right_only
491,걸프렌즈,2009-12-17,강석범,right_only
5306,사람을찾습니다,2009-12-17,이서,right_only
10089,천국의속삭임,2009-12-17,크리스티아노 보르토네,right_only
9725,좋아서만든영화,2009-12-17,"고달우,김모모",right_only
5910,셜록홈즈,2009-12-23,가이 리치,right_only
11245,파르나서스박사의상상극장,2009-12-23,테리 길리엄,right_only
9388,전우치,2009-12-23,최동훈,right_only
8199,올웨이스비보이,2009-12-24,권우탁,right_only
11490,포켓몬스터DP아르세우스초극의시공으로,2009-12-24,유야마 쿠니히코,right_only
11323,판타스틱Mr폭스,2009-12-24,웨스 앤더슨,right_only
7228,앨빈과슈퍼밴드2,2009-12-30,베티 토머스,right_only
2980,러브매니지먼트,2009-12-31,스티븐 벨버,right_only
1378,나인,2009-12-31,롭 마샬,right_only
1019,극장판파워레인저엔진포스VS와일드스피릿,2010-01-07,모로타 사토시,right_only
1020,극장판파워레인저엔진포스vs와일드스피릿,2010-01-07,,left_only
8150,오페라투란도트메트로폴리탄,2010-01-10,프랑코 제피렐리,right_only
6931,아스트로보이아톰의귀환,2010-01-13,데이빗 보워스,right_only
2599,동쪽의에덴극장판1더킹오브에덴,2010-01-28,,left_only
2600,동쪽의에덴극장판더킹오브에덴,2010-01-28,카미야마 켄지,right_only
8753,유희왕,2010-01-28,츠지 하츠키,right_only
6513,식객2김치전쟁,2010-01-28,"백동훈,김길형",right_only
6514,식객김치전쟁,2010-01-28,,left_only
8152,오페라호프만의이야기,2010-02-06,"게리 할버슨,바틀렛 쉐어",right_only
12188,호프만의이야기,2010-02-06,,left_only
5271,뼈를깎는사랑,2010-02-18,,left_only
11454,폐인킬러,2010-02-18,,left_only
4555,백신의시대,2010-02-18,,left_only
11187,틈사이,2010-02-18,,left_only
4326,밀크,2010-02-25,구스 반 산트,right_only
10685,쿵푸허슬무적파이터,2010-02-25,,left_only
8148,오페라장미의기사,2010-03-06,"바바라 윌리스 스위츠,나데니 엘 매릴",right_only
9311,장미의기사,2010-03-06,,left_only
5334,사랑은언제나진행중,2010-03-11,바트 프룬디치,right_only
2497,도와줘에로스,2010-03-18,이강생,right_only
6856,아마존의눈물,2010-03-25,"김진만,김현철",right_only
8149,오페라카르멘메트로폴리탄,2010-04-04,"게리 할버슨,리처드 이어",right_only
1274,나를믿어줘,2010-04-10,,left_only
5633,샤인어라이트1st지드래곤콘서트,2010-04-15,정치영,right_only
53,1st지드래곤콘서트ShineaLight,2010-04-15,,left_only
6333,스트리트워,2010-04-28,,left_only
4795,부끄러움,2010-04-29,,left_only
8143,오페라시몬보카네그라메트로폴리탄,2010-05-09,지안카를로 델모나코,right_only
6455,시몬보카네그라,2010-05-09,,left_only
5681,서태지밴드라이브투어더뫼비우스,2010-05-21,서태지,right_only
5089,블러디쉐이크,2010-05-27,김지용,right_only
1078,금단의유혹,2010-05-27,,left_only
5013,브로큰데이트,2010-05-27,,left_only
8151,오페라햄릿메트로폴리탄,2010-06-12,브라이언 라지,right_only
8318,요짐보,2010-07-02,,left_only
8144,오페라아르미다메트로폴리탄,2010-07-10,"게리 할버슨,메리 짐머만",right_only
6842,아르미다,2010-07-10,,left_only
7031,아키하바라의하녀카페완전한사육,2010-07-29,후카사쿠 켄타,right_only
9211,잊혀진가방,2010-07-29,김상철,right_only
1624,내첫사랑을너에게바친다,2010-08-05,신조 타케히코,right_only
7749,엘리베이터,2010-08-05,,left_only
2756,디센트Part2,2010-08-11,존 해리스,right_only
2755,디센트PART2,2010-08-11,,left_only
1420,남쪽으로튀어,2010-08-12,,left_only
1408,남의섹스를비웃지마,2010-08-12,,left_only
2301,더코드,2010-08-12,,left_only
1362,나의할아버지,2010-08-12,,left_only
11786,하나오니1운명의장난,2010-08-12,,left_only
2571,돌핀블루,2010-08-12,,left_only
4523,배터리,2010-08-12,,left_only
2409,데메킹,2010-08-12,,left_only
2004,다중인격소녀ISOLA,2010-08-12,,left_only
1990,다이브,2010-08-12,,left_only
7173,애디언텀블루,2010-08-12,,left_only
28,18린코,2010-08-12,,left_only
9387,전염가,2010-08-12,하라다 마사토,right_only
10284,츠야코와료칸의정사2,2010-08-12,,left_only
9003,이케맨뱅크,2010-08-12,,left_only
802,그남자와의밀애,2010-08-17,,left_only
12092,헬라이드,2010-08-19,,left_only
3652,맛있는사랑,2010-08-19,,left_only
9127,인플루언스,2010-08-19,이재규,right_only
3352,리시와난폭한황제,2010-08-19,,left_only
8619,위커맨,2010-08-26,,left_only
8996,이지어위드프랙티스,2010-08-26,,left_only
2925,라임라이프,2010-09-02,데릭 마티니,right_only
4105,뮤턴트변종바이러스,2010-09-02,,left_only
866,그랑프리,2010-09-09,,left_only
1387,나탈리그랑제,2010-09-13,,left_only
6966,아이들,2010-09-13,,left_only
9055,인디아송,2010-09-13,,left_only
2128,대서양의남자,2010-09-13,,left_only
3149,레지던트이블4끝나지않은전쟁,2010-09-16,,left_only
3150,레지던트이블4끝나지않은전쟁3D,2010-09-16,폴 W.S. 앤더슨,right_only
7403,어린창녀의노래,2010-09-16,,left_only
4286,민보의여자,2010-09-23,,left_only
10921,탐포포,2010-09-23,,left_only
9679,조용한생활,2010-09-23,,left_only
9796,중환자,2010-09-23,,left_only
6158,슈퍼의여인,2010-09-23,,left_only
3456,마루사의여자,2010-09-23,,left_only
9300,장례식,2010-09-23,,left_only
3457,마루타이의여인,2010-09-23,,left_only
6718,아게망,2010-09-23,,left_only
58,2008서태지심포니앙코르,2010-09-25,,left_only
4958,불청객,2010-09-30,이응일,right_only
2896,라이브인3D휘성잇츠리얼,2010-09-30,정성복,right_only
7724,엔드콜,2010-10-14,,left_only
6936,아오이소라의바디걸,2010-10-14,,left_only
11926,할Hal,2010-10-14,,left_only
11925,할,2010-10-14,윤용진,right_only
10445,카멜리아부산프로젝트,2010-10-15,,left_only
2072,달콤한영어선생님,2010-10-21,,left_only
4898,불륜그리고맛있는섹스2,2010-10-21,,left_only
6247,스케이트오어다이,2010-10-21,미구엘 꾸르트와,right_only
6501,시크릿닌자,2010-10-28,,left_only
9501,젓가락,2010-10-28,서세원,right_only
10985,테라3D인류최후의전쟁,2010-11-04,아리스토메니스 치바스,right_only
10988,테라인류최후의전쟁,2010-11-04,,left_only
5154,비스트스토커2두번째이야기,2010-11-11,,left_only
5155,비스트스토커2증인두번째이야기,2010-11-11,임초현,right_only
5087,블러드헌터,2010-11-11,,left_only
8860,음란한스튜디어스,2010-11-18,,left_only
8845,음란한게이샤,2010-11-18,,left_only
6970,아이리스더무비,2010-11-22,,left_only
6220,스위치,2010-12-01,"조쉬 고든,윌 스펙",right_only
2259,더스위치,2010-12-02,,left_only
4005,무간도IV문도,2010-12-09,,left_only
5530,새미의어드벤쳐,2010-12-15,벤 스타센,right_only
5528,새미의어드벤처,2010-12-15,,left_only
11956,해리포터와죽음의성물1부,2010-12-15,,left_only
11955,해리포터와죽음의성물1,2010-12-15,데이빗 예이츠,right_only
4273,미키의동영상,2010-12-16,,left_only
1963,다시사랑할수있을까,2010-12-16,,left_only
8905,이겨라승리호,2010-12-16,,left_only
6234,스카이모퍼외계로봇의침공,2010-12-23,,left_only
11844,하오의비밀정사,2010-12-23,,left_only
2837,뜨거운유혹미용사의불륜,2010-12-30,,left_only
11138,트레져헌터,2010-12-30,,left_only
3756,맬리스인원더랜드,2010-12-30,,left_only
2595,동자대소동,2011-01-05,"남기남,정창욱",right_only
889,그레이티스트,2011-01-06,,left_only
6491,시즌오브더위치마녀호송단,2011-01-13,도미닉 세나,right_only
6492,시즌오브더윗치마녀호송단,2011-01-13,,left_only
4267,미친개들,2011-01-18,,left_only
4737,보리스고두노프,2011-01-22,,left_only
12337,흑사회,2011-01-27,,left_only
11241,파란만장,2011-01-27,,left_only
1102,금지된정사,2011-01-27,,left_only
8877,음란한춘정,2011-01-31,,left_only
60,2010빅뱅라이브콘서트빅쇼3D,2011-02-02,,left_only
8861,음란한스튜디어스2,2011-02-10,,left_only
8946,이브의정사,2011-02-10,,left_only
11248,파리36의기적코러스2,2011-02-17,,left_only
11247,파리36의기적,2011-02-17,크리스토퍼 파라티에,right_only
4939,불륜정사,2011-02-18,,left_only
10227,촌철살인,2011-02-24,"이용승,강진아,엄태화,박형익",right_only
6149,슈퍼쇼33D,2011-02-24,,left_only
1365,나이스숏2011촌철살인,2011-02-24,,left_only
63,2012슈퍼노바,2011-02-24,,left_only
9512,정글피쉬2극장판,2011-03-03,,left_only
9511,정글피쉬2,2011-03-03,"김정환,민두식",right_only
7846,여은행원의불륜밀회,2011-03-10,,left_only
1290,나비효과3레버레이션,2011-03-10,,left_only
1291,나비효과레버레이션,2011-03-10,세스 그로스먼,right_only
8878,음란한치한택시,2011-03-17,,left_only
11128,트러블러브,2011-03-17,,left_only
4701,변절반란의시작,2011-03-22,,left_only
6630,실종충격적사실들,2011-03-24,,left_only
8867,음란한여변호사,2011-03-24,,left_only
10206,초롤케의딸,2011-03-26,,left_only
9946,착한살인자들,2011-03-26,,left_only
9050,인더콜드콜드나잇,2011-03-26,,left_only
10858,타운십스토리,2011-03-26,,left_only
11838,하얀나비,2011-03-26,,left_only
12170,호수길,2011-03-26,,left_only
758,굿바이마이스마일,2011-03-26,,left_only
4381,바람의노래,2011-03-26,,left_only
7682,에일리언Vs헌터,2011-04-07,,left_only
8312,요시코의금지된사랑과섹스,2011-04-07,,left_only
6851,아마겟돈카운트다운,2011-04-14,,left_only
3989,몽정애,2011-04-20,,left_only
7968,엽문3,2011-04-21,구예도,right_only
7969,엽문3엽문전전,2011-04-21,,left_only
10029,참을수없는금단의정사,2011-04-21,,left_only
6443,시네마베리테,2011-04-23,,left_only
57,2004서태지라이브투어제로,2011-04-23,,left_only
9809,쥬리의스와핑다이어리,2011-04-28,,left_only
10232,최고의사랑,2011-05-04,,left_only
461,거침없이사랑하라,2011-05-05,,left_only
12242,화성은엄마가필요해,2011-05-05,,left_only
7616,에로닌자카즈미2,2011-05-12,,left_only
4924,불륜의대가1,2011-05-12,,left_only
10924,탕웨이의투캅스,2011-05-12,,left_only
7617,에로닌자카즈미3,2011-05-19,,left_only
7618,에로닌자카즈미4,2011-05-26,,left_only
4925,불륜의대가2,2011-05-26,,left_only
1922,닉슨인차이나,2011-05-28,,left_only
7531,엄마까투리,2011-06-02,,left_only
6253,스콧필그림,2011-06-04,,left_only
6267,스킬스,2011-06-04,,left_only
6556,신소림사쿵푸마스터,2011-06-09,,left_only
22,13인의자객,2011-06-09,미이케 다카시,right_only
12338,흑사회2,2011-06-16,,left_only
4516,배드티처,2011-06-17,,left_only
10856,타우리스의이피게네이아,2011-06-22,,left_only
5732,성룡의쿵푸마스터,2011-06-30,,left_only
1725,네이키드웨폰사소리,2011-06-30,,left_only
4220,미싱심해미인MISSING,2011-06-30,,left_only
7964,엽기적인그녀2,2011-07-01,,left_only
3181,로닌팝,2011-07-02,,left_only
10233,최고의섹스그리고사랑,2011-07-11,,left_only
11957,해리포터와죽음의성물2,2011-07-13,데이빗 예이츠,right_only
11958,해리포터와죽음의성물2부,2011-07-13,,left_only
3563,마지막밀애,2011-07-14,,left_only
194,KM31,2011-07-14,,left_only
8789,은밀한도촬,2011-07-21,,left_only
7619,에로닌자카즈미5,2011-07-28,,left_only
6673,써니감독판,2011-07-28,강형철,right_only
5765,세르비안필름,2011-07-30,,left_only
5448,사쿠라의비밀애,2011-08-01,,left_only
11857,하이브리드,2011-08-04,,left_only
4247,미이라진시황의부활,2011-08-04,,left_only
10675,쿵푸닌자,2011-08-10,,left_only
5948,소림강시2012,2011-08-10,,left_only
8085,오리백작,2011-08-10,,left_only
5072,블러드레이크,2011-08-10,,left_only
382,개구쟁이스머프,2011-08-11,라자 고스넬,right_only
384,개구쟁이스머프극장판,2011-08-11,,left_only
5867,섹스콜렉터,2011-08-11,,left_only
3260,록본기호스티스납치사건,2011-08-18,,left_only
5791,세얼간이감독판,2011-08-18,라즈쿠마르 히라니,right_only
5525,새끼여우헬렌,2011-08-18,,left_only
2689,드라이브앵그리3D,2011-08-25,패트릭 루지어,right_only
2688,드라이브앵그리,2011-08-25,,left_only
2365,더행오버2,2011-08-25,,left_only
5626,샤넬과스트라빈스키,2011-08-25,얀 쿠넹,right_only
10607,코코샤넬과이고르스트라빈스키,2011-08-25,,left_only
3890,모델유코의불륜,2011-08-25,,left_only
12016,행오버2,2011-08-25,토드 필립스,right_only
11193,티파니에서아침을,2011-08-26,,left_only
5680,서태지모아이더필름,2011-08-26,,left_only
5926,소녀K,2011-08-27,,left_only
6592,신호소자,2011-09-01,,left_only
6105,술에대하여,2011-09-01,,left_only
8876,음란한첫경험,2011-09-01,,left_only
6106,술에대하여극장판,2011-09-01,"임범,조승원",right_only
3812,메신저2,2011-09-01,마르틴 바르네비츠,right_only
6126,쉐어더비전,2011-09-03,,left_only
10482,카프리치오,2011-09-06,,left_only
8469,워리어스무에타이리얼옹박,2011-09-07,,left_only
9811,쥴리의육지대모험,2011-09-08,구 안 호,right_only
4004,무간도3종극무간,2011-09-08,,left_only
6849,아리랑,2011-09-08,,left_only
6120,숨쉬는상어쥴리의육지대모험,2011-09-08,,left_only
4003,무간도2혼돈의시대,2011-09-08,,left_only
5635,샤크나이트,2011-09-15,,left_only
7252,야설야화,2011-09-15,,left_only
5636,샤크나이트3D,2011-09-15,데이비드 R. 엘리스,right_only
2463,도가니,2011-09-22,황동혁,right_only
4564,백일몽,2011-09-22,,left_only
10557,컨트렉트킬러,2011-09-29,,left_only
3261,록본기호스티스납치사건2,2011-09-29,,left_only
8551,월하미인2슬픈정사,2011-09-29,,left_only
7049,아폴로18,2011-10-06,,left_only
6509,시티워,2011-10-06,,left_only
6887,아멘,2011-10-07,,left_only
5063,블랙헤븐,2011-10-10,,left_only
5505,삼총사,2011-10-12,,left_only
1259,나는친구가적다,2011-10-12,,left_only
5508,삼총사3D,2011-10-12,폴 W.S. 앤더슨,right_only
11143,트롤사냥꾼,2011-10-17,,left_only
10244,최종병기활감독확장판,2011-10-20,김한민,right_only
225,U23D,2011-10-20,,left_only
2419,데미지,2011-10-24,,left_only
2526,독도korea,2011-10-25,,left_only
73,20년전의약속,2011-10-25,,left_only
5359,사랑한다면이들처럼,2011-10-25,,left_only
3898,모래의역습,2011-10-25,,left_only
2929,라자루스프로젝트,2011-10-27,,left_only
845,그녀의죽이는상상,2011-10-27,,left_only
5814,세컨즈어파트,2011-11-03,,left_only
4351,바디스나이퍼,2011-11-03,,left_only
6191,스무살의정사,2011-11-03,,left_only
5992,소중한날의꿈감독판,2011-11-06,"안재훈,한혜진",right_only
4477,발퀴레,2011-11-08,,left_only
4426,바토리,2011-11-09,,left_only
3566,마지막섹스그리고사랑,2011-11-10,,left_only
11228,파라노말엔티티,2011-11-10,,left_only
5881,섹시엔젤카에데,2011-11-10,,left_only
6192,스무살의침대,2011-11-10,,left_only
11389,퍼틀그라운드,2011-11-10,,left_only
10287,치명적사랑문신2,2011-11-16,,left_only
5894,셀211,2011-11-17,,left_only
3915,모차르트락오페라,2011-11-17,,left_only
29,18린코2,2011-11-17,,left_only
4042,무사야마다,2011-11-17,,left_only
7032,아테나전쟁의여신,2011-11-17,,left_only
827,그녀의비밀애,2011-11-24,,left_only
213,REC,2011-11-24,,left_only
4734,보라,2011-11-24,이강현,right_only
12033,허스크,2011-11-24,,left_only
214,REC알이씨,2011-11-24,소준문,right_only
3840,멘투비,2011-11-28,,left_only
5009,브레이킹던part1,2011-11-30,빌 콘돈,right_only
4867,분라쿠,2011-11-30,,left_only
5008,브레이킹던1부,2011-11-30,,left_only
6171,스네이크앤이어링,2011-12-01,,left_only
8243,완벽한파트너감독판,2011-12-01,박헌수,right_only
2851,라르크앙씨엘20주년파이널콘서트,2011-12-04,,left_only
1401,남겨진미래남극,2011-12-05,,left_only
2321,더태스크,2011-12-08,,left_only
6169,스나이퍼머시너리,2011-12-08,,left_only
8146,오페라의유령25주년특별공연,2011-12-15,,left_only
5315,사랑그리고불륜,2011-12-15,,left_only
6262,스크림오브더밴쉬,2011-12-15,,left_only
3617,말리부샤크어택,2011-12-21,,left_only
5082,블러드아웃,2011-12-21,,left_only
192,JamDocu강정,2011-12-22,"경순,권효,최진성,김태일,양동규,정윤석,최하동하,홍형숙",right_only
189,JAMDOCU강정,2011-12-22,,left_only
1033,극장판포켓몬스터베스트위시비크티니와백의영웅레시라무,2011-12-22,유야마 쿠니히코,right_only
1034,극장판포켓몬스터베스트위시비크티니와흑의영웅제크로무,2011-12-22,유야마 쿠니히코,right_only
1035,극장판포켓몬스터베스트위시빅티니와백의영웅레시라무,2011-12-22,,left_only
2188,더라인,2011-12-22,,left_only
1036,극장판포켓몬스터베스트위시빅티니와흑의영웅제크로무,2011-12-22,,left_only
10466,카잭,2011-12-28,,left_only
2909,라이징썬,2011-12-28,,left_only
204,O의정사,2011-12-29,,left_only
7672,에이전트맨드릴,2011-12-29,,left_only
9910,징기스칸,2012-01-05,,left_only
10253,추영,2012-01-12,,left_only
2424,데블스플레이그라운드,2012-01-19,,left_only
1223,꿈속의성애,2012-01-19,,left_only
7988,영원삼촌의아내를사랑하다,2012-01-26,,left_only
10884,타임크라임,2012-02-02,,left_only
4714,변태전화방,2012-02-07,사노 카즈히로,right_only
4728,보내주고싶은여자,2012-02-07,후쿠오카 요시호,right_only
4806,부드러운살결,2012-02-07,사토 히사야스,right_only
233,sm헌터,2012-02-07,카타오카 슈지,right_only
8336,욕망전차,2012-02-07,제제 다카히사,right_only
11773,하고싶어,2012-02-07,사토 토시키,right_only
6278,스타워즈에피소드1보이지않는위험,2012-02-09,,left_only
577,고스트라이더3D복수의화신,2012-02-16,,left_only
578,고스트라이더복수의화신,2012-02-16,"마크 네빌딘,브라이언 테일러",right_only
11414,페이그림,2012-02-16,,left_only
4777,볼츠와블립달나라리그의전투3D,2012-02-23,,left_only
1920,니트로,2012-02-23,,left_only
4776,볼츠와블립,2012-02-23,피터 레페니오티스,right_only
10247,최후의추신구라,2012-02-23,,left_only
1932,닌자킬사무라이,2012-02-24,,left_only
8398,우리만난지1년되는날,2012-03-08,,left_only
6591,신해혁명,2012-03-15,,left_only
7250,야색야동,2012-03-15,이세일,right_only
10812,킬스위치,2012-03-15,,left_only
545,경멸에고이스트,2012-03-15,,left_only
11630,프리러너,2012-03-15,,left_only
3931,목마른그녀의금단의사랑,2012-03-21,사노 가즈히로,right_only
2044,단지부인오후의불륜,2012-03-21,사토 토시키,right_only
5257,빨간욕정꿈의정사,2012-03-21,우에노 토시야,right_only
4563,백의의유부녀굶주린형수님,2012-03-21,우에노 토시야,right_only
3968,몰래보고싶은여인,2012-03-21,스즈키 토시히사,right_only
4545,배틀포스,2012-03-22,,left_only
3010,러브콜,2012-03-22,,left_only
6445,시노비도,2012-03-22,,left_only
1863,누드,2012-03-22,,left_only
11494,포트리스,2012-03-29,,left_only
9855,지크프리트,2012-04-04,로베르트 르빠쥬,right_only
392,개인교수2012,2012-04-05,,left_only
4294,밀레니엄제3부바람치는궁전의여왕,2012-04-05,,left_only
4295,밀레니엄제3부벌집을발로찬소녀,2012-04-05,다니엘 알프레드슨,right_only
3265,론리플레이스투다이,2012-04-05,,left_only
4126,미녀와야수,2012-04-11,,left_only
10093,천국의전쟁,2012-04-12,카를로스 레이가다스,right_only
5868,섹스콜렉터2,2012-04-14,에노모토 토시로,right_only
6627,실종어느날납치된소녀,2012-04-16,조조 히데오 / 죠죠 히데오,right_only
6628,실종완벽한사육,2012-04-17,후지와라 켄이치,right_only
6743,아내애인그리고맛있는섹스,2012-04-19,구아타보 니에토 로아,right_only
5005,브레이크블레이드변신의시작,2012-04-19,,left_only
7630,에로틱사이렌,2012-04-20,오카모토 후토시,right_only
8846,음란한게이샤의정사,2012-04-21,아라키 겐지,right_only
4921,불륜와이프의여동생,2012-04-23,타지리 유지,right_only
6895,아버지는개다,2012-04-26,이상우,right_only
1872,누드의밤,2012-04-26,,left_only
5175,비처럼음악처럼,2012-04-26,,left_only
11140,트로피컬마닐라,2012-04-26,이상우,right_only
9923,짱구는못말려극장판태풍을부르는황금스파이대작전,2012-04-26,마스이 소이치,right_only
9917,짱구는못말려극장판19폭풍을부르는황금의스파이대작전,2012-04-26,,left_only
550,경웅여협비밀결사대,2012-04-26,,left_only
115,48시간의일탈,2012-04-28,이숭환,right_only
3943,몬스터,2012-05-03,에릭 이스튼버그,right_only
8157,오피스걸의불륜,2012-05-04,타지리 유지,right_only
2192,더럽혀진마리아,2012-05-09,제제 다카히사,right_only
662,과외수업폭행,2012-05-09,제제 다카히사,right_only
9619,제7의봉인,2012-05-10,잉마르 베리만,right_only
5803,세인트,2012-05-10,,left_only
2178,더디바이드,2012-05-10,,left_only
7453,어썰트,2012-05-10,,left_only
2751,디바이드,2012-05-10,자비에 장,right_only
11372,퍼스트그레이더,2012-05-17,저스틴 채드윅,right_only
2346,더퍼스트그레이더,2012-05-17,,left_only
7629,에로티봇,2012-05-17,토모마치 나오유키,right_only
3769,머펫대소동,2012-05-18,제임스 보빈,right_only
222,S중독,2012-05-18,카모가와 테츠로,right_only
11935,할머니는1학년,2012-05-24,,left_only
10767,키롯,2012-05-24,,left_only
11936,할머니는일학년,2012-05-24,진광교,right_only
7829,여비서,2012-05-24,히로타 미키오,right_only
3183,로델린다,2012-05-29,스티븐 워즈워스,right_only
2850,라르고윈치2,2012-06-14,,left_only
4505,방황하는소녀들,2012-06-14,위트 스틸먼,right_only
8866,음란한여교사의알바,2012-06-15,코우야 타다시,right_only
3895,모든여자에게거짓이있다,2012-06-20,호라이 타다아키,right_only
2749,디디할리우드,2012-06-21,,left_only
1944,다니엘크레이그의플래시백,2012-06-25,,left_only
211,Q섹스힐링,2012-06-28,,left_only
271,가시나무왕,2012-06-28,,left_only
1379,나인마일즈다운,2012-06-28,,left_only
2969,러버즈고무옷의그녀,2012-06-28,와타나베 타카후미,right_only
1746,노도,2012-06-28,,left_only
4967,붉은밤,2012-06-28,,left_only
3076,레드나잇,2012-06-28,"줄리앙 카본,로랑 코티오드",right_only
8865,음란한여간호사,2012-06-28,코우야 타다시,right_only
3482,마법의섬,2012-07-04,월리엄 크리스티,right_only
9700,좀비108,2012-07-04,전인호,right_only
10766,키드넵한밤의침입자,2012-07-05,미겔 앙헬 비바스,right_only
2198,더레이븐에드가앨런포의사라진5일,2012-07-05,,left_only
2197,더레이븐,2012-07-05,제임스 맥티그,right_only
8004,옆집누나오후의정사,2012-07-10,타카하라 히데카즈,right_only
12252,화이트밀크,2012-07-11,,left_only
326,간호사오후의정사2,2012-07-12,쿠보데라 카즈토,right_only
5995,소프트보이즈,2012-07-12,,left_only
7171,애니씽포허,2012-07-12,프레드 카바예,right_only
1600,내여친이야한이유,2012-07-17,유사 카즈히사,right_only
5764,세레모니,2012-07-18,,left_only
11422,페이크자매의불륜정사,2012-07-19,카모가와 테츠로,right_only
1503,내남친은사이보그,2012-07-19,타지리 유지,right_only
9332,잭앤미리포르노만들기,2012-07-23,,left_only
715,구멍난팬티,2012-07-24,모리오카 토시유키,right_only
11208,파닥파닥,2012-07-25,이대희,right_only
3657,맛있는섹스,2012-07-26,쿠로사기 히로시,right_only
3373,리크리에이터,2012-07-26,,left_only
10470,카지노잭,2012-07-26,,left_only
6216,스워드오브워,2012-07-26,렌조 마르티넬리,right_only
5679,서태지8집398일의기록,2012-07-27,서태지,right_only
7485,언더다크니스,2012-07-30,,left_only
7657,에어섹스,2012-07-31,조조 히데오,right_only
5531,새미의어드벤쳐2,2012-08-01,벤 스타센,right_only
5529,새미의어드벤처2,2012-08-01,,left_only
169,AV아이돌,2012-08-02,조조 히데오,right_only
4664,베이비콜,2012-08-02,,left_only
3721,매튜본의백조의호수3D,2012-08-02,,left_only
2723,드렁크보트,2012-08-02,,left_only
3835,메튜본의백조의호수3D,2012-08-02,매튜 본,right_only
6380,스팟걸교수와여제자,2012-08-02,신혜성,right_only
12042,헌티드에코,2012-08-02,,left_only
3018,러브호텔에서생긴일,2012-08-07,카와무라 키요토,right_only
1082,금병매감독판,2012-08-09,전문기,right_only
1317,나오미의아찔한정사,2012-08-09,쿄우야 타다시,right_only
7500,언레스트,2012-08-09,,left_only
7855,여인의숨결,2012-08-10,이세일,right_only
6596,신혼부부러브다이어리,2012-08-14,요코야마 카즈히로,right_only
6597,신혼부부러브다이어리2,2012-08-14,요코야마 카즈히로,right_only
3131,레인더베스트쇼3D,2012-08-15,,left_only
1504,내남친은사이보그2,2012-08-16,타지리 유지,right_only
6921,아사코의이룰수없는사랑,2012-08-16,타지리 유지,right_only
7821,여배우와만나고싶다,2012-08-16,,left_only
11660,플래닛랩터,2012-08-16,,left_only
2717,드래곤펄,2012-08-23,,left_only
6226,스윙보트,2012-08-23,,left_only
3893,모든것은벗는것으로시작됐다,2012-08-23,나카마치 사쿠,right_only
11655,플라토닉섹스,2012-08-30,마츠우라 마사코,right_only
4651,베스트러브그리고정사,2012-08-30,카타오카 슈지,right_only
3783,메가샤크VS크로코사우러스,2012-08-30,크리스토퍼 레이,right_only
7786,여교사의비밀애,2012-09-01,코우야 타다시,right_only
7831,여비서의불륜,2012-09-01,교우야 타다시,right_only
7632,에르나니,2012-09-04,피에그 루이기 사마라타니,right_only
2465,도깅공개섹스,2012-09-06,사이몬 엘리스,right_only
7678,에이지오브히어로즈,2012-09-06,,left_only
5339,사랑을보다,2012-09-10,,left_only
