movieNm,openDt,audiAcc,companyNm,directorNm,directorNmEn,genreNm,movieNmEn,nationNm,peopleNm,showTm,watchGradeNm,영화명,영문명,감독명,개봉일,키워드,줄거리,수상내역,_merge
,,,,,,,,,,,,로스트파운드,,조셉 이타야,2017-04-27,,"백만장자 할아버지가 숨겨둔 엄청난 보물의 진실이 밝혀진다!철부지 손자들의 파란만장 외딴섬 탐험기!수영 선수인 고등학생 앤디는 친구들과 마트에서 술을 훔치다 붙잡혀 외딴섬에 사는 삼촌과 여름방학을 보내야 하는 벌을 받게 된다. 엎친 데 덮친 격으로 어린 남동생, 마크까지 데리고 가야만 한다.앤디는 이 섬이 돌아가신 할아버지 소유였으며 그가 백만장자였다는 사실을 알게 되고, 섬을 둘러보려 하지만 삼촌은 무언가를 숨기는 듯 언급을 피한다. 결국 형제는 할아버지가 섬 안에 엄청난 양의 보물을 숨겨둔 것을 알게 되고, 앤디는 삼촌이 찾지 못했던 그 행운을 자신이 찾겠다고 결심하는데...한편, 섬을 노리는 부동산업자 존은 온갖 지역을 헤집고 다니기 시작하고, 형제는 그 누구보다 먼저 보물을 찾기 위해 할아버지가 곳곳에 숨겨 놓은 암호들을 해독하면서 한 발짝씩 보물에 가까이 다가가는데... 대자연의 외딴섬에서 펼쳐지는 초특급 보물찾기 프로젝트!?",,right_only
,,,,,,,,,,,,로어,,케이트 쇼트랜드,2013-08-15,"감옥,나치,독일,유태인,사랑,용서","1945년 봄 연합군의 폭격 후 독일의 저항은 붕괴된다. 나치였던 아버지는 자살하고 어머니가 감옥에 간 뒤 로어는 여동생 리즐, 쌍둥이 남동생 귄터와 위르겐 그리고 막내 페터와 함께 남겨진다. 그들은 살아남기 위해 전쟁의 상흔으로 피폐해진 독일 땅을 가로질러 900km 떨어진 북부지역의 할머니 집으로 가야만 한다. 패배한 조국의 혼돈을 목격하면서 로어는 신비스러운 분위기의 젊은 유태인 난민 토마스를 만난다. 환영 받지 못한 채 토마스는 로어의 가족을 따라가게 되고 로어는 혐오와 열망이 교차하는 미묘한 감정을 느낀다. 유태인인 토마스에 대해 로어는 저항과 편치 못할 친절함을 느끼지만 토마스의 도움을 받아가며 점차적으로 로어와 그녀의 동생들은 가까워진다. 하지만 로어가 토마스를 믿어야 할까? 믿지 않는다면 그녀의 동생들은 어떻게 될까? 그들은 살아남을 수 있을까? 로어는 전쟁 후 황폐화된 현실을 직시하며 사랑, 죄 그리고 용서의 본질에 대해 다시 생각하게 된다.",로카르노국제영화제(2012) : 관객상 - 케이트 쇼트랜드,right_only
로엔그린,2017-08-27,1214.0,['(주)케빈앤컴퍼니'],크리스티안 틸레만,Christian Thielemann,['공연'],lohengrin,['독일'],,232.0,전체관람가,,,,,,,,left_only
로우,2017-08-05,1610.0,['유니버설픽쳐스인터내셔널 코리아(유)'],줄리아 듀코나우,Julia Ducournau,"['스릴러', '공포(호러)']",raw,['미국'],"[('가렌스 마릴러', ''), ('엘라 룸프', '')]",98.0,청소년관람불가,,,,,,,,left_only
,,,,,,,,,,,,로제타,Rosetta,"장 피에르 다르덴,뤼크 다르덴",2019-05-23,"아르바이트,알코올중독,해고,롱테이크,평범한 삶,성장기,소녀","로제타는 소녀의 이름이다. 그녀는 다니던 직장에서 해고통보를 받았다. 영화는 거기서 시작한다. 도시에서 떨어진 캠핑촌에서 근근이 살아가는 그녀에게 그것은 사형선고나 다름없다. 알코올 중독의 어머니는 술 한병을 얻기 위해 주인집 남자에게 몸을 내어주기를 마다지 않는다. 삶은 점점 더 고달파진다. 그러다가 로제타는 와플 가게 종업원 리케를 알게 된다. 그는 로제타를 친구로 대하고, 아르바이트도 소개해준다. 하지만, 그녀는 안정된 직업이 필요하다. 끝내 로제타는 사장에게 리케의 부정을 고자질하고, 그의 자리를 차지한다.",칸국제영화제(1999) : 여우주연상 - 에밀리 드켄|칸국제영화제(1999) : 황금종려상 - 뤼크 다르덴,right_only
,,,,,,,,,,,,로지,Rosie,패디 브레스나크,2019-05-16,"보금자리,현실의벽,삶과 현실,가족보호,가족애,가족부양,집","집을 잃은 후 잘 곳도, 머물 곳도 사라진 가족.로지와 남편 폴, 그리고 어린 네 아이들은 작은 자동차에 의지해 새로운 보금자리를 찾아 나선다.오늘만 견디면 될 거라고 생각했던 내일이 반복되면서, 당장 밤을 함께 보낼 방 한 칸 조차 구하지 못하는 극한의 상황까지 도달한 가족.설상가상 이웃들까지 로지의 이러한 상황을 눈치채고 마는데…로지는 세상의 냉혹함과 마주한 현실 속에서 사랑하는 가족을 지켜내려 발버둥치기 시작한다.",,right_only
,,,,,,,,,,,,로켓맨,Rocketman,덱스터 플레처,2019-06-05,"아이콘,슈퍼스타,팝스타,팝의황제,실존인물,음악영화,리얼리티,록스타,일대기","천재적인 음악성과 독보적인 노래로 세상을 뒤흔들며 대중을 사로잡은 ‘엘튼 존’(태런 에저튼).연이은 히트곡 발매와 환상적인 무대 퍼포먼스, 화려한 패션으로 가장 빛나는 시대의 아이콘으로 자리잡는다. 그러나 인생 최고의 순간, 어린 시절부터 자신의 진가를 알아봐주지 못한 부모에 대한 상처와 사랑했던 친구의 배신에 무대 뒤에 숨겨진 또 다른 자신과 마주하게 되는데…",,right_only
,,,,,,,,,,,,로쿠로쿠요괴괴담,Rokuroku: The promise of the witch,야마구치 유다이,2018-11-22,"인간과 요괴,옴니버스영화","성인이 된 후 재회한 소꿉친구 미카와 이즈미그들은 출구가 없는 호텔에 갇히게 되고탈출구를 찾던 그들은 어느 방 앞에 멈춰 선다666그 때, 방 문이 열리며 기모노를 입은 여자의 뒷모습을 보고어린 시절 그 곳에서 한 약속이 떠오르는데 …“나와의 약속 잊지 않았겠지?",,right_only
,,,,,,,,,,,,로프트,,앙투와네트 베우머,2011-12-15,"살인용의자,건축가,친구들,시체","한 여자를 살해한 다섯 명의 용의자. 그리고 단 하나의 치명적인 비밀..  바트, 매티아스, 빌렘, 롭, 톰은 절친한 친구 사이다. 톰은 이제 막 결혼한 새신랑, 그를 제외한 네 명은 모두 부인과 자녀를 두었다. 유능한 건축가 매티아스는 자신이 지은 건물 꼭대기에 마련한 비밀스런 공간을 친구들과 함께 공유하기로 하고 그들은 부인이 아닌 다른 여자들을 데려와 즐길 수 있도록 키를 나눠 갖는다. 하지만 얼마 후 그 방에서 한 여자의 시체가 발견되고 그 방을 함께 사용하던 다섯 명은 모두 엄청난 충격에 빠진다. 서로를 의심하고 비난하며 진짜 범인을 찾기 위해 비밀을 파헤치기 시작하는 그들은 결국 파국으로 치닫게 되며 생각지도 못한 충격적 결말이 드러나는데…",,right_only
,,,,,,,,,,,,록본기호스티스납치사건,,히로타 미키오,2011-08-18,"경찰서,범죄,호스티스,살인용의자",죠난(城南)경찰서에 근무하는 사쿠라이 미사키는 흉악범죄와는 동떨어진 여러 잡무에 둘러싸여 지루~한 나날을 보낸다. 큰 사건이 있어도 관할서는 밑에서 수사만 할 뿐 실적은 본청의 엘리트들에게 돌아갈 뿐이다. 그러던 어느 날 친구 타키자와 시오리의 오빠 타키자와 고가 '록본기 호스티스 교살사건'의 용의자로 체포된다. 과연 타키자와 고는 유죄일까? 무죄일까? 미사키는 사건의 진상을 파헤치기 위해 본청과 대립하면서도 주말을 이용해 수사를 계속한다. 그리고 사건은 '엔마넷'이라는 비공개 사이트에 접근하게 된다.,,right_only
,,,,,,,,,,,,록본기호스티스납치사건2,,히로타 미키오,2011-09-29,"여경,교수,유서,코인로커","죠난(城南)경찰서에 근무하는 여경 사쿠라이 미사키. 사건이 발생 며칠이 지났지만 오늘도 관할서 안은 사건얘기로 소란하다. 엔마넷과 연관된 배후조직은 대부분 체포되었다. 하지만 지금까지의 소동은 새로운 사건의 전조에 지나지 않았다. 엔마넷을 만들고 운영하던 중심인물 쿠리하라 교수는 자취를 감추고, 경찰은 사건 해결을 위해 배후조직은 입막음을 위해 모두 필사적으로 쿠리하라의 뒤를 쫓는다. 한편 사건의 중요참고인이었던 타키자와 츠요시는 유키에가 남긴 유서와 코인로커의 열쇠를 가지고 미사키를 찾아온다. 사건의 진상을 파헤치기 위해 또다시 수사에 돌입하는 미사키. 얼마나 헤맸을까? 드디어 코인로커를 찾아내는 미사키 일행. 로커에서 나온 백색분말. 그 뒤에 꿈틀대는 검은 그림자. 과연 살해당한 유키에와는 어떤 관련이 있는 것일까?",,right_only
,,,,,,,,,,,,록키,Rocky,존 G. 어빌드센,2017-11-29,"KO,권투,권투선수,빈민촌,챔피온,코치,헤비급,훈련,시리즈","“져도 상관없어. 내가 원하는 건 끝까지 버텨보는 거야”    필라델피아 뒷골목 4회전 복서 록키. 고리대금 업자의 하수인 노릇으로 생계를 이어가던 그는 짝사랑 하던 여인 에이드리언과 연인이 되며 새로운 미래를 꿈꾼다. 그러던 어느 날 세계 챔피언 아폴로 크리드가 미국 독립 200주년을 기념해 무명의 복서에게 도전권을 주는 이벤트를 준비하고, 그 상대로 록키가 지목 되는데…",뉴욕비평가협회상(1976) : 여우조연상 - 탈리아 샤이어(Talia Shire)|LA비평가협회상(1976) : 작품상 -|골든글로브 시상식(1977) : 작품상(드라마) -|아카데미 시상식(1977) : 작품상 - 어윈 윙클러|아카데미 시상식(1977) : 감독상 - 존 G. 아빌드센|아카데미 시상식(1977) : 편집상 - 리차드 헐시|로저 이버트 Roger Ebert TOP 10(1976) : 7 -,right_only
,,,,,,,,,,,,록키호러픽쳐쇼,The Rocky Horror Picture Show,짐 셔먼,2016-10-13,"연극원작, 저택, 오토바이, 외계인, 과학자, 파티, 실험실, 결혼, 춤, 섹스, 근친상간, 양성애, 일인다역, 컬트영화","눈으로 보기 전에는 믿지 못할 판타스틱 뮤지컬!상식과 경계를 허무는 환상의 세계!‘브래드’는 약혼녀 ‘자넷’과 둘을 맺어준 은사 스콧박사를 찾아가는 길에 폭우를 만난다. 설상가상으로 자동차 타이어까지 펑크가 나게 되고, 둘은 도움을 청하기 위해 외딴 성의 문을 두드린다. 이 성에는 양성 과학자 ‘프랭크 N 피터 박사’와 기괴한 모습의 꼽추 ‘리프래프’ 등이 살고 있다. ‘브래드와 ‘자넷’은 이들의 파티에 참석해 상상하지 못했던 기상천외한 밤을 보내게 되는데…    지구에서 가장 아찔하고 섹시한 쇼가 시작된다!",,right_only
,,,,,,,,,,,,론리플레이스투다이,,줄리언 길베이,2012-04-05,"추격,암벽등반,하이킹,아이","쫓는 자와 쫓기는 자의 숨가쁜 산악 추격액션 !  앨리슨, 에드, 롭, 알렉스, 제니, 다섯 명은 암벽등반을 목적으로 스코틀랜드 산맥 속으로 들어오고, 하이킹 도중 우연히 땅속에 갇힌 여자아이 안나를 구하게 된다. 낯선 나라의 언어를 쓰는 아이의 말투로 짐작하여 범죄와 연관된 사건임을 깨달은 일행은 안나를 데리고 산속을 빠져나가려 하지만, 그들을 추격하며 살해하려는 의문의 추격자들로부터 상상도 할 수 없는 공포와 마주 하는데...",,right_only
론서바이버,2014-04-02,173678.0,['유니버설픽쳐스인터내셔널 코리아(유)'],피터 버그,Peter Berg,"['액션', '드라마', '스릴러']",lonesurvivor,['미국'],"[('마크 월버그', ''), ('제리 페라라', ''), ('테일러 키취', ''), ('에밀 허쉬', ''), ('벤 포스터', ''), ('에릭 바나', '')]",121.0,15세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,론서바이버,,피터 버그,2014-04-03,"소설원작,실화바탕,실화바탕바탕,실화바탕바탕,실화바탕바탕,잠입,전쟁,탈출,미국소설원작,명령,네이비씰,아프가니스탄,아프가니스탄전쟁","죽일 것인가, 살릴 것인가! 한 순간의 선택이 가져온 외롭고도 처절한 사투!   2005년 6월 28일, 아프가니스탄에서 복무중인 네이비씰 대원 마커스, 마이클, 대니, 매튜는 미군을 사살한 탈레반 리더 '샤'를 체포하기 위한 '레드윙 작전'에 투입된다. 적진이 잘 보이는 곳에 자리를 잡고 본격적인 임무 수행을 위해 잠복해 있던 중, 산으로 올라온 양치기 소년 일행에게 정체가 발각된다. 완벽한 작전 수행을 위해 이들을 죽일 것인가, 교전 수칙에 의해 살릴 것인가! 윤리와 의무 사이, 선택의 기로에 놓인 대원들은 격렬한 논쟁 끝에 이들을 살려주기로 한다. 그러나 이 선택은 그들에게 엄청난 결과를 가져오게 되는데… 이들의 작전을 알게 된 탈레반은 빠르고 집요하게 4명의 네이비씰 대원들을 추격해오고, 본부와 통신이 두절된 네이비씰 대원들은 수적 열세인 상황에서 격전을 벌이게 되는데… 이들은 모두 함께 살아서 돌아올 수 있을까?",,right_only
,,,,,,,,,,,,롤플레이,Role Play (Rol Peullei),백상열,2012-12-06,"교수,소설가,여대생,역할극,창작,질투,첫사랑,대학교수,정사,집필","창작을 향한 뜨거운 욕망, 광기 어린 질투.. 상상과 현실을 오가는 도발적인 역할게임이 시작된다! 새로운 소설을 향한 뜨거운 욕망으로 치명적인 역할게임을 시도하는 베스트셀러 작가 정호,  질투의 화신으로 남편 정호를 향한 의심의 끈을 놓지 않는 유망한 대학교수 지수,  그리고 어딘가 불안정한 두 부부의 삶 속에 뛰어든 도발적인 매력의 여대생 혜인.  자신의 첫사랑과 꼭 닮은 여대생 혜인에게 강한 끌림을 느낀 정호는,  역할게임을 통해 그녀를 뮤즈로 삼은 새로운 소설 집필에 몰두하게 된다.  그 소설을 우연히 훔쳐보고 걷잡을 수 없는 질투심에 사로잡힌 아내 지수는,  혜인을 의식한 듯 정호와 충동적인 정사를 나누는데…",,right_only
,,,,,,,,,,,,롤플레이2동침,Role Play 2 : Dongchim,이광호,2013-11-21,"아버지와 딸,집착,극작가,동거",“거짓말은 사람을 흥분시키죠…” 아빠와 딸 사이에 다른 남자가 끼어들었다! 한적한 별장에서 글을 쓰는 극작가 수연. 수연은 아빠의 병적인 집착 때문에 외부에 격리된 채 살아가고 있다. 아빠는 딸 수연이 타락한 세상에 물들지 않도록 보호한다는 명분 아래 지나친 간섭을 한다. 그러던 어느 날 수연과 아빠 사이에 배우 지망생 현우가 들어온다. “아빠와 나 사이에 다른 남자가 끼어들면 아빠가 어떻게 반응할지 궁금해요” 아빠의 집착에서 벗어나기 위해 수연이 고용한 배우가 현우인 것. 그렇게 위험한 동거가 시작된다.,,right_only
,,,,,,,,,,,,롱스트레인지트립,Long Strange Trip,아미르 바-레브,2017-05-26,"락가수,락밴드,락큰롤","미국의 록밴드 '그레이트풀 데드(Grateful Dead)'의 비하인드 스토리를 포함, 전기를 다룬 다큐멘터리.",,right_only
,,,,,,,,,,,,루나,LUNA,엘자 디링거,2018-08-16,"사랑,방황,희망,폭행,양아치,생일파티,운명적사랑,거짓말","햇살과 같이 그가 왔다루나는 양아치 남자친구 루벤을 위해 무엇이든 할 수 있다. 생일 파티를 하던 밤, 루벤 패거리와 루나는 자신들의 아지트에서 우연히 만난 알렉스를 폭행한다. 몇 주 후, 알렉스는 루나가 일하는 농장에서 함께 일하게 되지만 그는 그녀를 알아보지 못한다. 운명처럼 둘은 사랑에 빠지게 되고 자신의 잘못을 아는 루나는 사랑이 깊어질수록 괴로움도 커져만 간다. 루나는 과연 이 사랑을 지킬 수 있을 것인가?",,right_only
,,,,,,,,,,,,루나소녀의복수,Luna's Revenge,칼레드 카이사르,2018-08-09,"가족의죽음,삶의변화,복수극",“눈 앞에서 부모님이 살해당했다!”가족들과 함께 캠핑 휴가를 떠난 반항기 가득한 십대의 루나. 단란한 가족의 휴일은 갑자기 나타난 괴한들로 인해 악몽으로 바뀌고 루나는 그 자리에서 부모님과 어린 여동생 모두를 잃는다. 간신히 살아나 그곳에서 도망친 루나는 괴한들의 추격을 따돌리는데 성공한다. 그리고 알게 된 진실. 루나의 아빠는 러시아의 정예 스파이였으며 자신이 알던 세계는 모두 거짓이었던 것이다. 아빠 친구 하미드의 도움으로 독일에서 탈출하려는 루나. 하지만 그 전에 미처 끝내지 못한 일을 마무리해야만 한다. 그것은 바로 가족을 죽인 범인들을 찾아내 복수를 해야 하는 것. 루나는 이 상황을 잘 헤쳐나갈 수 있을까?,,right_only
루살카,2017-07-01,1299.0,['(주)인스터피씨엠'],,,['공연'],rusalka,['미국'],,220.0,전체관람가,,,,,,,,left_only
루이자밀러,2018-11-03,1008.0,['(주)인스터피씨엠'],,,['공연'],luisamiller,['미국'],,177.0,전체관람가,,,,,,,,left_only
,,,,,,,,,,,,루팡3세,Lupin III,기타무라 류헤이,2015-08-27,,"세계각지의 내로라 하는 도둑들의 모임 워크스. 이 모임의 회장인 토마스 도우슨은 그의 뒤를 잇는 도둑들의 왕을 뽑기 위해 그들을 홍콩에 소집시킨다. 새로운 후계자가 정해지고 토마스 도우슨의 요새형 금고에서 즐거운 시간을 보내고 있던 그때, 마이클은 토마스 도우슨을 살해하고, 세계 최고의 가치를 지녔다는 클레오파트라의 목걸이 '크림슨 하트' 를 훔쳐 달아난다. 천재 도둑 루팡3세와 그 친구들은 그 사건의 복수를 위해 뒤를 쫓는다. 그러던 중 프라므크 회장이 '크림슨 하트'의 루비를 경매에 내놓는다는 사실을 알게 되고, 마이클은 '크림슨 하트'의 화룡점정인 루비를 구매하기 위해 바이셀 경매에 참여하게 된다. 마이클은 여기서 충격적인 사실을 알게 되는데....",,right_only
루팡3세칼리오스트로의성,2017-05-25,1503.0,['(주)에이원엔터테인먼트'],미야자키 하야오,Hayao Miyazaki,['애니메이션'],lupiniiicastleofcagliostro,['일본'],,99.0,12세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,루팡3세풍마일족의음모,,오오츠카 야스오,2013-08-15,"일족,항아리,비밀,동굴,추격",풍마 일족 대대로 전해져 내려오던 항아리에 담긴 보물의 비밀을 캐내려던 악당 일행은 고에몬과 풍마족의 족장 손녀의 결혼식에 침입하여 항아리를 탈취해 간다. 이에 고에몬의 동료인 루팡과 지겐 그리고 후지코는 항아리와 족장의 손녀를 되찾기 위해 악당의 뒤를 쫓는다. 한편 항아리의 비밀을 알아낸 악당 일행은 보물이 숨겨져 있는 산속 동굴로 향하고 루팡 일행이 그들의 뒤를 쫓는다. 하지만 보물이 숨겨져있는 동굴 안에는 갖가지 비밀 장치들이 숨겨져 있어 외부인의 침입을 쉽게 허락하지 않는다. 결국 족장은 동굴을 파괴하기로 결심하고 수천년간 이어져 온 풍마 일족의 비밀은 묻히게 된다.,,right_only
,,,,,,,,,,,,룰라바이,,앤드류 레비타스,2015-01-14,,"오랜 투병 생활 끝에 안락사를 결정한 아버지를 둘러싸고 가족들의 고통과 분노, 절망, 화해를 그린 내용",,right_only
,,,,,,,,,,,,룰루,,"마르제 지페트,빅토르 니우엔후즈",,"비디오영화,고속도로,중독","안개가 자욱한 어느 날, 겁도 없이 고속도로에 뛰어들어 레온의 차앞에 서는 한 여인, 룰루, 그렇게 찾아 온 그녀는 조금씩 레온의 일상을 장악하기 시작한다. 그리고 레온 자신도 점점 그녀에게 중독되어감을 느낀다.",,right_only
,,,,,,,,,,,,룸13,,데이빗 그로빅,2014-11-13,,"절대 가방 안을 열어 보지마라! 당신을 기다리는 올해 최고의 반전!!유명한 킬러인 잭(존 쿠삭)은 어느 날 조직의 보스인 그래그나(로버트 드  니로)에게서 임무를 받게 된다. 그 임무는 바로 어느 가방을 찾아 시골 외곽의 모텔에 있으라는 것. 그러나 중요한 점은 절대로 가방을 열어서는 안 되고, 모텔의 다른 방이 아닌 13호실에서 기다려야만 한다는 것이다.  얼핏 간단해 보이는 임무이지만, 다소 의아한 주문이 곁들여진 이 임무를 잭은 대수롭지 않게 수행하지만, 막상 도착한 모텔에는 미스터리한 창녀와 함께 수상한 인물들이 하나 둘 모여들며 잭의 숨통을 조여오는데...",,right_only
,,,,,,,,,,,,룸메이트,,후루사와 켄,2014-04-24,"동거,기억상실,룸메이트,간호사",우연히 시작된 동거지금 당신의 일상이 위험하다!사고로 기억을 잃은 '하루미(기타가와 게이코)'는 병원에서 만난 친절한 간호사 '레이코(후카다 교코)'와 퇴원 후부터 룸메이트가 된다. 하지만 어느 날부터 둘만 머무르는 집에서 자신과 '레이코' 가 아닌 낯선 목소리를 듣게 되고 연이어 일어나는 이상한 일들에 불안함을 느낀다. 결국 '하루미'는 '레이코'를 미행하게 되고 '레이코'를 둘러싼 충격적인 사실들과 마주치게 되는데…,,right_only
,,,,,,,,,,,,룸메이트살인사건둘만의방,,마이클 윈터바텀,2016-11-24,," 세상을 떠들썩하게 한 '여대생 살인사건'의 내막을 파헤친다! 영화감독인 '토마스'는 차기작을 위해 이탈리아에서 벌어진 미모의 여대생 룸메이트 살인사건을 재조사한다.아름다운 미모의 유학생 '엘리자베스'와 '제시카 풀러'.이들이 동거한지 두 달 후, '엘리자베스'가 잔혹한 사체로 발견되고룸메이트인 '제시카'가 살인미수죄로 기소되지만,항소 끝에 무죄로 마무리되면서 엄청난 파장을 불러 일으킨 미제 사건이다.시간을 거슬러 올라가 사망 당일을 재연해 가는 '토마스'.하지만 내막을 파헤쳐갈수록 사건은 점점 미궁 속으로 빠져든다.한편, 사건 현장에서 우연히 만난 유학생 '멜라니'의 도움으로한 남성이 용의자 선상에 오르고, 수사는 새로운 국면을 맞게 되는데....",,right_only
,,,,,,,,,,,,룸바,,"도미니크 아벨,피오나 고든,브루노 로미",2015-12-03,"댄스경연대회, 춤, 부부","사고가 있기 전까지 두 사람은 함께 '룸바'를 추는 세상에서 가장 행복한 부부. 갑작스러운 교통사고는 두 사람에게서 가장 소중한 것을 빼앗아간다. 아내는 한 쪽 다리를, 남편은 기억을 잃어버린다. 그러나 불행은 여기서 끝나지 않아 직장에서 쫓겨나고, 집은 불타버리고, 음식을 사러 나갔던 남편은 길을 잃고 집과는 정반대 방향의 버스를 타고 떠나 버린다.이렇게 불행이 켜켜이 쌓이고, 상황은 갈수록 심각해져 가는데도 부부는 여전히 명랑하다.그리고 함께 '룸바'를 추는 꿈을, 다시 만나 사랑하는 꿈을 꾼다.",,right_only
,,,,,,,,,,,,룸이스케이프,Escape Room,윌 워닉,2018-01-25,,"제한 시간 1시간! 서바이벌 방탈출 게임이 시작된다!서른 번째 생일을 맞은 ‘타일러’를 축하하기 위해 여섯 청춘남녀가 모이고,  그의 여자 친구 ‘크리스틴’은 방탈출 게임을 제안한다.  그리고 이내 밀폐된 방안에서 목숨을 담보로 한 잔인한 게임과 마주하게 된다.  과연 그들은 무사히 이 방을 빠져나갈 수 있을까?",,right_only
,,,,,,,,,,,,르벨,,킴 누옌,2013-11-28,"내전,소녀,소년병,아프리카,사하라,반군,임신","사하라 사막 이남 아프리카의 한 작은 오지. 어느 날 갑자기 들이닥친 반군은 마을을 약탈하고, 평화롭게 살아가던 12세 소녀 코모나에게 총을 쥐어주며 강제로 소녀의 부모를 죽이게 한다. 이후 전쟁에서 살아남은 코모나는 반군 부대에 들어가게 되고, 굶주리고 두렵지만 그 곳에서 참는 법과 싸우는 법 그리고 살아남는 법을 터득하게 된다. 한편 코모나는 반군 부대에서 유일하게 그녀를 챙겨주는 주술사라 불리는 15세 소년과 사랑에 빠지게 되지만 행복한 한때는 잠시뿐 전쟁은 또 다시 두 사람의 발목을 붙잡는다. 이후 코모나는 반군 최고 우두머리인 '강한 호랑이'에게 보내져 그의 '전쟁 마녀'가 된다. 어느덧 세월은 흐르고 14세가 된 코모나는 반군 대장의 아이를 임신하게 되는데…",베를린국제영화제(2012) : 은곰상:여자연기상 - 레이첼 므완자|베를린국제영화제(2012) : 에큐메니칼 심사위원상 특별언급 -|시체스 국제판타스틱 영화제(2012) : 오피셜 놉스 비젼-최우수작품상 - 킴 누옌|트라이베카 영화제(2012) : 최우수 장편영화상 - 킴 누옌|트라이베카 영화제(2012) : 최우수 여우주연상 - 레이첼 므완자,right_only
리골레토,2013-09-28,1082.0,['(주)인스터피씨엠'],마이클 메이어,,"['공연', '드라마', '멜로/로맨스']",rigoletto,['미국'],,190.0,전체관람가,,,,,,,,left_only
,,,,,,,,,,,,리골레토,RIGOLETTO,피에르 아우디,2014-12-21,,,,right_only
,,,,,,,,,,,,리골레토,Rigoletto,쟝 피에르 폰넬,2018-02-04,"베르디,오페라,오페라원작,필름오페라,파바로티,빅토르 위고","만토바 공작 궁정의 화려한 살롱, 만토바 공작은 궁정귀족의 부인이나 딸을 농락하는 것을 즐기는 호색한으로 궁정광대 리골레토에게 아름다운 딸 질다가 있다는 것을 알고 신분을 속인 채 그녀를 유혹한다. 유혹에 넘어간 질다는 만토바 공작을 사랑하게 되고 자신의 딸이 공작에게 농락당했다는 사실에 분노한 리골레토는 자객을 시켜 공작을 죽이려 한다. 그러나 공작을 진심으로 사랑하게 된 질다는 공작을 대신하여 죽게 되고, 딸의 죽음을 알게 된 리골레토는 절규한다.",,right_only
,,,,,,,,,,,,리댁티드,,브라이언 드 팔마,2014-04-03,"이라크,미해병대,검문소,소녀,실화바탕","일촉즉발의 이라크. 미해병대 소속의 플레이크, 러쉬, 샐리, 맥코이, 가브리엘은 다름없이 검문소를 지키고 있다. 폭탄도 총격전도 일상이 되어가는 이들에게 낮에 봤던 이라크 소녀는 새로운 화제거리다. 어느 밤, 카드놀이를 하며 맥주를 마시던 5명의 군인들은 술기운에 급기야 무기를 무장한 채 그 소녀의 집으로 향하는데...",베니스국제영화제(2007) : 은사자상 - 브라이언 드 팔마(Brian De Palma),right_only
,,,,,,,,,,,,리들,,존 O. 하트먼,2014-09-18,,"갑작스런 동생의 실종,진실은 그곳에 있다!몸이 아픈 남동생 네이선을 살뜰히 챙기는 홀리. 평소와 같이 등하교하던 어느 날, 학교의 문제아들이 네이선을 데리고 놀다가 한눈을 판 사이에 그가 실종되고야 만다. 3년 후, 대학생이 된 홀리는 잠시 고향으로 돌아와 직판장에서 일을 돕던 중, 동생의 운동화를 신고 있는 남자를 발견한다! 홀리는 그 남자가 의문의 마을, 리들에서 왔다는 것을 알게 되고 따라가는데…갑작스런 동생의 실종, 그리고 마을주민들이 간직했던 잔혹한 비밀!과연 진실을 마주한 순간, 감당할 수 있겠는가?",,right_only
,,,,,,,,,,,,리듬앤비트,,샤를-올리비에 미쇼드,2012-09-13,"댄서,지망생,서바이벌,오디션","리듬 속에 모든 것을 맡겨라!프로 댄서 지망생인 델핀은 의사가 되길 바라는 부모의 반대에도 불구하고 춤에 대한 열정을 키워간다. 새로운 파트너 마크는 거만하지만 매력적으로 다가오고 무엇보다 델핀과 환상의 호흡을 보여준다. 델핀과 마크는 한 팀을 이뤄 댄스 서바이벌 오디션에 출전하고, 뛰어난 기량을 선보이며 예선을 통과한다. 부모의 반대와 마크에 대한 혼란스러운 감정을 이겨내고 델핀과 마크는 꿈의 무대인 뉴욕에서 열리는 월드 투어 오디션에서 우승할 수 있을 것인가?",,right_only
리딕,2013-11-28,132059.0,['(주)영화사 빅'],데이빗 토히,David Twohy,"['SF', '액션']",riddick,['미국'],"[('빈 디젤', ''), ('칼 어번', ''), ('케이티 색호프', '')]",118.0,15세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,리락쿠마와가오루씨,Rilakkuma and Kaoru: Season 1,코바야시 마사히토,2019-04-19,"회사원,곰인형,교감,행복한일상",평범한 회사원 가오루 씨와 그녀 앞에 갑자기 나타난 천하 태평 곰인형 리락쿠마가 함께 나누는 따뜻한 일상과 소소한 행복을 그린 이야기,,right_only
,,,,,,,,,,,,리메인즈,The Remains,토마스 델라 벨라,2016-10-20,"낡은저택,다락방,심령술사,심령술",“저주는 계속된다…” 3개월 전 아내를 잃은 존은 세 아이들과 함께 새로운 집으로 이사한다. 심령술사였다는 전 집주인이 남겨놓은 이상한 물건들을 다락에서 발견한 이후 존과 아이들은 설명할 수 없는 미스터리 한 경험과 끔찍한 환영을 보게 되는데…,,right_only
