movieNm,openDt,audiAcc,companyNm,directorNm,directorNmEn,genreNm,movieNmEn,nationNm,peopleNm,showTm,watchGradeNm,영화명,영문명,감독명,개봉일,키워드,줄거리,수상내역,_merge
,,,,,,,,,,,,워리어스무에타이리얼옹박,,마리완 타나폰,2011-09-07,"태국,미국,목걸이,보물,복싱,골동품","1897년 태국의 황실. 태국과 미국은 대사를 통해 서로에게 선물을 주고 받는다.  미국은 타이복싱 바이블이 담긴 최신 장치 목걸이, 태국은 황실 대대로 내려오는 보물 도자기 3점을 교환하는데 선물을 주고 받는 자리에서 괴한들의 습격을 받아 각 국의 대사는 숨을 거두고, 보물을 사수하려는 사왕품쿰은 괴한들을 소탕하지만 결국 보물을 찾아내지 못하고, 모든 책임을 지겠다며 할복하고 만다.  2009년 그의 손자 크릿과 커크는 사원에서 일하며 무술을 다진다.  어느 날 커크는 지하 공사 작업 중 복싱 바이블과 황실의 보물 중 한가지를 찾아내고, 크릿 몰래 골동품가게에 헐값에 처분을 한다. 하지만 예사물건이 아님을 바로 알아본 골동품 밀수 판매 조직은 커크를 위협해 다른 보물들 마저 손에 넣으려 한다. 무자비한 공격에 커크는 목숨을 잃고, 커크의 동생 크릿은 형의 유품인 복싱 바이블이 담긴 목걸이를 몸에 지니게 된다. 그 후 그는 불사조에 가까운 파워와 끈질긴 생명력을 가지게 되는데..",,right_only
워리어스웨이,2010-12-01,437101.0,['에스케이텔레콤(주)'],이승무,LEE Seung-moo,"['액션', '판타지']",warriorsway,['미국'],"[('장동건', '양'), ('케이트 보스워스', '린'), ('제프리 러쉬', '론'), ('대니 휴스턴', ''), ('이주익', '프로듀서'), ('유은정', '프로듀서'), ('김우형', '촬영'), ('남종우', '프로듀서')]",100.0,15세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,워리어스웨이,,이승무,2010-12-02,"서부극,전사,아기,칼,사막","톱스타 장동건의 헐리우드 진출작. 서부시대를 배경으로 바다를 건너온 동양의 무사가 환상적인 퓨처리즘 액션을 선보이는 영화.세계 최강의 전사. 칼을 버렸던 그가, 서부 사막의 끝에서, 지켜야 할 사람들을 위해 다시 칼을 든다! 모든 이를 압도하는 냉혈 카리스마로 상대를 단칼에 베어버리고 '세상에서 가장 강한 전사'가 된 한 남자(장동건 분). 유일하게 남겨진 적의 혈육 '아기'를 보는 순간, 태어나 처음으로 마음이 흔들리며 칼을 내려놓게 된다. 자신을 쫓는 비밀 조직을 피해 서부의 외딴 마을로 향한 전사. 자신의 신분을 숨긴 채 마을에 들어온 그는 말괄량이 처녀 ‘린’(케이트 보스워스 분)과 카우보이 출신 주정뱅이‘론’(제프리 러쉬 분)을 만나면서 잔인한 전사의 모습에서 아기와 여자를 지켜주는 평범한 남자로 서서히 변해간다. 한편, 어릴 적 ‘린’의 가족을 몰살시킨 악당 ‘대령’(대니 휴스턴 분)이 다시 마을을 위협해온다. 과거 무참히 당하기만 했던 마을 사람들을 지키기 위해 전사는 봉인됐던 자신의 칼을 꺼내 든다. 더 이상 피할 수 없는 사막의 끝, 전사는 이제 죽이기 위함이 아닌, 모두를 지키기 위한 최후의 결전을 시작한다.",,right_only
,,,,,,,,,,,,워오브투모로우,,스튜어트 베티,2011-06-23,"계곡,캠핑,침공,친구,군대","한 순간 가족과 국가를 빼앗긴 8명의 친구들... 남겨진 이들의 마지막 선택이 시작된다!어느 날, 8명의 절친한 친구들이 깊은 산 속 계곡으로 캠핑을 떠난다. 아름다운 자연에 동화되어 즐거운 시간을 보낸 이들이 하나 둘 잠에 들 무렵, 갑작스런 비행기 소리로 주변이 시끄러워지자 뭔가 심상치 않은 일이 일어나고 있음을 직감한다. 다음 날 아침, 캠핑지에서 가장 가까운 ‘엘리(캐이틀린 스테이시)’와 ‘호머(데이즈 액데니즈)’의 집에 차례로 찾아간 이들이 보게 된 것은 이미 가족 모두가 사라진 텅 비어 있는 집과 키우던 강아지가 죽어 있는 모습뿐이다. 점점 더 불안감에 휩싸인 친구들은 마을이 훤히 내려다 보이는 언덕에 올라가 마을의 전경을 살피던 중 광장에 모여 있는 마을 사람들이 군인들에게 통제되고 있는 장면을 목격하게 되고, 주변 국가들이 자원 침탈을 위해 불법으로 자신들의 국가에 침공해 온 사실을 알게 된다. 이제 남은 8명의 친구들에게 남겨진 것은 자신들의 국가를 불법으로 침공한 군대의 막강한 힘에 맞서 싸울지, 아니면 가족을 뒤로 한 채 도망칠지를 결정하는 일뿐인데...",,right_only
,,,,,,,,,,,,워크오브셰임,,스티븐 브릴,2014-12-31,,"모든 머피의 법칙이 그녀에게 향하는 인생 최악의 하루가 시작된다!전국 방송국 앵커가 되기 위해 면접을 보고 최종 후보 2인에 선정됐으나 최종 불합격됐다는 소식을 듣게 된 지역 방송국 앵커 메건(엘리자베스 뱅크스 분)은 설상가상으로 약혼자도 떠나며 충격에 휩싸인다. 메건은 절친한 친구 데니스, 로즈와 함께 데니스의 노란색 원피스를 빌려 입고 기분 전환하러 클럽에 간다. 만취된 메건은 우연히 재회한 바텐더 ‘고든’과 하룻밤을 보내게 되고 잠 에서 깬 그녀는 불미스런 사건으로 최종 합격자가 취소되어 생방송 참관 후 메건의 합격여부를 결정하겠다는 메시지를 받게 된다. 절호의 기회를 놓칠 수 없는 메건은 차 키만 챙긴 채 급히 서둘러 주차 구역으로 가지만 자동차는 온데간데없고 불법주차 견인 구역임을 확인하게 되는데…    과연 그녀는 무사히 방송을 진행할 수 있을까?",,right_only
,,,,,,,,,,,,워킹스트리트,Walking Street ( Wo-king-seu-teu-li-teu ),이상우,2016-11-17,"격투기,욕망,방황,여자,사랑,환락","욕망의 거리에서 사랑을 만나다!격투기 선수로서 화려한 삶을 꿈꾸는 태성(백성현)은 꿈도 희망도 없이 방황하며 사고만 치기 일쑤인 동생 태기(이시강)와 함께 오랫동안 갈망해온 태국 땅으로 향한다. 마약과 거리 여성들과의 환락으로 넘실대는 태국의 워킹 스트리트에서 태성과 태기는 관광객을 상대로 몸을 파는 여자 제나(이송이)를 만나고, 세 사람의 운명은 송두리째 흔들린다.도피, 방황, 섹스… 청춘의 욕망이 분출한다!",,right_only
,,,,,,,,,,,,워킹위드더데드,Walking with the Dead,스콧 도우,2016-02-04,,"전세계 좀비 열풍을 일으킨 미드 워킹데드 를 풍자한 영화가 온다!아들의 야구공에 맞아 혼수상태에 빠졌던 보안관 ‘링컨’은 홀로 병원에서 깨어나고, 그곳에서 우연히 마주친 ‘그린베이’와 ‘시카고’에게 생존자들이 살고 있다는 쇼핑몰에 합류 제안을 받지만, 가족을 찾기위해 ‘링컨’은 아들 ‘크리스’가 운영하는 클럽에 찾아간다. 그곳에서 사랑하는 아내 ’바비’와 아들을 찾게되지만, 좀비들의 공격에 아내를 잃고만다. 아들과 함께 생존자들과 합류하기 위해 쇼핑몰로 떠나는 ‘링컨’. 하지만, 안전하다고 생각했던 쇼핑몰도 좀비들의 공격에 위협을 당하자, ‘링컨’과 그의 일행은 좀비들에게 발견되지 않았다는 ‘안전한 은신처’를 찾아 떠난다.",,right_only
워호스,2014-11-22,1047.0,['메가박스중앙(주)플러스엠'],톰 모리스,Tom Morris,"['공연', '전쟁', '드라마']",warhorse,['영국'],"[('시온 다니엘 영', '앨버트 나라코트')]",159.0,전체관람가,,,,,,,,left_only
,,,,,,,,,,,,원나잇리멤버,10 Years,제이미 린든,2018-03-15,"고교시절,고교졸업,고교동창,부부,콤비","레이크 하월 고등학교 10주년 동창회를 맞아 모기지 브로커가 된 제이크, 유명 뮤지션이 된 리브스, 한 아이의 부모가 된 컬리와 사만다 부부, 여전히 장난기 넘치는 철부지 콤비인 마티와 AJ 등이 고향을 찾아온다. 10년간 서로 달라진 인생에 대해 얘기하며 웃고 떠들던 이들은 각자 나름대로 지난 추억을 회상하며 점점 과거에 젖어 든다.   동창회에서 새롭게 알게 된 서로의 마음과 진심, 우리의 동창회에 당신을 초대합니다!",,right_only
,,,,,,,,,,,,원나잇스캔들모닝애프터,The Morning After,산라 J 켈,2016-08-11,,"딱 하룻밤!원나잇 어디까지 해봤니?원 나잇 스탠드를 한 적 있나요?다음 날 아침, 도망쳤나요? 그대로 머물렀나요?외로워서, 질투 때문에, 욕망이 빠져서 훅 달려간 ‘원나잇 스탠드’다음 날 아침, 여긴 어디? 당신은 누구?줄행랑(?), 애써 당당한 척 쌩까기, 에라 모르겠다 한 번 더 모닝섹스, 어라! 여자인 내가 여자와 잤다고(?)사랑도 가능할까?‘원 나잇 스탠드’의 짜릿함과 그 다음날 아침의 더 기막힌 시츄에이션이 뒤집어진다",,right_only
원더우먼,2017-05-31,2165401.0,['워너브러더스 코리아(주)'],팻티 젠킨스,Patty Jenkins,"['액션', '어드벤처', '판타지', 'SF']",wonderwoman,['미국'],"[('갤 가돗', ''), ('로빈 라이트', ''), ('크리스 파인', ''), ('데이빗 듈리스', ''), ('코니 닐슨', ''), ('엘레나 아나야', '')]",140.0,12세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,원더우먼,,팻티 젠킨스,2017-06-02,"DC코믹스,슈퍼히어로,여성슈퍼히어로","다이애나(갤 가돗 분)는 원더우먼이 되기 전, 아마존 왕국의 공주였고 무적의 전사로 훈련받았다. 감춰진 파라다이스 같은 곳에서 자랐던 다이애나는 미국인 파일럿이 해안에 추락하면서 바깥 세상에서 벌어지고 있는 대규모 분쟁을 알게 됐다. 이에 다이애나는 자신이 그 분쟁을 멈출 수 있다는 것을 깨닫고 아마존 왕국을 떠난다. 인간들과 힘을 합쳐 싸우던 다이애나는 자신의 능력을 다시 발견하고 자신의 정체와 사명에 대해서도 깨닫게 된다.",,right_only
,,,,,,,,,,,,원더풀라이프,After Life,고레에다 히로카즈,2018-01-04,"기억,영화제작,천국,림보,사후세계","천국으로 가기 전 머무는 중간역 림보.세상을 떠난 사람들은 이곳에 7일간 머물며 인생에서 가장 소중한 기억 하나를 골라야 한다. 림보의 직원들은 그 추억을 짧은 영화로 재현해 그들을 영원으로 인도하는데…영원히 머물고픈 순간, 당신 인생엔 있습니까?",2008 낭트3대륙영화제 최우수작품상,right_only
,,,,,,,,,,,,원령,Haunted road,동지견,2015-08-12,,"설련, 훠즈, 정지엔, 허지엔, 닝멍과 두두는 고등학교 동창으로 함께 결혼식에 참석하러 가던 중 고속도로에세 사고가 난 차량을 발견하게 된다. 한 여자가 죽어가고 있었으나 그들은 그녀를 무시한 채 갈 길을 서두른다. 설련은 동창들의 차가운 행동에 회의를 느낀다. 그런데 얼마 후 그들이 타고 가던 차가 고장 나게 되고, 하는 수 없이 고속도로 위의 휴게소에서 잠시 들리기로 한다. 일행은 휴게소 곳곳을 뒤지지만 휴게소 내에는 아무도 없음을 알게 되고 그곳에 있는 술과 음식을 마음대로 먹기 시작한다. 무료해진 그들은 함께 술을 마시며 게임을 시작하는데, 두두는 자신이 어릴 적에 귀신을 본 적이 있다고 거짓말을 지어낸다. 그러나 아무도 그녀를 믿지 않고 결국은 벌칙으로 어두운 곳에 가 사진을 찍어오기 위해 휴게소 건너편의 카센터로 가게 된다. 그러나 두두는 카센터 내에 심상치 않은 기운을 느끼게 되는데...",,right_only
,,,,,,,,,,,,원밀리언킥,One Million K(l)icks,"알렉스 패드루,올리버 주어스",2016-02-18,,"돈벌이 건수를 찾던 사업가들의 눈에 띈 싸움의 고수 마이크는 언더그라운드에서 펼쳐지는 격투 토너먼트에 참가하게 된다. 인터넷에서 생중계되는 싸움들은 수많은 팬들을 열광시키며 마이크는 화제의 주인공으로 급부상한다. 예상치 못한 격전 끝에 부상을 입은 마이크는 병원에 실려 가게 된다. 우연한 계기로 스승을 얻게 된 마이크는, 보다 큰 음모가 있다는 것을 깨닫고 그의 인생에서 마지막 싸움이 될 결투를 준비한다!",,right_only
,,,,,,,,,,,,원스어폰어타임인아메리카,Once Upon a Time in America,세르지오 레오네,2015-04-09,"강간,갱스터,금주법,뉴욕,범죄조직,빈민가,삼각관계,유태인,전화벨,죽마고우,헐리우드,술","35년간 맥스,짝눈, 펫시라는 뒷골목 단짝친구들을 자신이 죽였다는 죄책감에 시달리는 누들스는  베일리 재단 이라는 곳에서 여는 파티에 초대받는다. 먼 여행을 떠나는 누들스는 어릴 적 그들과 함께 지내던 시절을 떠올린다.기억의 저편, 누들스는 순수하지만 고고한 데보라를 사랑하게 되어 화장실 나무틈새를 통해 춤을 추는 아름다운 데보라를 훔쳐본다. 술주정뱅이를 털려다 친해진 맥스와 누들스는 친구들과 함께 갱단의 밀수품을 빼돌리면서 돈을 벌며 그들의 우정을 다진다. 이들을 질투한 버그라는 놈이 쫓아와 꼬마를 죽이고 누들스는 충동적으로 버그를 살해하고 감옥에 간다. 어른이 되어 출감한 누들스는 마중나온 맥스와 친구들과 함께 밀주업을 하나, 강도와 살인을 저지르고 뒤가 구린 노조위원을 돕고 제멋대로 살아가는 이들속에서 누들스는 고민한다. 그러던 중 맥스가 연방준비은행을 털자는 제안을 해오고 제동을 걸어야겠다고 생각한 누들스는 경찰에 밀고를 한다.","LA비평가협회상(1984) : 음악상 - 엔니오 모리꼬네(Ennio Morricone)|제 38회 영국 아카데미 시상식(1985) 안소니 아스퀴스상 (엔니오 모리꼬네), 의상상 (Gabriella Pascucci) 수상",right_only
,,,,,,,,,,,,원스텝,One Step ( Wonseutep ),전재홍,2017-04-06,,눈부신 노래 찬란했던 순간 그리고 무대 위에 선 우리교통사고로 기억을 잃는 순간 ‘시현’에게 남들보다 조금 더 화려해지고 복잡한 세상이 펼쳐졌다. 잃어버린 기억의 조각을 찾기 위해 우연히 만난 천재 작곡가 ‘지일’과 함께 세상을 향해 한 걸음 나아가는데…,,right_only
,,,,,,,,,,,,원스폴른,,애쉬 애덤스,2016-11-10,,"마약 밀매와 싸움을 일삼으며 별볼일 없는 삶을 살았던 '챈스'는 5년간의 교도소 생활을 통해 평범한 삶을 살겠다고 다짐하지만, 그를 기다리고 있는 건 암담한 현실뿐이다. 여자친구 '캣'은 생면부지 아들 '어거스트'만 남긴 채 떠나버렸고, 절친한 친구 '비트'는 범죄조직에 엄청난 빚을 지고 있다는 사실을 마주하게 된다. 평범한 나날을 꿈꾸던 희망은 오래가지 못하고, ‘챈스’는 어쩔 수 없이 도박 격투와 마약 밀매를 다시 시작하기로 결심하고, 조직의 보스이자 아버지인 ‘리암’을 찾아간다. 불미스런 과거의 사건으로 종신형 복역 중인 ‘리암’은 ‘챈스’를 지키기 위해 사건의 진실을 밝히려 하는데…",2010년 라스베가스 국제 영화제 작품상,right_only
,,,,,,,,,,,,원죄적정사2014,Original Sin Sex 2014 ( Wonjoijeokjeongsa 2014 ),소팔석,2014-08-13,,가난한 대학 CC인 경환과 은숙은 여름 방학을 이용해 입주식 펜션 아르바이트에 나선다. 하지만 한 때의 즐거운 추억으로만 생각 했던 여름 아르바이트가 펜션 주인으로 인해 첫 번째 살인으로 시작된다. 마침 펜션에 놀러 온 묘령의 러시아 모델 이리나와 사기꾼 매니저 강실장 일행과 얽히면서 오해와 진실이 뒤 섞인 채 겉잡을 수 없는 무차별 살육의 피 바람으로 번지기 시작한다.  아주 평범했던 보통 사람들의 상상을 초월한 살육기  그리고 피 비릿내 속에서 솟구치는 동물적 탐욕과 질투. 그리고 파멸적 사랑이 피어난다.   난 지금 꿈을 꾸고 있는 것 같아…   비극은 생각 보다 아주 가까운 데서 사소하게 싹트기 시작한다.,,right_only
,,,,,,,,,,,,원초적본능2015,Passion Play,미츠 글레이저,2015-05-22,,,,right_only
,,,,,,,,,,,,원초적비디오테이프,Amateur,세바스티안 페릴로,2018-07-19,"몰래카메라,정사,자료실,상사부인,불륜,위험한 관계","몰래 카메라 정사장면 속 그녀를 현실에서 만난 한 남자...그 후 이어지는 충격적인 사건들과 예상치 못했던 반전!방송국 PD로 일하는 마틴은 방송국 자료실에서 영상 자료를 찾던 중 우연히 정사장면이 녹화된 몰래 카메라를 보게 된다. 얼마 후 마틴은 방송국 사장 바탈리아로부터 그의 아내 이사벨을 소개받게 되는데, 그녀는 자신이 본 몰래 카메라 속의 여성이었던 것을 알게 되고 충격에 빠진다. 시간이 흐를수록 이사벨의 매력에서 벗어나지 못하고 그녀 주변을 맴돌게 되는 마틴. 이런 마틴의 집요한 접근에 결국 이사벨은 마틴과 부적절한 관계를 가지게 되고 이후 마틴은 자신의 집에서 시체로 발견되는데...",,right_only
,,,,,,,,,,,,원컷어느친절한살인자의기록,A record of Sweet Murder,시라이시 코지,2014-09-11,"한일합작,연쇄살인범,취재,살인현장","살고 싶다면 카메라를 멈추지마!연쇄살인범의 살인현장 독점 취재.. 지금 눈 앞의 상황은 모두 현실이다! 사회고발 전문 저널리스트 소연은 연쇄살인범으로부터 자신의 살인현장을 독점취재 해달라는 전화를 받는다. 제안을 받아들이고 범인의 은신처로 향한 소연에게 연쇄살인범은 카메라를 멈출 경우 죽이겠다고 협박하고, 이내 현장은 칼부림의 아비규환으로 바뀌고 만다.이를 막으려던 소연마저 본의 아니게 살인을 저지르게 되는데..!충격적인 테잎 속 숨겨진 이야기가 재생된다!",,right_only
,,,,,,,,,,,,원트백다운,,다니엘 반즈,2013-11-14,"학교,학부모,교육,변화,개혁","우린 학교를 바꿀 겁니다, 더 나은 교육을 만들 거에요제이미는 초등학생 딸 말리아를 둔 싱글맘이다. 난독증이 있는 말리아는 글자를 잘 읽지 못해 새로 전학 간 애덤스 초등학교에서 친구들에게 놀림거리가 되지만, 학교와 교사들을 이런 아이를 도와주기는커녕 기계적으로 수업을 하고 자신의 일자리를 보장받기에 급급하다. 말리아를 전학시킬 수 없는 제이미는 말리아가 더 나은 교육을 받을 수 있도록 스스로 현재의 교육 시스템을 개혁하기로 결심한다. 자신과 같은 생각을 가진 교사 노나와 함께 학교를 바꾸기로 결심한 제이미. 애덤스를 범죄자 양성소가 아닌 진정한 학교로 바꾸기 위해, 학부모와 교사들을 설득하고 이들이 동의를 받기 위해 고군분투한다. 교원 노동조합의 끊임없는 방해와 많은 시련에도 불구하고 학부모와 선생님들의 청원서를 받아낸 두 사람은 꿈의 학교를 일으키기 위한 제안서를 교육 위원회에 제출한다. 아이들을 위한, 미래를 위한 학교를 세우고자 한 제이미와 노나의 호소는 결국 교육 위원회의 마음을 얻게 되고, 제안서 승인이라는 승리를 거머쥐게 된다.",,right_only
,,,,,,,,,,,,원펀치,(Wonpeonchi),박현수,2019-04-11,"학원물,고교생,고등학생,전학생,선도부장,일진","“원샷원킬 스타일리쉬한 액션! 한방으로 끝낸다!”전학 온 첫날, ‘신우’는 선생님도 못 건드리는 최고 권력자 선도부에 대한 당부의 말을 듣게 된다.우연히 선도부에게 삥 뜯기는 친구를 구하고 학교에서 원펀맨으로 소문이 난 ‘신우’는 한 순간에 교내 스타가 된다.하지만 자신의 친구이자 동생인 ‘규리’를 괴롭히는 것을 보고 싸움에 휘말리며 정학을 받게 된 ‘신우’,이후, 선도부 가입을 제안받으며 ‘신우’는 더욱 혼란에 빠지게 되는데..",,right_only
,,,,,,,,,,,,월드워좀비,,닉 라이언,2013-11-27,,,,right_only
,,,,,,,,,,,,월드워핵전쟁의서막,World War Four,A.K. 스트롬,2019-02-14,,대한민국에 핵전쟁이 일어난다!세계 각지에서 연쇄 군사 충돌이 발생하고 한국과 발트해의 교전은 전세계에 일촉즉발의 전운을 드리운다.미국은 도발에 대한 보복으로 북한상륙작전을 감행하는데…핵전쟁 시나리오가 실제로 가동됐다누구도 살아남을 수 없다!거대한 세계대전이 동시다발 터진다!,,right_only
,,,,,,,,,,,,월스트리트머니네버슬립스,Wall Street: Money Never Sleeps,올리버 스톤,2010-09-23,"가족애,월스트리트,탐욕,증권가","월스트리트를 배경으로 한 탐욕과 배신, 복수와 음모, 가족애를 그린 내용의 영화",,right_only
월스트리트머니네버슬립스,2010-10-21,245343.0,['이십세기폭스코리아(주)'],올리버 스톤,Oliver Stone,"['드라마', '범죄', '스릴러']",wallstreet2moneyneversleeps,['미국'],"[('샤이아 라보프', '제이콥 무어'), ('마이클 더글라스', '고든 게코'), ('캐리 멀리건', '위니 게코'), ('수잔 서랜든', '실비아 무어'), ('찰리 쉰', '버드 폭스')]",133.0,12세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,월스트리트분노의복수,Assault On Wall Street,우베 볼,2014-05-15,,"돈이 곧 법인 세상,탐욕을 벌하라!사랑하는 아내 로지(에린 카프럭)의 병을 고치기 위해 초과근무도 마다하지 않는 현금수송차 안전요원 짐(도미닉 퍼셀). 그러나 점차 늘어나는 병원비를 대기 위해 묻어뒀던 펀드를 확인한 짐은 충격적인 소식을 듣는다. 바로 증권사의 잘못된 투자로 전 재산을 잃어버리게 된 것. 설상가상으로 두 배로 치솟은 이자로 인해 돈을 갚지 못하게 되자 은행에 집을 빼앗기게 되고, 증권회사의 파산으로 소송을 걸 상대조차 없어져버린다. 게다가 회사는 업무의 성격상 재정 문제가 있는 짐을 해고한다. 한편, 로지는 사랑하는 짐이 자신으로 인해 곤경에 처한 모습을 보며 괴로워하다 자살을 선택하고 마는데… 잃어버린 소박한 삶, 책임을 지지 않는 이들에게 정의의 심판을 내리다!",,right_only
월터의상상은현실이된다,2013-12-31,941672.0,"['글뫼 주식회사', '이십세기폭스코리아(주)']",벤 스틸러,Ben Stiller,"['어드벤처', '코미디', '드라마']",thesecretlifeofwaltermitty,['미국'],"[('벤 스틸러', ''), ('크리스틴 위그', ''), ('숀 펜', ''), ('셜리 맥클레인', ''), ('존 골드윈', '제작'), ('벤 스틸러', '제작'), ('사무엘 골드윈 주니어', '제작'), ('스튜어트 콘펠드', '제작'), ('스튜어트 드라이버그', '촬영'), ('스티브 콘래드', '시나리오(각본)'), ('G. 맥 브라운', '기획'), ('리차드 베인', '기획')]",114.0,12세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,월터의상상은현실이된다,The Secret Life of Walter Mitty,벤 스틸러,2017-12-27,"구조조정,그린란드,상상,소설원작,스케이트보드,아이슬란드,아프가니스탄,잡지,잡지사,현실,미스터리,소심남,잡지에디터,미국소설원작,단편소설원작,낯선나라에서","해본 것 없음, 가본 곳 없음, 특별한 일 없음! 아직도 상상만 하고 계신가요? 자신의 꿈은 접어둔 채 16년째 ‘라이프’ 잡지사에서 포토 에디터로 일하고 있는 월터 미티.  해본 것도, 가본 곳도, 특별한 일도 없는 월터의 유일한 취미는 바로 상상!  상상 속에서만큼은 ‘본 시리즈’보다 용감한 히어로, ‘벤자민 버튼’보다 로맨틱한 사랑의 주인공이 된다.  어느 날, ‘라이프’지의 폐간을 앞두고 전설의 사진작가가 보내 온 표지 사진이 사라지는 일이 벌어진다.  당장 사진을 찾아오지 못할 경우 직장에서 쫓겨날 위기에 처하게 된 월터는  사라진 사진의 미스터리를 풀기 위해 연락조자 닿지 않는 사진작가를 찾아 떠나는데…  지구 반대편 여행하기, 바다 한 가운데 헬기에서 뛰어내리기, 폭발직전 화산으로 돌진하기 등  한 번도 뉴욕을 벗어나 본 적 없는 월터는 전혀 예상치 못한 곳에서  상상과는 비교도 안 되는 수 많은 어드벤처를 겪으면서 생애 최고의 순간을 맞이하게 되는데…  당신이 망설이고 있는 그 순간, 월터의 상상은 현실이 된다!",,right_only
,,,,,,,,,,,,월하,Wol-ha : Very bad moon rising (Wol-ha),오인천,2017-12-20,,"월하의 공동묘지가 다시 깨어나다!미스터리한 국제수집가로부터 거액의 의뢰를 받고 ‘기생월향지묘’ 비석을 찾아 떠나는 일행. 주어진 좌표도 있고, 장소로 안내해 줄 안내자도 섭외 되어 있어 일은 순조로워 보인다. 다만, 모든 과정을 편집 없이 영상으로 남길 것, 그리고 그 모든 과정을 감시할 감시역과 항상 동행해야 하는 것이 강력한 계약조건으로 주어진다. 그러나, 안내자는 비석이 있는 곳으로 안내하지 않고 알 수 없는 말과 함께 기괴한 춤을 추며 홀연히 사라져버리는데... 핸드폰도 터지지 않는 깊은 숲속에서 길을 잃고 무언가에 홀린 듯 점점 히스테리컬 하게 변해가는 일행.. 단지 카메라만이 이해할 수 없는 모든 상황을 고스란히 담고 있다...  과연 카메라에 남겨진 영상이 말하고자 하는 메시지는 무엇일까?! 억울하게 죽음을 맞이한 기생 ‘월향’의 한풀이 일까?! 과연 그들은 ‘기생월향지묘’ 비석을 찾아 무사히 계약을 이행 할 수 있을 것인가?!",,right_only
,,,,,,,,,,,,월하미인2슬픈정사,,키타가와 아츠야,2011-09-29,"작가,야망,손자,아내","서른살인 후미코는 자신보다 두 배 넘게 나이가 많은 남자 슈이치로와 결혼하여 살고 있다.  사람들은 후미코의 결혼생활이 작가로서 명망이 높은 슈이치로의 재산을 노린 것이라고 수근대지만 소문과는 달리 후미코는 진심으로 그를 사랑하고 있다. 그러던 어느 날, 그녀의 남편 슈이치로가 갑작스레 쓰러지게 되면서 그녀는 몸과 마음에 변화를 서서히 겪기 시작한다. 슈이치로가 쓰러진 이후, 작가로서의 큰 야망을 가진 남자 히토시와 슈이치로의 손자인 야스타카가 후미코의 곁을 지키고 있다. 그들과 슈이치로는 아직도 한참은 젊은 자신의 아내가 불구자 남편과 생활해야 함에 동정심과 미안함을 느끼게 되고, 세 남자의 염원은 후미코의 몸과 마음을 덥히게 된다. 그러자 그녀의 몸이 마치 달밤의 꽃처럼 활짝 열리게 되는데..",,right_only
,,,,,,,,,,,,웨딩스캔들,Wedding Scandle (Weding Seukaendeul),신동엽,2012-08-30,"백수,위장결혼,증명,동영상","누구시더라… 아뿔싸! 나도 잊고 있었던 결혼!호적만이 유일한 스펙인 백수청년 기석(김민준) 앞에 어느 날, 정은(곽지민)이 찾아온다. 다짜고짜 자신의 쌍둥이 언니 소은(곽지민)과의 결혼 사실을 묻는 그녀. 황당하게 쳐다보는 기석 앞에 정은은 어색하게 웃고 있는 두 사람의 사진을 보여주고 기석은 몇 년 전 자신의 호적을 빌려주고 결혼한 여자가 있었다는 걸 기억해낸다!  결혼은 언니랑, 연애는 동생이랑?!  부부 사이를 증명해내야 하는 발칙한 결혼작전이 시작된다!  위장결혼으로 붙잡혀있는 언니를 위해 ‘부부 증명자료’를 제출해야 하는 정은은 기석을 반강제로 설득해 자신이 언니인척 ‘부부’로 연기해보지만 증거가 되기에는 턱없이 부족하다. 바로 그때! 사랑하는 부부 사이임을 증명하는 영상을 찍자고 제안하는 정은. 나름 처제와 형부 사이라며 질색하던 기석도 단칼에 끝내자는 생각에 어영부영 응하게 된다. 확실한 증거를 위해 은밀한 S동영상까지 찍게 된 두 사람. 하지만 마음가짐과는 달리 촬영은 점점 난항을 겪게 되는데…",,right_only
