영화명,개봉일,키워드,수상내역,순번,감독,제작사,수입사,배급사,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,API구분
버닝,2018-05-17,"해외영화제수상작,칸영화제,일본소설원작,무라카미 하루키,소설가지망생,대마초,위대한개츠비,아프리카,동창생,삼각관계,남산타워,고양이,비닐하우스,전리품","전미비평가협회상(2019) : 남우조연상 - 스티븐 연|LA비평가협회상(2018) : 외국어영화상 - 이창동|LA비평가협회상(2018) : 남우조연상 - 스티븐 연|부산영화평론가협회상(2018) : 기술상 - 홍경표|백상예술대상(2019) : 영화 예술상 - 홍경표|칸국제영화제(2018) : 벌칸상 - 이창동, 신점희|칸국제영화제(2018) : 국제비평가협회상 - 이창동|대종상 영화제(2018) : 최우수작품상 - 이창동|한국영화평론가협회상 (영평상)(2018) : 국제비평가연맹 한국본부상 - 이창동|한국영화평론가협회상 (영평상)(2018) : 영평 11선 -|한국영화평론가협회상 (영평상)(2018) : 촬영상 - 홍경표|시네마테크KOFA가 주목한 한국영화(2019) : 선정작 - 이창동|부일영화상(2018) : 최우수 감독상 - 이창동|부일영화상(2018) : 음악상 - 모그|올해의 영화상(2019) : 감독상 - 이창동|신필름예술영화제(2018) : 신상옥감독상 - 이창동|2018 로스엔젤레스 영화비평가협회 최우수 외국어영화상/남우조연상 수상  2018 토론토 영화비평가협회 외국어영화상/남우조연상 수상",649.0,이창동,"파인하우스필름(주),나우필름(주)",,CGV아트하우스,개봉영화,장편,한국,739,"4,714,345,098","528,153","1,765,445,398","194,098",미스터리,청소년관람불가,일반영화,both
트립 투 스페인,2018-05-17,"여행,로드무비,먹방,시리즈,버디무비",,2452.0,마이클 윈터바텀,,찬란,아이 엠,개봉영화,장편,영국,60,"91,615,317","11,596","56,662,317","6,880",코미디,15세이상관람가,독립/예술영화,both
아웃도어 비긴즈,2018-05-21,"청부살인,청부살인업자,가면,커플",,6547.0,임진승,노센스필름,,윤스,개봉영화,장편,한국,5,"170,000",44,"28,000",14,코미디,청소년관람불가,독립/예술영화,both
독전,2018-05-22,"마약,마피아,카르텔,프락치,국제범죄조직,두기봉,홍콩영화리메이크,마약과의전쟁",백상예술대상(2019) : 영화 남자조연상 - 김주혁|청룡영화상(2018) : 음악상 - 달파란|청룡영화상(2018) : 남우조연상 - 김주혁|대종상 영화제(2018) : 남우조연상 - 김주혁|대종상 영화제(2018) : 여우조연상 - 진서연|올해의 영화상(2019) : 여우조연상 - 진서연|한국영화제작가협회상(2018) : 음악상 - 달파란|한국영화제작가협회상(2018) : 편집상 - 양진모|한국영화제작가협회상(2018) : 여우조연상 - 진서연,78.0,이해영,(주)용필름,,(주)넥스트엔터테인먼트월드(NEW),개봉영화,장편,한국,"1,357","43,484,892,913","5,063,620","10,658,158,413","1,201,461",범죄,15세이상관람가,일반영화,both
다이빙벨 그후,2018-05-24,"세월호참사,박근혜정부,다이빙벨,부산국제영화제,탄압,블랙리스트,부패한 정권,문화예술계탄압",,3430.0,이상호,(주)씨네포트,,(주)씨네포트,개봉영화,장편,한국,48,"23,524,000","2,981","11,889,000","1,347",다큐멘터리,12세이상관람가,독립/예술영화,both
바라나시,2018-05-24,"죽음,죽음준비,수행,구원,아버지와아들",2018 브졸국제아시아영화제 비평가상,3145.0,슈브하시슈 부티아니,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,개봉영화,장편,인도,14,"31,894,100","4,522","20,326,700","2,623",코미디,전체관람가,독립/예술영화,both
서산개척단,2018-05-24,"1960년대,강제동원,인권유린,인권침해,강제노역,강제노동,박정희대통령,서산개척단,대한청소년개척단,국가폭력",전주국제영화제(2018) : 다큐멘터리상(진모터스 후원) - 이조훈,3016.0,"이조훈,정승현",(주)훈프로,,(주)인디플러그,개봉영화,장편,한국,52,"43,554,100","5,260","24,398,400","2,724",다큐멘터리,12세이상관람가,독립/예술영화,both
열대야,2018-05-24,"군대폭행,동성애자,퀴어무비,가족의죽음,시한부,태국,한국태국합작영화",서울프라이드영화제(2017) : 핑크머니상 - 김헌|서울 프라이드영화제 7회(2017년) 핑크머니상(김헌) 수상,7412.0,김헌,이상우 필름,,이상우 필름,개봉영화,장편,한국,1,"35,000",5,0,0,드라마,15세이상관람가,독립/예술영화,both
영혼의 순례길,2018-05-24,"티베트,성지순례,순례자,정화,오체투지,삼보일배,고난,고행길,고행,불교",,3771.0,장양,,"(주)제이브로,(주)콘텐츠게이트",(주)영화사오원,개봉영화,장편,중국,17,"14,559,200","1,859","9,673,800","1,193",드라마,전체관람가,독립/예술영화,both
오목소녀,2018-05-24,"바둑,신동,오목,전국대회",,4114.0,백승화,㈜인디스토리,,㈜인디스토리,개봉영화,장편,한국,17,"8,559,800","1,263","5,019,300",651,드라마,전체관람가,독립/예술영화,both
케이크메이커,2018-05-24,"동성애,퀴어무비,성정체성,옛애인,옛연인,친구의아내,케이크",,2433.0,오피르 라울 그라이저,,알토미디어(주),알토미디어(주),개봉영화,장편,독일,65,"96,832,400","11,876","62,257,600","7,108",드라마,15세이상관람가,독립/예술영화,both
한 솔로: 스타워즈 스토리,2018-05-24,"파일럿,임무,미션,스타워즈,스핀오프,번외편,우주전쟁,우주배경",,991.0,론 하워드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,개봉영화,장편,미국,569,"1,964,276,778","213,980","778,382,478","79,048",액션,12세이상관람가,일반영화,both
꼬마영웅 바비,2018-05-30,"동물캐릭터,동물용사,고슴도치,3D애니메이션",,2141.0,지안밍 후앙,,(주)나우콘텐츠,와이드 릴리즈(주),개봉영화,장편,중국,317,"138,398,000","18,509","23,082,300","2,704",애니메이션,전체관람가,일반영화,both
데자뷰,2018-05-30,"교통사고,환각,반전영화,살인조작,뺑소니,복수극",,1627.0,고경민,"(주)스톰픽쳐스코리아,(주)원픽쳐스",,씨네그루(주)키다리이엔티,개봉영화,장편,한국,536,"360,833,100","48,279","78,964,200","10,074",미스터리,15세이상관람가,일반영화,both
"세라비, 이것이 인생!",2018-05-30,"웨딩,웨딩플래너,결혼식",,2015.0,"올리비에르 나카체,에릭 토레다노",,(주)엔케이컨텐츠,(주)디스테이션,개봉영화,장편,프랑스,145,"185,457,800","23,193","106,460,900","13,211",코미디,전체관람가,독립/예술영화,both
"스탠바이, 웬디",2018-05-30,"자폐증,여성장애인,스타트렉,시나리오작가,시나리오공모당선작,특별한여정",,1634.0,벤 루윈,,판씨네마(주),판씨네마(주),개봉영화,장편,미국,345,"373,587,080","47,223","156,447,780","19,000",드라마,전체관람가,독립/예술영화,both
홈,2018-05-30,"가족,대안가족,아역배우",,2690.0,김종우,"(주)아토,큐브이미지웍스",,(주)리틀빅픽쳐스,개봉영화,장편,한국,123,"59,594,222","8,243","19,591,200","2,394",가족,전체관람가,독립/예술영화,both
극장판 페어리 테일: 드래곤 크라이,2018-05-31,,,3007.0,미나미카와 타츠마,,씨제이이앤엠(주),씨제이이앤엠(주),개봉영화,장편,일본,97,"44,098,400","5,295","12,094,300","1,290",애니메이션,12세이상관람가,일반영화,both
디트로이트,2018-05-31,"흑인폭동,실화바탕,실화바탕,흑인인권,인종차별,디트로이트",,2027.0,캐서린 비글로우,,그린나래미디어(주),그린나래미디어(주),개봉영화,장편,미국,108,"194,693,700","22,770","97,893,700","11,047",스릴러,15세이상관람가,독립/예술영화,both
정글,2018-05-31,,,3416.0,그렉 맥린,,㈜코리아스크린,㈜코리아스크린,개봉영화,장편,호주,45,"24,788,300","3,043","6,257,700",772,액션,15세이상관람가,독립/예술영화,both
참외향기,2018-05-31,"이장선거,농촌총각,정치풍자,정치풍자극,휴먼드라마,지방선거",,4869.0,김우석,(주)더블에스,,(주)영화사 그램,개봉영화,장편,한국,4,"2,895,200",384,"749,600",77,드라마,전체관람가,독립/예술영화,both
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,2018-06-06,"피카츄,지우,포켓몬,포켓몬스터",,1043.0,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,개봉영화,장편,일본,588,"1,394,555,400","183,421","222,643,100","27,844",애니메이션,전체관람가,독립/예술영화,both
벅스 프렌즈,2018-06-06,"곤충캐릭터,3D애니메이션,무당벌레,중국애니메이션",,1770.0,딩 스,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,개봉영화,장편,중국,262,"278,391,600","36,308","50,122,200","6,065",애니메이션,전체관람가,독립/예술영화,both
아이 필 프리티,2018-06-06,"코미디언,비만녀,착시현상,자신감,삶의변화,외모지상주의,변신",,936.0,아비 콘,,(주)퍼스트런,(주)홈초이스,개봉영화,장편,미국,213,"2,125,902,300","240,148","908,668,400","100,403",코미디,15세이상관람가,일반영화,both
쥬라기 월드: 폴른 킹덤,2018-06-06,"스필버그,공룡,쥬라기공원,스핀오프,괴수영화,속편,환경보호",,57.0,후안 안토니오 바요나,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),개봉영화,장편,미국,"1,972","49,770,711,037","5,661,128","12,526,470,537","1,342,621",액션,12세이상관람가,일반영화,both
호비와 매직 아일랜드,2018-06-06,"동물용사,동물캐릭터,호랑이,마법,TV애니메이션원작",,2243.0,"카와마타 히로시,히로 타카시마",,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,개봉영화,장편,일본,114,"114,264,000","15,942","23,334,000","3,058",애니메이션,전체관람가,일반영화,both
밤쉘,2018-06-07,"할리우드,헐리우드,1940년대,여배우,발명가,스캔들,와이파이,실존인물,아이콘",,2498.0,알렉산드라 딘,,(주)아이아스플러스,(주)영화사 그램,개봉영화,장편,미국,36,"83,823,330","10,907","55,054,830","6,710",다큐멘터리,15세이상관람가,독립/예술영화,both
유전,2018-06-07,"조상,유전,저주,굴레,선댄스영화제,유령",,1057.0,아리 애스터,,찬란,(주)팝엔터테인먼트,개봉영화,장편,미국,422,"1,560,899,725","177,145","545,540,325","59,471",공포(호러),15세이상관람가,일반영화,both
오션스8,2018-06-13,"패션쇼,갈라쇼,다이아몬드,다이아목걸이,케이퍼무비,계획범죄,걸크러쉬,여성범죄단",,385.0,게리 로스,,워너브러더스 코리아(주),워너브러더스 코리아(주),개봉영화,장편,미국,837,"11,694,325,266","1,335,181","4,461,638,766","496,738",액션,12세이상관람가,일반영화,both
탐정: 리턴즈,2018-06-13,"사립탐정,탐정극,탐정사무소,미제사건,콤비,버디무비",제천국제음악영화제(2018) : JIMFF RISING STAR - 손담비,152.0,이언희,(주)크리픽쳐스,,씨제이이앤엠(주),개봉영화,장편,한국,"1,041","26,865,721,678","3,148,038","5,989,673,378","680,077",코미디,15세이상관람가,일반영화,both
라 멜로디,2018-06-14,"매너리즘,수제자,청출어람,영감,음악가,바이올리니스트,교향악단,음악영화",,3349.0,라시드 하미,,위드 라이언 픽쳐스,(주)디스테이션,개봉영화,장편,프랑스,39,"25,241,500","3,365","14,145,400","1,750",코미디,전체관람가,독립/예술영화,both
류이치 사카모토: 코다,2018-06-14,"예술가,음악인,영화음악,마지막황제,이냐리투,암투병",,2333.0,스티븐 쉬블,,주식회사 씨네룩스,주식회사 씨네룩스,개봉영화,장편,일본,49,"116,333,100","13,709","88,953,400","10,230",다큐멘터리,전체관람가,독립/예술영화,both
바르다가 사랑한 얼굴들,2018-06-14,"누벨바그,거장,감독,영화감독,원로감독,로드다큐,사진작가,프랑스,카이에 뒤 시네마,일상의기록,삶의일상","전미비평가협회상(2018) : 다큐멘터리상 - 아녜스 바르다|뉴욕비평가협회상(2017) : 논픽션상 - 아네스 바르다, 제이알|LA비평가협회상(2017) : 다큐멘터리상 - 아네스 바르다, 제이알|토론토국제영화제(2017) : 다큐멘터리 관객상 - 아네스 바르다, 제이알",1861.0,"아녜스 바르다,제이알",,(주)영화사 진진,(주)영화사 진진,개봉영화,장편,프랑스,53,"245,996,534","30,392","185,080,134","21,833",다큐멘터리,전체관람가,독립/예술영화,both
프레데터 2018,2018-06-19,"괴생물체,괴물,용병,사투,외계생명체",,7667.0,니콜라스 메짜나토,,(주)케이알씨지,(주)케이알씨지,개봉영화,장편,미국,1,"2,000",2,"1,000",1,액션,15세이상관람가,일반영화,both
여중생A,2018-06-20,"웹툰원작,여중생,사춘기소녀,히키코모리,은둔형외톨이,성장영화",,1294.0,이경섭,"(주)영화사울림,네이버웹툰 주식회사",,롯데컬처웍스(주)롯데엔터테인먼트,개봉영화,장편,한국,479,"811,686,000","97,849","304,755,500","33,816",드라마,12세이상관람가,일반영화,both
향단이 나르샤 감독판,2018-06-20,"춘향전,패러디,우라까이",,5116.0,이동현,(주)케이알씨지,,(주)케이알씨지,개봉영화,장편,한국,20,"1,183,000",244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화,both
개들의 섬,2018-06-21,"동물의인화,동물캐릭터,미장센,3D애니메이션,가상미래",베를린국제영화제(2018) : 은곰상:감독상 - 웨스 앤더슨,1826.0,웨스 앤더슨,,이십세기폭스코리아(주),이십세기폭스코리아(주),개봉영화,장편,미국,121,"284,739,300","32,789","191,546,000","21,688",코미디,12세이상관람가,일반영화,both
더 펜션,2018-06-21,"옴니버스영화,펜션,각양각색,저마다의사연",,3355.0,"류장하,양종현,윤창모,정허덕재","(주)조이래빗,(주)제이콘컴퍼니",,(주)영화사오원,개봉영화,장편,한국,90,"30,492,000","3,340","18,339,500","1,879",드라마,15세이상관람가,독립/예술영화,both
미드나잇 선,2018-06-21,"희귀병,색소성건피증,야행성,버스킹,청춘로맨스,수영선수",,833.0,스콧 스피어,,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,개봉영화,장편,미국,472,"2,679,300,500","326,086","960,276,400","114,250",멜로/로맨스,12세이상관람가,독립/예술영화,both
식물도감,2018-06-21,"힐링,요리,유기농,운명적사랑,베스트셀러원작,우연한만남",,3668.0,미키 코이치로,,(주)미디어캐슬,(주)라이크 콘텐츠,개봉영화,장편,일본,48,"17,304,100","2,085","12,178,400","1,433",멜로/로맨스,12세이상관람가,독립/예술영화,both
아이 캔 온리 이매진,2018-06-21,"실화바탕바탕,실화바탕바탕,자전적실화바탕,실존인물,음악가,명곡,탄생비화,전설적인물,밴드",,2050.0,"앤드류 어윈,존 어윈",,(주)티앤엘엔터테인먼트,"(주)영화사 그램,TCO(주)더콘텐츠온",개봉영화,장편,미국,156,"181,653,600","21,978","70,712,300","8,605",드라마,12세이상관람가,독립/예술영화,both
아직 끝나지 않았다,2018-06-21,"양육권,이혼가정,폭력남편,가정폭력","베니스국제영화제(2017) : 미래의 사자상 - 자비에르 르그랑|베니스국제영화제(2017) : 은사자상 - 자비에르 르그랑|제 13회 취리히 영화제 특별언급 (자비에 르그랑) 수상  제44회 세자르 영화제 작품상, 여우주연상, 각본상, 편집상 수상",2402.0,자비에 르그랑,,판씨네마(주),판씨네마(주),개봉영화,장편,프랑스,70,"101,744,100","12,433","65,575,700","7,651",드라마,15세이상관람가,독립/예술영화,both
