TITLE,DIRECTOR,OPEN_DT,OPEN_YEAR,OPEN_MONTH,OPEN_DAY,OPEN_WEEKDAY,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,GENRE_NM,SP_LANG,WATCH_GRADE_NM,ACTOR1,ACTOR2,BUDGET,SERIES,AWARDS,NAVER_CMT_NN,NAVER_PRE_EVAL,NAVER_PRE_EVAL_MUL,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
언터처블: 1%의 우정,에릭 토레다노/올리비에르 나카체,2012-03-22,2012,3,22,3,1,12,112.0,프랑스,(주)넥스트엔터테인먼트월드(NEW),드라마/코미디,en/fr,12세이상관람가,프랑수아 클뤼제,오마 사이,13000000.0,0.0,1,209.0,9.51,1987.59,0.0,0.0,1719772
평양성,이준익,2011-01-27,2011,1,27,3,1,4,117.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마/전쟁/코미디,ko,12세이상관람가,정진영,이문식,,0.0,1,209.0,8.18,1709.62,0.0,0.0,1717566
샌 안드레아스,브래드 페이튼,2015-06-03,2015,6,3,2,2,23,114.0,미국,워너브러더스 코리아(주),드라마/스릴러/액션,en,12세이상관람가,드웨인 존슨,알렉산드리아 다다리오,110000000.0,0.0,0,266.0,8.84,2351.44,3676.0,0.0,1714071
파파로티,윤종찬,2013-03-14,2013,3,14,3,1,11,127.0,한국,(주)쇼박스,드라마,ko,15세이상관람가,한석규,이제훈,,0.0,0,681.0,9.28,6319.6799999999985,0.0,0.0,1713891
쥬만지: 새로운 세계,제이크 캐스단,2018-01-03,2018,1,3,2,1,1,118.0,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션/어드벤처,,12세이상관람가,드웨인 존슨,잭 블랙,,0.0,0,179.0,8.36,1496.4399999999994,3970.0,0.0,1708672
쎄시봉,김현석,2015-02-05,2015,2,5,3,1,6,122.0,한국,씨제이이앤엠(주),드라마/로맨스/멜로/코미디,ko,15세이상관람가,김윤석,정우,,0.0,0,7967.0,2.95,23502.65,12076.0,0.0,1707487
토르: 천둥의 신,케네스 브래너,2011-04-28,2011,4,28,3,2,17,130.0,미국,씨제이이앤엠(주),액션/어드벤처/판타지,en,12세이상관람가,스텔란 스카스가드,스튜어트 타운젠드,150000000.0,1.0,0,231.0,8.82,2037.42,0.0,0.0,1694529
콩: 스컬 아일랜드,조던 복트-로버츠,2017-03-08,2017,3,8,2,1,10,118.0,미국,워너브러더스 코리아(주),액션/어드벤처/판타지,en,12세이상관람가,톰 히들스턴,브리 라슨,185000000.0,0.0,0,704.0,8.44,5941.7599999999975,2936.0,0.0,1685933
피끓는 청춘,이연우,2014-01-22,2014,1,22,2,1,4,121.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마/로맨스/멜로/코미디,ko,15세이상관람가,박보영,이종석,,0.0,0,1284.0,9.39,12056.76,0.0,0.0,1676040
23 아이덴티티,M. 나이트 샤말란,2017-02-22,2017,2,22,2,1,8,117.0,미국,유니버설픽쳐스인터내셔널 코리아(유),스릴러,en,15세이상관람가,제임스 맥어보이,안야 테일러 조이,9000000.0,0.0,0,169.0,8.64,1460.16,3751.0,1.0,1675798
PMC: 더 벙커,김병우,2018-12-26,2018,12,26,2,4,52,124.0,한국,씨제이이앤엠(주),액션,en/ko,15세이상관람가,하정우,이선균,,0.0,0,196.0,7.61,1491.5600000000006,1598.0,0.0,1671548
마다가스카의 펭귄,사이몬 J.스미스/에릭 다넬,2014-12-31,2014,12,31,2,4,1,91.0,미국,씨제이이앤엠(주),가족/애니메이션/어드벤처/코미디,en,전체관람가,베네딕트 컴버배치,존 말코비치,132000000.0,0.0,0,188.0,9.63,1810.44,4594.0,0.0,1661230
아이스 에이지 4: 대륙 이동설,마이크 트메이어/스티브 마티노,2012-07-25,2012,7,25,2,3,30,92.0,미국,이십세기폭스코리아(주),가족/애니메이션/어드벤처/코미디,en,전체관람가,존 레귀자모,레이 로마노,95000000.0,1.0,0,171.0,9.63,1646.7300000000002,0.0,0.0,1648070
공모자들,김홍선,2012-08-29,2012,8,29,2,3,35,111.0,한국,씨너스엔터테인먼트(주)/타임스토리그룹(주),범죄/스릴러,ko,청소년관람불가,임창정,최다니엘,,0.0,1,113.0,9.59,1083.67,0.0,0.0,1646142
그대를 사랑합니다,추창민,2011-02-17,2011,2,17,3,1,7,118.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,ko,15세이상관람가,이순재,윤소정,,0.0,1,579.0,9.62,5569.98,0.0,1.0,1640351
임금님의 사건수첩,문현성,2017-04-26,2017,4,26,2,2,17,114.0,한국,씨제이이앤엠(주),액션/어드벤처/코미디,ko,12세이상관람가,이선균,안재홍,8540000.0,0.0,0,575.0,8.63,4962.25,3320.0,1.0,1634403
마다가스카3 : 이번엔 서커스다!,에릭 다넬/콘래드 베논/톰 맥그라스,2012-06-06,2012,6,6,2,2,23,93.0,미국,씨제이이앤엠(주),애니메이션/어드벤처/코미디,en/es,전체관람가,벤 스틸러,크리스 록,145000000.0,1.0,0,153.0,9.05,1384.65,0.0,0.0,1626704
블랙 스완,대런 아로노프스키,2011-02-24,2011,2,24,3,1,8,108.0,미국,이십세기폭스코리아(주),드라마/스릴러,en/fr/it,청소년관람불가,나탈리 포트만,뱅상 카셀,13000000.0,0.0,1,218.0,9.31,2029.58,0.0,0.0,1623199
분노의 질주: 언리미티드,저스틴 린,2011-04-20,2011,4,20,2,2,16,130.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마/범죄/스릴러/액션,en/es/it/pt,15세이상관람가,드웨인 존슨,폴 워커,125000000.0,1.0,0,126.0,9.46,1191.96,0.0,0.0,1621973
우아한 거짓말,이한,2014-03-13,2014,3,13,3,1,11,117.0,한국,CGV아트하우스,드라마,ko,12세이상관람가,김희애,고아성,,0.0,1,544.0,9.58,5211.52,163.0,1.0,1613392
하울링,유하,2012-02-16,2012,2,16,3,1,7,114.0,한국,씨제이이앤엠(주),드라마/범죄,ko,15세이상관람가,송강호,이여진,,0.0,0,243.0,8.74,2123.82,0.0,1.0,1612554
두근두근 내 인생,이재용,2014-09-03,2014,9,3,2,3,36,117.0,한국,씨제이이앤엠(주),드라마,ko,12세이상관람가,송혜교,김승욱,,0.0,0,3143.0,5.62,17663.66,15718.0,1.0,1611519
스타트렉 다크니스,J.J. 에이브럼스,2013-05-30,2013,5,30,3,2,22,131.0,미국,씨제이이앤엠(주),SF/액션/어드벤처,en,12세이상관람가,크리스 파인,칼 어번,190000000.0,1.0,0,645.0,9.42,6075.9,0.0,0.0,1605271
창궐,김성훈,2018-10-25,2018,10,25,3,4,43,121.0,한국,(주)넥스트엔터테인먼트월드(NEW),사극/액션,ko,15세이상관람가,현빈,장동건,,0.0,0,263.0,7.84,2061.92,1631.0,0.0,1599290
로빈 후드,리들리 스콧,2010-05-13,2010,5,13,3,2,19,140.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마/사극/액션,en/fr/uk,15세이상관람가,러셀 크로우,케이트 블란쳇,200000000.0,0.0,0,99.0,9.06,896.94,0.0,0.0,1596574
더 폰,김봉주,2015-10-22,2015,10,22,3,4,43,114.0,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러/액션,en/ko,15세이상관람가,손현주,엄지원,,0.0,1,522.0,9.25,4828.5,5205.0,0.0,1593694
성난황소,김민호,2018-11-22,2018,11,22,3,4,47,115.0,한국,(주)쇼박스,범죄/액션,ko,15세이상관람가,마동석,송지효,,0.0,0,231.0,6.26,1446.06,476.0,0.0,1593386
300: 제국의 부활,노암 머로,2014-03-06,2014,3,6,3,1,10,102.0,미국,워너브러더스 코리아(주),드라마/액션/전쟁,en,청소년관람불가,레나 헤디,에바 그린,110000000.0,1.0,0,278.0,8.47,2354.6600000000008,0.0,0.0,1593116
라이프 오브 파이,이안,2013-01-01,2013,1,1,1,1,1,126.0,미국,이십세기폭스코리아(주)/주식회사 해리슨앤컴퍼니,드라마/어드벤처,en/fr/hi/ja/ta/zh,전체관람가,수라즈 샤르마,이르판 칸,120000000.0,0.0,1,257.0,9.19,2361.83,0.0,1.0,1588373
무적자,송해성,2010-09-16,2010,9,16,3,3,37,124.0,일본/태국/한국/홍콩,씨제이엔터테인먼트,드라마/액션,ko,15세이상관람가,주진모,송승헌,8700000.0,0.0,0,353.0,7.54,2661.62,0.0,0.0,1571432
위플래쉬,데이미언 셔젤,2015-03-12,2015,3,12,3,1,11,106.0,미국,(주)쇼박스,드라마,en,15세이상관람가,마일즈 텔러,J.K. 시몬스,3300000.0,0.0,1,828.0,9.38,7766.64,3127.0,0.0,1561815
범블비,트래비스 나이트,2018-12-25,2018,12,25,1,4,52,113.0,미국,롯데컬처웍스(주)롯데엔터테인먼트,SF/액션/어드벤처,en,12세이상관람가,헤일리 스테인펠드,파멜라 애들론,135000000.0,0.0,0,171.0,7.78,1330.38,740.0,0.0,1561643
용의자X,방은진,2012-10-18,2012,10,18,3,4,42,119.0,한국,씨제이이앤엠(주),미스터리,ko,15세이상관람가,류승범,이요원,,0.0,0,196.0,9.93,1946.28,0.0,0.0,1552055
도어락,이권,2018-12-05,2018,12,5,2,4,49,102.0,한국,메가박스중앙(주)플러스엠,드라마/스릴러,ko,15세이상관람가,공효진,김예원,,0.0,0,188.0,8.59,1614.92,383.0,0.0,1545442
오블리비언,조셉 코신스키,2013-04-11,2013,4,11,3,2,15,124.0,미국,유니버설픽쳐스인터내셔널 코리아(유),SF/액션,en,15세이상관람가,톰 크루즈,모건 프리먼,120000000.0,0.0,0,445.0,9.3,4138.5,0.0,0.0,1515356
몬스터 호텔 2,젠디 타타코브스키,2015-12-24,2015,12,24,3,4,52,89.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,en,전체관람가,아담 샌들러,셀레나 고메즈,80000000.0,1.0,0,449.0,9.44,4238.56,4342.0,0.0,1515104
엑소더스: 신들과 왕들,리들리 스콧,2014-12-03,2014,12,3,2,4,49,153.0,미국/스페인/영국,이십세기폭스코리아(주),드라마,en,12세이상관람가,크리스찬 베일,조엘 에저튼,140000000.0,0.0,0,320.0,9.04,2892.8,4163.0,0.0,1511145
퍼펙트 게임,박희곤,2011-12-21,2011,12,21,2,4,51,127.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,ko,12세이상관람가,조승우,양동근,,0.0,0,497.0,9.43,4686.71,0.0,0.0,1507084
드래곤 길들이기 3,딘 데블로이스,2019-01-30,2019,1,30,2,1,5,104.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,en,전체관람가,제이 바루첼,아메리카 페레라,129000000.0,1.0,0,311.0,9.79,3044.69,3911.0,0.0,1506928
리틀 포레스트,임순례,2018-02-28,2018,2,28,2,1,9,103.0,한국,메가박스중앙(주)플러스엠,드라마,ko,전체관람가,김태리,류준열,,0.0,1,388.0,9.03,3503.64,5613.0,0.0,1505560
인디펜던스 데이 : 리써전스,롤랜드 에머리히,2016-06-22,2016,6,22,2,2,25,119.0,미국,이십세기폭스코리아(주),SF/액션/어드벤처,en,12세이상관람가,빌 풀만,리암 헴스워스,165000000.0,1.0,0,703.0,9.23,6488.690000000001,4825.0,0.0,1500830
토이 스토리 3,리 언크리치,2010-08-05,2010,8,5,3,3,31,102.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,가족/코미디/판타지,en/es,전체관람가,톰 행크스,조앤 쿠삭,200000000.0,1.0,1,583.0,9.58,5585.14,0.0,0.0,1484843
차이나타운,한준희,2015-04-29,2015,4,29,2,2,18,109.0,한국,CGV아트하우스,드라마/범죄,ko,청소년관람불가,김혜수,김고은,,0.0,1,193.0,8.32,1605.76,5953.0,0.0,1472006
스윙키즈,강형철,2018-12-19,2018,12,19,2,4,51,133.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,en/ko/zh,12세이상관람가,도경수,박혜수,,0.0,1,956.0,9.36,8948.16,6378.0,0.0,1470754
부라더,장유정,2017-11-02,2017,11,2,3,4,44,102.0,한국,메가박스중앙(주)플러스엠,코미디,ko,12세이상관람가,마동석,이동휘,,0.0,0,823.0,9.11,7497.53,3484.0,0.0,1468301
해무(海霧),심성보,2014-08-13,2014,8,13,2,3,33,110.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,ko,청소년관람불가,김윤석,박유천,,0.0,1,1470.0,9.01,13244.7,7489.0,0.0,1466830
브레이킹 던 part1,빌 콘돈,2011-11-30,2011,11,30,2,4,48,117.0,미국,(주)넥스트엔터테인먼트월드(NEW),드라마/로맨스/멜로/판타지,en/pt,15세이상관람가,로버트 패틴슨,크리스틴 스튜어트,110000000.0,1.0,0,1086.0,9.61,10436.46,0.0,0.0,1462280
새미의 어드벤쳐 2,벤 스타센,2012-08-01,2012,8,1,2,3,31,92.0,벨기에,씨제이이앤엠(주),애니메이션/어드벤처,,전체관람가,아이유,이기광,,0.0,0,60.0,7.79,467.4,0.0,0.0,1452872
위대한 개츠비,바즈 루어만,2013-05-16,2013,5,16,3,2,20,141.0,미국/호주,워너브러더스 코리아(주),드라마/로맨스/멜로,en,15세이상관람가,레오나르도 디카프리오,캐리 멀리건,105000000.0,0.0,1,241.0,9.26,2231.66,0.0,1.0,1445124
인간중독,김대우,2014-05-14,2014,5,14,2,2,20,132.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마/로맨스/멜로,ko,청소년관람불가,송승헌,임지연,,0.0,1,271.0,7.81,2116.51,5486.0,0.0,1441964
다이하드: 굿 데이 투 다이,존 무어,2013-02-06,2013,2,6,2,1,6,96.0,미국,이십세기폭스코리아(주),범죄/스릴러/액션,en/ru,15세이상관람가,브루스 윌리스,제이 코트니,92000000.0,1.0,0,387.0,8.49,3285.63,0.0,0.0,1438056
탐정 홍길동: 사라진 마을,조성희,2016-05-04,2016,5,4,2,2,18,125.0,한국,씨제이이앤엠(주),드라마/액션,ko,15세이상관람가,이제훈,김성균,,0.0,1,334.0,8.47,2828.98,6179.0,1.0,1426873
런닝맨,조동오,2013-04-04,2013,4,4,3,2,14,127.0,미국/한국,이십세기폭스코리아(주),액션/코미디,ko,15세이상관람가,신하균,김혜란,,0.0,0,794.0,9.16,7273.04,0.0,0.0,1416053
구르믈 버서난 달처럼,이준익,2010-04-28,2010,4,28,2,2,17,111.0,한국,에스케이텔레콤(주),사극/액션,ko,15세이상관람가,황정민,류성훈,,0.0,1,197.0,8.9,1753.3000000000006,0.0,1.0,1407681
위대한 쇼맨,마이클 그레이시,2017-12-20,2017,12,20,2,4,51,104.0,미국,이십세기폭스코리아(주),드라마/뮤지컬,en/fr,12세이상관람가,휴 잭맨,잭 에프런,84000000.0,0.0,1,527.0,9.61,5064.469999999998,3128.0,0.0,1402809
벤허,티무르 베크맘베토브,2016-09-14,2016,9,14,2,3,37,123.0,미국,롯데쇼핑㈜롯데엔터테인먼트,드라마/어드벤처,en,12세이상관람가,잭 휴스턴,토비 켑벨,100000000.0,0.0,0,223.0,8.12,1810.76,1449.0,0.0,1399771
말레피센트,로버트 스트롬버그,2014-05-29,2014,5,29,3,2,22,97.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),드라마/액션/어드벤처,en,12세이상관람가,안젤리나 졸리,엘르 패닝,180000000.0,1.0,0,177.0,9.57,1693.89,4072.0,0.0,1397526
라스트 에어벤더,M. 나이트 샤말란,2010-08-19,2010,8,19,3,3,33,103.0,미국,씨제이엔터테인먼트,가족/액션/어드벤처/판타지,en,전체관람가,잭슨 라스본,데브 파텔,150000000.0,0.0,0,525.0,8.49,4457.25,0.0,0.0,1394110
기억의 밤,장항준,2017-11-29,2017,11,29,2,4,48,108.0,한국,메가박스중앙(주)플러스엠/주식회사 키위컴퍼니,미스터리/스릴러,ko,15세이상관람가,강하늘,김무열,,0.0,1,349.0,9.25,3228.25,5028.0,0.0,1387599
골든슬럼버,노동석,2018-02-14,2018,2,14,2,1,7,108.0,한국,씨제이이앤엠(주),드라마/범죄,ko,15세이상관람가,강동원,김의성,,0.0,0,491.0,8.12,3986.92,4790.0,1.0,1387508
램페이지,브래드 페이튼,2018-04-12,2018,4,12,3,2,15,107.0,미국,워너브러더스 코리아(주),액션,,12세이상관람가,드웨인 존슨,제프리 딘 모건,,0.0,0,73.0,8.82,643.86,354.0,0.0,1385511
해피 데스데이,크리스토퍼 랜던,2017-11-08,2017,11,8,2,4,45,96.0,미국,유니버설픽쳐스인터내셔널 코리아(유),공포(호러)/미스터리/스릴러,en,15세이상관람가,제시카 로테,이스라엘 브로우사드,4800000.0,1.0,0,183.0,9.21,1685.43,3317.0,0.0,1382480
폼페이: 최후의 날,폴 W.S. 앤더슨,2014-02-20,2014,2,20,3,1,8,104.0,독일/미국,롯데쇼핑㈜롯데엔터테인먼트,드라마/액션/어드벤처,en,15세이상관람가,킷 해링턴,에밀리 브라우닝,130000000.0,0.0,0,165.0,8.71,1437.15,0.0,1.0,1373873
브이아이피,박훈정,2017-08-23,2017,8,23,2,3,34,127.0,한국,워너브러더스 코리아(주),드라마/범죄,ko,청소년관람불가,강소백,장동건,,0.0,1,578.0,8.26,4774.28,8614.0,0.0,1373316
특별시민,박인제,2017-04-26,2017,4,26,2,2,17,130.0,한국,(주)쇼박스,드라마,ko,15세이상관람가,최민식,곽도원,,0.0,0,517.0,8.61,4451.37,4647.0,0.0,1362634
퓨리,데이비드 에이어,2014-11-20,2014,11,20,3,4,47,134.0,미국/영국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),드라마/액션/전쟁,en,15세이상관람가,브래드 피트,로건 레먼,68000000.0,0.0,0,261.0,9.21,2403.8100000000004,4734.0,0.0,1362114
차형사,신태라,2012-05-30,2012,5,30,2,2,22,110.0,한국,씨제이이앤엠(주),액션/코미디,ko,15세이상관람가,강지환,성유리,,0.0,0,248.0,9.09,2254.32,0.0,0.0,1346754
은교,정지우,2012-04-25,2012,4,25,2,2,17,129.0,한국,롯데쇼핑㈜롯데엔터테인먼트,로맨스/멜로,ko,청소년관람불가,박해일,김무열,,0.0,1,208.0,8.33,1732.64,0.0,0.0,1346274
궁합,홍창표,2018-02-28,2018,2,28,2,1,9,109.0,한국,씨제이이앤엠(주),드라마/코미디,ko,12세이상관람가,심은경,이승기,,0.0,0,289.0,8.84,2554.76,5828.0,0.0,1340117
신들의 전쟁,타셈 싱,2011-11-10,2011,11,10,3,4,45,110.0,미국,(주)넥스트엔터테인먼트월드(NEW),드라마/액션/판타지,,청소년관람불가,미키 루크,헨리 카빌,,0.0,0,111.0,7.88,874.68,0.0,0.0,1338411
오션스8,게리 로스,2018-06-13,2018,6,13,2,2,24,110.0,미국,워너브러더스 코리아(주),범죄/액션,en,12세이상관람가,산드라 블록,케이트 블란쳇,70000000.0,0.0,0,110.0,8.86,974.6,928.0,0.0,1335181
미스터 고,김용화,2013-07-17,2013,7,17,2,3,29,132.0,중국/한국,(주)쇼박스,드라마/코미디,ko,12세이상관람가,서교,성동일,,0.0,1,5612.0,8.52,47814.24,0.0,1.0,1328890
굿 다이노,피터 손,2016-01-07,2016,1,7,3,1,1,100.0,미국,월트디즈니컴퍼니코리아(주),애니메이션/어드벤처/코미디,en,전체관람가,,,175000000.0,0.0,0,190.0,9.13,1734.7,1866.0,0.0,1328394
드라큘라: 전설의 시작,개리 쇼어,2014-10-08,2014,10,8,2,4,41,92.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션/판타지,,15세이상관람가,루크 에반스,도미닉 쿠퍼,,0.0,0,112.0,8.71,975.52,2897.0,0.0,1321751
사라진 밤,이창희,2018-03-07,2018,3,7,2,1,10,101.0,한국,씨네그루(주)키다리이엔티,스릴러,ko,15세이상관람가,김상경,김강우,,0.0,0,146.0,8.4,1226.4,397.0,0.0,1314274
가디언즈 오브 갤럭시,제임스 건,2014-07-31,2014,7,31,3,3,31,120.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),SF/액션/어드벤처,en,12세이상관람가,크리스 프랫,조 샐다나,170000000.0,1.0,0,289.0,9.4,2716.6,1896.0,0.0,1311190
간첩,우민호,2012-09-20,2012,9,20,3,3,38,115.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마/액션/코미디,ko,15세이상관람가,김명민,염정아,,0.0,0,72.0,9.57,689.04,0.0,0.0,1310895
월드 인베이젼,조나단 리브스만,2011-03-10,2011,3,10,3,1,10,116.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,SF/액션,,12세이상관람가,아론 에크하트,미쉘 로드리게즈,,0.0,0,374.0,8.74,3268.76,0.0,0.0,1307873
에이리언: 커버넌트,리들리 스콧,2017-05-09,2017,5,9,1,2,19,121.0,뉴질랜드/미국/호주,이십세기폭스코리아(주),SF/스릴러,en,15세이상관람가,마이클 패스벤더,캘리 헤르난데스,97000000.0,1.0,0,660.0,9.27,6118.2,7635.0,0.0,1307226
장산범,허정,2017-08-17,2017,8,17,3,3,33,99.0,한국,(주)넥스트엔터테인먼트월드(NEW),미스터리/스릴러,ko,15세이상관람가,염정아,박혁권,,0.0,0,419.0,8.23,3448.3700000000013,7814.0,0.0,1305145
셜록: 유령신부,더글라스 맥키넌,2016-01-02,2016,1,2,5,1,53,114.0,영국,메가박스중앙(주)플러스엠,드라마/범죄,en,12세이상관람가,베네딕트 컴버배치,마틴 프리먼,,0.0,0,307.0,9.66,2965.62,12494.0,0.0,1278894
소스 코드,던칸 존스,2011-05-04,2011,5,4,2,2,18,93.0,미국,(주)시너지하우스 (시너지)/롯데쇼핑㈜롯데엔터테인먼트,SF/스릴러/액션,en,12세이상관람가,미셸 모나한,제이크 질렌할,32000000.0,0.0,0,101.0,9.06,915.06,0.0,0.0,1277301
간기남,김형준,2012-04-11,2012,4,11,2,2,15,117.0,한국,(주)쇼박스,스릴러/코미디,ko,청소년관람불가,박희순,박시연,,0.0,0,81.0,8.81,713.61,0.0,0.0,1246185
육혈포 강도단,강효진,2010-03-18,2010,3,18,3,1,11,107.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마/액션/코미디,ko,15세이상관람가,나문희,김수미,,0.0,0,130.0,8.08,1050.4,0.0,0.0,1233582
메리다와 마법의 숲,마크 앤드류스/브렌다 채프먼,2012-09-27,2012,9,27,3,3,39,102.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,애니메이션,en,전체관람가,켈리 맥도날드,빌리 코놀리,185000000.0,0.0,1,59.0,8.82,520.38,0.0,0.0,1231024
심야의 F.M.,김상만,2010-10-14,2010,10,14,3,4,41,106.0,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄/스릴러,ko,청소년관람불가,수애,영'),,0.0,1,150.0,9.41,1411.5,0.0,0.0,1228673
