TITLE,OPEN_DT,AUDI_ACC,CMT_SCORE,NAVER_PRE_EVAL
그린 호넷,2011-01-27,195933,0.2594594594594595,8.5
극장판 포켓몬스터 모두의 이야기,2018-12-19,194692,0.5384615384615384,9.0
투혼,2011-10-06,193724,0.3461538461538461,7.62
"무현, 두 도시 이야기",2016-10-26,193578,0.2102621305075293,7.17
언더독,2019-01-16,193484,0.4241877256317689,8.48
덤 앤 더머 투,2014-11-27,192726,0.2588495575221239,9.26
디어 존,2010-03-04,192530,0.3826086956521739,8.03
응징자,2013-10-30,192347,0.3546255506607929,8.63
나미야 잡화점의 기적,2018-02-28,191880,0.4711964549483013,8.73
쥴리의 육지 대모험,2011-09-08,191783,0.3076923076923077,8.8
보이후드,2014-10-23,190893,0.372972972972973,9.39
컬러풀 웨딩즈,2014-10-16,190384,0.4507462686567164,9.41
업그레이드,2018-09-06,189948,0.4505813953488372,8.59
50가지 그림자: 심연,2017-02-09,189620,0.2982954545454545,8.32
글로리데이,2016-03-24,189047,0.4484797297297297,9.45
프리즈너스,2013-10-02,186460,0.3106060606060606,9.16
런닝맨 : 풀룰루의 역습,2018-12-05,186324,0.3809523809523809,9.5
기생수 파트1,2015-02-26,186184,0.3534218590398366,8.05
팬,2015-10-08,185960,0.2828282828282828,8.8
해피 피트 2,2012-02-02,185420,0.375,9.74
더 셰프,2015-11-05,185080,0.4787234042553192,8.95
우상,2019-03-20,183804,0.24705882352941175,8.44
마이 리틀 히어로,2013-01-09,183650,0.5229571984435798,9.1
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,2018-06-06,183421,0.3707317073170732,9.51
명탐정 코난 : 탐정들의 진혼가,2014-02-13,182668,0.2638297872340425,9.31
극장판 도라에몽: 진구의 보물섬,2018-08-15,182256,0.29,9.22
바니버디,2011-07-20,181841,0.1,9.23
유령작가,2010-06-02,180826,0.5094339622641509,9.0
백악관 최후의 날,2013-06-05,180661,0.3823326432022085,8.08
해양경찰 마르코,2013-02-14,180618,0.4463276836158192,9.19
로마 위드 러브,2013-04-18,180486,0.4521193092621664,8.53
127시간,2011-02-17,180332,0.4259887005649717,8.71
레전드,2015-12-10,180082,0.10052910052910052,9.46
핵소 고지,2017-02-22,177601,0.26394458621946776,8.98
아빠가 여자를 좋아해,2010-01-14,177535,0.3670886075949367,8.93
허트 로커,2010-04-22,177509,0.0743801652892562,7.46
문라이트,2017-02-22,177483,0.467972871137905,9.04
유전,2018-06-07,177145,0.2456140350877193,8.92
명탐정 코난:은빛 날개의 마술사,2013-01-24,176483,0.2465564738292011,9.15
더 로드,2010-01-07,176152,0.5486725663716814,9.01
채비,2017-11-09,175889,0.5017584994138335,9.47
"나는 내일, 어제의 너와 만난다",2017-10-12,175519,0.2429456297315898,9.43
톱스타,2013-10-24,175152,0.5418326693227091,8.37
부활,2016-03-17,175146,0.3440366972477064,8.71
업사이드 다운,2012-11-08,174879,0.3273542600896861,8.03
론 서바이버,2014-04-02,173678,0.3672603901611535,9.22
어느 가족,2018-07-26,173010,0.425531914893617,9.55
발렌타인 데이,2010-02-11,172997,0.3478260869565217,9.7
장난스런 키스,2019-03-27,172941,0.5467625899280576,7.79
아빠를 빌려드립니다,2014-11-20,172445,0.5942549371633752,9.39
자전차왕 엄복동,2019-02-27,172212,0.26024590163934425,5.59
조이,2016-03-10,171577,0.4672395273899033,9.37
더 프레데터,2018-09-12,170878,0.3065015479876161,8.97
예수는 역사다,2017-07-13,170796,0.4982332155477032,8.45
19곰 테드 2,2015-06-25,170647,0.17159763313609466,9.04
그랑프리,2010-09-16,170446,0.3442622950819672,7.65
대배우,2016-03-30,169855,0.3680351906158358,9.0
매직브러시,2016-05-04,169257,0.496168582375479,9.51
라스트베가스,2014-05-08,169138,0.5665896843725943,9.59
렛 미 인,2010-11-18,169072,0.3590504451038576,8.44
노리개,2013-04-18,169054,0.22832980972515854,8.7
나는 아빠다,2011-04-14,168049,0.521505376344086,7.87
비밀애,2010-03-25,167132,0.21739130434782608,9.0
극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,166252,0.375,9.77
극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,2014-09-04,166092,0.3555555555555556,9.58
극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,2012-07-25,165640,0.3669724770642202,9.24
스플라이스,2010-07-01,165393,0.3392226148409894,8.75
킬러 엘리트,2011-09-22,165123,0.39166666666666666,9.23
김복남 살인사건의 전말,2010-09-02,164450,0.2782608695652174,8.93
세이프 하우스,2012-02-29,163729,0.26,9.66
무법자,2010-03-18,163334,0.26282051282051283,7.73
다크아워,2012-01-05,162604,0.42028985507246375,7.62
더 페이버릿: 여왕의 여자,2019-02-21,161753,0.7083333333333334,9.12
아메리칸 울트라,2015-08-27,161382,0.3400286944045911,9.0
트랜스포터: 리퓰드,2015-10-15,161245,0.34554537885095754,8.32
빅,2016-07-27,160860,0.4251851851851852,8.42
더 큐어,2017-02-15,159948,0.23355263157894735,9.27
더 자이언트,2013-02-21,157972,0.35294117647058826,8.93
회복,2010-01-14,157793,0.17073170731707318,8.32
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018-09-20,157689,0.4137931034482759,10.0
어브덕션,2011-09-29,156744,0.1691542288557214,4.91
써커 펀치,2011-04-07,156606,0.3764044943820225,8.12
빨간모자의 진실 2,2011-07-13,155798,0.4164383561643836,7.82
아메리칸 허슬,2014-02-20,155374,0.3665689149560117,9.49
아토믹 블론드,2017-08-30,155368,0.30952380952380953,9.02
레고 닌자고 무비,2017-09-28,154966,0.4700854700854701,9.38
최강전사 미니특공대 : 새로운 악당의 습격,2015-02-05,154342,0.2823529411764706,9.76
크레이지 리치 아시안,2018-10-25,154297,0.16546762589928055,8.33
킥 애스: 영웅의 탄생,2010-04-22,153849,0.2682926829268293,8.61
폴리스 스토리 2014,2014-01-29,153591,0.3499308437067773,9.69
더 레이븐,2012-07-05,153278,0.3969465648854962,8.56
시카리오: 암살자의 도시,2015-12-03,152061,0.3362068965517241,9.71
익스펜더블 3,2014-08-20,152025,0.2771317829457364,9.03
아메리칸 셰프,2015-01-07,151833,0.4394546912590217,9.2
히든 카드,2013-09-26,151476,0.3541666666666667,8.59
달빛궁궐,2016-09-07,151360,0.3552134766192274,6.42
짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,150226,0.3562329390354868,9.61
다운사이징,2018-01-11,150215,0.453551912568306,8.35
비정규직 특수요원,2017-03-16,149719,0.4572178477690289,8.31
워킹걸,2015-01-07,149181,0.2483419307295505,3.93
레고 배트맨 무비,2017-02-09,148760,0.4246031746031746,9.46
미스컨덕트,2016-03-30,148512,0.2522639068564036,8.49
서울역,2016-08-17,146548,0.3080920564216778,7.4
크레이지,2010-04-08,146377,0.4038876889848812,8.73
웨딩드레스,2010-01-14,146148,0.3205128205128205,9.12
원피스 극장판: 스트롱 월드,2010-02-11,145751,0.16084656084656085,9.53
13시간,2016-03-03,144827,0.3521594684385382,8.47
철의 여인,2012-02-23,144338,0.4804469273743017,9.49
안나 카레니나,2013-03-21,143947,0.4397163120567376,7.88
헬프,2011-11-03,143738,0.5873015873015873,9.16
지슬 - 끝나지 않은 세월2,2013-03-21,143490,0.22099447513812154,6.75
장난감이 살아있다,2016-09-07,142577,0.4820512820512821,9.54
우먼 인 골드,2015-07-09,142456,0.4863636363636364,9.39
은밀한 유혹,2015-06-04,142405,0.3613963039014374,8.76
가시,2014-04-10,141956,0.3351800554016621,7.91
극장판 또봇: 로봇군단의 습격,2017-04-27,141592,0.4134790528233151,9.71
마담 프루스트의 비밀정원,2014-07-24,141480,0.5107296137339056,9.52
극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,141025,0.43673469387755104,9.49
나를 기억해,2018-04-19,140849,0.36585365853658536,9.39
화장,2015-04-09,140616,0.5070118662351673,8.35
아르고,2012-10-31,140522,0.3622641509433962,8.98
500일의 썸머,2010-01-21,140458,0.32608695652173914,9.38
블루 재스민,2013-09-25,140350,0.4943181818181818,9.02
가버나움,2019-01-24,139803,0.35897435897435903,9.74
플로렌스,2016-08-24,139717,0.5636672325976231,9.19
액트 오브 밸러: 최정예 특수부대,2012-02-29,139541,0.38461538461538464,9.38
나이트메어,2010-05-20,139140,0.344,8.97
빅샤크: 매직체인지,2018-06-27,138705,1.0,10.0
극장판 도라에몽: 진구와 철인군단 날아라 천사들,2011-07-28,138277,0.3235294117647059,9.06
데이브레이커스,2010-03-18,137955,0.3202614379084967,7.55
더 포스트,2018-02-28,137841,0.43333333333333335,9.11
극장판파워레인저 엔진포스VS 와일드스피릿,2010-01-07,137690,0.2328767123287671,8.22
50/50,2011-11-24,137205,0.30493273542600896,9.69
더 퍼지,2013-11-06,137126,0.11175220163984208,5.64
극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,137052,0.3433048433048433,9.82
파이터,2011-03-10,136946,0.5789473684210527,9.27
워터 디바이너,2015-01-28,136134,0.45,9.21
링컨,2013-03-14,135900,0.33707865168539325,8.61
제 5침공,2016-02-25,135874,0.2490842490842491,7.53
제인 에어,2011-04-20,135797,0.4342105263157895,9.74
극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,135478,0.36771300448430494,9.69
로빈슨 크루소,2016-09-07,135094,0.4025026068821689,9.35
로마의 휴일,2017-08-30,134827,0.3654223968565815,7.99
대니쉬 걸,2016-02-17,134029,0.3593314763231198,9.48
비스틀리,2011-03-17,134025,0.5,9.08
나의 절친 악당들,2015-06-25,133553,0.4080578512396694,9.06
카운슬러,2013-11-14,133272,0.4767580452920143,9.04
죽이고 싶은,2010-08-26,133079,0.5725806451612904,8.93
오션월드 3D,2010-08-11,132602,0.5384615384615384,9.2
리딕,2013-11-28,132059,0.2358870967741936,8.96
오늘,2011-10-27,131896,0.3090909090909091,9.31
심야식당,2015-06-18,131748,0.5806451612903226,8.89
파라노말 액티비티 3,2011-10-20,131437,0.24423963133640555,8.58
22 블렛,2010-10-14,131436,0.22388059701492535,8.88
두 여자,2010-11-18,131415,0.2,8.14
스트리트댄스,2010-06-16,130153,0.6026615969581749,9.1
자백,2016-10-13,129950,0.3381371764077929,9.67
맨홀,2014-10-08,129732,0.25061576354679804,7.29
클로이,2010-02-25,129633,0.4318181818181818,8.18
명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,128472,0.19769673704414584,8.41
뮬란: 전사의 귀환,2010-09-02,127495,0.5296950240770465,9.36
버틀러: 대통령의 집사,2013-11-28,126870,0.23225806451612904,9.74
솔로몬 케인,2010-03-25,126855,0.3924050632911392,8.89
눈길,2017-03-01,126443,0.4256756756756757,8.71
카페 소사이어티,2016-09-14,126439,0.27522935779816515,8.68
마이 리틀 자이언트,2016-08-10,125800,0.38461538461538464,8.97
저수지 게임,2017-09-07,125402,0.35405405405405405,8.65
꾸뻬씨의 행복여행,2014-11-27,125179,0.6045197740112994,9.5
삼국지: 명장 관우,2011-05-19,125168,0.5509065550906556,8.21
시간위의 집,2017-04-05,124601,0.3061962912709181,9.01
마이펫 오지,2017-02-16,124112,0.5561497326203209,9.76
러시 : 더 라이벌,2013-10-09,123582,0.3185185185185185,9.44
마법천자문: 대마왕의 부활을 막아라,2010-08-19,123538,0.10270270270270272,7.39
썬더일레븐 극장판 : 최강군단 오우거의 습격,2011-05-05,123363,0.16666666666666666,9.55
"서서평, 천천히 평온하게",2017-04-26,123036,0.5286236297198539,9.74
애프터 라이프,2010-09-02,122963,0.19205298013245034,8.18
그렇게 아버지가 된다,2013-12-19,122797,0.4357142857142857,8.93
실버라이닝 플레이북,2013-02-14,122698,0.4589101620029455,9.38
러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,122574,0.2464516129032258,8.74
사다코 3D : 죽음의 동영상,2012-06-14,122382,0.40540540540540543,8.19
극장판 도라에몽: 진구의 비밀도구 박물관,2013-07-25,122172,0.2861736334405145,8.76
라스트 위치 헌터,2015-12-30,122039,0.43080357142857145,9.42
리미트리스,2012-07-12,120914,0.3067484662576687,8.94
퇴마: 무녀굴,2015-08-20,120802,0.4184261036468329,8.39
헤이트풀8,2016-01-07,120352,0.3190709046454768,8.83
죽여주는 여자,2016-10-06,119964,0.4683544303797468,8.5
라스트 나잇,2011-04-07,119963,0.2641509433962264,9.23
킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,119398,0.23993558776167476,9.83
짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,119197,0.4045138888888889,9.45
파리로 가는 길,2017-08-03,118985,0.4579831932773109,9.13
아티스트,2012-02-16,118836,0.56,9.48
얼리맨,2018-05-03,118612,0.5393258426966292,9.32
부탁 하나만 들어줘,2018-12-12,118528,0.4838709677419355,8.86
데블,2010-11-04,118286,0.2925170068027211,8.04
감바의 대모험,2016-11-10,117465,0.4736842105263158,9.17
극장판 소드 아트 온라인 -오디널 스케일-,2017-02-23,117401,0.18805309734513276,9.06
고스트 라이더 : 복수의 화신,2012-02-16,117263,0.31640625,8.6
우먼 인 블랙,2012-02-16,117188,0.4681647940074906,9.68
정무문 : 100대 1의 전설,2011-06-22,117141,0.2888888888888889,8.58
케로로 더 무비 5: 기적의 사차원섬,2010-04-29,116992,0.09243697478991596,8.72
여교사,2017-01-04,116851,0.33436532507739936,8.77
8인: 최후의 결사단,2010-01-21,116788,0.2297297297297297,8.75
존 윅,2015-01-21,116119,0.2888967468175389,7.76
명탐정 코난:전율의 악보,2019-02-14,116059,0.2324805339265851,9.19
쏘우 3D,2010-11-18,115878,0.3094462540716613,9.2
최강전사 미니특공대: 영웅의 탄생,2016-02-04,115704,0.2863636363636364,9.65
들어는 봤니? 모건 부부,2010-01-28,115454,-0.08928571428571429,8.03
로맨틱 크라운,2011-08-17,114887,0.4029850746268657,9.49
터키,2014-07-31,113795,0.4371584699453552,8.98
극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,2015-09-17,113404,0.4512683578104139,9.67
미라클 벨리에,2015-08-27,112121,0.5100755667506297,9.42
다이노소어 어드벤처 : 백악기 공룡대백과,2016-05-04,112076,0.29577464788732394,7.96
배우는 배우다,2013-10-24,111927,0.5045186640471513,9.4
"안녕, 나의 소녀",2018-05-16,111541,0.375,9.4
셀프/리스,2015-09-10,111127,0.3333333333333333,8.29
스틸 앨리스,2015-04-29,111008,0.3185185185185185,8.78
직쏘,2017-11-02,110834,0.25,8.68
러브 앤 프렌즈,2011-06-16,110795,0.3779527559055118,8.3
극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,2012-12-13,110771,0.2608695652173913,9.1
캣츠 앤 독스 2,2010-09-16,109667,0.10784313725490197,9.12
당갈,2018-04-25,109441,0.3889980353634578,8.92
프로포즈 데이,2010-04-08,109313,0.2325581395348837,9.52
더 콘서트,2010-11-25,109160,0.4741379310344828,9.17
피터와 드래곤,2016-09-28,109137,0.43859649122807015,8.67
히트,2011-10-13,109019,0.4133333333333333,8.11
베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017-06-01,108896,0.0,9.1
할로윈,2018-10-31,108780,0.2318840579710145,9.02
맨 프롬 UNCLE,2015-10-28,108551,0.4772117962466488,9.42
레드 스패로,2018-02-28,108344,0.26595744680851063,9.15
마지막 4중주,2013-07-25,108317,0.5119047619047619,9.32
더 기버: 기억전달자,2014-08-20,107567,0.4618015963511973,9.43
더 건맨,2015-04-16,107444,0.5287356321839081,9.01
제로 다크 서티,2013-03-07,107104,0.3449342614075793,8.26
도희야,2014-05-22,106511,0.4204545454545455,8.93
우리가 꿈꾸는 기적: 인빅터스,2010-03-04,106443,0.4712643678160919,8.69
프리덤,2015-11-19,106241,0.5538461538461539,9.36
웨이 백,2011-03-17,105925,0.3896103896103896,9.24
아마존의 눈물,2010-03-25,105886,0.5134099616858238,9.67
더 시그널,2014-07-09,105818,0.35668789808917195,7.61
공주와 개구리,2010-01-21,105654,0.4363636363636363,9.0
바람이 분다,2013-09-05,105650,0.1847717189065407,3.45
니드 포 스피드,2014-04-16,105340,0.2431906614785992,8.88
미래의 미라이,2019-01-16,104950,0.2914285714285714,8.71
라스트 엑소시즘,2010-12-01,104936,0.14473684210526316,7.0
5백만불의 사나이,2012-07-19,104736,0.2348623853211009,6.73
인사이드 르윈,2014-01-29,104601,0.3693181818181818,9.33
킹 오브 프리즘,2016-08-11,103852,0.35294117647058826,8.84
꿈은 이루어진다,2010-05-27,103627,0.2921615201900237,5.9
베리 굿 걸,2014-09-25,103625,0.4626865671641791,9.33
다이버전트 시리즈: 얼리전트,2016-05-12,103554,0.3303249097472924,8.79
더 테이블,2017-08-24,103054,0.46684350132626,9.06
워 호스,2012-02-09,102195,0.14615384615384616,9.13
루시드 드림,2017-02-22,102170,0.3115773115773116,7.0
박스트롤,2014-11-06,101665,0.6140350877192983,9.92
일대종사,2013-08-22,101461,0.3920086393088553,8.08
R.I.P.D. : 알.아이.피.디.,2013-08-22,101460,0.4190476190476191,8.62
게이트,2018-02-28,101173,0.3878406708595388,7.22
돌연변이,2015-10-22,100543,0.4389671361502348,8.97
바닷마을 다이어리,2015-12-17,100225,0.5295902883156297,9.14
극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015-11-26,100054,0.3526448362720403,9.63
딥워터 호라이즌,2017-01-25,100021,0.36825053995680346,8.32
미니특공대X,2018-03-22,99952,0.4782608695652174,9.27
라스트 미션,2019-03-14,99127,0.4342105263157895,9.61
타운,2011-01-27,98866,0.4239130434782609,7.52
라이언,2017-02-01,98660,0.5781938325991189,9.29
로덴시아: 마법왕국의 전설,2013-10-02,98575,0.5173745173745173,9.39
빌리와 용감한 녀석들 3,2015-04-30,98495,0.3827993254637437,9.28
대병소장,2010-03-11,98435,0.162217659137577,6.97
김광석,2017-08-30,98231,0.29148629148629146,9.04
맥베스,2015-12-03,98161,0.5107913669064749,9.33
이웃집에 신이 산다,2015-12-24,97883,0.35294117647058826,8.31
여중생A,2018-06-20,97849,0.256006006006006,6.27
레이디 버드,2018-04-04,97777,0.3365384615384616,8.78
콜드 체이싱,2019-02-20,97681,0.07423580786026203,9.54
인류멸망 보고서,2012-04-11,97555,0.3687150837988827,7.15
쓰리 빌보드,2018-03-15,97079,0.2473958333333333,8.6
다크타워: 희망의 탑,2017-08-23,97017,0.4421296296296297,8.83
슈퍼 빼꼼: 스파이 대작전,2017-05-03,97005,0.45895522388059706,9.5
하치 이야기,2010-02-18,96683,0.5383104125736738,9.48
나탈리,2010-10-28,96410,0.4789915966386555,8.22
바스티유 데이,2016-10-13,96305,0.2851711026615969,8.43
577 프로젝트,2012-08-30,96079,0.1851851851851852,8.33
기생령,2011-08-05,96077,0.34,8.25
걷기왕,2016-10-20,95542,0.4623513870541612,8.95
무서운 이야기 3 : 화성에서 온 소녀,2016-06-01,95415,0.3357015985790409,7.43
일사각오,2016-03-17,94767,0.4525862068965517,9.85
사일런스,2017-02-28,94750,0.3083969465648855,8.3
초한지 - 천하대전,2012-01-11,94652,0.31958762886597936,8.55
인비저블 게스트,2017-09-21,94281,0.3633481293595434,9.04
"나, 다니엘 블레이크",2016-12-08,94266,0.4684684684684685,9.48
나의 산티아고,2016-07-14,94243,0.2682926829268293,9.54
마야2,2018-02-01,94179,0.4430379746835443,9.8
커다랗고 커다랗고 커다란 배,2018-05-03,94151,0.4516129032258064,9.91
베일리 어게인,2018-11-22,93691,0.40630577037477694,8.82
프리스트,2011-06-09,93336,0.21849865951742628,5.64
원피스 극장판 Z,2013-03-21,93239,0.23853211009174316,9.54
태풍이 지나가고,2016-07-27,93005,0.5865546218487395,9.25
루이스,2018-09-20,93000,0.6212121212121212,9.91
본 투 비 블루,2016-06-09,92729,0.4031007751937984,9.42
7번째 아들,2015-02-11,92598,0.2727272727272727,7.57
철가방 우수氏,2012-11-22,92404,0.5554854981084489,9.46
크리미널,2016-06-22,92358,0.434010152284264,8.91
구스 베이비,2019-01-16,91430,0.35897435897435903,8.95
포커스,2015-02-26,91164,0.10666666666666667,8.69
마마,2013-01-23,91143,0.17065868263473055,8.9
타워 하이스트,2011-11-17,90840,0.4375,8.05
노 게임 노 라이프 -제로-,2017-10-19,90718,0.1931464174454829,9.02
완벽한 파트너,2011-11-17,89526,0.4957264957264957,7.05
더 매직: 리틀톰과 도둑공주,2015-09-24,89358,0.4137931034482759,9.59
슈퍼미니,2014-04-10,89328,0.4520958083832336,9.0
오베라는 남자,2016-05-25,89103,0.4952120383036936,9.61
페이스 블라인드,2012-06-21,88977,0.2054794520547945,7.0
더 콜,2013-06-20,88953,0.29411764705882354,8.95
콜드 라잇 오브 데이,2012-05-17,88522,0.4423076923076923,9.24
살인자,2014-01-15,88199,0.5022321428571429,9.28
레고 무비2,2019-02-06,88083,0.3333333333333333,9.93
그대 이름은 장미,2019-01-16,88054,0.22564102564102564,8.28
락 오브 에이지,2012-08-02,87915,0.16363636363636366,9.29
몬스터 콜,2017-09-14,87841,0.4112478031634446,8.21
사우스포,2015-12-03,87426,0.41769459804338577,9.16
갤로우즈,2015-09-03,87301,0.2178702570379437,8.93
팅커 테일러 솔저 스파이,2012-02-09,87155,0.2822966507177033,9.28
셜록 놈즈,2018-10-03,86784,0.33043478260869563,8.02
허큘리스,2014-08-06,86528,0.2258064516129032,8.76
플로리다 프로젝트,2018-03-07,86406,0.3706896551724138,8.05
슈퍼 프렌즈,2016-08-10,86293,0.4510869565217392,9.43
숀더쉽,2015-08-13,85568,0.4861407249466951,9.54
빅 아이즈,2015-01-28,85200,0.5783410138248848,8.94
레전드 오브 래빗,2012-02-22,85184,0.4946236559139785,6.2
유스,2016-01-07,85166,0.4326465927099842,8.75
필립모리스,2010-07-01,84859,0.2625,9.16
옥보단 3D,2011-05-12,84798,0.38461538461538464,7.87
극장판 썬더일레븐GO : 궁극의 우정 그리폰,2012-05-24,84255,0.3010204081632653,9.48
신은 죽지 않았다 3: 어둠 속의 빛,2018-07-19,83474,0.6363636363636364,7.18
스위치,2010-12-01,83346,0.7,8.36
와일드,2015-01-22,83334,0.48,9.06
짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,2014-04-03,83289,0.3153846153846154,9.12
지랄발광 17세,2017-06-28,83258,0.3381818181818182,8.47
뷰티풀 크리처스,2013-04-18,82995,0.4288354898336414,9.43
더 이퀄라이저,2015-01-28,82779,0.2997750281214848,8.21
씬 시티: 다크히어로의 부활,2014-09-11,82571,0.2333931777378815,9.24
파도가 지나간 자리,2017-03-08,82177,0.29464285714285715,8.95
다이노X 탐험대,2016-05-04,82148,0.3700440528634361,8.95
출국,2018-11-14,81722,0.2807017543859649,8.44
아따맘마 - 극장판,2011-02-17,81352,0.13043478260869565,9.04
꼬마참새 리차드: 아프리카 원정대,2017-06-15,81136,0.5228070175438596,9.63
터널 3D,2014-08-20,80989,0.3960047003525264,7.28
원 챈스,2014-03-13,80977,0.4735099337748344,9.48
최악의 하루,2016-08-25,80754,0.24390243902439024,8.45
지금은맞고그때는틀리다,2015-09-24,80614,0.3622047244094488,8.4
엑스페리먼트,2010-08-11,80367,0.38333333333333336,8.82
아무르,2012-12-19,80345,0.4168618266978923,9.17
프렌즈 위드 베네핏,2011-10-27,80197,0.29411764705882354,8.27
로스트 인 더스트,2016-11-03,79812,0.3909090909090909,9.84
오 마이 그랜파,2016-03-17,79701,0.4412811387900356,8.82
꿀벌 하치의 대모험,2011-01-13,79625,0.375,7.36
드래곤 스펠: 마법 꽃의 비밀,2017-08-15,79446,0.5253164556962026,9.71
페이스 오브 러브,2014-04-16,79179,0.5060827250608273,9.57
분신사바 2,2014-07-16,79017,0.3898305084745763,7.72
너와 100번째 사랑,2017-05-25,78930,0.4375,9.14
토토의 움직이는 숲,2013-06-20,78571,0.472972972972973,8.56
오즈: 신기한 마법가루,2017-07-20,78440,0.4623115577889447,9.63
세인트 빈센트,2015-03-05,78336,0.6093247588424437,9.28
룸,2016-03-03,78253,0.32697201017811706,9.01
모데카이,2015-02-18,78070,0.22388059701492535,8.24
엑스 마키나,2015-01-21,78049,0.3355263157894737,8.56
호텔 아르테미스,2018-07-18,77794,0.56,10.0
쓰리 썸머 나잇,2015-07-15,77621,0.4068965517241379,7.29
아더 우먼,2014-11-13,77341,0.2920892494929006,8.11
매직 인 더 문라이트,2014-08-20,77308,0.45299145299145294,8.82
노다메 칸타빌레 Vol.1,2010-09-09,77074,0.2621951219512195,9.67
참을 수 없는,2010-10-21,76965,0.22916666666666666,6.0
타임 패러독스,2015-01-07,76803,0.35320251758607923,8.44
"어쩌다, 결혼",2019-02-27,76746,0.5135135135135135,9.68
러덜리스,2015-07-09,76343,0.2831858407079646,9.22
엽기적인 그녀 2,2016-05-12,76321,0.2054079696394687,2.9
하이큐!! 끝과 시작,2016-11-16,75704,0.299625468164794,9.88
오두막,2017-04-20,75657,0.3780487804878049,8.25
피치 퍼펙트: 언프리티 걸즈,2015-05-28,75598,0.4009111617312073,9.18
조조-황제의 반란,2012-10-18,75297,0.4761904761904762,10.0
브릭 맨션: 통제불능 범죄구역,2014-08-27,74912,0.3818181818181817,8.08
회초리,2011-05-19,74765,0.5150300601202404,9.33
극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,2014-08-13,74346,0.2380952380952381,8.02
쿵후팬더: 영웅의 탄생,2013-07-04,74143,0.272627235213205,7.03
센츄리온,2010-08-26,74131,0.3944444444444444,5.17
피라냐 3DD,2012-08-01,74044,0.22508038585209006,5.13
로맨틱 헤븐,2011-03-24,73729,0.5225806451612903,9.72
베니싱,2011-03-31,73582,0.24549237170596394,4.67
위자,2015-04-16,73549,0.22697368421052636,6.92
리스본행 야간열차,2014-06-05,73462,0.4923664122137405,8.72
바다 탐험대 옥토넛 시즌4: 더 파이널,2017-06-01,73417,0.3333333333333333,10.0
두 개의 문,2012-06-21,73298,0.2049364248317128,4.6
나우이즈굿,2012-11-08,73139,0.4029126213592233,9.23
파워레인져스: 더 비기닝,2017-04-20,72495,0.35978835978835977,8.53
언더월드: 블러드 워,2016-11-30,72071,0.13138686131386862,8.63
쿰바: 반쪽무늬 얼룩말의 대모험,2014-09-04,72046,0.2909090909090909,9.35
화이트 고릴라,2013-10-31,71796,0.3882783882783883,8.91
청원,2011-11-02,71506,0.5,8.7
프란시스 하,2014-07-17,71506,0.3741007194244605,8.89
모뉴먼츠 맨: 세기의 작전,2014-02-27,71483,0.5542347696879644,9.45
더 서클,2017-06-22,71362,0.41791044776119396,8.46
정글히어로,2014-10-02,71330,0.49773755656108604,9.21
투 마더스,2013-08-22,71264,0.3782505910165485,8.13
돈비 어프레이드 : 어둠 속의 속삭임,2011-08-25,70506,0.21428571428571427,8.74
극장판 도라에몽: 신 진구의 버스 오브 재팬,2016-12-21,70350,0.39908256880733933,9.6
미트 페어런츠 3,2011-03-31,70053,0.2307692307692308,8.35
극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,2011-01-05,70051,-0.008264462809917356,7.62
바다 탐험대 옥토넛 시즌4: 늪지탐험선K,2016-09-28,69912,0.0,8.2
마일22,2018-08-23,69834,0.3821138211382114,6.98
인보카머스,2014-08-21,69786,0.24104234527687296,8.51
세상에서 고양이가 사라진다면,2016-11-09,69586,0.4334975369458128,9.06
어카운턴트,2016-10-13,69529,0.21818181818181814,9.0
브라더스,2010-05-05,69470,0.37662337662337664,8.51
번개맨,2016-02-11,69303,0.33202511773940346,8.28
어거스트: 가족의 초상,2014-04-03,69095,0.3940217391304348,9.29
하이힐을 신고 달리는 여자,2012-02-02,69047,0.1935483870967742,8.4
이퀄스,2016-08-31,68897,0.2996632996632997,8.54
인생 후르츠,2018-12-06,68826,0.42857142857142855,10.0
스티브 잡스,2016-01-21,68815,0.3664772727272727,8.06
