DIRECTOR_53,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,ACTOR_53,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
기타,11,4,48,109.0,한국,씨제이이앤엠(주),사극,12세이상관람가,류승룡,0.0,976.0,12459.0,1.0,317505
기타,4,2,16,125.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,기타,0.0,156.0,0.0,0.0,316788
기타,10,4,43,117.0,한국,기타,멜로,15세이상관람가,기타,0.0,257.0,4017.0,0.0,316780
기타,6,2,25,113.0,프랑스,(주)넥스트엔터테인먼트월드(NEW),판타지,전체관람가,기타,0.0,55.0,1492.0,1.0,315348
기타,2,1,5,118.0,미국,CGV아트하우스,드라마,청소년관람불가,기타,0.0,72.0,1191.0,1.0,315321
기타,2,1,9,123.0,중국,롯데쇼핑㈜롯데엔터테인먼트,액션,12세이상관람가,기타,1.0,547.0,0.0,0.0,315305
기타,11,4,46,82.0,한국,월트디즈니컴퍼니코리아 유한책임회사,기타,전체관람가,기타,0.0,94.0,1765.0,0.0,315010
기타,3,1,12,108.0,한국,씨제이이앤엠(주),드라마,15세이상관람가,기타,0.0,215.0,0.0,1.0,313953
기타,8,3,33,83.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,전체관람가,기타,,30.0,868.0,0.0,311456
기타,5,2,21,99.0,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15세이상관람가,기타,,47.0,144.0,0.0,310956
기타,2,1,6,127.0,미국,워너브러더스 코리아(주),SF,12세이상관람가,기타,0.0,169.0,1428.0,0.0,309729
기타,4,2,16,93.0,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,15세이상관람가,기타,0.0,333.0,3408.0,0.0,308180
기타,10,4,43,96.0,미국,워너브러더스 코리아(주),애니메이션,전체관람가,기타,,101.0,0.0,1.0,307217
기타,2,1,8,82.0,인도,기타,애니메이션,전체관람가,기타,,198.0,0.0,0.0,306837
기타,4,2,14,91.0,한국,메가박스중앙(주)플러스엠,드라마,전체관람가,기타,0.0,61.0,446.0,0.0,306126
기타,12,4,1,109.0,한국,기타,드라마,전체관람가,기타,0.0,466.0,5046.0,1.0,306119
기타,1,1,2,95.0,영국,롯데쇼핑㈜롯데엔터테인먼트,코미디,전체관람가,기타,,283.0,1592.0,1.0,305100
기타,12,4,52,79.0,일본,기타,애니메이션,전체관람가,기타,,156.0,5689.0,0.0,300477
기타,8,3,32,93.0,독일,기타,애니메이션,전체관람가,기타,,16.0,0.0,0.0,299434
기타,2,1,6,92.0,미국,(주)쇼박스,액션,12세이상관람가,기타,0.0,128.0,0.0,0.0,298983
기타,2,1,7,91.0,미국,기타,애니메이션,전체관람가,기타,,41.0,2669.0,0.0,298298
기타,10,4,41,111.0,한국,씨제이이앤엠(주),멜로,청소년관람불가,기타,0.0,98.0,0.0,0.0,298086
기타,2,1,8,128.0,미국,기타,드라마,15세이상관람가,기타,0.0,89.0,1122.0,0.0,297944
기타,1,1,2,103.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12세이상관람가,기타,1.0,768.0,2541.0,1.0,297356
기타,5,2,18,86.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,기타,,64.0,0.0,0.0,297025
기타,7,3,27,120.0,일본,기타,애니메이션,전체관람가,기타,,130.0,0.0,0.0,295189
기타,1,1,1,113.0,미국,(주)시네마서비스,범죄,15세이상관람가,기타,0.0,224.0,1262.0,0.0,294320
기타,12,4,51,97.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,기타,1.0,201.0,0.0,0.0,293787
기타,12,4,49,115.0,미국,판씨네마(주),액션,청소년관람불가,기타,1.0,120.0,0.0,0.0,292655
기타,6,2,23,140.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,가족,12세이상관람가,기타,,151.0,0.0,0.0,292529
기타,12,4,50,103.0,영국,(주)넥스트엔터테인먼트월드(NEW),코미디,15세이상관람가,기타,0.0,111.0,2861.0,1.0,292430
기타,2,1,7,116.0,미국,기타,액션,15세이상관람가,기타,0.0,39.0,0.0,0.0,292217
기타,2,1,5,91.0,미국,이십세기폭스코리아(주),애니메이션,전체관람가,기타,1.0,283.0,2567.0,0.0,289645
기타,3,1,12,115.0,미국,워너브러더스 코리아(주),액션,청소년관람불가,기타,0.0,126.0,1118.0,0.0,289534
기타,10,4,43,88.0,한국,기타,공포,15세이상관람가,기타,0.0,115.0,4178.0,0.0,288016
기타,1,1,4,104.0,영국,메가박스중앙(주)플러스엠,액션,15세이상관람가,기타,0.0,177.0,841.0,0.0,286042
기타,11,4,48,116.0,미국,기타,어드벤처,12세이상관람가,기타,,56.0,433.0,0.0,284601
기타,2,1,8,87.0,미국,기타,애니메이션,전체관람가,기타,,13.0,220.0,0.0,284526
기타,1,1,3,114.0,한국,기타,코미디,15세이상관람가,기타,0.0,99.0,0.0,0.0,283449
기타,4,2,18,85.0,한국,씨제이이앤엠(주),애니메이션,전체관람가,기타,0.0,96.0,646.0,0.0,283300
기타,3,1,13,119.0,미국,롯데쇼핑㈜롯데엔터테인먼트,SF,15세이상관람가,기타,1.0,237.0,3194.0,1.0,282662
기타,12,4,51,94.0,일본,기타,애니메이션,전체관람가,기타,,139.0,3705.0,0.0,282419
기타,8,3,34,106.0,미국,이십세기폭스코리아(주),액션,15세이상관람가,기타,,164.0,0.0,0.0,281642
기타,5,2,22,102.0,미국,씨네그루(주)다우기술,미스터리,15세이상관람가,기타,,87.0,1603.0,0.0,279488
기타,5,2,18,75.0,한국,씨제이이앤엠(주),애니메이션,전체관람가,기타,,31.0,1719.0,0.0,278914
기타,12,4,50,123.0,미국,유니버설픽쳐스인터내셔널 코리아(유),멜로,12세이상관람가,기타,0.0,99.0,2704.0,0.0,278015
기타,2,1,8,122.0,미국,(주)제이앤씨미디어그룹,액션,청소년관람불가,기타,1.0,254.0,1842.0,0.0,276379
기타,1,1,3,124.0,미국,이십세기폭스코리아(주),가족,전체관람가,기타,0.0,49.0,0.0,1.0,276334
기타,2,1,6,76.0,러시아,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,기타,,179.0,0.0,0.0,274229
기타,5,2,19,129.0,일본,기타,애니메이션,전체관람가,기타,0.0,354.0,8858.0,1.0,272877
기타,10,4,44,107.0,미국,기타,드라마,15세이상관람가,기타,0.0,21.0,212.0,0.0,272364
기타,4,2,17,107.0,일본,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,기타,1.0,192.0,0.0,0.0,272062
기타,2,1,6,102.0,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,청소년관람불가,기타,,56.0,0.0,0.0,270683
기타,3,1,11,115.0,한국,(주)시네마서비스,드라마,15세이상관람가,기타,0.0,138.0,0.0,0.0,270602
기타,10,4,42,93.0,한국,씨제이이앤엠(주),코미디,15세이상관람가,기타,0.0,342.0,0.0,0.0,270148
기타,2,1,7,87.0,미국,씨제이이앤엠(주),액션,청소년관람불가,기타,,220.0,0.0,0.0,269510
기타,1,1,4,103.0,미국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,기타,,85.0,0.0,0.0,269157
기타,12,4,49,128.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12세이상관람가,기타,0.0,75.0,508.0,1.0,268921
기타,2,1,6,108.0,미국,씨제이엔터테인먼트,코미디,청소년관람불가,기타,,16.0,0.0,0.0,267843
기타,1,1,2,80.0,미국,기타,애니메이션,전체관람가,기타,,126.0,0.0,0.0,267373
기타,9,3,39,106.0,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,청소년관람불가,기타,1.0,22.0,0.0,0.0,266574
기타,2,1,9,106.0,미국,롯데쇼핑㈜롯데엔터테인먼트,SF,15세이상관람가,기타,0.0,136.0,479.0,0.0,266389
기타,12,4,1,96.0,스페인,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,기타,0.0,115.0,0.0,0.0,266253
브래드 버드,5,2,22,129.0,미국,월트디즈니컴퍼니코리아(주),액션,12세이상관람가,기타,0.0,131.0,1272.0,0.0,265744
기타,7,3,30,98.0,일본,씨제이엔터테인먼트,애니메이션,전체관람가,기타,,112.0,0.0,0.0,264918
기타,8,3,34,117.0,미국,기타,액션,15세이상관람가,기타,,30.0,131.0,0.0,264766
기타,9,3,36,87.0,독일,기타,애니메이션,전체관람가,기타,,74.0,224.0,1.0,262289
기타,3,1,12,127.0,한국,워너브러더스 코리아(주),범죄,청소년관람불가,기타,0.0,58.0,237.0,0.0,262235
기타,11,4,45,141.0,미국,이십세기폭스코리아(주),스릴러,12세이상관람가,기타,0.0,196.0,878.0,0.0,260721
기타,12,4,52,113.0,미국,CGV아트하우스,드라마,전체관람가,기타,0.0,212.0,1437.0,1.0,260506
기타,3,1,12,165.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),서부극,청소년관람불가,기타,0.0,456.0,0.0,0.0,260144
기타,8,3,33,105.0,한국,기타,다큐멘터리,15세이상관람가,기타,0.0,681.0,10237.0,0.0,258478
기타,9,3,37,96.0,한국,(주)인벤트스톤,스릴러,청소년관람불가,기타,0.0,309.0,2023.0,0.0,257716
기타,2,1,7,91.0,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,기타,1.0,286.0,8040.0,0.0,257381
기타,9,3,36,92.0,미국,워너브러더스 코리아(주),공포,청소년관람불가,기타,,81.0,0.0,0.0,257193
기타,12,4,51,133.0,미국,롯데쇼핑㈜롯데엔터테인먼트,범죄,15세이상관람가,기타,,128.0,0.0,0.0,257106
기타,1,1,2,137.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,기타,1.0,176.0,3318.0,1.0,256475
기타,8,3,32,118.0,미국,씨제이이앤엠(주),액션,15세이상관람가,기타,,108.0,0.0,0.0,256346
기타,2,1,7,111.0,한국,메가박스중앙(주)플러스엠,코미디,12세이상관람가,기타,0.0,129.0,1050.0,0.0,256202
기타,10,4,42,113.0,한국,(주)인벤트스톤,멜로,15세이상관람가,기타,0.0,383.0,0.0,0.0,252475
기타,10,4,42,101.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,기타,,86.0,569.0,0.0,252444
기타,6,2,25,102.0,한국,씨제이이앤엠(주),스릴러,청소년관람불가,기타,0.0,173.0,3971.0,0.0,250650
기타,3,1,11,102.0,한국,CGV아트하우스,스릴러,15세이상관람가,기타,0.0,86.0,5302.0,0.0,248215
기타,10,4,42,133.0,미국,이십세기폭스코리아(주),드라마,12세이상관람가,기타,,42.0,0.0,0.0,245343
기타,4,2,17,136.0,한국,(주)쇼박스,드라마,12세이상관람가,기타,0.0,237.0,0.0,0.0,243094
기타,9,3,38,113.0,미국,(주)인벤트스톤,액션,청소년관람불가,기타,,129.0,1097.0,1.0,242707
기타,2,1,7,106.0,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,기타,1.0,412.0,1500.0,0.0,242164
기타,10,4,43,133.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,15세이상관람가,기타,0.0,243.0,0.0,1.0,241514
기타,6,2,25,114.0,스웨덴,기타,어드벤처,15세이상관람가,기타,,130.0,754.0,1.0,240990
기타,6,2,23,109.0,미국,기타,코미디,15세이상관람가,기타,,40.0,234.0,0.0,240148
기타,3,1,11,104.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,드라마,15세이상관람가,기타,0.0,30.0,0.0,1.0,239483
기타,11,4,45,90.0,한국,씨네그루(주)키다리이엔티,범죄,청소년관람불가,기타,0.0,198.0,3455.0,0.0,238587
기타,10,4,44,123.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,12세이상관람가,기타,0.0,96.0,1338.0,1.0,238257
기타,3,1,10,120.0,미국,유니버설픽쳐스인터내셔널 코리아(유),멜로,청소년관람불가,기타,,22.0,0.0,0.0,238073
기타,6,2,25,102.0,프랑스,(주)쇼박스,드라마,12세이상관람가,기타,0.0,56.0,720.0,0.0,237147
기타,3,1,13,112.0,스페인,씨너스엔터테인먼트(주),미스터리,청소년관람불가,기타,,137.0,0.0,0.0,236359
기타,2,1,6,100.0,미국,워너브러더스 코리아(주),애니메이션,전체관람가,기타,1.0,195.0,0.0,0.0,236129
기타,12,4,51,83.0,영국,기타,애니메이션,전체관람가,기타,0.0,299.0,0.0,0.0,235688
기타,6,2,24,112.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,12세이상관람가,기타,1.0,450.0,2151.0,0.0,235207
기타,12,4,51,91.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,전체관람가,기타,1.0,89.0,0.0,0.0,233563
기타,1,1,3,98.0,일본,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,기타,1.0,279.0,4286.0,0.0,233347
기타,9,3,37,89.0,미국,기타,애니메이션,전체관람가,기타,,647.0,1904.0,0.0,233283
기타,10,4,43,113.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,기타,0.0,155.0,0.0,0.0,233211
기타,4,2,14,113.0,한국,오퍼스픽쳐스(유),멜로,15세이상관람가,기타,0.0,170.0,3837.0,0.0,232016
기타,8,3,33,84.0,한국,(주)시너지하우스 (시너지),공포,15세이상관람가,기타,0.0,392.0,0.0,0.0,229610
기타,8,3,33,78.0,한국,기타,드라마,15세이상관람가,이병헌,0.0,58.0,0.0,0.0,229610
기타,6,2,26,122.0,미국,기타,액션,15세이상관람가,기타,1.0,94.0,450.0,0.0,229542
기타,2,1,8,113.0,한국,기타,드라마,12세이상관람가,기타,0.0,1095.0,31698.0,1.0,229059
기타,2,1,8,97.0,미국,(주)넥스트엔터테인먼트월드(NEW),SF,15세이상관람가,기타,,191.0,0.0,0.0,229014
기타,3,1,11,116.0,한국,기타,멜로,15세이상관람가,기타,0.0,225.0,3832.0,1.0,229005
기타,9,3,38,103.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,,92.0,0.0,0.0,228899
기타,4,2,14,115.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,기타,0.0,205.0,360.0,0.0,228539
기타,6,2,26,95.0,미국,롯데쇼핑㈜롯데엔터테인먼트,공포,청소년관람불가,기타,,43.0,0.0,0.0,228090
기타,12,4,52,87.0,독일,메가박스중앙(주)플러스엠,애니메이션,전체관람가,기타,1.0,364.0,2926.0,0.0,227586
기타,10,4,40,85.0,스페인,기타,애니메이션,전체관람가,기타,,300.0,668.0,0.0,226933
기타,5,2,22,107.0,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,기타,,255.0,3459.0,0.0,225842
기타,8,3,35,127.0,미국,(주)넥스트엔터테인먼트월드(NEW),드라마,12세이상관람가,기타,0.0,864.0,0.0,0.0,225146
기타,2,1,8,110.0,한국,롯데쇼핑㈜롯데엔터테인먼트,스릴러,청소년관람불가,기타,0.0,161.0,0.0,0.0,224891
기타,11,4,48,119.0,일본,CGV아트하우스,애니메이션,12세이상관람가,기타,0.0,126.0,2612.0,1.0,224849
기타,4,2,16,112.0,한국,CGV아트하우스,드라마,청소년관람불가,기타,0.0,144.0,1496.0,0.0,224452
기타,2,1,7,130.0,미국,월트디즈니컴퍼니코리아 유한책임회사,판타지,전체관람가,기타,1.0,44.0,447.0,0.0,224010
기타,1,1,5,130.0,미국,(주)제이앤씨미디어그룹,액션,15세이상관람가,기타,0.0,97.0,937.0,0.0,223740
기타,2,1,8,88.0,미국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,기타,,60.0,0.0,0.0,222953
기타,4,2,15,117.0,미국,(주)쇼박스,액션,15세이상관람가,기타,0.0,119.0,0.0,0.0,222927
기타,6,2,22,110.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,12세이상관람가,기타,0.0,62.0,0.0,0.0,222731
기타,5,2,19,139.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,기타,0.0,49.0,0.0,0.0,222017
기타,4,2,15,98.0,미국,(주)넥스트엔터테인먼트월드(NEW),액션,15세이상관람가,기타,0.0,1161.0,410.0,0.0,221327
기타,4,2,15,84.0,영국,(주)쇼박스,애니메이션,전체관람가,기타,1.0,145.0,0.0,0.0,221176
기타,5,2,19,82.0,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15세이상관람가,기타,1.0,125.0,4950.0,0.0,219678
기타,4,2,18,86.0,독일,씨네그루(주)다우기술,애니메이션,전체관람가,기타,,244.0,543.0,0.0,219621
기타,1,1,4,100.0,한국,기타,드라마,12세이상관람가,기타,0.0,268.0,1549.0,0.0,217803
기타,2,1,8,105.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,청소년관람불가,기타,,53.0,1754.0,1.0,217785
기타,7,3,28,101.0,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,전체관람가,기타,0.0,66.0,0.0,0.0,217493
기타,7,3,28,91.0,한국,기타,공포,15세이상관람가,기타,0.0,51.0,272.0,0.0,217444
기타,4,2,17,109.0,일본,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,기타,1.0,387.0,0.0,0.0,217320
기타,2,1,8,92.0,미국,씨너스엔터테인먼트(주),드라마,청소년관람불가,기타,1.0,511.0,0.0,0.0,217077
기타,12,4,49,120.0,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,기타,,205.0,10041.0,0.0,216861
기타,4,2,16,93.0,영국,(주)넥스트엔터테인먼트월드(NEW),코미디,12세이상관람가,기타,,342.0,0.0,0.0,216852
기타,6,2,24,117.0,미국,워너브러더스 코리아(주),SF,12세이상관람가,기타,0.0,142.0,0.0,0.0,216676
기타,12,4,52,88.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,기타,,332.0,1183.0,1.0,215993
기타,9,3,39,89.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,기타,0.0,167.0,1144.0,0.0,215203
기타,10,4,44,105.0,미국,CGV아트하우스,판타지,전체관람가,기타,,20.0,254.0,1.0,215029
기타,3,1,11,102.0,미국,(주)넥스트엔터테인먼트월드(NEW),액션,15세이상관람가,기타,,68.0,1291.0,0.0,214949
기타,4,2,14,106.0,미국,이십세기폭스코리아(주),드라마,12세이상관람가,기타,0.0,325.0,1104.0,0.0,214003
기타,5,2,21,135.0,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12세이상관람가,기타,0.0,118.0,353.0,0.0,213980
기타,3,1,13,111.0,미국,월트디즈니컴퍼니코리아 유한책임회사,가족,전체관람가,기타,0.0,60.0,330.0,0.0,212836
기타,9,3,38,126.0,일본,기타,액션,청소년관람불가,기타,0.0,148.0,1355.0,1.0,212599
기타,10,4,40,59.0,일본,기타,액션,전체관람가,기타,,93.0,762.0,0.0,212368
기타,5,2,19,101.0,한국,(주)와우픽쳐스,멜로,청소년관람불가,기타,0.0,97.0,1176.0,0.0,212154
기타,2,1,8,135.0,미국,씨제이엔터테인먼트,범죄,15세이상관람가,기타,,169.0,0.0,1.0,212035
기타,8,3,32,109.0,미국,유니버설픽쳐스인터내셔널 코리아(유),가족,전체관람가,기타,,83.0,0.0,0.0,210493
기타,11,4,46,107.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,기타,0.0,1676.0,0.0,0.0,210278
기타,4,2,15,110.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,15세이상관람가,기타,,87.0,0.0,0.0,208912
기타,12,4,49,102.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,기타,0.0,248.0,1647.0,0.0,206953
기타,9,3,38,92.0,스페인,(주)싸이더스,애니메이션,전체관람가,기타,,17.0,0.0,0.0,206320
기타,1,1,2,85.0,한국,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,기타,0.0,256.0,0.0,0.0,205579
기타,3,1,10,119.0,미국,이십세기폭스코리아(주),코미디,청소년관람불가,기타,0.0,2141.0,2387.0,0.0,204742
기타,2,1,8,115.0,한국,(주)쇼박스,멜로,청소년관람불가,기타,0.0,257.0,10545.0,0.0,203775
기타,5,2,21,108.0,미국,기타,드라마,청소년관람불가,기타,,202.0,0.0,0.0,203476
기타,12,4,49,111.0,미국,기타,액션,15세이상관람가,기타,0.0,228.0,853.0,0.0,203221
기타,12,4,50,107.0,미국,기타,드라마,15세이상관람가,기타,,397.0,0.0,0.0,202805
