순번,영진위 영화명,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
3309,수성못,수성못,유지영,한국영화아카데미,,㈜인디스토리,2018-04-19,개봉영화,장편,한국,36,"26,185,400",3539,"11,992,800","1,384",드라마,15세이상관람가,독립/예술영화
3310,가자! 장미여관으로 2 - 갈증,가자장미여관으로2갈증,김봉은,드림로드,,(주)에이블엔터테인먼트,2014-04-10,개봉영화,장편,한국,20,"14,471,000",3534,"520,000",104,멜로/로맨스,청소년관람불가,일반영화
3311,남극의 쉐프,남극의쉐프,오키타 슈이치,Parade,(주)스폰지이엔티,(주)스폰지이엔티,2010-02-11,개봉영화,장편,일본,1,"25,129,544",3530,"23,407,000","3,201",코미디,전체관람가,독립/예술영화
3312,핀두스 이야기,핀두스이야기,알리 사마디 아하디,,(주)영화사 안다미로,(주)레인메이커필름,2017-11-30,개봉영화,장편,독일,22,"17,345,000",3524,0,0,애니메이션,전체관람가,독립/예술영화
3313,"힘내세요, 병헌씨",힘내세요병헌씨,이병헌,,,㈜인디스토리,2013-06-27,개봉영화,장편,한국,18,"25,463,600",3522,"18,462,100","2,471",코미디,15세이상관람가,독립/예술영화
3314,라 트라비아타,라트라비아타,후고 데 아나,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,2013-07-06,개봉영화,장편,독일,2,"92,164,500",3515,"81,167,500","3,112",공연,전체관람가,독립/예술영화
3315,로봇,로봇,S. 샹카르,,(주)인영트레이딩,프리비젼엔터테인먼트,2012-04-19,개봉영화,장편,인도,37,"25,705,000",3504,"13,486,000","1,741",SF,15세이상관람가,독립/예술영화
3316,오페라-카르멘(메트로폴리탄),오페라카르멘메트로폴리탄,"게리 할버슨,리처드 이어",메트로폴리탄 오페라,(주)에이치엠엔,㈜메가박스,2010-04-04,개봉영화,장편,미국,1,"68,885,531",3498,"67,515,000","3,425",뮤지컬,12세이상관람가,일반영화
3317,까미유 끌로델,까미유끌로델,부르노 뒤몽,3비프로덕션즈,찬란,찬란,2013-10-24,개봉영화,장편,프랑스,6,"25,946,000",3495,"19,537,500","2,451",드라마,15세이상관람가,독립/예술영화
3318,램스,램스,그리무르 하코나르슨,,미디어 컨텐츠 스토어,"미디어 컨텐츠 스토어,(주)인디플러그",2016-11-03,개봉영화,장편,아이슬란드,23,"25,971,300",3491,"18,074,500","2,263",드라마,15세이상관람가,독립/예술영화
3319,넥스트 제네레이션 패트레이버,넥스트제네레이션패트레이버,오시이 마모루,,(주)도키엔터테인먼트,와이드 릴리즈(주),2014-04-24,개봉영화,장편,일본,20,"23,674,500",3488,"10,967,500","1,678",액션,12세이상관람가,일반영화
3320,로마에서 생긴 일,로마에서생긴일,마크 스티븐 존슨,터치스톤 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-04-08,개봉영화,장편,미국,12,"26,864,788",3480,"19,727,000","2,481",멜로/로맨스,12세이상관람가,일반영화
3321,벤딩 디 아크 세상을 바꾸는 힘,벤딩디아크세상을바꾸는힘,"키프 데이비슨,페드로 코스",,CGV아트하우스,CGV아트하우스,2017-11-09,개봉영화,장편,미국,45,"24,142,600",3472,"10,403,700","1,377",다큐멘터리,전체관람가,독립/예술영화
3322,닌자 어쌔신,닌자어쌔신,제임스 맥티그,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2009-11-26,개봉영화,장편,미국,324,"26,991,274",3471,"11,079,000","1,378",액션,청소년관람불가,일반영화
3323,안티크라이스트,안티크라이스트,라스 폰 트리에,,(주)씨네라인코리아,주식회사 마운틴픽쳐스,2011-04-14,개봉영화,장편,덴마크,17,"26,739,000",3471,"18,387,500","2,325",미스터리,청소년관람불가,독립/예술영화
3324,이파네마 소년,이파네마소년,김기훈,고스트라이터필름,,프리비젼엔터테인먼트,2010-11-04,개봉영화,장편,한국,13,"25,432,810",3465,"10,204,000","1,348",멜로/로맨스,12세이상관람가,독립/예술영화
3325,홈프론트-가족을 지켜라,홈프론트가족을지켜라,게리 플레더,,(유)조이앤컨텐츠그룹,(주)팝엔터테인먼트,2014-06-18,개봉영화,장편,미국,55,"23,849,000",3464,"3,612,000",615,액션,15세이상관람가,일반영화
3326,일탈여행 프라이빗 아일랜드,일탈여행프라이빗아일랜드,한상희,(주)컨텐츠로드,,(주)팝엔터테인먼트,2013-08-29,개봉영화,장편,한국,23,"18,135,500",3460,"10,106,000","1,866",멜로/로맨스,청소년관람불가,일반영화
3327,윈드 리버 감독판,윈드리버감독판,테일러 쉐리던,,(주)유로커뮤니케이션,(주)유로커뮤니케이션,2017-09-21,개봉영화,장편,미국,9,"26,691,300",3458,"14,555,300","1,931",스릴러,청소년관람불가,독립/예술영화
3328,벨과 세바스찬 계속되는 모험,벨과세바스찬계속되는모험,크리스찬 두가이,,썬택엔터테인먼트 주식회사,C 무비,2017-08-10,개봉영화,장편,프랑스,38,"26,194,300",3450,"12,421,000","1,554",드라마,전체관람가,독립/예술영화
3329,최후의 Z,최후의z,크레이그 조벨,,(주)제이앤씨미디어그룹,(주)드림팩트엔터테인먼트,2016-12-28,개봉영화,장편,아이슬란드,23,"19,439,500",3449,"2,560,000",309,드라마,12세이상관람가,독립/예술영화
3330,강철의 연금술사  미로스의 성스러운 별,강철의연금술사미로스의성스러운별,무라타 카즈야,,(주)디엔티미디어,예지림엔터테인먼트,2012-01-26,개봉영화,장편,일본,37,"24,368,000",3441,"11,955,500","1,583",애니메이션,12세이상관람가,일반영화
3331,정원을 그리다  모네에서 마티스까지,정원을그리다모네에서마티스까지,데이비드 비커스태프,,메가박스중앙(주),메가박스중앙(주),2017-10-26,개봉영화,장편,영국,25,"36,375,500",3441,"21,972,500","2,158",다큐멘터리,전체관람가,일반영화
3332,리멤버,리멤버,안나 저스티스,,미디어소프트,주식회사 마운틴픽쳐스,2012-12-13,개봉영화,장편,독일,12,"23,873,000",3438,"11,199,500","1,525",드라마,15세이상관람가,독립/예술영화
3333,채식주의자,채식주의자,임우성,"(주)블루트리픽쳐스,(주)루돌프필름",,(주)스폰지이엔티,2010-02-18,개봉영화,장편,한국,19,"25,547,105",3434,"15,983,500","2,078",드라마,청소년관람불가,독립/예술영화
3334,천국의 아이들,천국의아이들,박흥식,"서울시 교육청,(주)인벤트스톤,(주)노마드필름",,(주)미로비젼,2012-05-24,개봉영화,장편,한국,7,"19,220,000",3432,"12,301,500","2,248",드라마,12세이상관람가,독립/예술영화
3335,"무현, 두 도시 이야기  파이널 컷",무현두도시이야기파이널컷,전인환,엠앤씨에프,,㈜인디스토리,2017-08-30,개봉영화,장편,한국,103,"24,499,000",3431,"10,997,500","1,451",다큐멘터리,15세이상관람가,독립/예술영화
3336,몬몬몬 몬스터,몬몬몬몬스터,구파도,,주식회사 더쿱,주식회사 더쿱,2018-07-12,개봉영화,장편,대만,101,"27,639,200",3426,"13,629,600","1,664",공포(호러),15세이상관람가,독립/예술영화
3337,메리 크리스마스 미스터 모,메리크리스마스미스터모,임대형,영화사 달리기,,㈜인디스토리,2017-12-14,개봉영화,장편,한국,31,"23,963,800",3418,"16,721,500","2,172",코미디,12세이상관람가,독립/예술영화
3338,미켈란젤로  사랑과 죽음,미켈란젤로사랑과죽음,데이비드 비커스태프,,메가박스중앙(주),메가박스중앙(주),2018-05-31,개봉영화,장편,영국,19,"33,952,000",3411,"22,708,000","2,394",다큐멘터리,전체관람가,일반영화
3339,퍼블릭 에너미 넘버원,퍼블릭에너미넘버원,장-프랑소와 리셰,,(주)부메랑모션픽쳐스,예지림엔터테인먼트,2011-08-25,개봉영화,장편,프랑스,35,"26,932,000",3410,"13,216,500","1,614",액션,청소년관람불가,일반영화
3340,밤을 걷는 뱀파이어 소녀,밤을걷는뱀파이어소녀,애나 릴리 아미푸르,,찬란,찬란,2015-06-25,개봉영화,장편,미국,23,"26,003,679",3407,"19,446,500","2,464",공포(호러),15세이상관람가,독립/예술영화
3341,로맨스 조,로맨스조,이광국,(주)보리픽쳐스,,씨네21아이(주),2012-03-08,개봉영화,장편,한국,19,"25,937,600",3402,"19,854,100","2,492",드라마,15세이상관람가,독립/예술영화
3342,브라더 오브 더 이어,브라더오브더이어,위타야 통유용,,(주)달빛공장,(주)영화사오원,2019-03-07,개봉영화,장편,태국,58,"29,593,080",3384,"22,009,280","2,487",코미디,12세이상관람가,독립/예술영화
3343,봄이가도,봄이가도,"장준엽,진청하,전신환",왕십리픽쳐스,,(주)시네마달,2018-09-13,개봉영화,장편,한국,31,"24,339,700",3379,"16,565,300","2,202",드라마,12세이상관람가,독립/예술영화
3344,토카레브,토카레브,파코 카베자스,,(주)누리픽쳐스,(주)누리픽쳐스,2014-10-23,개봉영화,장편,미국,20,"17,706,000",3375,"8,820,000","1,796",액션,청소년관람불가,일반영화
3345,인생을 애니메이션처럼,인생을애니메이션처럼,로저 로스 윌리엄스,,판씨네마(주),판씨네마(주),2017-09-27,개봉영화,장편,미국,49,"24,952,800",3372,"16,072,000","2,110",다큐멘터리,전체관람가,독립/예술영화
3346,질투의 역사,질투의역사,정인봉,(주)유앤정필름,,"와이드 릴리즈(주),(주)스톰픽쳐스코리아",2019-03-14,개봉영화,장편,한국,83,"30,276,830",3372,"13,969,650","1,371",멜로/로맨스,15세이상관람가,독립/예술영화
3347,"파리, 사랑한 날들",파리사랑한날들,미카엘 코헨,,주식회사 마운틴픽쳐스,퍼즐엔터테인먼트,2011-04-07,개봉영화,장편,프랑스,12,"25,860,000",3369,"19,006,000","2,383",멜로/로맨스,청소년관람불가,독립/예술영화
3348,다우더,다우더,구혜선,예스 프로덕션,,어뮤즈,2014-11-06,개봉영화,장편,한국,41,"23,895,800",3365,"11,423,900","1,480",가족,15세이상관람가,독립/예술영화
3349,라 멜로디,라멜로디,라시드 하미,,위드 라이언 픽쳐스,(주)디스테이션,2018-06-14,개봉영화,장편,프랑스,39,"25,241,500",3365,"14,145,400","1,750",코미디,전체관람가,독립/예술영화
3350,투 러버스 앤 베어,투러버스앤베어,킴 누옌,,"(주)팝엔터테인먼트,주식회사 풍경소리",(주)팝엔터테인먼트,2017-03-30,개봉영화,장편,캐나다,73,"26,655,200",3364,"17,156,500","2,069",드라마,청소년관람불가,독립/예술영화
3351,세컨 찬스,세컨찬스,수잔 비에르,,(주)콘텐츠게이트,"(주)영화사오원,(주)브리즈픽처스",2015-06-11,개봉영화,장편,덴마크,29,"26,219,800",3358,"20,340,300","2,466",드라마,청소년관람불가,독립/예술영화
3352,그 남자의 사랑법,그남자의사랑법,아딧탸 초프라,,(주)싸이더스,(주)싸이더스,2013-05-09,개봉영화,장편,인도,28,"25,414,500",3355,"16,157,000","1,987",멜로/로맨스,12세이상관람가,독립/예술영화
3353,삼총사 2014,삼총사2014,세르게이 지노프,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-08-07,개봉영화,장편,러시아,21,"9,719,000",3354,"4,252,000","2,036",어드벤처,15세이상관람가,독립/예술영화
3354,미스체인지,미스체인지,정초신,"브런치메이트필름(주),주식회사 루믹스미디어",,브릿지웍스 엔터테인먼트(주),2013-09-05,개봉영화,장편,한국,41,"23,494,500",3344,"6,600,000",888,코미디,청소년관람불가,일반영화
3355,더 펜션,더펜션,"류장하,양종현,윤창모,정허덕재","(주)조이래빗,(주)제이콘컴퍼니",,(주)영화사오원,2018-06-21,개봉영화,장편,한국,90,"30,492,000",3340,"18,339,500","1,879",드라마,15세이상관람가,독립/예술영화
3356,비바,비바,패디 브레스내치,,(주)히스토리필름,(주)팝엔터테인먼트,2016-10-13,개봉영화,장편,아일랜드,71,"25,521,500",3338,"15,863,500","1,937",드라마,청소년관람불가,독립/예술영화
3357,해피 댄싱,해피댄싱,리차드 론크레인,,주식회사 씨네룩스,주식회사 씨네룩스,2018-11-15,개봉영화,장편,영국,25,"23,904,200",3338,"15,231,200","2,073",드라마,12세이상관람가,독립/예술영화
3358,펠리니를 찾아서,펠리니를찾아서,타론 렉스톤,,주식회사 풍경소리,(주)드림팩트엔터테인먼트,2018-07-12,개봉영화,장편,미국,18,"24,490,900",3335,"15,999,200","1,953",어드벤처,15세이상관람가,독립/예술영화
3359,릴라 릴라,릴라릴라,알랑 그스포너,,(주)부메랑모션픽쳐스,(주)영화사 진진,2011-09-22,개봉영화,장편,독일,14,"26,583,400",3331,"22,281,400","2,725",코미디,12세이상관람가,독립/예술영화
3360,리슨 투 유어 하트,리슨투유어하트,맷 톰슨,,,퍼즐엔터테인먼트,2011-05-04,개봉영화,장편,미국,8,"25,534,000",3325,"13,966,000","1,681",드라마,12세이상관람가,독립/예술영화
3361,테르마이 로마이,테르마이로마이,타케우치 히데키,,(주)수키픽쳐스,브릿지웍스 엔터테인먼트(주),2013-07-18,개봉영화,장편,일본,7,"23,674,500",3319,"20,595,000","2,888",코미디,15세이상관람가,독립/예술영화
3362,"1999, 면회",1999면회,김태곤,광화문시네마,,㈜인디스토리,2013-02-21,개봉영화,장편,한국,20,"23,266,300",3289,"15,773,300","2,179",드라마,15세이상관람가,독립/예술영화
3363,별이 빛나는 밤,별이빛나는밤,수유 린,,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),2012-04-05,개봉영화,장편,대만,20,"24,180,300",3288,"16,217,300","2,148",드라마,전체관람가,독립/예술영화
3364,노엘의 선물,노엘의선물,알렉산더 코페르,,(주)엔케이컨텐츠,(주)나이너스엔터테인먼트,2015-02-05,개봉영화,장편,프랑스,58,"23,642,900",3282,"7,985,000","1,074",코미디,전체관람가,독립/예술영화
3365,더 박스,더박스,리처드 켈리,,데이지엔터테인먼트,(주)시너지하우스 (시너지),2012-04-19,개봉영화,장편,미국,15,"23,544,000",3276,"11,651,000","1,546",스릴러,15세이상관람가,독립/예술영화
3366,마네의 제비꽃 여인 베르트 모리조,마네의제비꽃여인베르트모리조,카롤린느 샹페티에,,씨드,씨드,2014-07-03,개봉영화,장편,프랑스,5,"23,303,500",3273,"14,444,000","1,820",드라마,12세이상관람가,독립/예술영화
3367,고려 아리랑 천산의 디바,고려아리랑천산의디바,김소영,822 필름,,(주)시네마달,2017-05-25,개봉영화,장편,한국,21,"22,027,000",3260,"12,368,700","1,654",다큐멘터리,전체관람가,독립/예술영화
3368,파코와 마법 동화책,파코와마법동화책,나카시마 테츠야,어뮤즈소프트엔터테인먼트,(주)스폰지이엔티,주식회사 마운틴픽쳐스,2010-07-22,개봉영화,장편,일본,13,"23,530,641",3260,"14,853,700","2,061",가족,전체관람가,독립/예술영화
3369,모범시민,모범시민,F. 게리 그레이,,데이지엔터테인먼트,(주)시너지하우스 (시너지),2009-12-10,개봉영화,장편,미국,309,"22,492,644",3259,"1,416,000",188,스릴러,15세이상관람가,일반영화
