순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,원제,제작년도,원작도서유무,네이버기대지수,_merge
,나는논이다제109화,나오키 이토,,,,,,,,,,,,,,,,I AM NON - EPISODE 109,2019.0,0.0,0.0,right_only
,나는대한민국의별이다,편진옥,,,,,,,,,,,,,,,,,2011.0,0.0,1.0,right_only
,나는댄서를희망했다,알랭 벨라이너,,,,,,,,,,,,,,,,Gone for a Dance,2006.0,0.0,0.0,right_only
,나는마녀가아니다,룬가노 니오니,,,,,,,,,,,,,,,,I Am Not a Witch,2017.0,0.0,2.0,right_only
,나는마녀였습니다,주여진,,,,,,,,,,,,,,,,,2005.0,0.0,0.0,right_only
,나는반족입니다,김선중,,,,,,,,,,,,,,,,I am one leg,2018.0,0.0,0.0,right_only
,나는변태다,안자이 하지메,,,,,,,,,,,,,,,,I Am a Pervert,2016.0,0.0,21.0,right_only
,나는별일없이산다,임화민,,,,,,,,,,,,,,,,,2010.0,0.0,0.0,right_only
,나는보고싶다,"조아나 하지토마스,카릴 요레이",,,,,,,,,,,,,,,,I Want To See,2008.0,0.0,2.0,right_only
,나는살인자다,패닛 지라와타나눈트,,,,,,,,,,,,,,,,I Am Murderer,2010.0,0.0,3.0,right_only
,나는섹스중독자,카베 자헤디,,,,,,,,,,,,,,,,I Am A Sex Addict,2005.0,0.0,0.0,right_only
,나는쓸모없어,고혜민,,,,,,,,,,,,,,,,I am Worthless,2018.0,0.0,0.0,right_only
,나는아직도그녀의족발이그립다,김진화,,,,,,,,,,,,,,,,The Aftertaste,2018.0,0.0,3.0,right_only
,나는암살당할것이다,저스틴 웹스터,,,,,,,,,,,,,,,,I Will Be Murdered,2013.0,0.0,3.0,right_only
,나는야만의역사로거슬러가도상관하지않는다,라드 주드,,,,,,,,,,,,,,,,“I Do Not Care If We Go Down in History as Barbarians”,2018.0,0.0,0.0,right_only
7519.0,나는야한여자가좋다2무삭제감독판,김봉은,드림로드,,(주)케이알씨지,2015-02-12,개봉영화,장편,한국,1,"14,000",2,0,0,멜로/로맨스,청소년관람불가,일반영화,,,,,left_only
7901.0,나는야한여자가좋다3무삭제감독판,김미연,(주)케이알씨지,,(주)케이알씨지,2015-07-09,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,,,,,left_only
7518.0,나는야한여자가좋다무삭제감독판,신정균,드림로드,,(주)케이알씨지,2015-02-26,개봉영화,장편,한국,1,"14,000",2,0,0,멜로/로맨스,청소년관람불가,일반영화,,,,,left_only
,나는약신이아니다,원 무예,,,,,,,,,,,,,,,,Dying To Survive,2018.0,0.0,28.0,right_only
,나는여기에,에오인 더피,,,,,,,,,,,,,,,,I Am Here,2016.0,0.0,0.0,right_only
,나는여동생을사랑한다,안도 히로시,,,,,,,,,,,,,,,,"My Sister, My Love",2006.0,0.0,151.0,right_only
,나는여동생을사랑한다,테라모토 유키요,,,,,,,,,,,,,,,,Boku ha Imouto ni Koi wo Suru,2005.0,0.0,6.0,right_only
,나는영국왕을섬겼다,이리 멘젤,,,,,,,,,,,,,,,,I Served The King Of England,2006.0,1.0,0.0,right_only
,나는오늘,"곽수정,박새별,박진주,신성은",,,,,,,,,,,,,,,,Today I,2009.0,0.0,0.0,right_only
,나는왕이다,임권택,,,,,,,,,,,,,,,,,1966.0,0.0,0.0,right_only
,나는외계인,찰스 매튜,,,,,,,,,,,,,,,,Doin' Time On Planet Earth,1988.0,0.0,0.0,right_only
,나는인도행비행기를탄다,,,,,,,,,,,,,,,,,,2005.0,0.0,0.0,right_only
,나는전쟁신부,하워드 혹스,,,,,,,,,,,,,,,,I Was A Male War Bride,1949.0,0.0,2.0,right_only
,나는절대로용서하지않는다,와다 히데키,,,,,,,,,,,,,,,,私は絶&#23550;許さない,2018.0,0.0,1.0,right_only
,나는존재한다,아메드 압델나세르,,,,,,,,,,,,,,,,I Exist,2014.0,0.0,0.0,right_only
,나는짐승이다,미할리나 무잘리크,,,,,,,,,,,,,,,,"i, the animal",2015.0,0.0,0.0,right_only
,나는집으로간다,김동우,,,,,,,,,,,,,,,,I'll Go Home,2000.0,0.0,2.0,right_only
,나는집으로간다,김수지,,,,,,,,,,,,,,,,I'm going home,2015.0,0.0,14.0,right_only
,나는집으로간다,마뇰 드 올리베이라,,,,,,,,,,,,,,,,I'm Going Home,2001.0,0.0,6.0,right_only
,나는친구가적다next,키타하타 토오루,,,,,,,,,,,,,,,,僕は友達が少ないNEXT,2013.0,0.0,0.0,right_only
,나는태양의한방울,엘렌 나베리아니,,,,,,,,,,,,,,,,I am Truly a Drop of Sun on Earth,2017.0,0.0,1.0,right_only
,나는하루에얼마큼의물을쓸까,최유빈,,,,,,,,,,,,,,,,The Watery Girl,2017.0,0.0,1.0,right_only
,나는할수있어,아넬로크 솔라르트,,,,,,,,,,,,,,,,Ik Ben Sterk,2005.0,0.0,0.0,right_only
,나는행복하다,류미례,,,,,,,,,,,,,,,,,2000.0,0.0,3.0,right_only
,나는행복합니다,아비나쉬 비크람 샤하,,,,,,,,,,,,,,,,I AM HAPPY,2011.0,0.0,41.0,right_only
,나는혼자입니다,김예현,,,,,,,,,,,,,,,,I'm all alone.,2016.0,0.0,0.0,right_only
,나는홀로코스트생존자의아이였다,앤 마리 플레밍,,,,,,,,,,,,,,,,I Was A Child Of Holocaust Survivors,2010.0,0.0,0.0,right_only
,나는히틀러의보디가드였다,알렉산더 클루게,,,,,,,,,,,,,,,,I Was Hitler's Bodyguard,1999.0,0.0,0.0,right_only
,나니아연대기사자마녀그리고옷장,마릴린 폭스,,,,,,,,,,,,,,,,"The Lion, The Witch, & The Wardrobe",1988.0,1.0,21.0,right_only
,나니아연대기사자마녀그리고옷장,앤드류 아담슨,,,,,,,,,,,,,,,,"The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe",2005.0,1.0,0.0,right_only
,나단러브즈리키마틴,스티븐 아리아가다,,,,,,,,,,,,,,,,Nathan Loves Ricky Martin,2016.0,0.0,0.0,right_only
,나데시코더무비더프린스오브다크니스,사토 타츠오,,,,,,,,,,,,,,,,Martian Successor Nadesico: The Motion Picture - Prince Of Darkness,1998.0,0.0,73.0,right_only
,나도너와같이,알렉세이 바라바노브,,,,,,,,,,,,,,,,Me Too,2012.0,0.0,1.0,right_only
,나도둑이야,야첵 브롬스키,,,,,,,,,,,,,,,,"It's Me, the Thief",2000.0,0.0,0.0,right_only
7902.0,나도때론포르노그라피의주인공이고싶다감독판,장성수,(주)피터팬픽쳐스,,(주)드림팩트엔터테인먼트,2016-06-13,개봉영화,장편,한국,1,"7,000",1,"7,000",1,멜로/로맨스,청소년관람불가,일반영화,,,,,left_only
,나도츠바사,빌랄 코쿠트,,,,,,,,,,,,,,,,I am tsubasa,2016.0,0.0,0.0,right_only
,나도할말이있다,이영희,,,,,,,,,,,,,,,,,1966.0,0.0,0.0,right_only
,나루토극장판2기대격돌환상의지하유적,가와사키 히로츠구,,,,,,,,,,,,,,,,"Naruto, 大激突!幻の地底遺跡",2005.0,1.0,209.0,right_only
,나르시스터오르간플레이어,나르시스터,,,,,,,,,,,,,,,,Narcissister Organ Player,2017.0,0.0,0.0,right_only
,나를기억해,"하시지 미스즈,치마스키",,,,,,,,,,,,,,,,Remember Me,2013.0,0.0,0.0,right_only
,나를기억해줘요,로랜도 라벨로,,,,,,,,,,,,,,,,Remember me,2014.0,0.0,9.0,right_only
,나를더이상괴롭히지마라,임권택,,,,,,,,,,,,,,,,,1971.0,0.0,0.0,right_only
,나를보라아메리카,박우상,,,,,,,,,,,,,,,,"Look At Me, America",1991.0,0.0,0.0,right_only
,나를잊지말아요,출라얀논 시리폰,,,,,,,,,,,,,,,,Forget Me Not,2018.0,0.0,0.0,right_only
,나를잊지말아요,파트리시아 페헤이라,,,,,,,,,,,,,,,,Something To Remember Me By,2005.0,0.0,7.0,right_only
,나를찾아서,앙겔라 슈테판,,,,,,,,,,,,,,,,Wie Ich Mich Traf,2004.0,0.0,1.0,right_only
,나를찾아서,"트란 푸옹 타오,스완 두버스",,,,,,,,,,,,,,,,Finding Phong,2015.0,0.0,2.0,right_only
,나를찾아줘,김승우,,,,,,,,,,,,,,,,Bring Me Home,2018.0,0.0,45.0,right_only
,나를찾아줘,노다 유스케,,,,,,,,,,,,,,,,わたしをみつけて,2015.0,0.0,0.0,right_only
,나만없는집,김현정,,,,,,,,,,,,,,,,Home without Me,2017.0,0.0,143.0,right_only
,나만없어고양이,"복운석,신혜진",,,,,,,,,,,,,,,,"Hello, My Cat",2019.0,0.0,12.0,right_only
,나만의여행,라데야 제가데바,,,,,,,,,,,,,,,,Journey,2016.0,0.0,0.0,right_only
,나만이없는거리,이토 토모히코,,,,,,,,,,,,,,,,ERASED: SEASON 1,2017.0,0.0,0.0,right_only
,나무그림동화,이광모,,,,,,,,,,,,,,,,,2007.0,0.0,1.0,right_only
,나무내사랑,"에릭 마이어,티누스 홀투이스",,,,,,,,,,,,,,,,The Tree,2004.0,0.0,0.0,right_only
,나무물고기,정지숙,,,,,,,,,,,,,,,,The Tree Fish,2007.0,0.0,4.0,right_only
,나무소녀,아만다 넬 유,,,,,,,,,,,,,,,,It's Easier to Raise Cattle,2017.0,0.0,0.0,right_only
,나무젓가락,이소민,,,,,,,,,,,,,,,,,2015.0,0.0,16.0,right_only
,나부락의la대결전,레오 퐁,,,,,,,,,,,,,,,,Fight To Win,1987.0,0.0,0.0,right_only
,나부코,메트오페라,,,,,,,,,,,,,,,,Nabucco,2017.0,0.0,28.0,right_only
3595.0,나부코,바바라 윌리스 스위츠,,(주)인스터피씨엠,(주)인스터피씨엠,2017-04-01,개봉영화,장편,미국,6,"52,467,000","2,308","39,582,000","1,732",공연,전체관람가,일반영화,,,,,left_only
,나비두더지,서명수,,,,,,,,,,,,,,,,Butterflymole,2006.0,0.0,0.0,right_only
,나비를사랑한소녀이야기,파울라 뒤 겔리,,,,,,,,,,,,,,,,The Story of the Little Girl Who Loved Butterflies,2016.0,0.0,0.0,right_only
,나비사냥,오타르 이오셀리아니,,,,,,,,,,,,,,,,The Butterfly Hunt,1992.0,0.0,1.0,right_only
,나비의외출,밀튼 캇셀라스,,,,,,,,,,,,,,,,Butterflies Are Free,1972.0,0.0,9.0,right_only
,나쁜나라,김진열,,,,,,,,,,,,,,,,Cruel State,2015.0,0.0,11088.0,right_only
2079.0,나쁜나라,"김진열,이수정,정일건",4.16 세월호 참사 시민기록위원회,,"<나쁜 나라> 배급위원회,(주)시네마달",2015-12-03,개봉영화,장편,한국,19,"139,403,400","20,803","60,590,000","8,452",다큐멘터리,12세이상관람가,독립/예술영화,,,,,left_only
6996.0,나쁜남자유부녀겁탈,카이즈 아키히코,,(주)영진크리에이티브,(주)영진크리에이티브,2015-08-03,개봉영화,장편,일본,1,"100,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화,,,,,left_only
,나쁜남자유부녀겁탈,,,,,,,,,,,,,,,,,Hitozuma Waisetu jiken,2004.0,0.0,,right_only
,나쁜녀석들,마니쉬 파텔,,,,,,,,,,,,,,,,Full English Breakfast,2014.0,0.0,16.0,right_only
,나쁜녀석들,마이클 베이,,,,,,,,,,,,,,,,Bad Boys,1995.0,0.0,0.0,right_only
,나쁜녀석들,마츠다 히데토모,,,,,,,,,,,,,,,,わるいやつら,2007.0,0.0,2.0,right_only
,나쁜녀석들,후루마야 토모유키,,,,,,,,,,,,,,,,Bad Company,2001.0,0.0,6.0,right_only
,나쁜녀석들,,,,,,,,,,,,,,,,,,2014.0,0.0,168.0,right_only
,나쁜녀석들2,마이클 베이,,,,,,,,,,,,,,,,Bad Boys II,2003.0,0.0,0.0,right_only
,나쁜녀석들3,조 카나한,,,,,,,,,,,,,,,,Bad Boys for Life,2018.0,0.0,317.0,right_only
,나쁜녀석들더무비가제,손용호,,,,,,,,,,,,,,,,,2018.0,0.0,194.0,right_only
7915.0,나쁜놈은죽는다무삭제특별판,손호,"(주)케이알씨지,(유)조이앤시네마",,"TCO(주)더콘텐츠온,(주)케이알씨지",2016-07-21,개봉영화,장편,중국,1,"3,000",1,0,0,코미디,15세이상관람가,일반영화,,,,,left_only
,나쁜놈일수록잘잔다,구로사와 아키라,,,,,,,,,,,,,,,,The Bad Sleep Well,1960.0,0.0,0.0,right_only
,나쁜마음,명세진,,,,,,,,,,,,,,,,Bad Plan,2017.0,0.0,43.0,right_only
7907.0,나쁜섹스겁탈당한아내,츠키카게 쿠로우,,(주)영진크리에이티브,(주)영진크리에이티브,2018-05-28,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,,,,,left_only
,나쁜섹스겁탈당한아내,츠키카게 크로우,,,,,,,,,,,,,,,,Saikaisita motojyousi,2017.0,0.0,0.0,right_only
7912.0,나쁜아내편의점섹스무삭제판,나쿠루 하라다,,(주)영진크리에이티브,(주)영진크리에이티브,2018-11-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,,,,,left_only
,나쁜여자공주의마음,"엘루이즈 랑,노에미 사글리오",,,,,,,,,,,,,,,,"Connasse, Princesse des coeurs",2015.0,0.0,1.0,right_only
6995.0,나쁜여자는맛있다,조우 사다오,,미디어소프트,미디어소프트,2014-11-19,개봉영화,장편,일본,1,"50,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화,,,,,left_only
,나쁜여자는맛있다,히데오 조조,,,,,,,,,,,,,,,,Evil Woman,2014.0,0.0,33.0,right_only
,나쁜여자착한여자,"이대영,이동윤",,,,,,,,,,,,,,,,,2007.0,0.0,0.0,right_only
,나쁜이웃들2,니콜라스 스톨러,,,,,,,,,,,,,,,,Neighbors 2: Sorority Rising,2016.0,0.0,483.0,right_only
,나쁜피,레오 카락스,,,,,,,,,,,,,,,,Bad Blood,1986.0,0.0,0.0,right_only
,나쁜피,레온 에라주리즈,,,,,,,,,,,,,,,,Bad Blood,2004.0,0.0,0.0,right_only
,나쁜피,이조훈,,,,,,,,,,,,,,,,,2004.0,0.0,1.0,right_only
,나쁜피에관한연대기,김세진,,,,,,,,,,,,,,,,Chronology about the Bad Blood,2017.0,0.0,0.0,right_only
,나선은하,쿠사노 나츠카,,,,,,,,,,,,,,,,antonym,2014.0,0.0,4.0,right_only
,나야레전드오브더골든돌핀,조나단 케이,,,,,,,,,,,,,,,,Naya Legend of the Golden Dolphin,2019.0,0.0,7.0,right_only
,나없는내인생,이자벨 코이젯트,,,,,,,,,,,,,,,,My Life Without Me,2003.0,0.0,0.0,right_only
,나에게온편지,엘라 시어,,,,,,,,,,,,,,,,Foreign Letters,2012.0,0.0,1.0,right_only
,나오미스시크릿,샤스키아 거블스,,,,,,,,,,,,,,,,Naomi's Secret,2016.0,0.0,0.0,right_only
,나오미앤엘리스노키스리스트,크리스틴 행기,,,,,,,,,,,,,,,,Naomi and Ely's No Kiss List,2015.0,0.0,23.0,right_only
7520.0,나오코의신혼생활백서,반헤이 타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2014-02-20,개봉영화,장편,일본,1,"36,000",2,"36,000",2,성인물(에로),청소년관람불가,일반영화,,,,,left_only
,나오코의신혼생활백서,타로 한페이,,,,,,,,,,,,,,,,HARASSED BY A STALKER,2013.0,0.0,,right_only
,나와그녀,마리아 솔레 토그나지,,,,,,,,,,,,,,,,Io e lei,2015.0,0.0,6.0,right_only
,나와너그리고고양이,수잔 고단쉬칸,,,,,,,,,,,,,,,,A Dysfunctional Cat,2018.0,0.0,1.0,right_only
,나우애드허니,웨인 홉,,,,,,,,,,,,,,,,Now Add Honey,2015.0,0.0,1.0,right_only
,나우앤포레버타임투리클레임라이프,실바노 아고스티,,,,,,,,,,,,,,,,Now and Forever Time to Reclaim Life,2018.0,0.0,0.0,right_only
,나우유씨미마술사기단,루이스 리터리어,,,,,,,,,,,,,,,,Now You See Me,2013.0,0.0,0.0,right_only
192.0,나우유씨미마술사기단,루이스 리테리어,,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-08-22,개봉영화,장편,미국,691,"19,146,691,869","2,718,227","6,322,143,282","855,244",범죄,12세이상관람가,일반영화,,,,,left_only
,나의ps프렌드,제이미 트래비스,,,,,,,,,,,,,,,,"For A Good Time, Call..",2012.0,0.0,22.0,right_only
,나의가족나의도시,야세민 삼데렐리,,,,,,,,,,,,,,,,ALMANYA - WELCOME TO GERMANY,2011.0,0.0,0.0,right_only
,나의가족나의영화그리고나의나라,가린 누그로호,,,,,,,,,,,,,,,,"My Family, My Films And My Nation",1998.0,0.0,0.0,right_only
,나의게이샤,잭 카디프,,,,,,,,,,,,,,,,My Geisha,1962.0,0.0,0.0,right_only
,나의귀여운딸,안느 빌라세크,,,,,,,,,,,,,,,,Petite Cherie,2000.0,0.0,0.0,right_only
,나의그리스식웨딩,조엘 즈윅,,,,,,,,,,,,,,,,My Big Fat Greek Wedding,2002.0,0.0,0.0,right_only
,나의그리스식웨딩2,리처드 캔터,,,,,,,,,,,,,,,,Suzie Gold,2004.0,0.0,9.0,right_only
,나의기쁨,세르게이 로즈니차,,,,,,,,,,,,,,,,My Joy,2010.0,0.0,0.0,right_only
,나의길위에서,하샛별,,,,,,,,,,,,,,,,On My Way,2010.0,0.0,0.0,right_only
,나의낮은몸높은마음,"배연우,안수빈",,,,,,,,,,,,,,,,"My Low Body, My High Heart",2017.0,0.0,5.0,right_only
7917.0,나의노예가되어주세요2,조조 히데오,,(주)엔케이컨텐츠,(주)엔케이컨텐츠,2019-03-26,개봉영화,장편,일본,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화,,,,,left_only
,나의노예가되어주세요2,히데오 조조,,,,,,,,,,,,,,,,Be My Master,2018.0,0.0,2.0,right_only
7918.0,나의노예가되어주세요3,조조 히데오,,(주)엔케이컨텐츠,(주)엔케이컨텐츠,2019-03-26,개봉영화,장편,일본,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화,,,,,left_only
,나의노예가되어주세요3,히데오 조조,,,,,,,,,,,,,,,,Up To You,2018.0,0.0,2.0,right_only
5395.0,나의노예가되어주세요감독판,카메이 토오루,,(주)케이알씨지,(주)케이알씨지,2017-11-30,개봉영화,장편,일본,19,"921,000",166,"598,000",111,멜로/로맨스,청소년관람불가,일반영화,,,,,left_only
7521.0,나의달콤한첫경험이야기,카이하라 쿠리스 료,,(주)씨앤피미디어,(주)씨앤피미디어,2010-07-14,개봉영화,장편,일본,1,"4,000",2,"4,000",2,성인물(에로),청소년관람불가,일반영화,,,,,left_only
,나의달콤한첫경험이야기,카이하라 크리스 료,,,,,,,,,,,,,,,,VIRGIN DREEEEAM!,2008.0,0.0,0.0,right_only
2755.0,나의라임오렌지나무,마르코스 번스테인,,(주)수키픽쳐스,(주)나이너스엔터테인먼트,2014-05-29,개봉영화,장편,브라질,47,"50,677,000","7,454","26,528,000","3,839",드라마,12세이상관람가,독립/예술영화,,,,,left_only
,나의라임오렌지나무,마르코스 베르스테인,,,,,,,,,,,,,,,,My Sweet Orange Tree,2012.0,0.0,737.0,right_only
,나의마더,그랜트 스푸토레,,,,,,,,,,,,,,,,I Am Mother,2018.0,0.0,45.0,right_only
,나의마더,그랜트 스푸토레,,,,,,,,,,,,,,,,I Am Mother,2018.0,0.0,46.0,right_only
,나의마지막정부,사샤 기트리,,,,,,,,,,,,,,,,My Last Mistress,1943.0,0.0,0.0,right_only
,나의말을지켜봐어느귀먼연예인들의이야기,힐러리 스칼,,,,,,,,,,,,,,,,See What I'm Saying: The Deaf Entertainers Documentary,2010.0,0.0,3.0,right_only
,나의몽골어머니,닝 차이,,,,,,,,,,,,,,,,My Mongolian Mother,2010.0,0.0,3.0,right_only
,나의밤은당신의낮보다아름답다,안드레이 줄랍스키,,,,,,,,,,,,,,,,My Night Is More Beautiful Than Your Day,1989.0,0.0,0.0,right_only
,나의사랑나의신부,이명세,,,,,,,,,,,,,,,,"My Love, My Bride",1990.0,0.0,0.0,right_only
,나의사랑마님,지영호,,,,,,,,,,,,,,,,,1993.0,0.0,,right_only
,나의사랑스런딸,미조구치 겐지,,,,,,,,,,,,,,,,娘可愛や: My Lovely Daughter,1928.0,0.0,0.0,right_only
,나의사랑스런아빠,나딘 나우스,,,,,,,,,,,,,,,,HOME SWEET HOME,2014.0,0.0,6.0,right_only
,나의사랑황진이,손영호,,,,,,,,,,,,,,,,,1993.0,0.0,,right_only
,나의사적인여자친구,프랑소와 오종,,,,,,,,,,,,,,,,The New Girlfriend,2014.0,0.0,186.0,right_only
2615.0,나의사적인여자친구,프랑수아 오종,,찬란,찬란,2015-01-08,개봉영화,장편,프랑스,34,"72,990,155","9,162","50,687,655","6,144",코미디,청소년관람불가,독립/예술영화,,,,,left_only
,나의설계자아들의여행,나다니엘 칸,,,,,,,,,,,,,,,,My Architect: A Son's Journey,2003.0,0.0,73.0,right_only
,나의순정씨,안평윤,,,,,,,,,,,,,,,,My Lady,2011.0,0.0,6.0,right_only
,나의스캔들,신정균,,,,,,,,,,,,,,,,,2007.0,0.0,0.0,right_only
,나의시나의도시,찰스 오피서,,,,,,,,,,,,,,,,Unarmed Verses,2017.0,0.0,8.0,right_only
,나의시선끝에,오지혜,,,,,,,,,,,,,,,,,2011.0,0.0,1.0,right_only
,나의아들에드워드,조지 큐커,,,,,,,,,,,,,,,,"Edward, My Son",1949.0,0.0,0.0,right_only
,나의아버지는사자였다,"리오넬 바이에르,도미니크 드 리바즈",,,,,,,,,,,,,,,,"Mon Pere, C'est Un Lion",2002.0,0.0,0.0,right_only
,나의아버지와맨인블랙,조나단 홀리프,,,,,,,,,,,,,,,,My Father and the Man in Black,2012.0,0.0,1.0,right_only
,나의아빠,요르그 부트게라이트,,,,,,,,,,,,,,,,Mein Papi,1981.0,0.0,2.0,right_only
,나의아저씨,박현진,,,,,,,,,,,,,,,,,2005.0,0.0,0.0,right_only
,나의아저씨,자크 타티,,,,,,,,,,,,,,,,My Uncle,1958.0,0.0,42.0,right_only
,나의애견킬러,미라 포르나이,,,,,,,,,,,,,,,,My Dog Killer,2013.0,0.0,0.0,right_only
,나의어린시절뽀르또,마뇰 드 올리베이라,,,,,,,,,,,,,,,,Porto De Mon Enfance,2001.0,0.0,1.0,right_only
,나의어린처제,이재금,,,,,,,,,,,,,,,,,2019.0,0.0,0.0,right_only
,나의어머니,"강병문,박종",,,,,,,,,,,,,,,,,1990.0,0.0,0.0,right_only
,나의어머니,권유림,,,,,,,,,,,,,,,,My mother,2017.0,0.0,3.0,right_only
,나의어머니,클라우스 해로,,,,,,,,,,,,,,,,Mother Of Mine,2005.0,0.0,24.0,right_only
,나의어머니그레텔,데이빗 시에베킹,,,,,,,,,,,,,,,,Forget Me Not,2013.0,0.0,8.0,right_only
,나의어머니로예,티에리 드 메이,,,,,,,,,,,,,,,,Ma Mere L'Oye,2004.0,0.0,0.0,right_only
,나의여신나의어머니,,,,,,,,,,,,,,,,,我的女神，我的母&#20146;,2017.0,0.0,0.0,right_only
,나의영도자아돌프히틀러에관한진실,다니 레비,,,,,,,,,,,,,,,,Mein Fuhrer - Die Wirklich Wahrste Wahrheit Uber Adolf Hitler,2007.0,0.0,3.0,right_only
,나의왕자나의왕,시릴 브라엠,,,,,,,,,,,,,,,,My Prince. My King.,2011.0,0.0,0.0,right_only
,나의우상,기욤 까네,,,,,,,,,,,,,,,,Whatever You Say,2002.0,0.0,2.0,right_only
,나의유년시절을기억하네,마리 드 라파렌트,,,,,,,,,,,,,,,,I Remember My Childhood,2016.0,0.0,0.0,right_only
,나의인생우리생명의탱고,와다 히데키,,,,,,,,,,,,,,,,「わたし」の人生(みち) 我が命のタンゴ,2012.0,0.0,5.0,right_only
,나의집,임시연,,,,,,,,,,,,,,,,My home,2018.0,0.0,1.0,right_only
,나의집,프랑소아 라페나우드,,,,,,,,,,,,,,,,At Home,2016.0,0.0,1.0,right_only
,나의집을찾아서,래리 엘리칸,,,,,,,,,,,,,,,,God Bless The Child,1988.0,0.0,0.0,right_only
,나의첫번째팬케이크,이주현,,,,,,,,,,,,,,,,My First Pancake,2018.0,0.0,0.0,right_only
,나의첫사냥,박환성,,,,,,,,,,,,,,,,My First Hunting,2005.0,0.0,1.0,right_only
,나의친구그의아내,신동일,,,,,,,,,,,,,,,,My Friend & His Wife,2008.0,0.0,0.0,right_only
,나의침묵,헤수스 멘데스,,,,,,,,,,,,,,,,Silences,2013.0,0.0,1.0,right_only
,나의키다리아저씨극장판,요코타 카즈요시,,,,,,,,,,,,,,,,Daddy Long Legs,2004.0,0.0,148.0,right_only
,나의푸른하늘,허버트 로스,,,,,,,,,,,,,,,,My Blue Heaven,1990.0,0.0,10.0,right_only
,나의프랑스연인,미아 엔그버그,,,,,,,,,,,,,,,,Belleville Baby,2013.0,0.0,4.0,right_only
,나의피투성이연인,이응진,,,,,,,,,,,,,,,,,2008.0,0.0,0.0,right_only
,나의하루,강정한 ,,,,,,,,,,,,,,,,My Day,2013.0,0.0,0.0,right_only
,나의하루,티파니 콘토야니스,,,,,,,,,,,,,,,,A Day On My Wheels,2015.0,0.0,0.0,right_only
,나의하루는,"임현,김민정,추선영,추원식,김민수,황현진,오정혁",,,,,,,,,,,,,,,,Mother and son,2015.0,0.0,5.0,right_only
,나의학교전체가바다로침몰한다,대쉬 쇼,,,,,,,,,,,,,,,,My Entire High School Sinking Into the Sea,2016.0,0.0,13.0,right_only
,나의행복을다른이에게전한다,김연국,,,,,,,,,,,,,,,,I Spread My Happiness To Others,2009.0,0.0,0.0,right_only
,나의환상속에서,김영범,,,,,,,,,,,,,,,,Nellafantasia,2011.0,0.0,2.0,right_only
,나의히어로아카데미아더무비두명의히어로,나가사키 켄지,,,,,,,,,,,,,,,,MY HERO ACADEMIA: Two Heroes,2018.0,0.0,268.0,right_only
,나이로비의대결,마빈 J. 촘스키,,,,,,,,,,,,,,,,Nairobi Affair,1984.0,0.0,0.0,right_only
,나이뻐요,이다 렁그린,,,,,,,,,,,,,,,,Am I Pretty Enough?,2018.0,0.0,0.0,right_only
,나이스가이즈,셰인 블랙,,,,,,,,,,,,,,,,The Nice Guys,2016.0,0.0,434.0,right_only
1987.0,나이스가이즈,쉐인 블랙,,(주)누보필림,메가박스중앙(주)플러스엠,2016-07-06,개봉영화,장편,미국,249,"187,911,838","24,268","78,323,838","9,864",범죄,청소년관람불가,일반영화,,,,,left_only
,나이스걸즈돈스테이포브렉퍼스트,브루스 웨버,,,,,,,,,,,,,,,,Nice Girls Don't Stay for Breakfast,2018.0,0.0,0.0,right_only
,나이스의숲퍼스트컨택트,"이시이 카츠히토,이시미네 하지메,미키 슌이치로",,,,,,,,,,,,,,,,Naisu No Mori: The First Contact,2005.0,0.0,4.0,right_only
,나이스터치,리처드 존스,,,,,,,,,,,,,,,,A Nice Touch,2012.0,0.0,3.0,right_only
,나이아가라모텔,게리 예이츠,,,,,,,,,,,,,,,,Niagara Motel,2005.0,0.0,1.0,right_only
,나이아가라스퓨리,벤자민 R. 테일러,,,,,,,,,,,,,,,,Niagara's Fury,2013.0,0.0,0.0,right_only
,나이트라이트,김주임,,,,,,,,,,,,,,,,Night light,2018.0,0.0,0.0,right_only
,나이트라이트,마크 몰린캄프,,,,,,,,,,,,,,,,Night Light,2008.0,0.0,4.0,right_only
,나이트라이트,마크-안드레 모리셋,,,,,,,,,,,,,,,,Nightlight,2017.0,0.0,0.0,right_only
,나이트런닝맨,마크 L. 레스터,,,,,,,,,,,,,,,,Night Of The Running Man,1994.0,0.0,0.0,right_only
,나이트메어,구예도,,,,,,,,,,,,,,,,Nightmare,2012.0,0.0,5.0,right_only
