영화명,개봉전 평점,총댓글수(개봉전),댓글모음,﻿순번,영진위 영화명,제작사_x,수입사_x,배급사_x,개봉일_x,영화유형_x,영화형태_x,국적_x,전국스크린수_x,전국매출액_x,전국관객수_x,서울매출액_x,서울관객수_x,장르_x,등급_x,영화구분_x,감독,순번,제작사_y,수입사_y,배급사_y,개봉일_y,영화유형_y,영화형태_y,국적_y,전국스크린수_y,전국매출액_y,전국관객수_y,서울매출액_y,서울관객수_y,장르_y,등급_y,영화구분_y,원작도서유무,네이버기대지수,_merge
두개의사랑,,,,,,,,,,,,,,,,,,,,,프랑수아오종,2490.0,,찬란,(주)팝엔터테인먼트,2017-12-28,개봉영화,장편,프랑스,49,"86,881,200","11,014","61,522,700","7,414",스릴러,청소년관람불가,독립/예술영화,0.0,250.0,right_only
손오공돌원숭이의탄생,,,,,,,,,,,,,,,,,,,,,스기노아키오후미히로요시무라,2492.0,,에이원엔터테인먼트,에이원엔터테인먼트,2012-09-13,개봉영화,장편,일본,83,"69,621,000","10,965","14,423,000","2,011",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
퇴마전마령검의비밀,,,,,,,,,,,,,,,,,,,,,포덕희조천우,2495.0,,(주)누리픽쳐스,(주)누리픽쳐스,2015-08-27,개봉영화,장편,중국,50,"65,107,000","10,922","13,387,000","2,222",판타지,15세이상관람가,일반영화,0.0,162.0,right_only
라이크크레이지,,,,,,,,,,,,,,,,,,,,,드레이크도레무스,2503.0,,(주)팝엔터테인먼트,(주)팝엔터테인먼트,2018-05-30,개봉영화,장편,미국,116,"81,549,980","10,850","39,981,980","5,165",드라마,"12세이상관람가,15세이상관람가",독립/예술영화,0.0,707.0,right_only
말리,,,,,,,,,,,,,,,,,,,,,케빈맥도널드,2506.0,,CGV아트하우스,CGV아트하우스,2012-08-02,개봉영화,장편,미국,13,"80,555,500","10,823","66,978,500","8,934",드라마,12세이상관람가,독립/예술영화,0.0,0.0,right_only
일곱개의대죄천공의포로,,,,,,,,,,,,,,,,,,,,,아베노리유키,2507.0,,(주)코코믹스,(주)엠제이픽쳐스,2018-11-29,개봉영화,장편,일본,88,"85,536,100","10,806","25,162,700","3,008",애니메이션,15세이상관람가,일반영화,0.0,207.0,right_only
파리폴리,,,,,,,,,,,,,,,,,,,,,마르끄피투시,2512.0,,(주)티캐스트콘텐츠허브,(주)티캐스트콘텐츠허브,2015-02-26,개봉영화,장편,프랑스,22,"82,533,500","10,737","66,219,900","8,395",드라마,15세이상관람가,독립/예술영화,0.0,138.0,right_only
극장판빰바라빤쮸바나나왕국의비밀,,,,,,,,,,,,,,,,,,,,,벤피네코,2514.0,,(주)스마일이엔티,(주)스마일이엔티,2017-02-22,개봉영화,장편,일본,140,"76,934,800","10,681","20,312,400","2,657",애니메이션,전체관람가,일반영화,0.0,208.0,right_only
미래는고양이처럼,,,,,,,,,,,,,,,,,,,,,미란다줄리,2521.0,,(주)티캐스트,(주)티캐스트,2012-05-17,개봉영화,장편,미국,17,"86,013,500","10,615","78,643,500","9,440",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
유아넥스트,,,,,,,,,,,,,,,,,,,,,아담윈가드,2528.0,,㈜영화사 백두대간,㈜영화사 백두대간,2014-08-07,개봉영화,장편,미국,78,"86,743,900","10,555","34,495,900","4,126",공포(호러),청소년관람불가,독립/예술영화,0.0,573.0,right_only
샤인어라이트1st지드래곤콘서트,,,,,,,,,,,,,,,,,,,,,정치영,2529.0,(주)와이지엔터테인먼트,,(주)와이지엔터테인먼트,2010-04-15,개봉영화,장편,한국,14,"92,618,161","10,516","40,052,000","4,402",다큐멘터리,12세이상관람가,일반영화,0.0,235.0,right_only
메리셸리프랑켄슈타인의탄생,,,,,,,,,,,,,,,,,,,,,하이파알만수르,2532.0,,찬란,(주)팝엔터테인먼트,2018-12-20,개봉영화,장편,미국,37,"87,282,000","10,487","54,768,200","6,316",드라마,15세이상관람가,독립/예술영화,0.0,118.0,right_only
우주로봇씨어,,,,,,,,,,,,,,,,,,,,,왕장준부걸,2533.0,,(주)시네마천국,"(주)마인스 엔터테인먼트,(유)영화사 화수분",2015-03-12,개봉영화,장편,중국,185,"73,050,900","10,483","8,922,900","1,182",애니메이션,전체관람가,독립/예술영화,0.0,80.0,right_only
세일즈맨,,,,,,,,,,,,,,,,,,,,,아쉬가르파르하디,2534.0,,찬란,찬란,2017-05-11,개봉영화,장편,이란,55,"79,149,300","10,436","54,661,000","6,913",드라마,15세이상관람가,독립/예술영화,0.0,170.0,right_only
셉템버이슈,,,,,,,,,,,,,,,,,,,,,rj커들러,2538.0,에이엔이 인디필름,(주)미로비젼,(주)미로비젼,2010-01-28,개봉영화,장편,미국,10,"79,992,616","10,367","70,206,700","9,041",다큐멘터리,전체관람가,독립/예술영화,0.0,0.0,right_only
빅토리아압둘,,,,,,,,,,,,,,,,,,,,,스티븐프리어스,2539.0,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-10-25,개봉영화,장편,미국,144,"73,487,278","10,366","38,701,778","5,283",드라마,12세이상관람가,독립/예술영화,0.0,183.0,right_only
최후의툰드라극장판,,,,,,,,,,,,,,,,,,,,,장경수김종일이승재,2544.0,㈜에스비에스,,(주)에스비에스콘텐츠허브,2011-02-17,개봉영화,장편,한국,39,"67,143,500","10,169","32,191,500","4,871",다큐멘터리,전체관람가,독립/예술영화,0.0,0.0,right_only
그사람추기경,,,,,,,,,,,,,,,,,,,,,전성우,2547.0,평화방송,,주식회사 마운틴픽쳐스,2014-08-06,개봉영화,장편,한국,43,"71,284,100","10,138","38,177,100","5,170",다큐멘터리,전체관람가,독립/예술영화,0.0,227.0,right_only
인디아일,,,,,,,,,,,,,,,,,,,,,토마스스터버,2552.0,,M&M 인터내셔널,M&M 인터내셔널,2018-11-22,개봉영화,장편,독일,11,"86,532,900","10,098","63,171,400","7,189",드라마,15세이상관람가,독립/예술영화,0.0,39.0,right_only
테라3d인류최후의전쟁,,,,,,,,,,,,,,,,,,,,,아리스토메니스치바스,2561.0,메니딩스,(유)조이앤컨텐츠그룹,주식회사 마운틴픽쳐스,2010-11-04,개봉영화,장편,미국,48,"106,210,549","10,023","44,666,000","4,216",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
두아내,,,,,,,,,,,,,,,,,,,,,이숭환,2571.0,(유)조이앤컨텐츠그룹,,(유)조이앤컨텐츠그룹,2014-03-17,개봉영화,장편,한국,2,"8,695,000","9,814","790,000",158,멜로/로맨스,청소년관람불가,일반영화,0.0,0.0,right_only
재스퍼,,,,,,,,,,,,,,,,,,,,,에카르트핑베르크카이델벤탈,2574.0,,데이지엔터테인먼트,(주)시너지하우스 (시너지),2011-08-17,개봉영화,장편,독일,86,"65,333,500","9,753","14,861,000","2,107",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
디올앤아이,,,,,,,,,,,,,,,,,,,,,프레드릭청,2580.0,,(주)영화사 진진,(주)영화사 진진,2015-08-06,개봉영화,장편,프랑스,21,"78,578,000","9,669","68,974,300","8,287",다큐멘터리,전체관람가,독립/예술영화,0.0,254.0,right_only
메탈리카스루더네버,,,,,,,,,,,,,,,,,,,,,님로드안탈,2581.0,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2013-11-14,개봉영화,장편,미국,30,"105,842,800","9,662","87,426,800","7,750",뮤지컬,15세이상관람가,독립/예술영화,0.0,0.0,right_only
영웅천하의시작,,,,,,,,,,,,,,,,,,,,,장예모,2587.0,,(유)조이앤컨텐츠그룹,(주)박수엔터테인먼트,2014-03-20,개봉영화,장편,중국,54,"44,066,600","9,575","16,875,000","2,228",액션,15세이상관람가,독립/예술영화,0.0,0.0,right_only
라스트엑소시즘잠들지않는영혼,,,,,,,,,,,,,,,,,,,,,에드게스도넬리,2600.0,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2013-06-27,개봉영화,장편,미국,92,"65,939,500","9,442","16,971,500","2,225",공포(호러),15세이상관람가,일반영화,0.0,0.0,right_only
극장판프리즘스톤올스타셀렉션,,,,,,,,,,,,,,,,,,,,,김영범,2604.0,동우에이앤이(주),,(주)박수엔터테인먼트,2016-07-07,개봉영화,장편,한국,109,"78,990,700","9,381","24,537,500","2,792",애니메이션,전체관람가,독립/예술영화,0.0,1476.0,right_only
메이크유어무브,,,,,,,,,,,,,,,,,,,,,듀안아들러,2605.0,"씨제이이앤엠(주),(주)에스엠엔터테인먼트",,씨제이이앤엠(주),2014-04-17,개봉영화,장편,한국,96,"73,741,600","9,368","35,604,000","4,318",멜로/로맨스,12세이상관람가,일반영화,0.0,1523.0,right_only
나의사적인여자친구,,,,,,,,,,,,,,,,,,,,,프랑수아오종,2615.0,,찬란,찬란,2015-01-08,개봉영화,장편,프랑스,34,"72,990,155","9,162","50,687,655","6,144",코미디,청소년관람불가,독립/예술영화,0.0,186.0,right_only
드래곤기사단,,,,,,,,,,,,,,,,,,,,,앵겔이즈퀴에르도리카르도라몬,2618.0,,(주)우성엔터테인먼트,(주)영화사 빅,2014-05-01,개봉영화,장편,스페인,91,"64,333,400","9,138","17,387,900","2,226",애니메이션,전체관람가,일반영화,0.0,112.0,right_only
잊혀진가방,,,,,,,,,,,,,,,,,,,,,김상철,2623.0,파이오니아21,,주식회사 마운틴픽쳐스,2010-07-29,개봉영화,장편,한국,7,"60,758,444","9,049","31,067,000","4,819",다큐멘터리,전체관람가,독립/예술영화,0.0,0.0,right_only
쓰리,,,,,,,,,,,,,,,,,,,,,톰티크베어,2630.0,,(주)티캐스트,(주)티캐스트,2011-09-29,개봉영화,장편,독일,9,"71,501,000","8,938","64,201,000","7,843",코미디,청소년관람불가,독립/예술영화,0.0,0.0,right_only
마카담스토리,,,,,,,,,,,,,,,,,,,,,사무엘벤쉬트리,2635.0,,주식회사 씨네룩스,주식회사 씨네룩스,2015-12-24,개봉영화,장편,프랑스,29,"69,701,000","8,869","54,742,600","6,582",드라마,12세이상관람가,독립/예술영화,0.0,178.0,right_only
초한지영웅의부활,,,,,,,,,,,,,,,,,,,,,루추안,2642.0,,(주)영화사폴,(주)인벤트스톤,2013-03-28,개봉영화,장편,중국,75,"60,679,500","8,722","15,904,500","2,282",액션,15세이상관람가,일반영화,0.0,0.0,right_only
칼릴지브란의예언자,,,,,,,,,,,,,,,,,,,,,로저알러스,2655.0,,판씨네마(주),판씨네마(주),2015-09-10,개봉영화,장편,미국,44,"65,796,100","8,631","44,997,100","5,738",애니메이션,전체관람가,독립/예술영화,0.0,188.0,right_only
모스트바이어런트,,,,,,,,,,,,,,,,,,,,,jc챈더,2656.0,,(주)영화사 진진,(주)영화사 진진,2015-04-02,개봉영화,장편,미국,71,"68,033,425","8,614","43,781,925","5,392",범죄,15세이상관람가,독립/예술영화,0.0,125.0,right_only
투아이즈,,,,,,,,,,,,,,,,,,,,,앨버트반스트리엔,2660.0,"악센토 필름,(주)이노디스",,KT&G 시네마 상상마당,2010-08-05,개봉영화,장편,네덜란드,17,"64,714,138","8,587","36,348,400","4,627",공포(호러),15세이상관람가,독립/예술영화,0.0,0.0,right_only
오기와악동들더무비,,,,,,,,,,,,,,,,,,,,,올리비에장마리,2663.0,,그린나래미디어(주),(주)팝엔터테인먼트,2014-04-17,개봉영화,장편,프랑스,139,"61,444,900","8,564","13,473,700","1,735",애니메이션,전체관람가,독립/예술영화,0.0,91.0,right_only
더블달콤한악몽,,,,,,,,,,,,,,,,,,,,,리처드아요데,2667.0,,(주)엣나인필름,(주)엣나인필름,2014-09-25,개봉영화,장편,영국,45,"66,138,718","8,504","50,432,218","6,303",미스터리,15세이상관람가,독립/예술영화,1.0,353.0,right_only
귀담백경,,,,,,,,,,,,,,,,,,,,,나카무라요시히로시라이시코지아사토마리오하타하지메이와사와히로키나이토에이스케,2682.0,,(주)퍼스트런,(주)박수엔터테인먼트,2016-10-19,개봉영화,장편,일본,182,"66,605,500","8,297","16,642,600","2,008",공포(호러),15세이상관람가,독립/예술영화,1.0,296.0,right_only
엑시덴탈러브,,,,,,,,,,,,,,,,,,,,,데이빗o러셀,2683.0,,(주)시네마리퍼블릭,(주)프레인글로벌,2015-05-07,개봉영화,장편,미국,86,"64,516,847","8,291","30,602,747","3,726",코미디,15세이상관람가,독립/예술영화,0.0,523.0,right_only
비틀즈하드데이즈나이트,,,,,,,,,,,,,,,,,,,,,리차드레스터,2697.0,,찬란,찬란,2016-05-05,개봉영화,장편,영국,41,"63,835,500","8,149","44,620,600","5,366",코미디,전체관람가,독립/예술영화,0.0,307.0,right_only
28세미성년,,,,,,,,,,,,,,,,,,,,,장모,2699.0,,(유)조이앤시네마,(주)드림팩트엔터테인먼트,2018-11-21,개봉영화,장편,중국,135,"63,912,000","8,141","22,676,550","2,737",멜로/로맨스,15세이상관람가,독립/예술영화,0.0,1138.0,right_only
윈터슬립,,,,,,,,,,,,,,,,,,,,,누리빌제세일란,2703.0,,㈜영화사 백두대간,㈜영화사 백두대간,2015-05-07,개봉영화,장편,터키,22,"63,499,300","8,097","46,821,300","5,646",드라마,15세이상관람가,독립/예술영화,0.0,220.0,right_only
액트오브킬링,,,,,,,,,,,,,,,,,,,,,조슈아오펜하이머,2707.0,,(주)엣나인필름,(주)엣나인필름,2014-11-20,개봉영화,장편,덴마크,32,"63,884,921","8,031","48,304,421","5,854",다큐멘터리,15세이상관람가,독립/예술영화,0.0,308.0,right_only
콜드플레이헤드풀오브드림스,,,,,,,,,,,,,,,,,,,,,매트화이트크로스,2709.0,,에스디시코리아 주식회사,에스디시코리아 주식회사,2018-12-28,개봉영화,장편,영국,23,"112,304,000","8,017","62,643,500","4,505",다큐멘터리,12세이상관람가,일반영화,0.0,41.0,right_only
맥퀸,,,,,,,,,,,,,,,,,,,,,이안보노트피터에트귀,2720.0,,(주)엣나인필름,(주)엣나인필름,2018-10-04,개봉영화,장편,영국,45,"72,564,112","7,901","61,257,812","6,535",다큐멘터리,15세이상관람가,독립/예술영화,0.0,39.0,right_only
워리어스레인보우항전의시작,,,,,,,,,,,,,,,,,,,,,위덕성,2745.0,,스크린조이,스크린조이,2014-02-20,개봉영화,장편,대만,5,"5,070,000","7,640","950,000",190,드라마,청소년관람불가,일반영화,0.0,0.0,right_only
페이머스파이브키린섬의비밀,,,,,,,,,,,,,,,,,,,,,마이크마주크,2746.0,,(주)컴퍼니엘,예지림엔터테인먼트,2013-10-17,개봉영화,장편,독일,71,"50,861,000","7,638","27,554,500","4,039",가족,전체관람가,독립/예술영화,0.0,0.0,right_only
나의라임오렌지나무,,,,,,,,,,,,,,,,,,,,,마르코스번스테인,2755.0,,(주)수키픽쳐스,(주)나이너스엔터테인먼트,2014-05-29,개봉영화,장편,브라질,47,"50,677,000","7,454","26,528,000","3,839",드라마,12세이상관람가,독립/예술영화,0.0,737.0,right_only
배꼽과무릎사이,,,,,,,,,,,,,,,,,,,,,강세진,2757.0,(주)케이알씨지,,스크린조이,2014-05-22,개봉영화,장편,한국,20,"49,524,000","7,438","17,453,000","2,598",멜로/로맨스,청소년관람불가,일반영화,0.0,65.0,right_only
버니,,,,,,,,,,,,,,,,,,,,,리차드링클레이터,2759.0,,㈜코리아스크린,(주)미디어데이,2013-06-20,개봉영화,장편,미국,30,"50,100,000","7,385","35,662,500","5,173",코미디,15세이상관람가,독립/예술영화,0.0,0.0,right_only
라당스,,,,,,,,,,,,,,,,,,,,,프레데릭와이즈만,2763.0,,(주)영화사 진진,(주)영화사 진진,2013-08-22,개봉영화,장편,프랑스,6,"64,879,000","7,345","52,305,000","5,601",다큐멘터리,전체관람가,독립/예술영화,0.0,0.0,right_only
메리퀸오브스코틀랜드,,,,,,,,,,,,,,,,,,,,,조시루크,2765.0,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-02-14,개봉영화,장편,미국,12,"57,822,900","7,340","29,344,400","3,458",드라마,15세이상관람가,일반영화,0.0,60.0,right_only
위대한임무,,,,,,,,,,,,,,,,,,,,,피터스펜서,2768.0,,(재)CBS,(재)CBS,2017-03-23,개봉영화,장편,미국,59,"53,233,800","7,329","12,940,100","1,758",드라마,12세이상관람가,독립/예술영화,0.0,179.0,right_only
sx테잎,,,,,,,,,,,,,,,,,,,,,버나드로즈,2776.0,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,2014-05-29,개봉영화,장편,미국,70,"55,420,100","7,229","17,347,000","2,335",공포(호러),청소년관람불가,일반영화,0.0,430.0,right_only
빈센트반고흐새로운시선,,,,,,,,,,,,,,,,,,,,,데이비드비커스태프필그랩스키,2792.0,,메가박스중앙(주),메가박스중앙(주),2017-08-24,개봉영화,장편,영국,29,"74,223,000","7,029","44,762,000","4,392",다큐멘터리,전체관람가,일반영화,0.0,53.0,right_only
오페라의유령2러브네버다이,,,,,,,,,,,,,,,,,,,,,브렛설리반사이몬필립스,2802.0,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-09-06,개봉영화,장편,미국,41,"114,721,500","6,952","57,704,500","3,024",뮤지컬,12세이상관람가,일반영화,0.0,0.0,right_only
에브리바디원츠썸,,,,,,,,,,,,,,,,,,,,,리차드링클레이터,2808.0,,(주)콘텐츠게이트,(주)디스테이션,2016-07-14,개봉영화,장편,미국,63,"54,852,400","6,885","37,856,500","4,634",코미디,청소년관람불가,독립/예술영화,0.0,261.0,right_only
고스트보이지않는사랑,,,,,,,,,,,,,,,,,,,,,오타니타로,2824.0,"씨제이엔터테인먼트,오즈 컴퍼니",씨제이엔터테인먼트,필라멘트픽쳐스,2010-11-25,개봉영화,장편,일본,31,"50,310,394","6,726","25,924,000","3,341",멜로/로맨스,12세이상관람가,일반영화,0.0,0.0,right_only
페인리스,,,,,,,,,,,,,,,,,,,,,후앙카를로스메디나,2826.0,,씨네그루(주)다우기술,씨네그루(주)다우기술,2013-08-08,개봉영화,장편,스페인,27,"45,767,500","6,717","22,257,000","3,274",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
아들에게가는길,,,,,,,,,,,,,,,,,,,,,최낙권,2832.0,리얼곤시네마,,"(주)에스와이코마드,글뫼 주식회사",2017-11-30,개봉영화,장편,한국,46,"44,440,500","6,668","17,278,000","2,353",가족,전체관람가,독립/예술영화,0.0,420.0,right_only
기적의피아노,,,,,,,,,,,,,,,,,,,,,임성구김은주,2849.0,(주)보고싶은영화사,,롯데쇼핑㈜롯데엔터테인먼트,2015-09-03,개봉영화,장편,한국,74,"46,156,800","6,514","22,829,700","3,130",다큐멘터리,전체관람가,독립/예술영화,0.0,449.0,right_only
청춘합창단또하나의꿈,,,,,,,,,,,,,,,,,,,,,이혁종안정민,2851.0,(주)네오스카이인터내셔날,,와이드 릴리즈(주),2017-06-15,개봉영화,장편,한국,39,"44,711,400","6,489","30,023,400","3,810",다큐멘터리,전체관람가,일반영화,0.0,140.0,right_only
영앤뷰티풀,,,,,,,,,,,,,,,,,,,,,프랑수아오종,2854.0,,찬란,찬란,2013-12-05,개봉영화,장편,프랑스,23,"48,952,000","6,468","39,264,000","4,872",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
앙리앙리,,,,,,,,,,,,,,,,,,,,,마틴탈봇,2859.0,,(주)컴퍼니엘,(주)영화사 빅,2015-10-29,개봉영화,장편,캐나다,61,"50,044,500","6,394","37,074,500","4,676",드라마,12세이상관람가,독립/예술영화,0.0,250.0,right_only
드래곤네스트평화기사단vs블랙드래곤,,,,,,,,,,,,,,,,,,,,,송유평,2862.0,,"(주)아이아스플러스,주식회사 풍경소리",THE 픽쳐스,2016-11-17,개봉영화,장편,중국,102,"49,051,000","6,347","18,253,500","2,263",애니메이션,전체관람가,독립/예술영화,0.0,429.0,right_only
마진콜24시간조작된진실,,,,,,,,,,,,,,,,,,,,,jc챈더,2864.0,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2013-01-03,개봉영화,장편,미국,30,"45,934,500","6,342","22,187,000","3,027",스릴러,15세이상관람가,독립/예술영화,0.0,0.0,right_only
챔피언프로그램,,,,,,,,,,,,,,,,,,,,,스티븐프리어스,2869.0,,판씨네마(주),판씨네마(주),2015-10-28,개봉영화,장편,영국,91,"48,323,400","6,301","27,769,500","3,431",드라마,12세이상관람가,독립/예술영화,0.0,763.0,right_only
피부색깔꿀색,,,,,,,,,,,,,,,,,,,,,융헤닌로랑브왈로,2870.0,(주)판다미디어,(주)미루픽처스,(주)미루픽처스,2014-05-08,개봉영화,장편,벨기에,48,"42,655,900","6,299","23,884,900","3,232",애니메이션,12세이상관람가,독립/예술영화,1.0,229.0,right_only
신의소녀들,,,,,,,,,,,,,,,,,,,,,크리스티안문쥬,2877.0,,찬란,찬란,2012-12-06,개봉영화,장편,루마니아,14,"46,562,000","6,275","35,765,000","4,506",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
맵투더스타,,,,,,,,,,,,,,,,,,,,,데이빗크로넨버그,2881.0,,(주)도키엔터테인먼트,와이드 릴리즈(주),2014-12-25,개봉영화,장편,캐나다,29,"49,405,800","6,244","32,107,400","3,844",미스터리,청소년관람불가,독립/예술영화,0.0,216.0,right_only
빨간머리앤네버엔딩스토리,,,,,,,,,,,,,,,,,,,,,다카하타이사오,2887.0,,얼리버드,와이드 릴리즈(주),2014-04-17,개봉영화,장편,일본,96,"43,118,400","6,167","13,023,300","1,735",애니메이션,전체관람가,독립/예술영화,0.0,429.0,right_only
하리수의도색,,,,,,,,,,,,,,,,,,,,,양범,2890.0,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2013-10-02,개봉영화,장편,홍콩,5,"13,607,000","6,131","750,000",150,드라마,청소년관람불가,일반영화,0.0,0.0,right_only
스톡홀름의마지막연인,,,,,,,,,,,,,,,,,,,,,퍼닐라어거스트,2892.0,,(주)엣나인필름,(주)엣나인필름,2017-12-21,개봉영화,장편,스웨덴,47,"47,000,800","6,127","31,699,400","3,813",멜로/로맨스,15세이상관람가,독립/예술영화,0.0,135.0,right_only
몽루아,,,,,,,,,,,,,,,,,,,,,마이웬르베스코,2907.0,,(주)미디어로그,메가박스중앙(주)플러스엠,2016-05-26,개봉영화,장편,프랑스,41,"43,841,112","5,961","31,354,412","4,103",멜로/로맨스,청소년관람불가,독립/예술영화,0.0,170.0,right_only
댄싱베토벤,,,,,,,,,,,,,,,,,,,,,아란사아귀레,2908.0,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2018-02-22,개봉영화,장편,스페인,43,"43,550,500","5,952","21,837,500","2,928",다큐멘터리,전체관람가,독립/예술영화,0.0,102.0,right_only
블랙딜,,,,,,,,,,,,,,,,,,,,,이훈규,2910.0,(주)인디플러그,,(주)인디플러그,2014-07-03,개봉영화,장편,한국,74,"40,589,200","5,947","17,630,000","2,503",다큐멘터리,12세이상관람가,독립/예술영화,0.0,191.0,right_only
베일을쓴소녀,,,,,,,,,,,,,,,,,,,,,기욤니클루,2912.0,,그린나래미디어(주),그린나래미디어(주),2014-01-23,개봉영화,장편,프랑스,16,"43,792,000","5,930","36,245,000","4,555",드라마,청소년관람불가,독립/예술영화,1.0,0.0,right_only
톰과제리아카데미가다,,,,,,,,,,,,,,,,,,,,,조셉바바라윌리엄한나,2916.0,,(주)피터팬픽쳐스,(주)팝엔터테인먼트,2014-12-11,개봉영화,장편,미국,54,"42,438,000","5,909","12,355,500","1,591",애니메이션,전체관람가,독립/예술영화,0.0,132.0,right_only
천주정,,,,,,,,,,,,,,,,,,,,,지아장커,2928.0,,(주)에스와이코마드,(주)에스와이코마드,2014-03-27,개봉영화,장편,중국,22,"45,815,000","5,864","35,883,500","4,469",액션,청소년관람불가,독립/예술영화,0.0,71.0,right_only
디판,,,,,,,,,,,,,,,,,,,,,자크오디아르,2934.0,,그린나래미디어(주),그린나래미디어(주),2015-10-22,개봉영화,장편,프랑스,30,"42,933,900","5,821","33,450,200","4,305",드라마,청소년관람불가,독립/예술영화,0.0,112.0,right_only
엉클분미,,,,,,,,,,,,,,,,,,,,,아핏차퐁위라세타쿤,2941.0,"일루미네이션스필름,킥 더 머신",㈜영화사 백두대간,㈜영화사 백두대간,2010-09-16,개봉영화,장편,태국,1,"48,638,646","5,792","47,803,000","5,688",판타지,15세이상관람가,독립/예술영화,0.0,0.0,right_only
렛더선샤인인,,,,,,,,,,,,,,,,,,,,,클레르드니,2946.0,,"씨네블루밍,주식회사 씨네룩스",주식회사 씨네룩스,2018-04-26,개봉영화,장편,프랑스,25,"46,340,071","5,756","34,211,671","4,023",코미디,15세이상관람가,독립/예술영화,0.0,70.0,right_only
극장판마법소녀마도카마기카신편반역의이야기,,,,,,,,,,,,,,,,,,,,,신보아키유키,2957.0,,(주)애니플러스,(주)애니플러스,2018-03-15,개봉영화,장편,일본,62,"44,751,500","5,647","21,655,500","2,712",애니메이션,12세이상관람가,독립/예술영화,0.0,950.0,right_only
셀,,,,,,,,,,,,,,,,,,,,,토드윌리엄스,2960.0,,유니콘텐츠,(주)드림팩트엔터테인먼트,2016-06-29,개봉영화,장편,미국,77,"45,255,600","5,617","15,309,100","1,869",공포(호러),청소년관람불가,일반영화,1.0,1031.0,right_only
러브인프로방스,,,,,,,,,,,,,,,,,,,,,로젤린보쉬,2967.0,,(주)더블앤조이픽쳐스,주식회사 쇼미미디어앤트레이딩,2015-10-08,개봉영화,장편,프랑스,34,"41,210,600","5,563","29,752,600","3,764",드라마,15세이상관람가,독립/예술영화,0.0,414.0,right_only
아브라함링컨vs좀비,,,,,,,,,,,,,,,,,,,,,리차드쉔크만,2971.0,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-09-20,개봉영화,장편,미국,5,"12,100,000","5,550","1,500,000",320,액션,청소년관람불가,일반영화,0.0,0.0,right_only
유윌미스미,,,,,,,,,,,,,,,,,,,,,아만다스테르스,2990.0,선라이즈 필름,프리비젼엔터테인먼트,프리비젼엔터테인먼트,2010-02-11,개봉영화,장편,프랑스,10,"41,159,724","5,414","32,135,000","4,232",드라마,12세이상관람가,독립/예술영화,0.0,0.0,right_only
레퓨지,,,,,,,,,,,,,,,,,,,,,프랑수아오종,2994.0,"유로와이드 필름,프랑스2시네마,까날 플러스,테오도라 필름",미디어소프트,주식회사 마운틴픽쳐스,2010-07-15,개봉영화,장편,프랑스,15,"39,553,506","5,399","32,404,000","4,372",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
브레이브래빗새로운영웅의탄생,,,,,,,,,,,,,,,,,,,,,정셴린,2996.0,,브런치메이트필름(주),브릿지웍스 엔터테인먼트(주),2014-08-28,개봉영화,장편,중국,60,"33,201,100","5,382","9,394,300","1,176",애니메이션,전체관람가,독립/예술영화,0.0,40.0,right_only
백은제국,,,,,,,,,,,,,,,,,,,,,요수화,3001.0,,스크린조이,스크린조이,2013-12-24,개봉영화,장편,중국,5,"4,840,000","5,340","1,600,000",320,액션,15세이상관람가,일반영화,0.0,0.0,right_only
서태지8집398일의기록,,,,,,,,,,,,,,,,,,,,,서태지,3002.0,(주)서태지컴퍼니,,(주)서태지컴퍼니,2012-07-27,개봉영화,장편,한국,1,"43,754,500","5,326","43,754,500","5,326",다큐멘터리,전체관람가,일반영화,0.0,0.0,right_only
화양당대최고수전,,,,,,,,,,,,,,,,,,,,,주미령,3008.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-12-12,개봉영화,장편,대만,5,"10,742,000","5,291","4,760,000","2,380",판타지,15세이상관람가,독립/예술영화,0.0,0.0,right_only
테레사팔머의감금,,,,,,,,,,,,,,,,,,,,,데이비드데닌,3013.0,,(주)컴퍼니엘,(주)컴퍼니엘,2013-11-28,개봉영화,장편,호주,4,"31,659,000","5,279",0,0,스릴러,청소년관람불가,독립/예술영화,0.0,0.0,right_only
