영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,제작년도,원작도서유무,네이버기대지수,API구분
풍만한유부녀제자,우스바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-09-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
풍만한아내들의속옷,키무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-12-01,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
고스트오브컨저링,호세 프렌데스,,(주)케이알씨지,(주)케이알씨지,2016-04-28,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),15세이상관람가,일반영화,2012.0,0,61.0,both
고스트소스제로,마크 청,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2019-02-12,개봉영화,장편,미국,1,"2,000",1,"2,000",1,SF,청소년관람불가,일반영화,2017.0,0,6.0,both
계약직여직원의성접대,카스가 요시노리,,(주)영진크리에이티브,(주)영진크리에이티브,2016-02-13,개봉영화,장편,일본,1,"10,000",1,"10,000",1,멜로/로맨스,청소년관람불가,일반영화,2007.0,0,1.0,both
해외유학녀의마사지,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-30,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
나의새엄마,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2018-10-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2017.0,0,0.0,both
나의새엄마여자로보일때,우미야마 테루카즈,,(주)영진크리에이티브,(주)영진크리에이티브,2018-11-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2017.0,0,0.0,both
검은집죽음을보는눈,빅터 살바,,(주)케이알씨지,(주)케이알씨지,2016-12-29,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화,2014.0,0,18.0,both
남편에게비밀인사채빚,우스바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-08-16,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
건샤이,사이먼 웨스트,,(주)누리픽쳐스,(주)누리픽쳐스,2018-05-23,개봉영화,장편,영국,1,"6,000",1,0,0,액션,청소년관람불가,독립/예술영화,2017.0,0,5.0,both
남편몰래직장상사와,긴다이치 코고로,,(주)플라이어,(주)플라이어,2017-06-13,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화,2016.0,0,0.0,both
남편보다근육질남자,아카바네 긴지로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-12-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
남편보다불륜이좋아,하세가와 카츠유키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-16,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,1.0,both
남편부하와의정사,하야시카와 케이테루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-02-17,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,,both
남편사진앞에서불륜,세키네 카즈미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-18,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,0.0,both
남편승진을위해아내와직장상사,나루토 세이지,,(주)플라이어,(주)플라이어,2019-03-06,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화,2018.0,0,0.0,both
남편앞에서당하는아내,S.세타니,,(주)영진크리에이티브,(주)영진크리에이티브,2017-03-17,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2015.0,0,1.0,both
남편앞에서당하는아내2,키탄,,(주)영진크리에이티브,(주)영진크리에이티브,2018-04-30,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
남편앞에서섹스하기,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2017-06-16,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2015.0,0,2.0,both
페이스오브데블,프랭크 페레즈-가랜드,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-12,개봉영화,장편,페루,1,"2,000",1,0,0,공포(호러),청소년관람불가,일반영화,2014.0,0,5.0,both
남편에게들켰다,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-10-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2017.0,0,0.0,both
남편에게만은알리지마,이시카와 히토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-10-14,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2013.0,0,,both
남편에겐절대비밀,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-02,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,0.0,both
남편몰래옆집남자와,크왓치,,(주)플라이어,(주)플라이어,2018-09-13,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화,2017.0,0,3.0,both
남편은모른다,모리 히데토라,,(주)영진크리에이티브,(주)영진크리에이티브,2017-06-30,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
남편은바빠서불륜에취한육체,슈우키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-06,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,1.0,both
남편을위한불륜,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
페르시안커넥션,다니엘 그로브,,(주)스톰픽쳐스코리아,노바엔터테인먼트,2018-08-28,개봉영화,장편,미국,1,"6,000",1,0,0,액션,청소년관람불가,독립/예술영화,2016.0,0,15.0,both
남편을위한정사,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-11,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,,both
남편의부장님이조교,우스바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-09-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
남편의젊은부하를집으로,이즈미 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-09-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
남편의형의유혹,이즈미 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-11-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
퍼펙트킬러,저스틴 스틸,,(주)케이알씨지,(주)케이알씨지,2017-04-20,개봉영화,장편,미국,1,"3,000",1,0,0,액션,청소년관람불가,일반영화,2014.0,0,18.0,both
퍼펙트크라임,오우사 쿤,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-03-14,개봉영화,장편,미국,1,"3,000",1,0,0,액션,15세이상관람가,일반영화,2015.0,0,10.0,both
남편이야근하는날,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
남편제자와의밀애,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-01-03,개봉영화,장편,일본,1,"9,000",1,"9,000",1,멜로/로맨스,청소년관람불가,일반영화,2011.0,0,,both
남편친구와놀아난아내여보미안해,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-11-29,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2017.0,0,0.0,both
남편몰래이웃남자와,츠키카게 쿠로우,,(주)영진크리에이티브,(주)영진크리에이티브,2018-03-05,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
남편몰래마사지에탐닉하는아내,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-04-12,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2017.0,0,0.0,both
나의새엄마여자로보일때,우미야마 테루카즈,,(주)영진크리에이티브,(주)영진크리에이티브,2018-11-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2017.0,0,0.0,both
남자회원들을위한서비스,슈우키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-06-22,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,0.0,both
포토그래퍼,지헌,JK스튜디오,,(주)대양미디어,2017-02-10,개봉영화,장편,한국,1,"8,000",1,0,0,스릴러,청소년관람불가,일반영화,2016.0,0,13.0,both
검은비악의연대기,장유근,,,,2018-10-26,개봉영화,장편,한국,1,"5,000",1,0,0,액션,청소년관람불가,일반영화,2017.0,0,19.0,both
나의젊은형수님,이정,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-04-05,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2019.0,0,0.0,both
나이트라이트,"스콧 벡,브라이언 우즈",,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,2016-06-23,개봉영화,장편,미국,1,"5,000",1,"5,000",1,공포(호러),청소년관람불가,일반영화,2015.0,0,50.0,both
나이트메어비긴즈,댄 알렌,,(유)조이앤시네마,(유)조이앤시네마,2018-09-01,개봉영화,장편,영국,1,"1,000",1,"1,000",1,공포(호러),15세이상관람가,일반영화,2017.0,0,2.0,both
나치의대침공,조셉 J. 로손,,(주)케이알씨지,(주)케이알씨지,2015-11-19,개봉영화,장편,미국,1,"4,000",1,0,0,액션,청소년관람불가,일반영화,2012.0,0,7.0,both
걸인더포토그래프,닉 사이먼,,㈜코리아스크린,㈜코리아스크린,2018-09-03,개봉영화,장편,미국,1,"5,000",1,0,0,범죄,청소년관람불가,일반영화,2015.0,0,11.0,both
나홀로크리스마스,조셉 J. 로손,,(주)케이알씨지,(주)케이알씨지,2016-12-08,개봉영화,장편,미국,1,"4,000",1,0,0,코미디,12세이상관람가,일반영화,2013.0,0,36.0,both
난교쾌락의맛,호리이 아야,,(주)엘케이픽쳐스,(주)엘케이픽쳐스,2016-04-07,개봉영화,장편,일본,1,"8,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2014.0,0,,both
남녀의속궁합,카토 요시카즈,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-02,개봉영화,장편,일본,1,"10,000",1,"10,000",1,멜로/로맨스,청소년관람불가,일반영화,2007.0,0,6.0,both
남자기숙사의여관리인,타카하시 미타카,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-08-10,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
남자를원하는음란유부녀들,후지모토 죠지,,(주)영진크리에이티브,(주)영진크리에이티브,2018-12-31,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
남자와여자그리고여자의동거,타지리 유지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-02-10,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2014.0,0,,both
남친이섹스로봇이면,와타나베 모토즈쿠,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-05,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
편의점섹스세워드려요,나쿠루 하라다,,(주)영진크리에이티브,(주)영진크리에이티브,2018-06-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
남편과남편부하,하야시카와 케이테루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-01-12,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,0.0,both
남편과다른맛,하세가와 쿠니히로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-11-25,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2014.0,0,,both
포레스트위험한신고식,디제이 레드,,(주)퍼스트런,(주)퍼스트런,2018-08-21,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),청소년관람불가,일반영화,2018.0,0,6.0,both
남편교환의날,이정,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-04-17,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2019.0,0,0.0,both
남편대신빚잔치,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
남편대학친구와정사,칸바라 이쿠토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-01-26,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,0.0,both
평일낮의아내도촬,타카사카 유타,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
남편말고다른남자하고또하고,후지모토 죠지,,(주)영진크리에이티브,(주)영진크리에이티브,2018-10-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
평범한주부의대낮불륜,사카타 히로키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-19,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
남편몰래날마다신음하는거유비서,긴다이치 코고로,,(주)플라이어,(주)플라이어,2018-03-24,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화,2017.0,0,0.0,both
편의점음란알바,나베 아츠시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-08,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2017.0,0,0.0,both
편의점알바와의정사,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-09-28,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2017.0,0,0.0,both
편의점알바와의정사,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-09-28,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2017.0,0,0.0,both
꼬치구이집의세여인,카와사키 군지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-07-27,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
한침대의형수님,타카하시 츠츠무,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-12-21,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
남편친구와의섹스,모리 히데토라,,(주)영진크리에이티브,(주)영진크리에이티브,2017-06-20,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,3.0,both
한지붕에서세남자와즐기는아내,나쿠루 하라다,,(주)영진크리에이티브,(주)영진크리에이티브,2018-09-28,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
핑크커튼방의사촌누나,후지모리 아키나,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
하이소사이어티,쥘리 로페스 퀴발,,(주)대양미디어,(주)대양미디어,2017-06-22,개봉영화,장편,프랑스,1,"6,000",1,0,0,드라마,청소년관람불가,독립/예술영화,2014.0,0,68.0,both
핑크침대의변태성욕,우스바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-03-22,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
