순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,원제,제작년도,원작도서유무,네이버기대지수,_merge
5510.0,007북경특급2,"주성치,곡덕소",,(주)케이알씨지,(주)케이알씨지,2014-05-01,개봉영화,장편,홍콩,1,"70,000",140,0,0,코미디,15세이상관람가,일반영화,大內密採 零零發: Forbidden City Cop,1996.0,0.0,46.0,both
228.0,007스카이폴,샘 멘데스,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2012-10-26,개봉영화,장편,미국,748,"17,487,213,000","2,376,145","6,160,910,500","793,030",액션,15세이상관람가,일반영화,SKYFALL,2012.0,0.0,0.0,both
299.0,007스펙터,샘 멘데스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-11-11,개봉영화,장편,영국,"1,105","14,302,132,030","1,820,842","4,498,038,930","548,085",액션,15세이상관람가,일반영화,Spectre,2015.0,0.0,6919.0,both
3875.0,009사이보그,카미야마 켄지,,씨너스엔터테인먼트(주),"씨너스엔터테인먼트(주),㈜T-JOY",2013-05-09,개봉영화,장편,일본,26,"13,154,500","1,656","9,494,000","1,116",애니메이션,12세이상관람가,일반영화,009 Re: Cyborg,2012.0,0.0,0.0,both
1520.0,00mhz,유선동,(주)제이엠컬쳐스,,(주)스마일이엔티,2019-05-29,개봉영화,장편,한국,446,"438,004,540","59,344","96,587,670","12,605",공포(호러),15세이상관람가,일반영화,,2018.0,0.0,495.0,both
6634.0,1000최후의전사들,아칸 사타예브,,㈜영화사 백두대간,㈜영화사 백두대간,2014-11-12,개봉영화,장편,카자흐스탄,1,"281,000",37,"281,000",37,액션,15세이상관람가,독립/예술영화,Zhauzhurek myng bala,2012.0,0.0,49.0,both
3822.0,100미터,마르셀 바레나,,㈜코리아스크린,"㈜코리아스크린,와이드 릴리즈(주)",2017-07-20,개봉영화,장편,스페인,41,"12,841,500","1,770","6,587,300",861,코미디,15세이상관람가,독립/예술영화,100 meters,2016.0,0.0,89.0,both
10429.0,10바이10,수지 유잉,,㈜코리아스크린,㈜코리아스크린,2019-01-03,개봉영화,장편,영국,1,"5,000",1,0,0,스릴러,15세이상관람가,일반영화,10x10,2018.0,0.0,16.0,both
3980.0,10일간의원나잇스탠드,다니엘 아르비드,,(주)소나무픽쳐스,(주)소나무픽쳐스,2012-11-29,개봉영화,장편,프랑스,1,"3,180,000","1,510","3,180,000","1,510",멜로/로맨스,청소년관람불가,일반영화,Beirut Hotel,2011.0,0.0,0.0,both
1051.0,127시간,대니 보일,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-02-17,개봉영화,장편,미국,233,"1,333,438,500","180,332","480,060,000","61,595",드라마,15세이상관람가,일반영화,127 Hours,2010.0,0.0,0.0,both
968.0,12솔져스,니콜라이 퓰시,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2018-01-31,개봉영화,장편,미국,211,"1,833,626,400","223,740","597,547,500","70,049",액션,15세이상관람가,독립/예술영화,12 Strong,2018.0,0.0,937.0,both
4349.0,12피트,맷 에스카다리,,(주)제이브로,(주)라이크 콘텐츠,2018-11-08,개봉영화,장편,미국,40,"7,711,350",924,"3,597,000",402,스릴러,15세이상관람가,독립/예술영화,12 Feet Deep,2016.0,0.0,50.0,both
1127.0,13시간,마이클 베이,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-03-03,개봉영화,장편,미국,380,"1,160,889,514","144,827","331,939,114","39,831",액션,15세이상관람가,일반영화,13 Hours: The Secret Soldiers of Benghazi,2016.0,1.0,770.0,both
6420.0,13이어리,로웰 딘,,(주)엘케이픽쳐스,(주)엘케이픽쳐스,2015-01-21,개봉영화,장편,캐나다,1,"270,000",54,"270,000",54,공포(호러),청소년관람불가,일반영화,13 Eerie,2013.0,0.0,37.0,both
5820.0,13인의자객,미이케 다카시,,,미디어소프트,2011-06-09,개봉영화,장편,일본,1,"616,000",88,"616,000",88,액션,청소년관람불가,일반영화,Thirteen Assasins,2010.0,0.0,0.0,both
10430.0,13일의금요일더파이널,저스틴 프라이스,,(주)영화사 안다미로,(주)영화사 안다미로,2018-03-09,개봉영화,장편,미국,1,"2,000",1,"2,000",1,공포(호러),청소년관람불가,일반영화,The 13th Friday,2017.0,0.0,0.0,both
3168.0,15소년표류기해적섬을탈출하라,나카무라 류타로,,에이원엔터테인먼트,에이원엔터테인먼트,2014-11-27,개봉영화,장편,일본,56,"28,511,700","4,341","3,362,600",451,애니메이션,전체관람가,일반영화,The Lost 15 Boys: The Big Adventure On Pirate Island,2013.0,0.0,29.0,both
3236.0,1789바스티유의연인들,정성복,(주)패뷸러스,,유니버설픽쳐스인터내셔널 코리아(유),2014-09-18,개봉영화,장편,한국,35,"67,308,500","3,892","41,783,500","2,359",뮤지컬,전체관람가,일반영화,1789 Les Amants De La Bastille,2013.0,0.0,153.0,both
6788.0,1820잃어버린제국의비밀,유리 모로즈,,(주)소나무픽쳐스,(주)소나무픽쳐스,2016-11-17,개봉영화,장편,러시아,5,"130,000",24,"2,000",1,액션,15세이상관람가,독립/예술영화,Fort Ross,2014.0,0.0,13.0,both
4194.0,18우리들의성장느와르,한윤선,따듯한 영화사,,어뮤즈,2014-08-14,개봉영화,장편,한국,15,"8,717,000","1,124","5,454,700",676,드라마,청소년관람불가,독립/예술영화,18 - Eighteen Noir,2013.0,0.0,173.0,both
1531.0,1919유관순,신상민,유관순문화산업전문유한회사,,"주식회사 마운틴픽쳐스,케이티하이텔(주)",2019-03-14,개봉영화,장편,한국,269,"475,252,410","57,370","148,417,860","17,274",다큐멘터리,12세이상관람가,독립/예술영화,,2019.0,0.0,145.0,both
5886.0,1940최강의독일전차부대,로니 에즈라,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-04-20,개봉영화,장편,덴마크,5,"388,000",76,"272,000",55,전쟁,15세이상관람가,독립/예술영화,April 9th,2015.0,0.0,42.0,both
10434.0,1941세바스토폴상륙작전,세르게이 모크리츠키,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-10-22,개봉영화,장편,러시아,1,"8,000",1,"8,000",1,전쟁,15세이상관람가,독립/예술영화,Battle for Sevastopol,2015.0,0.0,221.0,both
6564.0,1942최정예특수부대스페츠나츠,레나트 다블레티아로프,,케이티하이텔(주),케이티하이텔(주),2016-12-01,개봉영화,장편,러시아,7,"172,000",42,0,0,드라마,15세이상관람가,독립/예술영화,The Dawns Here Are Quiet,2015.0,0.0,28.0,both
4381.0,1944,엘모 누가넨,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-12-23,개봉영화,장편,에스토니아,5,"4,420,000",880,"4,200,000",840,전쟁,15세이상관람가,독립/예술영화,,2015.0,0.0,55.0,both
10435.0,1944워히어로,자스민 디즈더,,(주)라이크 콘텐츠,(주)라이크 콘텐츠,2017-05-25,개봉영화,장편,미국,1,"5,000",1,0,0,드라마,15세이상관람가,일반영화,CHOSEN,2016.0,0.0,32.0,both
35.0,1987,장준환,(주)우정필름,,씨제이이앤엠(주),2017-12-27,개봉영화,장편,한국,"1,299","58,165,581,145","7,231,638","14,638,920,495","1,776,877",드라마,15세이상관람가,일반영화,1987:When the Day Comes,2017.0,0.0,13877.0,both
2945.0,1991봄,권경원,(주)해밀픽쳐스,,(주)인디플러그,2018-10-31,개봉영화,장편,한국,26,"43,243,850","5,758","23,369,750","2,864",다큐멘터리,12세이상관람가,독립/예술영화,Courtesy to the Nation,2017.0,0.0,207.0,both
3362.0,1999면회,김태곤,광화문시네마,,㈜인디스토리,2013-02-21,개봉영화,장편,한국,20,"23,266,300","3,289","15,773,300","2,179",드라마,15세이상관람가,독립/예술영화,Sunshine Boys,2012.0,0.0,0.0,both
907.0,19곰테드,세스 맥팔레인,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-09-27,개봉영화,장편,미국,248,"2,034,959,293","266,574","857,462,249","107,453",코미디,청소년관람불가,일반영화,Ted,2012.0,0.0,0.0,both
1074.0,19곰테드2,세스 맥팔레인,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-06-25,개봉영화,장편,미국,297,"1,378,084,400","170,647","605,457,800","72,311",코미디,청소년관람불가,일반영화,Ted 2,2015.0,0.0,2859.0,both
5333.0,19금만남의목적,이세일,(주)케이알씨지,,(주)케이알씨지,2016-09-02,개봉영화,장편,한국,20,"930,000",177,"541,000",108,멜로/로맨스,청소년관람불가,일반영화,,2016.0,0.0,17.0,both
10431.0,19금섹스비디오,박범수,(주)케이알씨지,,(주)케이알씨지,2017-02-21,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,,2016.0,0.0,6.0,both
5314.0,19금정사말할수없는비밀,박범수,(주)케이알씨지,,(주)케이알씨지,2016-08-18,개봉영화,장편,한국,19,"942,000",179,"543,000",109,드라마,청소년관람불가,일반영화,,2015.0,0.0,16.0,both
10433.0,19금특별한정사,닥터 필,(주)케이알씨지,,(주)케이알씨지,2018-04-24,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,,2017.0,0.0,5.0,both
5334.0,19섹스맛있는속궁합,이민우,(주)케이알씨지,,(주)케이알씨지,2016-09-02,개봉영화,장편,한국,20,"930,000",177,"541,000",108,멜로/로맨스,청소년관람불가,일반영화,,2015.0,0.0,26.0,both
977.0,1급기밀,홍기선,"(주)미인픽쳐스,(주)미디어모굴",,(주)리틀빅픽쳐스,2018-01-24,개봉영화,장편,한국,512,"1,720,083,300","217,803","406,282,500","50,330",드라마,12세이상관람가,일반영화,The Discloser,2016.0,0.0,1549.0,both
10428.0,1박2일소개팅,김영민,골든타이드픽처스(주),,골든타이드픽처스(주),2018-05-01,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화,,2018.0,0.0,1.0,both
3269.0,1월의두얼굴,호세인 아미니,,(주)누리픽쳐스,(주)영화사 진진,2014-09-11,개봉영화,장편,영국,45,"26,747,300","3,720","15,988,500","2,145",스릴러,15세이상관람가,독립/예술영화,The Two Faces of January,2014.0,1.0,95.0,both
2815.0,2012,롤랜드 에머리히,센트로폴리스 엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-11-12,개봉영화,장편,미국,789,"47,690,256","6,797","10,680,000","1,483",SF,12세이상관람가,일반영화,2012,2009.0,0.0,0.0,both
7347.0,2014지구최후의날,테리 커닝햄,,(주)케이알씨지,(주)케이알씨지,2014-06-11,개봉영화,장편,캐나다,1,"40,000",10,0,0,SF,12세이상관람가,일반영화,Earthstorm,2006.0,0.0,37.0,both
6947.0,2017동명이인프로젝트,이경원,올드웨일,,올드웨일,2018-05-25,개봉영화,장편,한국,1,"110,000",11,0,0,기타,12세이상관람가,독립/예술영화,,2017.0,0.0,26.0,both
5280.0,2017복상사,김철수,(주)한사리미디어,,(주)한사리미디어,2017-11-09,개봉영화,장편,한국,20,"1,009,000",182,"664,000",125,기타,청소년관람불가,일반영화,,2017.0,0.0,10.0,both
10438.0,2025지구전쟁얼리전스오브파워,마이클 크럼,,레인주니어 픽쳐스,레인주니어 픽쳐스,2018-06-14,개봉영화,장편,미국,1,"6,000",1,0,0,SF,15세이상관람가,일반영화,Allegiance of Powers,2017.0,0.0,9.0,both
10439.0,2035매드레이스,크리스토퍼 제임스 밀러,,(주)케이알씨지,(주)케이알씨지,2017-06-27,개봉영화,장편,미국,1,"3,000",1,0,0,판타지,청소년관람불가,일반영화,The Forbidden Dimensions,2013.0,0.0,2.0,both
10437.0,20대같은40대미시녀,긴다이치 코고로,,(주)플라이어,(주)플라이어,2017-01-10,개봉영화,장편,일본,1,"8,000",1,0,0,드라마,청소년관람불가,일반영화,The reason I remove the wedding ring,2015.0,0.0,2.0,both
3560.0,22,궈커,(주)아시아홈 엔터테인먼트,,메가박스중앙(주)플러스엠,2018-08-14,개봉영화,장편,한국,31,"18,668,000","2,434","15,406,200","1,911",다큐멘터리,전체관람가,독립/예술영화,TWENTY TWO,2015.0,0.0,138.0,both
3832.0,22년후의고백,이리에 유,,(주)비에이엔터테인먼트,(주)영화사오원,2018-01-17,개봉영화,장편,일본,41,"12,993,500","1,732","8,701,000","1,085",스릴러,15세이상관람가,독립/예술영화,Memoirs of a Murderer,2017.0,0.0,236.0,both
5200.0,22분아덴만구출작전,바실리 세리코프,,(주)소나무픽쳐스,(주)소나무픽쳐스,2016-04-14,개봉영화,장편,러시아,5,"1,132,000",204,"532,000",84,액션,청소년관람불가,독립/예술영화,22 Minutes,2014.0,0.0,8.0,both
1175.0,22블렛,리샤르 베리,유로파 Corp.,㈜케이디미디어,㈜케이디미디어,2010-10-14,개봉영화,장편,프랑스,236,"994,042,368","131,436","312,647,500","39,585",액션,청소년관람불가,일반영화,22 Bullets,2010.0,0.0,0.0,both
322.0,23아이덴티티,M. 나이트 샤말란,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-22,개봉영화,장편,미국,952,"13,609,456,135","1,675,798","4,134,850,035","490,806",스릴러,15세이상관람가,일반영화,Split,2016.0,1.0,3751.0,both
10441.0,24시간달리는쾌락버스,료 카미이,,(주)영진크리에이티브,(주)영진크리에이티브,2017-05-20,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,SHINJIN TOUR CONDUCTOR AYA,2015.0,0.0,6.0,both
3215.0,24주,앤 조라 베라치드,,(주)영화사 진진,(주)영화사 진진,2017-06-15,개봉영화,장편,독일,22,"30,480,500","4,040","23,117,000","2,883",드라마,청소년관람불가,독립/예술영화,24 Weeks,2016.0,0.0,245.0,both
168.0,26년,조근현,영화사청어람(주),,"(주)인벤트스톤,영화사청어람(주)",2012-11-29,개봉영화,장편,한국,604,"21,241,327,145","2,963,449","6,121,058,611","817,210",액션,15세이상관람가,일반영화,26Years,2012.0,1.0,0.0,both
10442.0,28살미망인의속옷,긴 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-11-16,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,Miboujin 28sai,2016.0,0.0,0.0,both
3208.0,2amshow,정성복,에스케이텔레콤(주),,에스케이텔레콤(주),2010-12-09,개봉영화,장편,한국,27,"46,244,060","4,085","34,734,000","3,066",공연,전체관람가,일반영화,,2010.0,0.0,0.0,both
2873.0,2데이즈인뉴욕,줄리 델피,,오드,예지림엔터테인먼트,2013-08-29,개봉영화,장편,프랑스,19,"47,935,000","6,291","41,128,000","5,263",코미디,15세이상관람가,독립/예술영화,2 Days in New York,2012.0,0.0,0.0,both
6917.0,2차노출,리 위,,라인트리엔터테인먼트,라인트리엔터테인먼트,2013-09-12,개봉영화,장편,중국,1,"89,000",14,0,0,드라마,청소년관람불가,독립/예술영화,Double Exposure,2011.0,0.0,0.0,both
10436.0,2차세계대전타임트랙,에밀 에드윈 스미스,,(주)케이알씨지,(주)케이알씨지,2016-07-21,개봉영화,장편,미국,1,"3,000",1,0,0,액션,12세이상관람가,일반영화,FLIGHT WORLD WAR 2,2015.0,0.0,87.0,both
341.0,300제국의부활,노암 머로,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-03-06,개봉영화,장편,미국,720,"13,395,159,700","1,593,116","4,270,110,800","481,429",액션,청소년관람불가,일반영화,300: Rise of an Empire,2014.0,0.0,0.0,both
5135.0,3096일,쉐리 호만,,블루미지,롯데쇼핑㈜롯데엔터테인먼트,2013-09-26,개봉영화,장편,독일,19,"1,784,000",238,"1,117,000",138,드라마,청소년관람불가,일반영화,3096 Days,2013.0,1.0,0.0,both
1874.0,33,패트리시아 리건,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2016-04-07,개봉영화,장편,미국,320,"228,351,400","29,728","68,233,700","8,707",드라마,12세이상관람가,일반영화,The 33,2015.0,0.0,672.0,both
6501.0,3류들의사랑,우치다 에이지,,(주)나우콘텐츠,(주)나우콘텐츠,2017-08-18,개봉영화,장편,일본,1,"250,000",50,"250,000",50,드라마,청소년관람불가,일반영화,Lowlife Love,2015.0,0.0,5.0,both
5613.0,3분파트너,박주영,스마일컨텐츠,,스마일컨텐츠,2017-08-17,개봉영화,장편,한국,17,"707,000",129,"316,000",63,멜로/로맨스,청소년관람불가,일반영화,,2017.0,0.0,26.0,both
6421.0,3억원에낙찰된여자,치즈카 코이치,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2014-04-16,개봉영화,장편,일본,1,"270,000",54,"270,000",54,성인물(에로),청소년관람불가,일반영화,A WOMAN BOUGHT IN AN AUCTION,2012.0,0.0,,both
6422.0,3인의사기단진범을찾아라,시나가와 히로시,,(주)엔케이컨텐츠,(주)엔케이컨텐츠,2014-08-07,개봉영화,장편,일본,1,"270,000",54,"270,000",54,범죄,청소년관람불가,일반영화,one third,2014.0,0.0,21.0,both
10445.0,400데이즈,매트 오스터만,,(주)퍼스트런,(주)퍼스트런,2015-12-02,개봉영화,장편,미국,1,"5,000",1,0,0,SF,15세이상관람가,일반영화,400 DAYS,2015.0,0.0,598.0,both
4026.0,400번의구타,프랑수아 트뤼포,,㈜영화사 백두대간,㈜영화사 백두대간,2016-04-13,개봉영화,장편,프랑스,7,"8,721,800","1,427","6,661,200","1,071",드라마,"15세이상관람가,전체관람가",독립/예술영화,The 400 Blows,1959.0,0.0,96.0,both
2030.0,45년후,앤드류 헤이,,판씨네마(주),판씨네마(주),2016-05-05,개봉영화,장편,영국,45,"176,524,818","22,745","112,178,518","13,747",드라마,15세이상관람가,독립/예술영화,45 Years,2015.0,0.0,311.0,both
617.0,47미터,조하네스 로버츠,,(주)비엠컬쳐스,씨네그루(주)키다리이엔티,2017-07-19,개봉영화,장편,영국,733,"4,686,022,657","590,036","1,043,910,157","125,764",스릴러,15세이상관람가,일반영화,47 Meters Down,2017.0,0.0,3483.0,both
2362.0,48미터,민백두,한엔터테인먼트,,씨제이이앤엠(주),2013-07-04,개봉영화,장편,한국,35,"101,214,000","13,118","46,252,500","5,855",드라마,15세이상관람가,독립/예술영화,48M,2012.0,0.0,0.0,both
1748.0,4등,정지우,"국가인권위원회,정지우 필름",,"(주)프레인글로벌,CGV아트하우스",2016-04-13,개봉영화,장편,한국,213,"282,006,700","37,943","135,412,300","17,625",드라마,15세이상관람가,독립/예술영화,4th Place,2015.0,0.0,1192.0,both
1142.0,500일의썸머,마크 웹,스네이크 프리뷰,"(주)피터팬픽쳐스,이십세기폭스코리아(주)","(주)팝엔터테인먼트,이십세기폭스코리아(주)",2010-01-21,개봉영화,장편,미국,185,"1,064,051,540","140,458","519,444,500","66,078",드라마,15세이상관람가,독립/예술영화,[500] Days Of Summer,2009.0,0.0,28.0,both
1154.0,5050,조나단 레빈,,"(주)프레인글로벌,(주)드림웨스트픽쳐스",롯데쇼핑㈜롯데엔터테인먼트,2011-11-24,개봉영화,장편,미국,159,"1,029,728,500","137,205","604,651,500","77,313",코미디,15세이상관람가,독립/예술영화,,2011.0,0.0,0.0,both
1032.0,50가지그림자심연,제임스 폴리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-09,개봉영화,장편,미국,435,"1,589,180,900","189,620","583,553,000","67,787",드라마,청소년관람불가,일반영화,Fifty Shades Darker,2017.0,1.0,3757.0,both
978.0,50가지그림자해방,제임스 폴리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-02-21,개봉영화,장편,미국,213,"1,866,384,500","217,785","650,566,700","75,135",드라마,청소년관람불가,일반영화,Fifty Shades Freed,2018.0,1.0,1754.0,both
10446.0,50가지욕망의그림자,자레드 콘,,(주)케이알씨지,(주)케이알씨지,2017-11-02,개봉영화,장편,미국,1,"3,000",1,0,0,스릴러,청소년관람불가,일반영화,Bound,2015.0,0.0,9.0,both
10447.0,50대장모님의불타는사위사랑,김두민,두리컴,,두리컴,2017-12-04,개봉영화,장편,한국,1,"5,000",1,0,0,기타,청소년관람불가,일반영화,,2017.0,0.0,0.0,both
2523.0,518힌츠페터스토리,장영주,KBS,,(주)드림팩트엔터테인먼트,2018-05-17,개봉영화,장편,한국,119,"72,502,600","10,610","36,067,700","4,336",다큐멘터리,12세이상관람가,독립/예술영화,5.18 Hinzpeter Story,2018.0,0.0,240.0,both
1304.0,577프로젝트,이근우,"(주)다세포클럽,(주)무브픽쳐스,(주)판타지오,(주)숲 엔터테인먼트",,필라멘트픽쳐스,2012-08-30,개봉영화,장편,한국,191,"695,765,500","96,079","309,860,500","40,607",코미디,15세이상관람가,일반영화,Project 577,2012.0,0.0,0.0,both
5156.0,5데이즈오브워,레니 할린,,스크린조이,스크린조이,2012-12-27,개봉영화,장편,미국,3,"1,685,000",230,0,0,액션,15세이상관람가,일반영화,5 Days Of War,2011.0,0.0,0.0,both
1266.0,5백만불의사나이,김익로,"(주)하리마오픽쳐스,(주)제이와이피엔터테인먼트,(주)바른손이앤에이",,씨제이이앤엠(주),2012-07-19,개봉영화,장편,한국,331,"739,789,500","104,736","193,733,000","25,929",코미디,15세이상관람가,일반영화,A Millionaire on the Run,2012.0,0.0,0.0,both
5754.0,5월1일,주격태,,(주)싸이더스,(주)싸이더스,2016-04-28,개봉영화,장편,대만,1,"967,000",101,"967,000",101,드라마,15세이상관람가,독립/예술영화,First Of May,2015.0,0.0,73.0,both
4014.0,5쿼터,릭 바이버,,(주)트리니티네트워크,(주)토러스엔터테인먼트,2012-08-23,개봉영화,장편,미국,19,"10,233,500","1,450","5,722,500",770,드라마,전체관람가,독립/예술영화,The 5th Quarter,2010.0,0.0,0.0,both
6134.0,600마일,가브리엘 립스테인,,(주)무브먼트 픽쳐스,(주)무브먼트 픽쳐스,2016-12-08,개봉영화,장편,멕시코,5,"204,000",60,"6,000",3,드라마,15세이상관람가,독립/예술영화,600 Miles,2015.0,0.0,28.0,both
5840.0,60년전사선에서,박성미,(주)디케이미디어,,(주)인터콘미디어,2010-06-24,개봉영화,장편,한국,2,"596,363",80,"556,000",75,다큐멘터리,전체관람가,일반영화,Last Voice 2010,2010.0,0.0,0.0,both
2100.0,60만번의트라이,"박사유,박돈사","꼬마프레스,60만번의트라이제작위원회",,㈜인디스토리,2014-09-18,개봉영화,장편,한국,76,"136,608,300","19,919","63,538,300","8,735",다큐멘터리,12세이상관람가,독립/예술영화,"One for All, All for One",2013.0,0.0,332.0,both
5845.0,60일의썸머,김희영,(주)한영씨앤텍,,주식회사 마운틴픽쳐스,2018-10-25,개봉영화,장편,한국,5,"416,500",78,"227,000",23,드라마,15세이상관람가,독립/예술영화,60 Days of Summer,2017.0,0.0,5.0,both
5887.0,6시간원전대폭발,디에고 아얄라,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-06-15,개봉영화,장편,칠레,5,"388,000",76,"272,000",55,액션,15세이상관람가,독립/예술영화,6 Hours: The End,2015.0,0.0,27.0,both
3408.0,6웨이투다이,나딤 사우마,,제인앤유,제인앤유,2017-09-05,개봉영화,장편,미국,1,"15,285,000","3,057","15,285,000","3,057",액션,15세이상관람가,일반영화,6 Ways to Sundown,2015.0,0.0,9.0,both
5149.0,71벨파스트의눈물,얀 디맨지,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2016-07-21,개봉영화,장편,영국,5,"1,771,000",231,"1,186,000",143,액션,15세이상관람가,독립/예술영화,'71,2014.0,0.0,122.0,both
247.0,7광구,김지훈,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2011-08-04,개봉영화,장편,한국,812,"19,314,027,000","2,232,179","4,908,554,500","528,995",SF,15세이상관람가,일반영화,SECTOR 7,2011.0,0.0,0.0,both
2220.0,7년그들이없는언론,김진혁,한국탐사저널리즘센터,,(주)인디플러그,2017-01-12,개봉영화,장편,한국,105,"129,175,200","16,577","71,790,700","8,985",다큐멘터리,12세이상관람가,독립/예술영화,Seven Years-Journalism without Journalist,2016.0,0.0,823.0,both
651.0,7년의밤,추창민,"(주)바른손,씨제이이앤엠(주)",,씨제이이앤엠(주),2018-03-28,개봉영화,장편,한국,872,"3,969,337,524","528,007","1,046,793,224","133,744",스릴러,15세이상관람가,일반영화,Seven Years of Night,2018.0,1.0,5888.0,both
7.0,7번방의선물,이환경,"(주)화인웍스,(주)씨엘엔터테인먼트",,(주)넥스트엔터테인먼트월드(NEW),2013-01-23,개봉영화,장편,한국,787,"91,431,914,670","12,811,206","22,800,931,670","3,070,053",코미디,15세이상관람가,일반영화,Miracle in Cell No.7,2012.0,0.0,0.0,both
1810.0,7번째내가죽던날,라이 루소 영,,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,2017-05-31,개봉영화,장편,미국,230,"259,877,400","34,184","80,398,600","10,255",드라마,15세이상관람가,독립/예술영화,Before I Fall,2017.0,1.0,753.0,both
1322.0,7번째아들,세르게이 보드로프,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-02-11,개봉영화,장편,미국,358,"729,980,451","92,598","218,674,251","25,546",어드벤처,12세이상관람가,일반영화,Seventh Son,2015.0,1.0,635.0,both
4478.0,7월32일,진승현,"(주)진진엔터테인먼트필름,㈜기억속의매미",,㈜기억속의매미,2010-04-22,개봉영화,장편,한국,3,"4,678,963",754,"1,038,000",259,드라마,청소년관람불가,독립/예술영화,,2010.0,0.0,0.0,both
808.0,7호실,이용승,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2017-11-15,개봉영화,장편,한국,629,"2,677,284,639","347,790","784,052,239","98,086",코미디,15세이상관람가,일반영화,Room No.7,2017.0,0.0,12977.0,both
4996.0,8광구몬스터의부활,피터 애튼시오,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-12-23,개봉영화,장편,미국,4,"1,060,000",294,"824,000",190,SF,청소년관람불가,일반영화,The Rig,2010.0,0.0,25.0,both
4369.0,8인의수상한신사들,기타노 다케시,,(주)영화사 진진,(주)영화사 진진,2017-06-08,개봉영화,장편,일본,7,"7,116,100",894,"5,105,500",602,액션,15세이상관람가,독립/예술영화,Ryuzo And The Seven Henchmen ,2015.0,0.0,58.0,both
1223.0,8인최후의결사단,진덕삼,차이나필름그룹,씨제이엔터테인먼트,씨제이엔터테인먼트,2010-01-21,개봉영화,장편,중국,160,"878,708,580","116,788","270,416,000","34,297",액션,15세이상관람가,일반영화,Bodyguards And Assassins,2009.0,0.0,0.0,both
6565.0,90분,박선욱,(주)사람과사람,,(주)키노아이디엠씨,2012-08-23,개봉영화,장편,한국,1,"248,000",42,"241,000",41,스릴러,청소년관람불가,일반영화,,2010.0,0.0,0.0,both
10462.0,av감독의아내,쿠도 마사노리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-12-22,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,Deep in Debt,2016.0,0.0,0.0,both
10449.0,av스타과거를지워주세요,케이치 후지와라,,(주)영진크리에이티브,(주)영진크리에이티브,2016-09-30,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,Keshigomya 1,2010.0,0.0,0.0,both
7348.0,av스타납치사건,김춘찬,골든타이드픽처스(주),,골든타이드픽처스(주),2012-11-22,개봉영화,장편,한국,2,"65,000",10,0,0,스릴러,청소년관람불가,일반영화,,2012.0,0.0,0.0,both
