OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,SERIES,NAVER_CMT_NN,NAVER_EX_PT,CMT_SCORE,AUDI_ACC,y_pred,exp(test_y),exp(y_pred)
5,126,한국,(주)쇼박스,범죄,15세이상관람가,0,6.60800062529609,10.7555810383651,0.29845990440786,16.0875428308447,15.6049228295174,9699091.99999999,5985933.32903735
37,139,한국,(주)쇼박스,사극,15세이상관람가,0,7.36897040219479,0,0.465204957102002,16.0275784265702,15.5312068261253,9134586,5560545.79582285
17,130,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,12세이상관람가,1,8.08948247436075,0,0.326170798898072,16.0128805691689,15.6602960490323,9001309.00000001,6326742.50205512
31,125,한국,씨제이이앤엠(주),SF,15세이상관람가,0,8.37101068123816,0,0.364813666735551,16.0032284227009,15.5673470713174,8914844.99999999,5765180.79111376
17,147,미국,월트디즈니컴퍼니코리아(주),액션,12세이상관람가,1,7.03966034986208,10.9242103692095,0.171736619175972,15.976215100918,15.8165968836841,8677249,7397087.38212128
4,124,한국,씨제이이앤엠(주),드라마,15세이상관람가,0,7.3004728142678,0,0.498190279214064,15.9738091431572,15.3728361806476,8656397,4746111.36462904
32,129,한국,롯데쇼핑㈜롯데엔터테인먼트,어드벤처,12세이상관람가,1,7.41276401742656,8.50532301884575,0.299173553719008,15.972695010966,15.4011033609954,8646758,4882184.69473009
3,125,한국,씨제이이앤엠(주),액션,15세이상관람가,0,6.41836493593621,9.19816657104447,0.448174322732626,15.8718684607111,15.5170339846143,7817446,5482292.90433864
26,152,미국,씨제이이앤엠(주),액션,12세이상관람가,1,7.49609734517596,0,0.309167625623322,15.8676845716777,15.5253000591002,7784806.99999999,5527797.75999816
51,127,한국,씨제이이앤엠(주),드라마,12세이상관람가,0,6.30261897574491,9.52464003233223,0.42080501829587,15.8644249774821,15.4273871036988,7759473,5012208.04592562
50,132,미국,씨제이이앤엠(주),액션,15세이상관람가,1,5.74939298590825,0,0.38716814159292,15.8404825821858,14.9142286715159,7575899.00000001,3000317.49144961
36,139,한국,워너브러더스 코리아(주),액션,15세이상관람가,0,6.0913098820777,9.54652685348758,0.395381385584325,15.8287515314045,15.3402753487454,7487545,4594062.87627642
32,122,한국,롯데쇼핑㈜롯데엔터테인먼트,사극,15세이상관람가,0,6.13339804299665,0,0.350681536555143,15.8260006558704,15.0102309826943,7466976,3302634.3065409
18,124,한국,씨제이이앤엠(주),드라마,15세이상관람가,1,6.24222326545517,0,0.386489479512735,15.8073250786391,15.1032668083063,7328820,3624644.62979827
27,133,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,12세이상관람가,1,6.12686918411419,9.63135069141981,0.198712791633146,15.7976111467152,15.3242181060021,7257973,4520883.99138662
52,129,한국,씨제이이앤엠(주),드라마,15세이상관람가,0,7.1066061377273,9.53798807237101,0.308650640463239,15.7939761244916,15.5505782434381,7231637.99999999,5669311.52085517
5,120,한국,씨제이이앤엠(주),액션,15세이상관람가,0,7.12125245324454,0,0.382538770821367,15.7848859464866,15.3457500737148,7166199,4619283.08086534
51,142,한국,씨제이이앤엠(주),액션,15세이상관람가,0,7.20563517641036,9.83472679696534,0.34725050916497,15.7826985761435,15.650114802773,7150541,6262655.17663819
32,126,한국,(주)쇼박스,드라마,12세이상관람가,0,6.30078579466324,9.55761123583962,0.351422550052687,15.7782205110235,15.103753403124,7118592,3626408.79227257
17,142,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,12세이상관람가,1,7.13727843726039,0,0.255952380952381,15.7720592027303,15.4596568440195,7074867,5176588.6940368
47,130,한국,(주)쇼박스,범죄,청소년관람불가,0,7.1770187659099,9.4090272828564,0.314141414141414,15.7716203702946,15.2532335843552,7071763.00000001,4211096.33703786
