"TITLE","OPEN_DT","OPEN_MONTH","OPEN_QUARTER","SHOW_TM","NATION_NM","TOP_COMPANY_NM","PRI_GENRE_NM","WATCH_GRADE_NM","SERIES","NAVER_CMT_NN","NAVER_EX_PT","ORI_BOOK","AUDI_ACC"
"공동정범","2018-01-25","1","1",106,"한국","기타","다큐멘터리","15세이상관람가","0",33,209,"0",11198
"마일스","2016-08-10","8","3",100,"미국","기타","드라마","청소년관람불가","0",43,282,"0",11164
"극장판 메이저 : 우정의 강속구","2011-10-20","10","4",104,"일본","기타","애니메이션","전체관람가","0",80,0,"1",11162
"닐스의 모험","2014-02-27","2","1",96,"일본","기타","애니메이션","전체관람가","0",31,0,"0",11161
"몽키킹2: 서유기 여정의 시작","2016-05-19","5","2",119,"중국","기타","액션","12세이상관람가","1",140,370,"0",11156
"라우더 댄 밤즈","2016-10-27","10","4",108,"노르웨이","기타","드라마","15세이상관람가","0",81,385,"0",11143
"와즈다","2014-06-19","6","2",97,"기타","기타","드라마","전체관람가","0",16,270,"0",11135
"익스트림 No.13","2012-10-03","10","4",90,"미국","기타","스릴러","청소년관람불가","0",4,0,"0",11130
"소라닌","2010-08-26","8","3",125,"일본","기타","드라마","12세이상관람가","0",47,0,"1",11090
"무산일기","2011-04-14","4","2",127,"한국","(주)영화사 진진","드라마","15세이상관람가","0",38,0,"0",11085
"춤추는 꿈틀이 밴드","2010-02-04","2","1",80,"덴마크","기타","애니메이션","전체관람가","0",34,0,"0",11061
"블러바드","2015-08-13","8","3",88,"미국","기타","드라마","15세이상관람가","0",26,309,"0",11048
"내가 죽기 전에","2017-12-21","12","4",112,"미국","기타","공포","15세이상관람가","0",4,34,"0",11038
"바티칸 뮤지엄","2015-01-08","1","1",65,"이탈리아","(주)팝엔터테인먼트","다큐멘터리","전체관람가","0",90,242,"0",11027
"우리는 같은 꿈을 꾼다","2017-11-30","11","4",115,"기타","기타","드라마","청소년관람불가","0",60,238,"0",11015
"두 개의 사랑","2017-12-28","12","4",108,"프랑스","(주)팝엔터테인먼트","스릴러","청소년관람불가","0",50,250,"0",11014
"엔드 오브 왓치","2012-12-06","12","4",109,"미국","기타","범죄","청소년관람불가","0",30,0,"0",10985
"손오공: 돌원숭이의 탄생","2012-09-13","9","3",95,"일본","기타","애니메이션","전체관람가","0",1,0,"0",10965
"사랑이 이끄는 대로","2016-09-01","9","3",114,"프랑스","기타","코미디","청소년관람불가","0",67,183,"0",10960
"모래가 흐르는 강","2013-03-28","3","1",73,"한국","기타","다큐멘터리","전체관람가","0",11,0,"0",10942
"퇴마전: 마령검의 비밀","2015-08-27","8","3",117,"중국","기타","판타지","15세이상관람가","0",101,162,"0",10922
"토이무비: 미래대모험","2018-10-03","10","4",86,"중국","기타","애니메이션","전체관람가","0",14,27,"0",10912
"밤쉘","2018-06-07","6","2",88,"미국","기타","다큐멘터리","15세이상관람가","0",1,102,"0",10907
"비지터","2012-11-08","11","4",104,"미국","기타","드라마","전체관람가","0",128,0,"0",10895
"나의 살던 고향은","2016-11-24","11","4",94,"한국","기타","다큐멘터리","전체관람가","0",76,458,"0",10887
"파워캐치 완다: 버그본의 지구 습격","2017-03-09","3","1",83,"일본","기타","애니메이션","전체관람가","0",31,192,"0",10881
"이웃집 스타","2017-09-21","9","3",98,"한국","기타","코미디","12세이상관람가","0",47,1041,"0",10854
"라이크 크레이지","2018-05-30","5","2",90,"미국","(주)팝엔터테인먼트","드라마","15세이상관람가","0",303,707,"0",10850
"혜화, 동","2011-02-17","2","1",108,"한국","기타","드라마","15세이상관람가","0",12,0,"0",10843
"아이스맨","2014-03-27","3","1",105,"미국","기타","범죄","청소년관람불가","0",51,42,"0",10842
"말리","2012-08-02","8","3",120,"미국","기타","드라마","12세이상관람가","0",6,0,"0",10823
"일곱 개의 대죄 : 천공의 포로","2018-11-29","11","4",99,"일본","기타","애니메이션","15세이상관람가","0",17,207,"0",10806
"더 미드와이프","2018-03-22","3","1",116,"프랑스","기타","드라마","15세이상관람가","0",11,69,"0",10791
"택시 5","2018-11-22","11","4",102,"프랑스","기타","액션","15세이상관람가","0",16,77,"0",10768
"다시, 뜨겁게 사랑하라!","2013-01-03","1","1",116,"덴마크","기타","드라마","15세이상관람가","0",32,0,"0",10761
"레더페이스","2018-01-25","1","1",87,"캐나다","기타","공포","청소년관람불가","0",46,107,"0",10744
"파리 폴리","2015-02-26","2","1",98,"프랑스","기타","드라마","15세이상관람가","0",10,138,"0",10737
"제 7기사단","2015-09-10","9","3",114,"한국","기타","액션","15세이상관람가","0",233,479,"0",10710
"극장판 빰바라빤쮸: 바나나 왕국의 비밀","2017-02-22","2","1",63,"일본","기타","애니메이션","전체관람가","0",179,208,"0",10681
"영웅본색4","2018-03-22","3","1",113,"중국","기타","액션","15세이상관람가","0",85,170,"0",10659
"파라노만","2013-02-07","2","1",93,"미국","유니버설픽쳐스인터내셔널 코리아(유)","애니메이션","12세이상관람가","0",129,0,"0",10654
"살아남은 아이","2018-08-30","8","3",123,"한국","기타","드라마","12세이상관람가","0",27,202,"0",10652
"사랑해, 매기","2016-07-27","7","3",107,"기타","와이드 릴리즈(주)","코미디","15세이상관람가","0",272,1315,"0",10646
"직지코드","2017-06-28","6","2",102,"한국","기타","다큐멘터리","전체관람가","0",31,1251,"0",10639
"내 남자의 순이","2010-05-27","5","2",91,"한국","기타","코미디","15세이상관람가","0",128,0,"0",10618
"미래는 고양이처럼","2012-05-17","5","2",91,"미국","기타","드라마","청소년관람불가","0",3,0,"0",10615
"슈퍼레이서 엔지","2015-09-10","9","3",63,"한국","기타","애니메이션","전체관람가","0",14,105,"0",10612
"5.18 힌츠페터 스토리","2018-05-17","5","2",94,"한국","기타","다큐멘터리","12세이상관람가","0",221,240,"0",10610
"아키라","2017-08-31","8","3",124,"일본","기타","애니메이션","15세이상관람가","0",4,14,"0",10574
"백투더 씨","2014-08-21","8","3",97,"중국","와이드 릴리즈(주)","애니메이션","전체관람가","0",17,70,"0",10566
"르 아브르","2011-12-08","12","4",93,"기타","기타","드라마","전체관람가","0",3,0,"0",10560
"리틀 포레스트 2: 겨울과 봄","2015-05-14","5","2",120,"일본","(주)영화사 진진","드라마","12세이상관람가","1",34,455,"0",10557
"유아 넥스트","2014-08-07","8","3",94,"미국","기타","공포","청소년관람불가","0",377,573,"0",10555
"샤인 어 라이트(1st 지드래곤 콘서트)","2010-04-15","4","2",101,"한국","기타","다큐멘터리","12세이상관람가","0",272,235,"0",10516
"추적자","2014-03-06","3","1",91,"일본","기타","범죄","청소년관람불가","0",3,0,"0",10502
"어 퍼펙트 데이","2017-09-21","9","3",105,"스페인","기타","드라마","15세이상관람가","0",224,319,"0",10488
"메리 셸리: 프랑켄슈타인의 탄생","2018-12-20","12","4",120,"미국","(주)팝엔터테인먼트","드라마","15세이상관람가","0",9,118,"0",10487
"우주로봇 씨어","2015-03-12","3","1",92,"중국","기타","애니메이션","전체관람가","0",36,80,"0",10483
"세일즈맨","2017-05-11","5","2",123,"기타","기타","드라마","15세이상관람가","0",35,170,"0",10436
"해피 버스데이","2017-09-28","9","3",122,"일본","기타","드라마","전체관람가","0",195,590,"0",10408
"로봇 앤 프랭크","2013-01-17","1","1",89,"미국","기타","코미디","12세이상관람가","0",250,0,"0",10379
"트라이브","2015-01-29","1","1",131,"기타","기타","드라마","청소년관람불가","0",8,345,"0",10368
"셉템버 이슈","2010-01-28","1","1",90,"미국","기타","다큐멘터리","전체관람가","0",11,0,"0",10367
"빅토리아 & 압둘","2017-10-25","10","4",111,"미국","유니버설픽쳐스인터내셔널 코리아(유)","드라마","12세이상관람가","0",10,183,"0",10366
"당신에게도 사랑이 다시 찾아올까요?","2013-10-17","10","4",101,"미국","기타","멜로","15세이상관람가","0",80,0,"0",10328
"토마스와 친구들: 우정의 대모험","2018-12-13","12","4",75,"영국","와이드 릴리즈(주)","애니메이션","전체관람가","0",8,31,"0",10315
"에이미","2015-11-05","11","4",127,"영국","기타","다큐멘터리","청소년관람불가","0",116,465,"0",10278
"아이, 토냐","2018-03-08","3","1",119,"미국","기타","드라마","청소년관람불가","0",27,263,"0",10261
"최후의 툰드라-극장판","2011-02-17","2","1",101,"한국","기타","다큐멘터리","전체관람가","0",26,0,"0",10169
"피의 연대기","2018-01-18","1","1",84,"한국","기타","다큐멘터리","12세이상관람가","0",10,409,"0",10145
"일대일","2014-05-22","5","2",121,"한국","기타","드라마","청소년관람불가","0",60,614,"0",10141
"그 사람 추기경","2014-08-06","8","3",121,"한국","기타","다큐멘터리","전체관람가","0",25,227,"0",10138
"드래프트 데이","2014-07-10","7","3",109,"미국","기타","드라마","12세이상관람가","0",16,123,"0",10119
"네루다","2017-05-25","5","2",107,"기타","기타","스릴러","청소년관람불가","0",4,194,"0",10113
"오버 더 펜스","2017-03-16","3","1",112,"일본","기타","드라마","15세이상관람가","0",27,543,"0",10103
"나비잠","2018-09-06","9","3",111,"한국","기타","멜로","15세이상관람가","0",20,478,"0",10101
"인 디 아일","2018-11-22","11","4",125,"독일","기타","드라마","15세이상관람가","0",2,39,"0",10098
"폴라로이드","2015-07-16","7","3",106,"한국","와이드 릴리즈(주)","드라마","전체관람가","0",67,171,"0",10094
"량강도 아이들","2011-11-17","11","4",95,"한국","기타","코미디","전체관람가","0",17,0,"0",10091
"세 번째 사랑","2012-01-12","1","1",134,"캐나다","기타","멜로","청소년관람불가","0",1,0,"0",10075
"배드 사마리안","2018-10-18","10","4",106,"미국","기타","스릴러","15세이상관람가","0",83,108,"0",10074
"사랑은 비가 갠 뒤처럼","2019-02-07","2","1",112,"일본","기타","드라마","전체관람가","0",66,248,"0",10046
"눈발","2017-03-01","3","1",91,"한국","기타","드라마","15세이상관람가","0",443,4474,"0",10039
"나의 어머니","2015-08-20","8","3",107,"이탈리아","기타","드라마","12세이상관람가","0",38,129,"0",10031
"타이페이 카페 스토리","2011-07-07","7","3",82,"대만","기타","드라마","전체관람가","0",9,0,"0",10023
"테라 3D: 인류 최후의 전쟁","2010-11-04","11","4",82,"미국","기타","애니메이션","전체관람가","0",33,0,"0",10023
"미안해, 고마워","2011-05-26","5","2",115,"한국","기타","드라마","12세이상관람가","0",44,0,"0",9998
"노라 없는 5일","2010-10-21","10","4",91,"기타","기타","드라마","15세이상관람가","0",42,0,"0",9994
"잉글랜드 이즈 마인","2018-07-05","7","3",94,"영국","기타","드라마","12세이상관람가","0",21,254,"0",9966
"에델과 어니스트","2018-05-10","5","2",94,"영국","(주)영화사 진진","애니메이션","12세이상관람가","0",5,88,"0",9952
"데저트 플라워","2010-04-22","4","2",127,"영국","기타","드라마","15세이상관람가","0",43,0,"1",9898
"정글북","2017-05-18","5","2",62,"인도","(주)팝엔터테인먼트","애니메이션","전체관람가","0",6,64,"0",9891
"어바웃 레이","2016-11-24","11","4",92,"미국","기타","코미디","15세이상관람가","0",58,391,"0",9851
"바다의 노래: 벤과 셀키요정의 비밀","2016-01-14","1","1",93,"아일랜드","(주)영화사 진진","애니메이션","전체관람가","0",203,928,"0",9826
"신화 라이브 3D 더 레전드 컨티뉴스","2014-12-11","12","4",89,"한국","기타","공연","전체관람가","0",51,1309,"0",9817
"두 아내","2014-03-17","3","1",80,"한국","기타","멜로","청소년관람불가","0",3,0,"0",9814
"루르드","2011-02-17","2","1",96,"기타","기타","드라마","전체관람가","0",5,0,"0",9792
"출동! 도토리 구조대","2019-03-28","3","1",82,"미국","기타","애니메이션","전체관람가","0",6,20,"0",9781
"재스퍼","2011-08-17","8","3",86,"독일","기타","애니메이션","전체관람가","0",11,0,"0",9753
"콰이어트 원","2014-09-18","9","3",97,"영국","기타","공포","15세이상관람가","0",167,305,"0",9736
"천번의 굿나잇","2014-07-03","7","3",117,"노르웨이","기타","드라마","12세이상관람가","0",16,245,"0",9732
"오만과 편견 그리고 좀비","2016-05-25","5","2",107,"미국","기타","액션","15세이상관람가","0",69,745,"1",9717
"마신자 - 빨간 옷 소녀의 저주","2016-07-21","7","3",92,"대만","기타","공포","15세이상관람가","1",166,675,"0",9710
"디올 앤 아이","2015-08-06","8","3",89,"프랑스","(주)영화사 진진","다큐멘터리","전체관람가","0",3,254,"0",9669
"메탈리카 스루 더 네버","2013-11-14","11","4",92,"미국","기타","뮤지컬","15세이상관람가","0",80,0,"0",9662
"내 이름은 꾸제트","2017-03-09","3","1",65,"프랑스","기타","애니메이션","전체관람가","0",26,315,"0",9644
"말괄량이 마녀 로비와 숲 속 친구들","2017-11-09","11","4",65,"스웨덴","(주)팝엔터테인먼트","애니메이션","전체관람가","0",43,74,"0",9628
"쉐프","2013-05-30","5","2",85,"프랑스","기타","코미디","전체관람가","0",93,0,"0",9620
"엘리노어 릭비: 그 남자","2015-04-09","4","2",95,"미국","기타","드라마","15세이상관람가","0",3,134,"0",9593
"두 번째 스물","2016-11-03","11","4",116,"한국","기타","멜로","청소년관람불가","0",106,711,"0",9579
"영웅: 천하의 시작","2014-03-20","3","1",109,"중국","(주)박수엔터테인먼트","액션","15세이상관람가","0",1,0,"0",9575
"리바이어던","2015-03-19","3","1",141,"러시아","기타","가족","청소년관람불가","0",24,189,"0",9569
"위선자들","2015-11-26","11","4",100,"한국","기타","드라마","청소년관람불가","0",30,210,"0",9566
"킬 미 달링","2016-01-28","1","1",101,"기타","기타","멜로","15세이상관람가","0",176,576,"0",9558
"악셀","2018-03-08","3","1",90,"중국","(주)팝엔터테인먼트","판타지","전체관람가","0",6,15,"0",9556
"부니베어: 브램블의 신비한 모험","2017-05-18","5","2",90,"중국","기타","애니메이션","전체관람가","0",74,128,"0",9544
"제자도 - 제자,옥한흠2","2016-11-10","11","4",90,"한국","기타","다큐멘터리","전체관람가","0",22,230,"0",9533
"콜렉션","2013-05-02","5","2",81,"미국","(주)팝엔터테인먼트","액션","청소년관람불가","0",277,0,"0",9518
"드래곤 프린세스","2018-07-05","7","3",75,"러시아","(주)박수엔터테인먼트","애니메이션","전체관람가","0",10,29,"0",9501
"리틀 포레스트: 여름과 가을","2015-02-12","2","1",111,"일본","(주)영화사 진진","드라마","12세이상관람가","0",17,314,"1",9500
"고래를 찾는 자전거","2011-09-22","9","3",100,"한국","기타","드라마","전체관람가","0",87,0,"0",9488
"드림팀","2013-03-21","3","1",97,"프랑스","기타","드라마","12세이상관람가","0",257,0,"0",9483
"한 번도 안 해본 여자","2014-01-16","1","1",99,"한국","(주)팝엔터테인먼트","멜로","청소년관람불가","0",261,0,"0",9469
"라스트 엑소시즘: 잠들지 않는 영혼","2013-06-27","6","2",88,"미국","기타","공포","15세이상관람가","0",459,0,"0",9442
"클레어의 카메라","2018-04-25","4","2",68,"한국","기타","드라마","15세이상관람가","0",160,888,"0",9430
"로보싸커","2014-07-03","7","3",87,"기타","와이드 릴리즈(주)","애니메이션","전체관람가","0",12,28,"0",9406
"우먼 인 블랙: 죽음의 천사","2015-09-10","9","3",98,"영국","기타","공포","15세이상관람가","0",74,479,"0",9389
"극장판 프리즘스톤 올스타 셀렉션","2016-07-07","7","3",69,"한국","(주)박수엔터테인먼트","애니메이션","전체관람가","0",82,1476,"0",9381
"메이크 유어 무브","2014-04-17","4","2",109,"한국","씨제이이앤엠(주)","멜로","12세이상관람가","0",404,1523,"0",9368
"러브 인 비즈니스클래스","2014-03-20","3","1",97,"프랑스","기타","멜로","청소년관람불가","0",33,72,"0",9357
"아기 거북 토토의 바다 대모험","2012-10-18","10","4",80,"영국","기타","다큐멘터리","전체관람가","0",6,0,"0",9346
"페어웰, 마이 퀸","2013-12-05","12","4",99,"프랑스","기타","드라마","15세이상관람가","0",29,0,"1",9341
"어폴로지","2017-03-16","3","1",105,"캐나다","기타","다큐멘터리","12세이상관람가","0",33,451,"0",9314
"디어 한나","2012-03-29","3","1",91,"영국","(주)영화사 진진","드라마","청소년관람불가","0",1,0,"0",9241
"불타는 내 마음","2010-03-25","3","1",95,"한국","기타","코미디","15세이상관람가","0",8,0,"0",9236
"엘리노어 릭비: 그 여자","2015-04-09","4","2",105,"미국","기타","드라마","15세이상관람가","1",3,101,"0",9233
"리지","2019-01-10","1","1",105,"미국","(주)팝엔터테인먼트","범죄","청소년관람불가","0",4,121,"0",9203
"필름스타 인 리버풀","2018-10-25","10","4",105,"영국","기타","드라마","15세이상관람가","0",9,169,"0",9192
"나의 사적인 여자친구","2015-01-08","1","1",108,"프랑스","기타","코미디","청소년관람불가","0",46,186,"0",9162
"야간비행","2014-08-28","8","3",133,"한국","기타","드라마","청소년관람불가","0",36,377,"0",9157
"사랑과 음악사이","2016-04-27","4","2",103,"미국","기타","멜로","15세이상관람가","0",8,130,"0",9148
"드래곤 기사단","2014-05-01","5","2",70,"스페인","기타","애니메이션","전체관람가","0",151,112,"0",9138
"러빙","2017-03-01","3","1",123,"미국","유니버설픽쳐스인터내셔널 코리아(유)","드라마","12세이상관람가","0",31,251,"0",9121
"어웨이 위 고","2010-02-04","2","1",97,"영국","기타","드라마","15세이상관람가","0",2,0,"0",9100
"보리 vs 매켄로","2018-05-10","5","2",107,"스웨덴","기타","드라마","12세이상관람가","0",5,51,"0",9080
"슬로우 웨스트","2015-10-08","10","4",83,"영국","기타","액션","15세이상관람가","0",51,197,"0",9075
"잊혀진 가방","2010-07-29","7","3",87,"한국","기타","다큐멘터리","전체관람가","0",9,0,"0",9049
"경계도시 2","2010-03-18","3","1",104,"한국","기타","다큐멘터리","15세이상관람가","0",15,0,"0",9032
"새벽을 알리는 루의 노래","2018-01-31","1","1",112,"일본","기타","애니메이션","전체관람가","0",12,174,"0",9008
"노스페이스","2010-06-02","6","2",126,"독일","기타","드라마","전체관람가","0",29,0,"0",8995
"아주 긴 변명","2017-02-16","2","1",124,"일본","(주)영화사 진진","드라마","15세이상관람가","0",31,411,"0",8974
"프리 스테이트","2018-02-07","2","1",113,"미국","기타","액션","15세이상관람가","0",60,128,"0",8954
"잇 컴스 앳 나잇","2017-10-19","10","4",91,"미국","(주)팝엔터테인먼트","미스터리","15세이상관람가","0",275,324,"0",8942
"쓰리","2011-09-29","9","3",119,"독일","기타","코미디","청소년관람불가","0",9,0,"0",8938
"중독노래방","2017-06-15","6","2",105,"한국","기타","미스터리","청소년관람불가","0",42,343,"0",8916
"연애의 기술","2013-10-30","10","4",89,"한국","(주)팝엔터테인먼트","멜로","청소년관람불가","0",78,0,"0",8913
"앨리스: 원더랜드에서 온 소년","2015-12-10","12","4",118,"한국","기타","판타지","15세이상관람가","0",135,2178,"0",8873
"마카담 스토리","2015-12-24","12","4",100,"프랑스","기타","드라마","12세이상관람가","0",12,178,"0",8869
"줄리에타","2016-11-17","11","4",98,"스페인","기타","드라마","15세이상관람가","0",78,284,"1",8840
"마리 이야기: 손끝의 기적","2015-08-20","8","3",93,"프랑스","기타","드라마","전체관람가","0",10,177,"0",8821
"투 이즈 어 패밀리","2017-09-21","9","3",117,"프랑스","기타","코미디","12세이상관람가","0",49,410,"0",8779
"사물의 비밀","2011-11-17","11","4",112,"한국","기타","멜로","청소년관람불가","0",52,0,"0",8757
"고령가 소년 살인사건","2017-11-23","11","4",236,"대만","기타","드라마","15세이상관람가","0",32,178,"1",8747
"법정스님의 의자","2011-05-12","5","2",75,"한국","기타","다큐멘터리","전체관람가","0",21,0,"0",8731
"초한지: 영웅의 부활","2013-03-28","3","1",116,"중국","기타","액션","15세이상관람가","0",119,0,"0",8722
"나의 엔젤","2017-10-12","10","4",79,"프랑스","기타","멜로","청소년관람불가","0",26,348,"0",8721
"극장판 마이 리틀 포니 : 이퀘스트리아 걸스","2017-05-03","5","2",73,"캐나다","(주)팝엔터테인먼트","애니메이션","전체관람가","0",161,1074,"0",8705
"마차 타고 고래고래","2017-05-18","5","2",96,"한국","와이드 릴리즈(주)","드라마","15세이상관람가","0",59,919,"0",8697
"호랑이보다 무서운 겨울손님","2018-04-12","4","2",107,"한국","기타","멜로","15세이상관람가","0",45,978,"0",8680
"라 붐","2013-10-24","10","4",109,"프랑스","기타","드라마","15세이상관람가","1",41,0,"0",8677
"마더 데레사의 편지","2014-08-21","8","3",114,"미국","씨제이이앤엠(주)","드라마","전체관람가","0",39,234,"0",8665
"햄릿","2016-11-24","11","4",179,"영국","기타","공연","15세이상관람가","0",7,360,"0",8657
"블리드 포 디스","2017-03-16","3","1",116,"미국","기타","드라마","15세이상관람가","0",272,874,"0",8655
"햄스테드","2018-07-05","7","3",102,"영국","(주)팝엔터테인먼트","코미디","15세이상관람가","0",6,44,"0",8648
"아메리칸 허니: 방황하는 별의 노래","2017-07-13","7","3",162,"영국","기타","드라마","청소년관람불가","0",89,187,"0",8647
"용을 찾아서","2017-02-22","2","1",97,"중국","기타","애니메이션","전체관람가","0",59,146,"0",8638
"칼릴 지브란의 예언자","2015-09-10","9","3",84,"미국","기타","애니메이션","전체관람가","0",69,188,"0",8631
"모스트 바이어런트","2015-04-02","4","2",124,"미국","(주)영화사 진진","범죄","15세이상관람가","0",18,125,"0",8614
"엄마의 공책","2018-03-15","3","1",102,"한국","기타","드라마","전체관람가","0",50,270,"0",8612
"미 투","2010-04-15","4","2",102,"스페인","기타","드라마","15세이상관람가","0",9,0,"0",8592
"금의위 : 14 검의 비밀","2012-06-14","6","2",113,"홍콩","기타","액션","15세이상관람가","0",95,0,"0",8589
"투 아이즈","2010-08-05","8","3",112,"기타","기타","공포","15세이상관람가","0",105,0,"0",8587
"경계의 저편 : I'LL BE HERE -미래편-","2015-10-08","10","4",90,"일본","기타","애니메이션","12세이상관람가","0",26,559,"0",8579
"나에게서 온 편지","2013-08-08","8","3",89,"프랑스","기타","코미디","12세이상관람가","0",30,0,"0",8570
"오기와 악동들 더 무비","2014-04-17","4","2",85,"프랑스","(주)팝엔터테인먼트","애니메이션","전체관람가","0",18,91,"0",8564
"바나나쏭의 기적","2018-03-08","3","1",89,"한국","기타","다큐멘터리","전체관람가","0",4,40,"0",8542
"에스코바르","2018-11-15","11","4",122,"스페인","기타","범죄","15세이상관람가","0",19,109,"0",8506
"시소","2016-11-10","11","4",76,"한국","기타","다큐멘터리","전체관람가","0",192,910,"0",8505
"더블: 달콤한 악몽","2014-09-25","9","3",92,"영국","기타","미스터리","15세이상관람가","0",68,353,"1",8504
"반 고흐: 위대한 유산","2014-10-30","10","4",115,"기타","(주)팝엔터테인먼트","드라마","12세이상관람가","0",20,652,"0",8497
"시리어스 맨","2010-03-25","3","1",105,"미국","기타","드라마","15세이상관람가","0",7,0,"0",8489
"내일의 안녕","2017-08-17","8","3",111,"스페인","기타","드라마","15세이상관람가","0",7,275,"0",8481
"사운드 오브 노이즈","2011-09-29","9","3",102,"스웨덴","기타","코미디","12세이상관람가","0",5,0,"0",8461
"날아라! 호빵맨 극장판: 구하라! 코코링과 기적의 별","2013-02-07","2","1",46,"일본","기타","애니메이션","전체관람가","0",30,0,"0",8397
"돈 조반니","2010-10-14","10","4",127,"이탈리아","기타","드라마","15세이상관람가","0",1,0,"0",8392
"극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드","2018-12-06","12","4",63,"일본","기타","애니메이션","전체관람가","0",8,37,"0",8375
"에브리띵 윌 비 파인","2015-12-31","12","4",118,"독일","기타","드라마","12세이상관람가","0",45,472,"0",8368
"노트르담 드 파리","2017-11-01","11","4",129,"한국","기타","뮤지컬","전체관람가","0",2,120,"0",8350
"스위치: 부춘산거도","2014-01-29","1","1",113,"중국","(주)팝엔터테인먼트","액션","청소년관람불가","0",17,0,"0",8350
"고스트 스토리","2017-12-28","12","4",92,"미국","기타","판타지","12세이상관람가","0",64,284,"0",8339
"위대한 비행","2012-10-18","10","4",95,"한국","롯데쇼핑㈜롯데엔터테인먼트","다큐멘터리","전체관람가","0",2,0,"0",8321
"아이언 스카이","2012-10-25","10","4",93,"기타","기타","SF","15세이상관람가","1",435,0,"0",8308
"가자, 장미여관으로","2013-08-14","8","3",87,"한국","기타","멜로","청소년관람불가","0",30,0,"0",8307
"귀담백경","2016-10-19","10","4",100,"일본","(주)박수엔터테인먼트","공포","15세이상관람가","0",36,296,"1",8297
"엑시덴탈 러브","2015-05-07","5","2",100,"미국","기타","코미디","15세이상관람가","0",42,523,"0",8291
"타임 투게더","2017-11-16","11","4",110,"캐나다","기타","드라마","12세이상관람가","0",62,524,"0",8281
"마라","2018-10-18","10","4",98,"미국","기타","공포","12세이상관람가","0",100,93,"0",8272
"신밧드 더 무비","2016-12-01","12","4",113,"일본","와이드 릴리즈(주)","애니메이션","전체관람가","0",12,68,"0",8262
"춤추는 숲","2013-05-23","5","2",94,"한국","기타","다큐멘터리","전체관람가","0",29,0,"0",8253
"슬리핑 위드 아더 피플","2015-10-22","10","4",101,"미국","기타","코미디","청소년관람불가","0",35,243,"0",8252
"마더 앤 차일드","2011-04-28","4","2",125,"미국","기타","드라마","청소년관람불가","0",3,0,"0",8252
"홈","2018-05-30","5","2",99,"한국","기타","가족","전체관람가","0",11,155,"0",8243
"나홀로 휴가","2016-09-22","9","3",94,"한국","기타","멜로","청소년관람불가","0",63,946,"0",8220
"그때 그들","2019-03-07","3","1",156,"이탈리아","(주)영화사 진진","드라마","청소년관람불가","0",4,47,"0",8200
"닌자보이 란타로 극장판 : 시끌벅적 방학숙제 대소동","2012-02-23","2","1",79,"일본","기타","애니메이션","전체관람가","0",38,0,"0",8185
"유다의 사자 : 부활절 대모험","2013-03-28","3","1",85,"미국","기타","애니메이션","전체관람가","0",23,0,"0",8180
"두갈: 마법의 회전목마","2014-03-06","3","1",81,"영국","기타","애니메이션","전체관람가","0",67,0,"0",8171
"더 리치","2015-07-16","7","3",91,"미국","기타","액션","15세이상관람가","0",263,579,"1",8153
"비틀즈: 하드 데이즈 나이트","2016-05-05","5","2",88,"영국","기타","코미디","전체관람가","0",87,307,"0",8149
"낮잠 공주 : 모르는 나의 이야기","2017-08-24","8","3",111,"일본","와이드 릴리즈(주)","애니메이션","전체관람가","0",108,758,"0",8145
"28세 미성년","2018-11-21","11","4",104,"중국","기타","멜로","15세이상관람가","0",91,1138,"0",8141
"도쿄의 밤하늘은 항상 가장 짙은 블루","2019-02-14","2","1",107,"일본","기타","멜로","15세이상관람가","0",41,133,"0",8134
"제3의 사랑","2016-05-19","5","2",113,"중국","기타","멜로","15세이상관람가","0",95,1788,"1",8108
"패션, 위험한 열정","2013-08-14","8","3",101,"독일","기타","스릴러","청소년관람불가","0",31,0,"0",8098
"윈터 슬립","2015-05-07","5","2",196,"기타","기타","드라마","15세이상관람가","0",45,220,"0",8097
"백트랙","2016-01-21","1","1",89,"호주","기타","미스터리","15세이상관람가","0",48,777,"0",8078
"원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR","2013-10-31","10","4",92,"한국","기타","공연","전체관람가","0",216,0,"0",8038
"어쿠스틱","2010-10-28","10","4",88,"한국","기타","드라마","12세이상관람가","0",297,0,"0",8036
"액트 오브 킬링","2014-11-20","11","4",159,"덴마크","기타","다큐멘터리","15세이상관람가","0",39,308,"0",8031
"유리의 꽃과 부수는 세계","2016-04-21","4","2",66,"일본","기타","애니메이션","12세이상관람가","0",26,260,"0",8028
"콜드플레이: 헤드 풀 오브 드림스","2018-12-28","12","4",104,"영국","기타","다큐멘터리","12세이상관람가","0",10,41,"0",8017
"원스 어폰 어 타임 인 베니스","2018-09-06","9","3",93,"미국","기타","코미디","15세이상관람가","0",22,107,"0",8011
"퍼스트 포지션","2012-10-25","10","4",95,"미국","기타","다큐멘터리","전체관람가","0",68,0,"0",7978
"콜럼버스","2018-04-19","4","2",104,"미국","기타","드라마","12세이상관람가","0",17,160,"0",7977
"에너미","2014-05-29","5","2",90,"캐나다","(주)영화사 진진","미스터리","청소년관람불가","0",31,200,"1",7967
"의궤, 8일간의 축제 3D","2014-04-17","4","2",73,"한국","기타","다큐멘터리","전체관람가","0",11,155,"0",7956
