,영화명,개봉일,감독,"API구분(left=kmdb, right=영진위)"
6926,아스널리로디드,2017-09-07,,left_only
6927,아스널리로디드,2017-09-12,스티븐 C. 밀러,right_only
6943,아웃사이더,2014-07-24,김문옥,right_only
6944,아웃사이더,2015-06-21,브라이언 A 밀러,right_only
6954,아이다,2012-12-22,그레이엄 빅,right_only
6955,아이다,2013-08-03,소냐 프리셀,right_only
6956,아이다,2015-07-01,올리비에 피,right_only
6958,아이다,2019-02-02,,right_only
6962,아이돌섹스스캔들,2016-03-16,야마삐,right_only
6963,아이돌섹스스캔들,2016-03-17,,left_only
6968,아이디에이,2012-11-22,크리스티안 E.크리스티안센,right_only
6969,아이디에이,2012-11-29,,left_only
6975,아이스에이지4대륙이동설,2012-07-25,"스티브 마티노,마이크 트메이어",right_only
6976,아이스에이지4대륙이동설,2012-07-26,,left_only
6979,아이스투모로우,2014-06-18,제이슨 부케,right_only
6980,아이스투모로우,2014-06-19,,left_only
6985,아이언걸,2013-01-28,나가미네 마사토시,right_only
6986,아이언걸,2013-01-31,,left_only
7000,아이엠어히어로,2016-09-21,사토 신스케,right_only
7001,아이엠어히어로,2016-09-22,,left_only
7002,아이엠오메가,2014-06-25,그리프 퍼스트,right_only
7003,아이엠오메가,2014-06-26,,left_only
7005,아이오브더스톰,2013-06-13,,left_only
7006,아이오브더스톰,2013-06-15,프레드 쉐피시,right_only
7036,아틀란틱림라이징,2019-01-27,자레드 콘,right_only
7037,아틀란틱림라이징,2019-01-29,,left_only
7065,악령의캠핑카,2018-12-13,,left_only
7066,악령의캠핑카,2018-12-27,톰 나이젤,right_only
7075,악의교전,2013-08-22,,left_only
7076,악의교전,2013-08-29,미이케 다카시,right_only
7079,악인,2011-06-02,,left_only
7080,악인,2011-06-09,이상일,right_only
7095,안녕나의소녀,2018-05-16,사준의,right_only
7096,안녕나의소녀,2018-05-17,,left_only
7129,알리바이닷컴,2018-11-07,필리프 라슈,right_only
7130,알리바이닷컴,2018-11-08,,left_only
7175,애로우헤드,2017-06-01,,left_only
7176,애로우헤드,2017-06-15,제스 오브라이언,right_only
7205,애프터이미지,2015-09-17,,left_only
7206,애프터이미지,2015-10-06,토니 컨,right_only
7211,액트오브워,2018-02-08,리안 M. 케네디,right_only
7212,액트오브워,2018-02-22,,left_only
7220,앤트보이레드퓨리의복수,2017-06-15,애스크 해쎌바르크,right_only
7221,앤트보이레드퓨리의복수,2017-06-29,,left_only
7222,앤트보이초딩히어로의탄생,2017-07-27,애스크 해쎌바르크,right_only
7223,앤트보이초딩히어로의탄생,2017-08-03,,left_only
7245,야누스욕망의두얼굴,2014-08-07,,left_only
7246,야누스욕망의두얼굴,2014-08-14,손영호,right_only
7247,야동보기좋은날,2016-08-05,,left_only
7248,야동보기좋은날,2016-08-08,권문선,right_only
7294,양귀비왕조의여인,2016-03-03,,left_only
7295,양귀비왕조의여인,2016-03-05,"장예모,전장장",right_only
7310,어그레션스케일,2013-06-11,스티븐 C. 밀러,right_only
7311,어그레션스케일,2013-06-12,,left_only
7347,어론인더다크2마녀사냥꾼,2014-05-15,,left_only
7348,어론인더다크2마녀사냥꾼,2015-10-14,"마이클 로쉬,피터 쉬어러",right_only
7372,어린아내,2016-11-17,,left_only
7373,어린아내,2016-11-18,화니,right_only
7374,어린아내,2017-06-20,,right_only
7387,어린여자맛있는관음,2016-06-23,,left_only
7388,어린여자맛있는관음,2016-07-08,이민환,right_only
7396,어린장모,2018-05-11,,left_only
7397,어린장모,2018-05-17,최은정,right_only
7411,어린형수,2016-09-23,최우성,right_only
7412,어린형수,2016-09-28,,left_only
7434,어밴던드,2010-03-25,,left_only
7435,어밴던드,2010-04-01,나초 세르다,right_only
7436,어밴던드,2016-03-02,존 라잉,right_only
7463,어쩌다암살클럽,2017-11-09,,left_only
7464,어쩌다암살클럽,2018-02-13,아틸라 틸,right_only
7475,언노운게스트,2018-11-27,"조나단 엘러스,패트릭 워드 퍼킨스",right_only
7476,언노운게스트,2018-11-29,,left_only
7493,언더월드4어웨이크닝,2012-02-22,"만스 말린드,비욘 스테인",right_only
7494,언더월드4어웨이크닝,2012-02-23,,left_only
7503,언스토퍼블,2010-11-10,토니 스콧,right_only
7504,언스토퍼블,2010-11-11,,left_only
7533,엄마애인,2018-01-29,"정진호,정진호",right_only
7534,엄마애인,2018-02-08,,left_only
7601,엉클분미,2010-09-16,아핏차퐁 위라세타쿤,right_only
7602,엉클분미,2014-02-13,,left_only
7663,에이리언어택2019,2019-02-19,,left_only
7664,에이리언어택2019,2019-02-21,제프 르로이,right_only
7667,에이리언컨버전스,2018-11-27,,left_only
7668,에이리언컨버전스,2018-11-29,롭 팔라티나,right_only
7701,엑소시스트사탄의부활,2018-03-15,,left_only
7702,엑소시스트사탄의부활,2018-03-30,토미 페어클로스,right_only
7735,엘꼰도르빠사,2016-02-25,,left_only
7736,엘꼰도르빠사,2016-02-27,송재용,right_only
7751,엘리스의50가지그림자,2018-12-06,,left_only
7752,엘리스의50가지그림자,2018-12-17,제이미 웨스턴,right_only
7767,엘사앤프레드,2015-10-29,,left_only
7768,엘사앤프레드,2015-12-06,마이클 래드포드,right_only
7774,엣지오브다크니스,2010-06-02,마틴 캠벨,right_only
7775,엣지오브다크니스,2010-06-03,,left_only
7776,엣지오브타임,2014-08-13,,left_only
7777,엣지오브타임,2014-08-14,칼 베사이,right_only
7792,여대생기숙사,2010-06-23,스튜어트 헨들러,right_only
7793,여대생기숙사,2010-06-24,,left_only
7801,여덟번의감정,2010-09-09,,left_only
7802,여덟번의감정,2010-09-30,성지혜,right_only
7876,여자전쟁떠도는눈,2016-08-19,,left_only
7877,여자전쟁떠도는눈,2016-08-22,김동욱,right_only
7883,여자하숙집,2017-05-11,이리단,right_only
7884,여자하숙집,2017-10-17,,left_only
7910,여친엄마,2017-07-06,이리단,right_only
7911,여친엄마,2017-10-17,,left_only
7966,엽문2,2010-06-16,엽위신,right_only
7967,엽문2,2010-06-17,,left_only
7979,영웅,2014-01-02,,left_only
7980,영웅,2014-03-20,,left_only
8015,옆집여자,2017-05-24,아마엔보 쇼군,right_only
8016,옆집여자,2017-06-20,마의성,right_only
8028,예루살렘Z좀비와의전쟁,2016-05-19,,left_only
8029,예루살렘Z좀비와의전쟁,2016-06-02,"요아브 파즈,도론 파즈",right_only
8097,오브라더오시스터,2015-03-05,,left_only
8098,오브라더오시스터,2015-03-21,니시다 마사후미,right_only
8106,오션스,2010-07-28,"자끄 페렝,자크 클로드",right_only
8107,오션스,2010-07-29,,left_only
8109,오션월드3D,2010-08-11,장-자크 망텔로,right_only
8110,오션월드3D,2010-08-12,,left_only
8133,오텔로,2013-04-13,엘리시아 모신스키,right_only
8134,오텔로,2013-12-21,정명훈,right_only
8135,오텔로,2016-03-05,바틀렛 셔,right_only
8136,오텔로,2017-04-16,크리스티안 틸레만,right_only
8171,온리더브레이브,2018-02-28,,left_only
8172,온리더브레이브,2018-03-07,조셉 코신스키,right_only
8178,온천장의은밀한정사,2013-10-16,아이조메 쿄코,right_only
8179,온천장의은밀한정사,2013-10-17,,left_only
8192,올리고당더무비,2017-06-15,,left_only
8193,올리고당더무비,2017-07-04,노진수,right_only
8207,옹박리턴즈오브레전드,2014-11-27,,left_only
8208,옹박리턴즈오브레전드,2014-12-11,프라챠 핀카엡,right_only
8250,완전범죄프로젝트,2013-12-18,,left_only
8251,완전범죄프로젝트,2013-12-19,애드리언 그런버그,right_only
8258,완전한사육소원을말해봐,2016-06-01,박범수,right_only
8259,완전한사육소원을말해봐,2016-06-02,,left_only
8284,외도,2016-07-14,최우성,right_only
8285,외도,2016-07-19,,left_only
8351,용서는없다,2010-01-07,김형준,right_only
8352,용서는없다,2010-01-10,,left_only
8400,우리사랑하는동안,2014-09-11,,left_only
8401,우리사랑하는동안,2014-09-13,캣 코이로,right_only
8450,울프,2015-03-05,,left_only
8451,울프,2015-03-25,짐 타이후투,right_only
8466,워리어스레인보우2최후의결전,2014-07-07,위덕성,right_only
8467,워리어스레인보우2최후의결전,2014-07-09,,left_only
8470,워리어스웨이,2010-12-01,이승무,right_only
8471,워리어스웨이,2010-12-02,,left_only
8488,원나잇스캔들모닝애프터,2016-08-05,산라 J. 켈,right_only
8489,원나잇스캔들모닝애프터,2016-08-11,,left_only
8496,원더우먼,2017-05-31,팻티 젠킨스,right_only
8497,원더우먼,2017-06-02,,left_only
8505,원령,2015-08-12,,left_only
8506,원령,2015-08-13,동역견,right_only
8522,원초적비디오테이프,2018-07-18,세바스티안 페릴로,right_only
8523,원초적비디오테이프,2018-07-19,,left_only
8538,월드워핵전쟁의서막,2019-02-14,,left_only
8539,월드워핵전쟁의서막,2019-03-07,A.K. 스트롬,right_only
8542,월스트리트머니네버슬립스,2010-09-23,,left_only
8543,월스트리트머니네버슬립스,2010-10-21,올리버 스톤,right_only
8547,월터의상상은현실이된다,2013-12-31,벤 스틸러,right_only
8548,월터의상상은현실이된다,2017-12-27,,left_only
8555,웨딩스캔들,2012-08-30,,left_only
8556,웨딩스캔들,2012-09-06,신동엽,right_only
8558,웨이백,2010-03-17,,left_only
8559,웨이백,2011-03-17,피터 위어,right_only
8599,위스키탱고폭스트롯,2016-11-10,"글렌 피카라,존 레쿼",right_only
8600,위스키탱고폭스트롯,2016-11-16,,left_only
8635,위험한여자,2010-05-14,,left_only
8636,위험한여자,2010-07-11,카타오카 슈지,right_only
8639,위험한유혹,2012-09-01,이사카와 히토시,right_only
8640,위험한유혹,2016-12-28,제임스 프랭코,right_only
8669,유령작가,2010-06-02,로만 폴란스키,right_only
8670,유령작가,2010-06-03,,left_only
8678,유부녀감금일기,2014-01-22,칸바라 이쿠토,right_only
8679,유부녀감금일기,2014-01-23,,left_only
8781,은교,2012-04-25,정지우,right_only
8782,은교,2012-04-26,,left_only
8793,은밀한사육,2014-05-28,카와노 고우시,right_only
8794,은밀한사육,2014-05-29,,left_only
8909,이그지스트,2015-02-05,,left_only
8910,이그지스트,2015-02-23,에두아르도 산체스,right_only
8912,이끼,2010-07-14,강우석,right_only
8913,이끼,2010-07-15,,left_only
8976,이웃사람,2012-08-22,김휘,right_only
8977,이웃사람,2012-08-23,,left_only
8998,이채담의지스팟,2017-10-24,,left_only
8999,이채담의지스팟,2017-10-26,박주영,right_only
9001,이층의악당,2010-11-24,손재곤,right_only
9002,이층의악당,2010-11-25,,left_only
9026,익스트림스키야키,2014-07-24,,left_only
9027,익스트림스키야키,2014-07-25,마에다 시로,right_only
9037,익스펜더블에셋,2017-03-23,,left_only
9038,익스펜더블에셋,2017-03-29,티노 스트럭맨,right_only
9047,인더블러드,2014-10-01,존 스톡웰,right_only
9048,인더블러드,2014-10-08,,left_only
9061,인류멸망보고서,2012-04-05,,left_only
9062,인류멸망보고서,2012-04-11,김지운,right_only
9066,인베이젼스펙터,2014-08-06,조던 그레이엄,right_only
9067,인베이젼스펙터,2014-08-07,,left_only
9075,인사이드워,2017-01-23,"브렛 바벨,드류 바벨",right_only
9076,인사이드워,2017-01-26,,left_only
9086,인서클,2018-02-12,"조니 헌,이안 맨슨",right_only
9087,인서클,2018-02-22,,left_only
9088,인셉션,2010-07-15,,left_only
9089,인셉션,2010-07-21,크리스토퍼 놀란,right_only
9092,인시디어스,2012-09-06,,left_only
9093,인시디어스,2012-09-13,제임스 완,right_only
9118,인투더샤크스톰,2018-07-14,안소니 C. 페란트,right_only
9119,인투더샤크스톰,2018-07-17,,left_only
9122,인트루더낯선침입자,2016-10-13,,left_only
9123,인트루더낯선침입자,2016-10-20,트래비스 자리니,right_only
9136,일개인적무림,2015-04-16,,left_only
9137,일개인적무림,2015-05-07,진덕삼,right_only
9184,일트로바토레,2014-09-20,다니엘 바렌보임,right_only
9185,일트로바토레,2016-01-16,마르코 아르밀리아토,right_only
9263,잔다라더피날레,2014-04-24,,left_only
9264,잔다라더피날레,2014-05-01,M.L. 반데바노프 데바쿤,right_only
9267,잔혹동화헌팅오브엘레나,2013-08-21,"크리스티안 비세글리아,아스카니오 말가리니",right_only
9268,잔혹동화헌팅오브엘레나,2013-08-22,,left_only
9280,잠베지아신비한나무섬의비밀,2012-12-25,웨인 쏜리,right_only
9281,잠베지아신비한나무섬의비밀,2012-12-26,,left_only
9283,잠자는숲속의미녀,2012-05-03,카트린느 브레이야,right_only
9284,잠자는숲속의미녀,2013-10-17,마리우스 프티파,right_only
9285,잠자는숲속의미녀,2017-08-23,,left_only
9286,잠자는숲속의미녀와야수,2014-07-15,캐스퍼 반 디엔,right_only
9287,잠자는숲속의미녀와야수,2014-07-16,,left_only
9325,잭과자이언트킬러2014,2014-07-01,마크 앳킨스,right_only
9326,잭과자이언트킬러2014,2014-07-02,,left_only
9352,적과의동침,2011-04-27,박건용,right_only
9353,적과의동침,2011-04-28,,left_only
9359,적인걸측천무후의비밀,2010-10-06,서극,right_only
9360,적인걸측천무후의비밀,2010-10-07,,left_only
9377,전망좋은하우스관음적욕망,2013-11-20,,left_only
9378,전망좋은하우스관음적욕망,2013-11-21,진달래,right_only
9428,젊은새엄마,2016-05-17,칸바라 이쿠토,right_only
9429,젊은새엄마,2016-12-15,김정오,right_only
9441,젊은엄마,2013-07-31,,left_only
9442,젊은엄마,2013-08-06,공자관,right_only
9521,정사,2014-10-30,김정환,right_only
9522,정사,2014-12-11,,left_only
9564,정사은밀한밀애,2016-08-11,,left_only
9565,정사은밀한밀애,2016-08-16,이재상,right_only
9673,조선안방스캔들칠거지악,2015-09-15,이전,right_only
9674,조선안방스캔들칠거지악,2015-09-17,,left_only
9715,좀비파이트클럽,2015-01-15,전인호,right_only
9716,좀비파이트클럽,2015-01-25,,left_only
9717,좀비헌터,2017-08-24,,left_only
9718,좀비헌터,2017-09-08,하미드 토라브푸르,right_only
9765,죽음의리무진,2018-08-16,,left_only
9766,죽음의리무진,2018-09-06,하리츠 쥬빌라가,right_only
9778,줄리아엑스,2013-07-11,,left_only
9779,줄리아엑스,2013-07-16,P.J. 페티에트,right_only
9822,지구침략기계들의반란,2015-07-27,짐 위노스키,right_only
9823,지구침략기계들의반란,2015-07-30,,left_only
9837,지상최고의아빠,2013-12-12,,left_only
9838,지상최고의아빠,2013-12-24,밥 골드스웨이트,right_only
9842,지알로,2012-06-05,,left_only
9843,지알로,2012-06-14,다리오 아르젠토,right_only
9845,지오쓰나미,2018-11-27,,left_only
9846,지오쓰나미,2018-11-29,썬더 레빈,right_only
9906,짓,2013-09-25,한종훈,right_only
9907,짓,2013-09-26,,left_only
9962,착한엄마무삭제,2018-01-25,강정훈,right_only
9963,착한엄마무삭제,2018-03-16,이리단,right_only
10041,창녀와크리스마스,2014-12-10,페트라 비온디아 볼페,right_only
10042,창녀와크리스마스,2014-12-11,,left_only
10054,챌린지게임,2016-02-29,,left_only
10055,챌린지게임,2016-08-18,원석호,right_only
10060,챔피언프로그램,2015-10-28,스티븐 프리어스,right_only
10061,챔피언프로그램,2015-10-29,,left_only
10143,첫경험,2015-02-12,미치하라 세이징,right_only
10144,첫경험,2018-01-10,"김태수,김태수",right_only
10165,청원,2011-11-02,산제이 렐라 반살리,right_only
10166,청원,2017-03-16,,left_only
10189,체인징사이드부부탐구생활,2012-09-20,,left_only
10190,체인징사이드부부탐구생활,2012-10-04,파스칼 포자두,right_only
10192,체크포인트,2017-08-29,,right_only
10193,체크포인트,2017-09-07,,left_only
10216,초한지천하대전,2012-01-11,이인항,right_only
10217,초한지천하대전,2012-01-12,,left_only
10306,치한전철속불륜,2014-01-25,진노 후토시,right_only
10307,치한전철속불륜,2014-01-29,,left_only
10341,친구엄마,2015-08-29,카타오카 슈지,right_only
10342,친구엄마,2015-11-12,공자관,right_only
10423,카2,2011-07-20,존 라세터,right_only
10424,카2,2011-07-21,,left_only
10426,카니발,2014-10-15,,left_only
10427,카니발,2014-11-03,마누엘 마틴 쿠엔카,right_only
10432,카르멘,2010-04-04,,left_only
10433,카르멘,2012-11-10,안드리스 넬슨스,right_only
10434,카르멘,2015-04-11,"매튜 다이아몬드,파블로 헤라스 카사도",right_only
10435,카르멘,2015-12-07,프란체스코 로시,right_only
10436,카르멘,2016-02-03,칼릭스토 비에이토,right_only
10437,카르멘,2018-07-01,카스퍼 홀텐,right_only
10448,카발레리아루스티카나팔리아치,2015-11-21,,right_only
10449,카발레리아루스티카나팔리아치,2016-03-13,필립 슈톨츨,right_only
10455,카운트다운,2015-12-03,나타우트 푼프리야,right_only
10456,카운트다운,2016-11-22,존 스톡웰,right_only
10457,카운트다운,2016-11-24,,left_only
10458,카운트다운쇼크웨이브,2018-11-29,,left_only
10459,카운트다운쇼크웨이브,2018-12-19,닉 라이온,right_only
10467,카즈미바디미션,2012-02-09,,left_only
10468,카즈미바디미션,2012-08-30,와타베 세이치,right_only
10498,캐빈피버블러디홀리데이,2016-11-17,,left_only
10499,캐빈피버블러디홀리데이,2016-12-01,트래비스 자리니,right_only
10500,캐빈피버페이션트제로,2016-11-03,,left_only
10501,캐빈피버페이션트제로,2016-11-17,카리 앤드류스,right_only
10514,캠퍼스오바마전쟁,2015-12-24,,left_only
10515,캠퍼스오바마전쟁,2016-01-12,저스틴 시미엔,right_only
10547,컨저링마녀의인형,2018-08-14,,left_only
10548,컨저링마녀의인형,2018-08-16,로렌스 파울러,right_only
10552,컨택트킬좀비,2014-08-20,더스틴 리커트,right_only
10553,컨택트킬좀비,2014-08-21,,left_only
10569,컴투게더,2017-05-18,,right_only
10570,컴투게더,2017-05-25,,left_only
10588,코드오브아너,2016-10-12,마이클 위닉,right_only
10589,코드오브아너,2016-10-13,,left_only
10604,코지판투테,2014-09-20,제임스 레바인,right_only
10605,코지판투테,2018-10-06,,right_only
10613,콜걸,2013-03-29,,left_only
10614,콜걸,2014-12-23,마이클 마키마인,right_only
10632,콜롬비아나,2011-08-31,올리비에 메가턴,right_only
10633,콜롬비아나,2011-09-01,,left_only
10643,콩스컬아일랜드,2017-03-08,조던 복트-로버츠,right_only
10644,콩스컬아일랜드,2017-03-09,,left_only
10655,쾌락지구,2012-09-13,,left_only
10656,쾌락지구,2012-09-17,전국위,right_only
10658,쾌락지구3,2015-07-09,,left_only
10659,쾌락지구3,2015-07-24,전국위,right_only
10660,쾌락지구X,2015-06-24,구작문,right_only
10661,쾌락지구X,2015-06-25,,left_only
10671,쿠티스,2017-12-07,,left_only
10672,쿠티스,2017-12-27,"조나단 밀롯,캐리 멀니온",right_only
10700,크래쉬랜딩,2014-07-08,짐 위노스키,right_only
10701,크래쉬랜딩,2014-07-09,,left_only
10716,크로스라인,2013-04-03,,left_only
10717,크로스라인,2013-04-05,R. 엘리스 프레이저,right_only
10725,크리미널,2016-06-22,아리엘 브로멘,right_only
10726,크리미널,2016-06-23,,left_only
10753,클로버필드10번지,2016-04-06,,left_only
10754,클로버필드10번지,2016-04-07,댄 트라첸버그,right_only
10783,킥복서리턴즈,2016-11-17,,left_only
10784,킥복서리턴즈,2016-12-01,존 스톡웰,right_only
10793,킬러스,2010-08-19,,left_only
10794,킬러스,2010-09-02,로버트 루게틱,right_only
10800,킬러인사이드미,2010-07-07,"마이클 윈터바텀,존 커랜",right_only
10801,킬러인사이드미,2010-07-08,,left_only
10868,타이치2히어로,2014-07-23,,left_only
10869,타이치2히어로,2014-07-24,풍덕륜,right_only
10889,타임트랩킬러,2019-03-05,,left_only
10890,타임트랩킬러,2019-03-07,저스틴 루이스,right_only
10901,탄호이저,2016-05-07,,right_only
10902,탄호이저,2017-05-28,,right_only
10912,탐정당인차이나타운살인사건,2016-10-27,,left_only
10913,탐정당인차이나타운살인사건,2018-03-08,진사성,right_only
10929,태양아래,2016-04-27,비탈리 만스키,right_only
10930,태양아래,2016-04-28,,left_only
10936,태평륜,2016-07-21,,left_only
10937,태평륜,2016-08-12,오우삼,right_only
10938,태평륜피안,2016-08-18,,left_only
10939,태평륜피안,2016-09-22,오우삼,right_only
10940,태풍이지나가고,2016-07-27,고레에다 히로카즈,right_only
10941,태풍이지나가고,2016-07-28,,left_only
10944,택시나이트페어,2016-02-18,,left_only
10945,택시나이트페어,2016-03-02,줄리앙 세리,right_only
10964,터미널,2016-09-08,,left_only
10965,터미널,2019-05-30,,left_only
10969,터미네이터솔저,2019-03-17,앤드류 벨웨어,right_only
10970,터미네이터솔저,2019-03-19,,left_only
11027,토마스와친구들극장판2,2010-06-10,그렉 티어넌,right_only
11028,토마스와친구들극장판2,2010-06-17,,left_only
11038,토스카,2013-04-13,루크 본디,right_only
11039,토스카,2014-03-15,루크 본디,right_only
11042,토스카,2018-05-05,,right_only
11043,토스카,2018-07-01,,left_only
11064,톰하디의도망자,2013-02-21,,left_only
11065,톰하디의도망자,2013-02-25,마틴 허버티,right_only
11066,톰행크스의일렉트릭시티,2014-06-11,톰 행크스,right_only
11067,톰행크스의일렉트릭시티,2014-06-12,,left_only
11078,투란도트,2016-02-07,마르코 아르투로 마렐리,right_only
11079,투란도트,2016-07-02,,right_only
11080,투란도트,2018-08-26,스테파노 포다,right_only
11087,투모로우랜드,2015-05-27,브래드 버드,right_only
11088,투모로우랜드,2015-05-28,,left_only
11099,투타이거,2013-09-26,산드로 세카,right_only
11100,투타이거,2013-09-30,,left_only
11108,툼인베이더,2019-02-03,제임스 토마스,right_only
11109,툼인베이더,2019-02-05,,left_only
11117,트랜센던스,2014-05-14,월리 피스터,right_only
11118,트랜센던스,2014-05-15,,left_only
11119,트랜스머신만테라,2014-07-15,"알리야르 알리 커티,미자 모하메드",right_only
11120,트랜스머신만테라,2014-07-16,,left_only
11147,트루스오어데어,2018-05-22,제프 와드로,right_only
11148,트루스오어데어,2018-05-24,,left_only
11159,트릭,2017-06-08,닐 호너,right_only
11160,트릭,2017-06-15,,left_only
11172,특별수사대,2017-03-23,루치아노 세이버,right_only
11173,특별수사대,2017-03-30,,left_only
11210,파도가지나간자리,2017-03-08,데릭 시엔프랜스,right_only
11211,파도가지나간자리,2017-03-09,,left_only
11269,파우스트,2012-06-19,데스 맥가너프,right_only
11271,파우스트,2015-09-09,장-루이 마르티노티,right_only
11272,파우스트,2016-09-03,지안드레아 노세다,right_only
11282,파이널데스티네이션5,2011-09-07,,left_only
11283,파이널데스티네이션5,2011-09-08,스티븐 쿼일,right_only
11334,팜스윙스스와핑클럽,2017-12-21,,left_only
11335,팜스윙스스와핑클럽,2018-01-25,션 회쓰리,right_only
11340,패딩턴,2015-01-07,폴 킹,right_only
11341,패딩턴,2015-01-08,,left_only
11358,팩트살인,2017-12-23,,right_only
11359,팩트살인,2017-12-28,,left_only
11361,팬더와친구들의모험,2013-08-22,,left_only
11362,팬더와친구들의모험,2013-08-24,다카하타 이사오,right_only
11390,퍼펙트,2013-09-25,닐스 아르덴 오플레브,right_only
11391,퍼펙트,2013-09-26,,left_only
11396,퍼펙트크라임,2017-02-23,,left_only
11397,퍼펙트크라임,2017-03-14,오우사 쿤,right_only
11419,페이스오브데블,2017-10-12,프랭크 페레즈-가랜드,right_only
11420,페이스오브데블,2017-10-19,,left_only
11476,포에트리브로셀,2017-03-01,,left_only
11477,포에트리브로셀,2017-03-03,에리카 러스트,right_only
11484,포제션중독된사랑,2015-06-18,,left_only
11485,포제션중독된사랑,2015-06-21,"조엘 버그발,시몬 샌드퀴스트",right_only
11519,폰티풀,2011-03-24,,left_only
11520,폰티풀,2011-03-26,브루스 맥도널드,right_only
11534,폴리캅,2017-09-14,,left_only
11535,폴리캅,2017-09-26,조 헨린,right_only
11540,폴터가이스트액티비티,2017-03-10,앤드류 존스,right_only
11541,폴터가이스트액티비티,2017-03-23,,left_only
11596,프레데터스,2010-07-08,,left_only
11597,프레데터스,2010-08-26,님로드 안탈,right_only
11598,프레셔,2015-11-19,,left_only
11599,프레셔,2015-12-06,론 스캘펠로,right_only
11628,프리랜서스,2018-02-01,,left_only
11629,프리랜서스,2018-02-21,제시 테레로,right_only
11639,플라스틱섹스,2012-01-18,,left_only
11640,플라스틱섹스,2012-12-26,이숭환,right_only
11644,플라이보이스,2013-10-31,,left_only
11645,플라이보이스,2013-11-02,로코 데빌리어스,right_only
11647,플라이트7500,2014-11-25,,left_only
11648,플라이트7500,2014-12-16,시미즈 다카시,right_only
11650,플라이페이퍼,2012-03-20,,left_only
11651,플라이페이퍼,2013-03-20,롭 민코프,right_only
11662,플래쉬운즈,2012-09-27,댄 가르시아,right_only
11663,플래쉬운즈,2012-10-11,,left_only
11665,플랜B,2010-06-17,알란 폴,right_only
11666,플랜B,2010-07-01,,left_only
11670,플러쉬,2014-03-27,,left_only
11671,플러쉬,2014-04-17,캐서린 하드윅,right_only
11675,플레이백,2013-03-28,,left_only
11676,플레이백,2013-03-29,마이클 A. 니클즈,right_only
11687,피가로의결혼,2015-02-21,,right_only
11688,피가로의결혼,2016-05-22,스벤-에릭 베히톨프,right_only
11698,피라냐3DD,2012-08-01,존 걸레거,right_only
11699,피라냐3DD,2013-08-14,,left_only
11732,피터래빗,2018-05-16,윌 글럭,right_only
11733,피터래빗,2018-05-17,,left_only
11751,필동,2018-02-28,,left_only
11752,필동,2018-08-09,필동,right_only
11766,핑거프린트,2010-04-22,,left_only
11767,핑거프린트,2010-04-29,해리 바실,right_only
11791,하나와앨리스살인사건,2015-05-27,이와이 슌지,right_only
11792,하나와앨리스살인사건,2015-05-28,,left_only
11801,하늘을걷는남자,2015-10-28,로버트 저메키스,right_only
11802,하늘을걷는남자,2015-10-29,,left_only
11851,하우투플랜언오지인어스몰타운,2016-11-14,제레미 라론드,right_only
11852,하우투플랜언오지인어스몰타운,2016-11-17,,left_only
11873,하이힐,2014-06-03,장진,right_only
11874,하이힐,2014-06-04,,left_only
11889,하하하,2010-05-05,홍상수,right_only
11890,하하하,2010-05-06,,left_only
11939,할수있는자가구하라,2010-05-24,,left_only
11940,할수있는자가구하라,2012-02-04,,left_only
11942,핫섹토크,2015-10-27,,left_only
11943,핫섹토크,2015-11-03,이전,right_only
11951,해결사,2013-01-24,니쉬칸트 카마트,right_only
11952,해결사,2017-09-14,아칸 사타예브,right_only
11968,해적말라카해안의위협,2013-02-27,,left_only
11969,해적말라카해안의위협,2013-02-28,아순 마와르디,right_only
11991,해피프렌치섹스,2015-09-02,조르당 골드나델,right_only
11992,해피프렌치섹스,2015-09-03,,left_only
11999,햄릿,2010-06-12,,left_only
12000,햄릿,2016-11-24,린지 터너,right_only
12003,행맨,2017-06-29,,left_only
12004,행맨,2017-07-12,아담 메이슨,right_only
12031,허삼관,2015-01-14,하정우,right_only
12032,허삼관,2015-01-15,,left_only
12056,헤드샷,2017-08-24,,left_only
12057,헤드샷,2017-09-01,"키모 스탐보엘,티모 타잔토",right_only
12061,헤리티지오브러브,2018-07-19,,left_only
12062,헤리티지오브러브,2018-07-31,유리 바실리에프,right_only
12070,헤이세이미망인하숙집관리인을노려라,2013-01-18,에노모토 토시로,right_only
12071,헤이세이미망인하숙집관리인을노려라,2013-01-24,,left_only
12087,헨젤과그레텔2014,2014-09-30,안소니 C. 페란트,right_only
12088,헨젤과그레텔2014,2014-10-01,,left_only
12118,형,2016-11-23,권수경,right_only
12119,형,2016-11-24,,left_only
12145,혜원아사랑해,2012-03-29,김기현,right_only
12146,혜원아사랑해,2013-03-29,,left_only
12158,호비와동화나라대모험,2016-12-05,,left_only
12159,호비와동화나라대모험,2016-12-08,히라바야시 이사무,right_only
12184,호텔플라워즈,2014-01-23,,left_only
12185,호텔플라워즈,2014-02-08,오츠키 에이지,right_only
12186,호프로스트,2015-10-01,,left_only
12187,호프로스트,2015-10-08,데이빗 페트루치,right_only
12189,호프만이야기,2015-08-22,바틀렛 셔,right_only
12190,호프만이야기,2017-07-19,,left_only
12219,홈프론트가족을지켜라,2014-06-18,게리 플레더,right_only
12220,홈프론트가족을지켜라,2014-06-19,,left_only
12286,황제를위하여,2014-06-11,박상준,right_only
